variant,name,need_pearson,need_mae,need_target_mean,need_pred_mean,need_target_max,need_pred_max,hard_negative_pixels,false_strong_pixels,low_context_false_strong_rate
d7a_hn_ordinal,875_0.87_1.74.png,0.2551626466004655,0.3131192624568939,0.6316442489624023,0.3383355140686035,0.994653582572937,0.5000485777854919,2,0,0.0
d7a_hn_ordinal,900_0.91_0.72.png,0.12059616214681661,0.1913631409406662,0.4006834924221039,0.3613765239715576,0.9947754144668579,0.4953940212726593,504,0,0.0
d7a_hn_ordinal,953_0.95_0.84.png,0.5239935440187741,0.3562995195388794,0.6811763048171997,0.388858437538147,0.9937141537666321,0.48430341482162476,87,0,0.0
d7b_topk_hn_ordinal,1012_0.85_1.28.png,-0.1969330073015116,0.25374117493629456,0.5695059299468994,0.3757856786251068,0.9817138910293579,0.4819989800453186,0,0,nan
d7b_topk_hn_ordinal,1016_0.8_1.72.png,0.13177710076171414,0.1889255940914154,0.5156025886535645,0.4156440198421478,0.9905511140823364,0.5189653038978577,127,0,0.0
d7b_topk_hn_ordinal,1023_0.5_1.87.png,0.17694533612470276,0.2514956593513489,0.5677728056907654,0.3856879472732544,0.9814285039901733,0.4805305302143097,283,0,0.0
d7b_topk_hn_ordinal,103_0.75_1.59.png,-0.3259118432436775,0.43721312284469604,0.8088023662567139,0.3924671411514282,0.9980001449584961,0.5169488787651062,0,0,nan
d7b_topk_hn_ordinal,1075_0.76_1.99.png,-0.19132277535430792,0.43134862184524536,0.8100170493125916,0.39482706785202026,0.9990004897117615,0.48332491517066956,15,0,0.0
d7b_topk_hn_ordinal,1122_0.94_0.53.png,0.10257783145016908,0.22673819959163666,0.4339447617530823,0.317025750875473,0.9485511779785156,0.43658217787742615,582,0,0.0
d7b_topk_hn_ordinal,1140_0.67_1.42.png,0.5697578075693047,0.3750702738761902,0.7617408037185669,0.40966150164604187,0.9987963438034058,0.49146032333374023,186,0,0.0
d7b_topk_hn_ordinal,1143_0.73_1.33.png,0.01385552902443636,0.275595486164093,0.6186282634735107,0.3989774286746979,0.9746122360229492,0.4700934886932373,45,0,0.0
d7b_topk_hn_ordinal,1155_0.63_1.27.png,-0.01722001294473747,0.21196380257606506,0.5089103579521179,0.3675711750984192,0.9760409593582153,0.45356616377830505,650,0,0.0
d7b_topk_hn_ordinal,119_0.6_1.7.png,0.2638436667606468,0.31719791889190674,0.6471067667007446,0.38842248916625977,0.9990004897117615,0.4720518887042999,101,0,0.0
d7b_topk_hn_ordinal,1292_0.66_1.45.png,0.48456116169467445,0.2934688925743103,0.6509321331977844,0.407794713973999,0.9814695119857788,0.47376054525375366,301,0,0.0
d7b_topk_hn_ordinal,1326_0.77_0.97.png,-0.016115156471841658,0.19064335525035858,0.45326316356658936,0.3973488509654999,0.9891024231910706,0.5254250168800354,367,0,0.0
d7b_topk_hn_ordinal,1376_0.65_1.6.png,-0.05893110663330306,0.20634162425994873,0.49216699600219727,0.40154582262039185,0.9874080419540405,0.4837575852870941,13,0,0.0
d7b_topk_hn_ordinal,1410_0.76_1.08.png,0.4305236110999916,0.20789332687854767,0.48357895016670227,0.3705158829689026,0.9923880696296692,0.4958675801753998,579,0,0.0
d7b_topk_hn_ordinal,1435_0.87_0.57.png,0.405384903701238,0.15668466687202454,0.30332237482070923,0.3327658176422119,0.9951221346855164,0.4599457383155823,548,0,0.0
d7b_topk_hn_ordinal,1456_0.66_1.83.png,-0.4812963747332804,0.3118114769458771,0.671294093132019,0.4356463849544525,0.9976328015327454,0.5150383114814758,105,0,0.0
d7b_topk_hn_ordinal,1474_0.92_0.89.png,0.20773968314645475,0.37936505675315857,0.6922495365142822,0.3984662890434265,0.9990004897117615,0.48666855692863464,149,0,0.0
d7b_topk_hn_ordinal,1528_0.91_1.9.png,0.4914536496364458,0.2659693956375122,0.6714928150177002,0.47659924626350403,0.9955250024795532,0.5851844549179077,188,0,0.0
d7b_topk_hn_ordinal,1531_0.52_1.01.png,0.08726621779148983,0.1847010999917984,0.3671378493309021,0.36568909883499146,0.9330499768257141,0.5434990525245667,1588,0,0.0
d7b_topk_hn_ordinal,1537_0.52_1.24.png,0.020419020861280883,0.21888989210128784,0.4676494300365448,0.4244396388530731,0.9871746897697449,0.5701395273208618,630,0,0.0
d7b_topk_hn_ordinal,1538_0.61_0.54.png,-0.039767409848912756,0.23649315536022186,0.3054172098636627,0.40418803691864014,0.9527499079704285,0.5546488761901855,2192,0,0.0
d7b_topk_hn_ordinal,1549_0.91_1.37.png,0.3326226669663981,0.17556634545326233,0.37935870885849,0.3074406087398529,0.9468375444412231,0.47405606508255005,1101,0,0.0
d7b_topk_hn_ordinal,154_0.97_0.91.png,-0.2975312410749745,0.25494569540023804,0.5218585729598999,0.3681655526161194,0.9784899950027466,0.4687187075614929,0,0,nan
d7b_topk_hn_ordinal,1568_0.8_1.8.png,0.5759807848676134,0.2102779895067215,0.5509442090988159,0.40436893701553345,0.9905373454093933,0.5843320488929749,333,0,0.0
d7b_topk_hn_ordinal,161_0.83_1.56.png,-0.2074864264749605,0.5094417929649353,0.9066364765167236,0.40057051181793213,0.999571681022644,0.5173280239105225,0,0,nan
d7b_topk_hn_ordinal,1635_0.64_0.55.png,0.5678703050777381,0.15525805950164795,0.26880931854248047,0.25673171877861023,0.8161875605583191,0.3934665322303772,2362,0,0.0
d7b_topk_hn_ordinal,1686_0.51_0.6.png,0.09050141957423259,0.18337368965148926,0.24095210433006287,0.3357720375061035,0.8478500247001648,0.4836995601654053,2017,0,0.0
d7b_topk_hn_ordinal,1761_0.99_0.94.png,0.45508065381905854,0.26107969880104065,0.5881279706954956,0.46870285272598267,0.9953252673149109,0.5762941241264343,223,0,0.0
d7b_topk_hn_ordinal,1765_0.51_1.47.png,0.18159667187201406,0.22130396962165833,0.5468512773513794,0.4349433481693268,0.9643750190734863,0.5332579016685486,438,0,0.0
d7b_topk_hn_ordinal,1796_0.93_0.58.png,0.22015955403819276,0.17084357142448425,0.2255382239818573,0.3071581721305847,0.876212477684021,0.46020299196243286,159,0,0.0
d7b_topk_hn_ordinal,1841_0.64_1.79.png,0.44043363684714915,0.1550668478012085,0.3878225088119507,0.34927898645401,0.9586502909660339,0.5466591119766235,571,0,0.0
d7b_topk_hn_ordinal,1860_0.77_1.07.png,0.17554499075665245,0.20765572786331177,0.2850644588470459,0.40765947103500366,0.938287615776062,0.5363980531692505,139,0,0.0
d7b_topk_hn_ordinal,1919_0.59_0.94.png,0.10119364432070434,0.21287289261817932,0.1611129343509674,0.34807920455932617,0.8725875616073608,0.47978314757347107,1835,0,0.0
d7b_topk_hn_ordinal,1956_0.99_1.4.png,0.4299652275270106,0.2092222273349762,0.4774533212184906,0.36612486839294434,0.9833126068115234,0.558418869972229,615,0,0.0
d7b_topk_hn_ordinal,2027_0.69_0.59.png,0.16890119330749978,0.20073436200618744,0.3772915005683899,0.3254978656768799,0.9439629316329956,0.49646735191345215,988,0,0.0
d7b_topk_hn_ordinal,2033_0.61_0.56.png,0.20050926350743536,0.21854427456855774,0.19365514814853668,0.35095837712287903,0.8906002044677734,0.5189855098724365,3218,0,0.0
d7b_topk_hn_ordinal,2063_0.76_1.8.png,0.6301944225561512,0.1547439843416214,0.40124058723449707,0.3600686192512512,0.9708503484725952,0.5251517295837402,354,0,0.0
d7b_topk_hn_ordinal,2069_0.7_1.18.png,0.18005830342951734,0.16991150379180908,0.34220677614212036,0.4305764436721802,0.8675124049186707,0.5701161623001099,983,0,0.0
d7b_topk_hn_ordinal,2070_0.86_0.78.png,0.328073286336948,0.18969804048538208,0.3191884756088257,0.39708641171455383,0.9512750506401062,0.5784847140312195,1334,0,0.0
d7b_topk_hn_ordinal,2109_0.56_1.42.png,0.4796712570914344,0.22548747062683105,0.4283783733844757,0.41866081953048706,0.99114990234375,0.5610946416854858,1300,0,0.0
d7b_topk_hn_ordinal,2111_0.68_1.03.png,0.31293018263588135,0.20021095871925354,0.37080541253089905,0.3989134430885315,0.9432623982429504,0.5570796728134155,1621,0,0.0
d7b_topk_hn_ordinal,2115_0.75_1.52.png,0.5563552407262733,0.20845815539360046,0.4839734137058258,0.3919604420661926,0.9610251188278198,0.5737842917442322,1093,0,0.0
d7b_topk_hn_ordinal,2121_0.73_0.63.png,0.17610660741258882,0.23772194981575012,0.19411185383796692,0.3847866654396057,0.90461266040802,0.5290734767913818,3023,0,0.0
d7b_topk_hn_ordinal,2132_0.76_1.7.png,0.4225167892987963,0.20027250051498413,0.5138052701950073,0.4357315003871918,0.9780999422073364,0.5737285614013672,701,0,0.0
d7b_topk_hn_ordinal,2140_0.55_0.94.png,0.5186603637711532,0.16925708949565887,0.3872508704662323,0.36925047636032104,0.9074376225471497,0.515965461730957,1089,0,0.0
d7b_topk_hn_ordinal,2156_0.71_1.75.png,0.5934882612648151,0.16963621973991394,0.4563201665878296,0.38430625200271606,0.9698247909545898,0.5465692281723022,604,0,0.0
d7b_topk_hn_ordinal,2216_0.58_1.17.png,0.22569154413411238,0.17965707182884216,0.3571240305900574,0.38870668411254883,0.9340876340866089,0.5607231855392456,583,0,0.0
d7b_topk_hn_ordinal,2244_0.77_1.02.png,0.492170121748309,0.16399258375167847,0.2770293951034546,0.33025413751602173,0.9493875503540039,0.5198963284492493,1077,0,0.0
d7b_topk_hn_ordinal,2269_0.52_1.13.png,-0.13630234530829047,0.17767035961151123,0.16492387652397156,0.2852950692176819,0.6962001323699951,0.41513553261756897,311,0,0.0
d7b_topk_hn_ordinal,2282_0.93_1.05.png,0.3525277403050084,0.17959819734096527,0.2642034888267517,0.30320870876312256,0.9193874597549438,0.5605601072311401,1281,0,0.0
d7b_topk_hn_ordinal,2334_0.56_0.79.png,-0.042438095126595694,0.18961334228515625,0.3828638792037964,0.43447721004486084,0.9615371823310852,0.5577834844589233,1386,0,0.0
d7b_topk_hn_ordinal,2365_0.53_0.5.png,-0.14509166727956563,0.20655301213264465,0.23022253811359406,0.32164067029953003,0.9025998115539551,0.4842120110988617,2419,0,0.0
d7b_topk_hn_ordinal,2395_0.78_1.43.png,0.22192659362593223,0.19106125831604004,0.34523338079452515,0.35324952006340027,0.974212646484375,0.5091784596443176,601,0,0.0
d7b_topk_hn_ordinal,2408_0.55_1.94.png,0.24924286941248253,0.19770407676696777,0.40770846605300903,0.3770540952682495,0.9463372230529785,0.5167542099952698,1458,0,0.0
d7b_topk_hn_ordinal,2410_0.57_1.09.png,0.31440224129247213,0.18108797073364258,0.2916679382324219,0.34721094369888306,0.9117749333381653,0.5441731214523315,1091,0,0.0
d7b_topk_hn_ordinal,2454_0.81_1.92.png,0.18552078750623513,0.20302385091781616,0.5866140127182007,0.4617471694946289,0.9958998560905457,0.5647664666175842,76,0,0.0
d7b_topk_hn_ordinal,2474_0.91_0.84.png,0.17154856795094822,0.21661508083343506,0.33370330929756165,0.33732831478118896,0.9514752626419067,0.5806249976158142,1689,0,0.0
