threshold,pred_high_coverage,target_high_recall,target_high_precision,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,high_need_recall_in_low_density_regions,AUPRC_high,AUROC_high_vs_low,AUROC_high_vs_hard_negative,hard_negative_top5_mean
0.045770756900310516,0.9999949137369791,1.0,0.3097397345974457,0.9999719203661585,0.9999791684026331,1.0,1.0,1.0,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.05,0.9999059041341146,1.0,0.3097673070026629,0.9994805267739308,0.999781387652294,1.0,1.0,1.0,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.09135154789934556,0.9947128295898438,0.9999096835640507,0.31135637896696045,0.9744756128380085,0.9776928717418083,1.0,1.0,0.9995602989966823,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.1,0.9916051228841146,0.9997947353728427,0.3122962696998064,0.9597057254373403,0.9637870238422258,1.0,1.0,0.9990006795379143,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.10700261717041333,0.9893391927083334,0.9997044189368934,0.31298326067286336,0.9493724201836408,0.9537324161839537,1.0,1.0,0.9985609785345965,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.12061093747615814,0.9839706420898438,0.9991707309062844,0.3145229030815713,0.9295060792407267,0.9350450638049466,1.0,1.0,0.9959627453331734,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.1322719429930051,0.97833251953125,0.9986780958011068,0.31617952877076966,0.9111841181590992,0.917040610392144,1.0,1.0,0.9937642403165847,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.14313681237399578,0.9716924031575521,0.9979063008029952,0.318094141355981,0.8921882458652739,0.8989240654625618,1.0,1.0,0.990726306111844,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.15,0.9671173095703125,0.9969620835180715,0.31929652945414766,0.8806334765394659,0.8881308893375143,1.0,1.0,0.9879282088180038,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.1538589745759964,0.9644927978515625,0.9964694484128939,0.3200071719744551,0.8742593996574285,0.8824883774865809,1.0,1.0,0.9861694048047328,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.16355877928435802,0.9570821126302084,0.9951803865543458,0.32206781102194826,0.8565692303372364,0.8662477773947392,1.0,1.0,0.9811728024943038,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
0.17286643385887146,0.94915771484375,0.993784587089676,0.32430122392986516,0.8390615786370146,0.8491034022750642,1.0,1.0,0.9748970699924052,0.41497213598923677,0.7169567744122745,0.7446352230593072,0.47479018568992615
