stage,epoch,sample_count,loss,mean_dPSNR_vs_A0,p05_dPSNR_vs_A0,CVaR5_dPSNR_vs_A0,severe_rate,mean_unsafe_probability,mean_action_rms_proxy,grad_clip_norm
microfit64,1,64,0.04889525845646858,-5.6654635345321225e-05,-0.12917438899376812,-0.16849618826164914,0.015625,0.18198082013987005,0.026765742455609143,0.001
microfit64,2,64,0.049201033485587686,0.018461731388664693,-0.17249720284343298,-0.22169557522387429,0.03125,0.18131646933034062,0.03274381163646467,0.001
microfit64,3,64,0.04852163264877163,0.02380998406832391,-0.24631043334287064,-0.3515506350984303,0.109375,0.18077546264976263,0.043087507714517415,0.001
microfit64,4,64,0.048473911330802366,-0.0031157250668449876,-0.2294360613058892,-0.33811022626164267,0.0625,0.18055812711827457,0.04232385574141517,0.001
microfit64,5,64,0.04870432865573093,-0.014195194356716012,-0.21728919788329115,-0.29715743894122504,0.0625,0.1801822108682245,0.04178146203048527,0.001
