prefix,param,update_l2,update_abs_mean,final_l2
canary32,nopost_gated_lowband_policy.mid_policy.context.0.weight,3.260852813720703,0.020815812051296234,0.0008664439083077013
canary32,nopost_gated_lowband_policy.mid_policy.context.0.bias,0.14423209428787231,0.02331160008907318,3.333442145958543e-05
canary32,nopost_gated_lowband_policy.mid_policy.context.2.weight,3.24884033203125,0.029296239838004112,0.022093206644058228
canary32,nopost_gated_lowband_policy.mid_policy.context.2.bias,0.1814028024673462,0.02803313173353672,0.0016959399217739701
canary32,nopost_gated_lowband_policy.mid_policy.risk.1.weight,2.4502017498016357,0.06969177722930908,0.9628105759620667
canary32,nopost_gated_lowband_policy.mid_policy.risk.1.bias,0.44484061002731323,0.07354451715946198,0.1777312308549881
canary32,nopost_gated_lowband_policy.mid_policy.risk.3.weight,0.0032573253847658634,0.0004616553196683526,0.0032573253847658634
canary32,nopost_gated_lowband_policy.mid_policy.risk.3.bias,0.002935051918029785,0.002935051918029785,1.4970649480819702
canary32,nopost_gated_lowband_policy.final_policy.mid_project.weight,2.8601553440093994,0.056464020162820816,0.5167700052261353
canary32,nopost_gated_lowband_policy.final_policy.mid_project.bias,0.35188424587249756,0.05653572455048561,0.06091788783669472
canary32,nopost_gated_lowband_policy.final_policy.global_project.1.weight,3.031965732574463,0.04818713292479515,0.2918685972690582
canary32,nopost_gated_lowband_policy.final_policy.global_project.1.bias,0.3268844783306122,0.052248597145080566,0.03158677741885185
canary32,nopost_gated_lowband_policy.final_policy.context.0.weight,3.2661874294281006,0.017022792249917984,5.3278803534340113e-05
canary32,nopost_gated_lowband_policy.final_policy.context.0.bias,0.11205648630857468,0.01707594469189644,2.447653969284147e-06
canary32,nopost_gated_lowband_policy.final_policy.context.2.weight,3.232445001602173,0.02914046309888363,0.021157626062631607
canary32,nopost_gated_lowband_policy.final_policy.context.2.bias,0.17501665651798248,0.024343352764844894,0.0015568037051707506
canary32,nopost_gated_lowband_policy.final_policy.risk.1.weight,2.4500696659088135,0.06989660114049911,0.9501433968544006
canary32,nopost_gated_lowband_policy.final_policy.risk.1.bias,0.3971656858921051,0.0641007274389267,0.1204967200756073
canary32,nopost_gated_lowband_policy.final_policy.risk.3.weight,0.0032746191136538982,0.0003864628670271486,0.0032746191136538982
canary32,nopost_gated_lowband_policy.final_policy.risk.3.bias,0.002931833267211914,0.002931833267211914,1.497068166732788
canary64,nopost_gated_lowband_policy.mid_policy.context.0.weight,3.2593138217926025,0.020717618986964226,1.1267510535706293e-10
canary64,nopost_gated_lowband_policy.mid_policy.context.0.bias,0.1053452268242836,0.01605009101331234,3.484201208797666e-12
canary64,nopost_gated_lowband_policy.mid_policy.context.2.weight,3.2829954624176025,0.029591917991638184,3.031999256108975e-07
canary64,nopost_gated_lowband_policy.mid_policy.context.2.bias,0.19319336116313934,0.0304770078510046,7.055987953208387e-05
canary64,nopost_gated_lowband_policy.mid_policy.risk.1.weight,3.2228493690490723,0.08846227079629898,0.14666548371315002
canary64,nopost_gated_lowband_policy.mid_policy.risk.1.bias,0.6036018133163452,0.09560051560401917,0.02986319735646248
canary64,nopost_gated_lowband_policy.mid_policy.risk.3.weight,0.0026511861942708492,0.0003368989855516702,0.0026511861942708492
canary64,nopost_gated_lowband_policy.mid_policy.risk.3.bias,0.005425453186035156,0.005425453186035156,1.4945745468139648
canary64,nopost_gated_lowband_policy.final_policy.mid_project.weight,3.259874105453491,0.06268221139907837,0.018701225519180298
canary64,nopost_gated_lowband_policy.final_policy.mid_project.bias,0.40742385387420654,0.06346696615219116,0.0018263309029862285
canary64,nopost_gated_lowband_policy.final_policy.global_project.1.weight,3.2680892944335938,0.05129172280430794,0.00323131843470037
canary64,nopost_gated_lowband_policy.final_policy.global_project.1.bias,0.3582670986652374,0.057164307683706284,0.0002895212674047798
canary64,nopost_gated_lowband_policy.final_policy.context.0.weight,3.2674288749694824,0.017023609951138496,1.1464391068416457e-11
canary64,nopost_gated_lowband_policy.final_policy.context.0.bias,0.10298179090023041,0.014762770384550095,1.1999827130224072e-12
canary64,nopost_gated_lowband_policy.final_policy.context.2.weight,3.2913060188293457,0.02975398302078247,2.971420371977729e-07
canary64,nopost_gated_lowband_policy.final_policy.context.2.bias,0.1856902688741684,0.02860645204782486,2.933524956461042e-05
canary64,nopost_gated_lowband_policy.final_policy.risk.1.weight,3.187117338180542,0.08806820958852768,0.14131981134414673
canary64,nopost_gated_lowband_policy.final_policy.risk.1.bias,0.6568059325218201,0.10675016045570374,0.033434685319662094
canary64,nopost_gated_lowband_policy.final_policy.risk.3.weight,0.0006762612611055374,8.853166946209967e-05,0.0006762612611055374
canary64,nopost_gated_lowband_policy.final_policy.risk.3.bias,0.005434751510620117,0.005434751510620117,1.4945652484893799
