prefix,param,update_l2,update_abs_mean,final_l2
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.context.0.weight,3.08268404006958,0.01993090659379959,0.2255541831254959
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.context.0.bias,0.13746005296707153,0.022460367530584335,0.009444090537726879
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.context.2.weight,2.771657943725586,0.025754354894161224,0.5752809047698975
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.context.2.bias,0.14486373960971832,0.023026369512081146,0.05602237954735756
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.risk.1.weight,1.4189256429672241,0.04206793010234833,1.9921637773513794
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.risk.1.bias,0.14096689224243164,0.02304115891456604,0.4648658335208893
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.risk.3.weight,0.056911125779151917,0.01004570908844471,0.056911125779151917
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.mid_policy.risk.3.bias,0.009503602981567383,0.009503602981567383,1.5095036029815674
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.mid_project.weight,1.833528757095337,0.03797377273440361,1.5800838470458984
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.mid_project.bias,0.23016656935214996,0.03874307870864868,0.18664942681789398
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.global_project.1.weight,2.0861294269561768,0.03477960452437401,1.2945878505706787
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.global_project.1.bias,0.22308635711669922,0.03710940107703209,0.1405816674232483
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.context.0.weight,3.191767454147339,0.016729287803173065,0.09964726120233536
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.context.0.bias,0.10897482186555862,0.01668424718081951,0.004852327052503824
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.context.2.weight,2.764693021774292,0.02566535584628582,0.5636164546012878
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.context.2.bias,0.13947834074497223,0.020288003608584404,0.05379141867160797
baseline_soft_bce_scale_clip_wd_zero,nopost_gated_lowband_policy.final_policy.risk.1.weight,1.4211547374725342,0.04228596389293671,1.9775086641311646
