checkpoint,name,a0_psnr,candidate_psnr,dPSNR,a0_final_l1,candidate_final_l1,delta_final_l1_vs_a0,a0_lowband_l1,candidate_lowband_l1,delta_lowband_l1_vs_a0,preserve_l1_to_a0,image_action_l1,budget_hinge,is_hard_bottom25,is_easy_top25,is_strong_reference,tail_hinge_margin_neg0p15,severe_hinge_margin_neg0p20,preserve_mask_strong_or_easy,preserve_hinge_margin_neg0p05,tail_hinge_active,preserve_hinge_active,positive_sample
model_5,2521_0.66_1.08.png,43.44722366333008,43.712318420410156,0.2650947570800781,0.004900569096207619,0.004723318852484226,-0.0001772502437233925,0.009626218117773533,0.009261093102395535,-0.00036512501537799835,0.000717687769792974,0.000717687769792974,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2526_0.87_1.88.png,30.38327980041504,30.38070297241211,-0.0025768280029296875,0.02132316678762436,0.021234801039099693,-8.836574852466583e-05,0.04260610416531563,0.04242638498544693,-0.00017971917986869812,0.0006197088514454663,0.0006197088514454663,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2532_0.74_1.32.png,44.97404479980469,45.546302795410156,0.5722579956054688,0.003907482605427504,0.003559163538739085,-0.0003483190666884184,0.007521540392190218,0.00677437474951148,-0.0007471656426787376,0.0010392399271950126,0.0010392399271950126,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2538_0.89_0.75.png,44.932594299316406,45.04430389404297,0.1117095947265625,0.0035481040831655264,0.0035309267695993185,-1.7177313566207886e-05,0.006722710561007261,0.006688874214887619,-3.383634611964226e-05,0.0009143464267253876,0.0009143464267253876,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2542_0.7_1.52.png,45.68150329589844,46.00383758544922,0.32233428955078125,0.0034911383409053087,0.0033123809844255447,-0.00017875735647976398,0.00667871767655015,0.006297209300100803,-0.00038150837644934654,0.000785607669968158,0.000785607669968158,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2547_0.63_1.17.png,46.05796432495117,46.0531005859375,-0.004863739013671875,0.003367852186784148,0.0034444730263203382,7.662083953619003e-05,0.006433606613427401,0.006607587914913893,0.00017398130148649216,0.0008818462956696749,0.0008818462956696749,0.0,0,1,1,0.0,0.0,1,0.0,0,0,0
model_5,2552_0.55_0.61.png,47.370418548583984,48.192176818847656,0.8217582702636719,0.0033341674134135246,0.0030317206401377916,-0.000302446773275733,0.00653101084753871,0.005905957892537117,-0.0006250529550015926,0.00103114009834826,0.00103114009834826,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2557_0.84_0.68.png,43.41901397705078,43.70643997192383,0.2874259948730469,0.0041350191459059715,0.00401659868657589,-0.00011842045933008194,0.008005369454622269,0.007770866621285677,-0.00023450283333659172,0.0009242499363608658,0.0009242499363608658,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2562_0.81_1.38.png,43.985984802246094,43.75820541381836,-0.22777938842773438,0.004375264048576355,0.0045280479826033115,0.00015278393402695656,0.00841083936393261,0.008716724812984467,0.000305885449051857,0.0010178935481235385,0.0010178935481235385,0.0,0,1,1,0.07777938842773438,0.027779388427734364,1,0.17777938842773439,1,1,0
model_5,2568_0.6_1.1.png,46.74953079223633,46.743408203125,-0.006122589111328125,0.0034002920147031546,0.003487402107566595,8.711009286344051e-05,0.006505942903459072,0.006699183955788612,0.00019324105232954025,0.0011308803223073483,0.0011308803223073483,0.0,0,1,1,0.0,0.0,1,0.0,0,0,0
model_5,2572_0.54_1.3.png,47.53760528564453,46.848243713378906,-0.689361572265625,0.0031419838778674603,0.0034186604898422956,0.0002766766119748354,0.006027415860444307,0.006609932519495487,0.0005825166590511799,0.0008798897033557296,0.0008798897033557296,0.0,0,1,1,0.539361572265625,0.489361572265625,1,0.639361572265625,1,1,0
model_5,2577_0.96_0.78.png,43.1306037902832,43.11854553222656,-0.012058258056640625,0.004554085433483124,0.0045257252641022205,-2.8360169380903244e-05,0.008831319399178028,0.008766169659793377,-6.514973938465118e-05,0.0008699309546500444,0.0008699309546500444,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2581_0.79_1.95.png,38.67267608642578,38.99531173706055,0.3226356506347656,0.008797558024525642,0.008488004095852375,-0.00030955392867326736,0.017381833866238594,0.016758302226662636,-0.0006235316395759583,0.0009385203011333942,0.0009385203011333942,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2586_0.65_1.77.png,43.46043014526367,43.33510971069336,-0.1253204345703125,0.003683471353724599,0.003642491064965725,-4.098028875887394e-05,0.007072752807289362,0.006986790802329779,-8.596200495958328e-05,0.0009424975141882896,0.0009424975141882896,0.0,0,1,1,0.0,0.0,1,0.0753204345703125,0,1,0
model_5,2590_0.91_1.28.png,41.5394287109375,41.59340286254883,0.053974151611328125,0.0053228591568768024,0.00534813990816474,2.5280751287937164e-05,0.01015591248869896,0.010212087072432041,5.617458373308182e-05,0.0008375577162951231,0.0008375577162951231,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2595_0.76_0.72.png,45.22215270996094,45.23612976074219,0.01397705078125,0.0034252875484526157,0.0034818563144654036,5.656876601278782e-05,0.006519929505884647,0.006628526374697685,0.00010859686881303787,0.0009142928174696863,0.0009142928174696863,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,259_0.87_0.76.png,30.130050659179688,30.063983917236328,-0.06606674194335938,0.016680121421813965,0.016812268644571304,0.00013214722275733948,0.03321531042456627,0.03347422182559967,0.0002589114010334015,0.000737103633582592,0.000737103633582592,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2604_0.54_1.12.png,43.49714660644531,43.66545867919922,0.16831207275390625,0.0049272142350673676,0.0047768838703632355,-0.00015033036470413208,0.009579473175108433,0.009277884848415852,-0.0003015883266925812,0.000963875325396657,0.000963875325396657,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2610_0.81_1.15.png,44.644046783447266,44.35074234008789,-0.293304443359375,0.003767474088817835,0.003977015148848295,0.00020954106003046036,0.007095681503415108,0.007545253727585077,0.00044957222416996956,0.000988363055512309,0.000988363055512309,0.0,0,1,1,0.143304443359375,0.09330444335937499,1,0.243304443359375,1,1,0
model_5,2616_0.96_0.99.png,42.88063430786133,42.61677551269531,-0.2638587951660156,0.004182508215308189,0.00440400093793869,0.0002214927226305008,0.00795575138181448,0.008432605303823948,0.0004768539220094681,0.0008724164799787104,0.0008724164799787104,0.0,0,0,0,0.11385879516601563,0.06385879516601561,0,0.0,1,0,0
model_5,2620_0.76_1.26.png,42.77611541748047,42.9975700378418,0.22145462036132812,0.005335245281457901,0.005179880186915398,-0.00015536509454250336,0.010415683500468731,0.01009923405945301,-0.00031644944101572037,0.0008350149728357792,0.0008350149728357792,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2625_0.88_1.86.png,39.72065353393555,39.9573974609375,0.23674392700195312,0.006944864057004452,0.006860582157969475,-8.428189903497696e-05,0.013614771887660027,0.013448274694383144,-0.00016649719327688217,0.0011308281682431698,0.0011308281682431698,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,262_0.94_1.35.png,34.69889450073242,34.81169891357422,0.11280441284179688,0.012511380948126316,0.011969196610152721,-0.0005421843379735947,0.024920927360653877,0.023814966902136803,-0.0011059604585170746,0.0009969796519726515,0.0009969796519726515,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2634_1.0_0.86.png,42.179595947265625,42.17017364501953,-0.00942230224609375,0.004858586471527815,0.004915548022836447,5.69615513086319e-05,0.009442191570997238,0.009557997807860374,0.00011580623686313629,0.0008966705063357949,0.0008966705063357949,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,263_0.79_1.99.png,36.22657012939453,36.4238166809082,0.19724655151367188,0.011114818044006824,0.010572795756161213,-0.0005420222878456116,0.02204996347427368,0.020940564572811127,-0.001109398901462555,0.0009449642384424806,0.0009449642384424806,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2645_0.78_0.85.png,45.07585906982422,44.99463653564453,-0.0812225341796875,0.004068383947014809,0.0042971158400177956,0.0002287318930029869,0.007915128022432327,0.008405509404838085,0.0004903813824057579,0.0009240531944669783,0.0009240531944669783,0.0,0,1,1,0.0,0.0,1,0.031222534179687497,0,1,0
model_5,2651_0.74_1.04.png,45.848201751708984,46.36433410644531,0.5161323547363281,0.0034493235871195793,0.0031988308764994144,-0.00025049271062016487,0.00663820281624794,0.006096979603171349,-0.0005412232130765915,0.001021483214572072,0.001021483214572072,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2656_0.85_0.67.png,46.4088134765625,46.75752258300781,0.3487091064453125,0.002912323921918869,0.002669192384928465,-0.00024313153699040413,0.005636464338749647,0.005130700301378965,-0.0005057640373706818,0.0008675925200805068,0.0008675925200805068,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2660_0.52_1.75.png,42.753456115722656,42.69364929199219,-0.05980682373046875,0.005162261426448822,0.00522320531308651,6.094388663768768e-05,0.00980187114328146,0.009933670982718468,0.0001317998394370079,0.0010496457107365131,0.0010496457107365131,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2666_0.65_1.42.png,41.352317810058594,41.22352600097656,-0.12879180908203125,0.006030214950442314,0.00625867722555995,0.00022846227511763573,0.011758272536098957,0.012223450466990471,0.0004651779308915138,0.0008615377591922879,0.0008615377591922879,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2670_0.93_1.49.png,37.28913879394531,37.25638961791992,-0.032749176025390625,0.00789148174226284,0.0079383859410882,4.6904198825359344e-05,0.0153661435469985,0.015457899309694767,9.175576269626617e-05,0.00084810855332762,0.00084810855332762,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2677_0.78_0.96.png,46.20038986206055,46.54811096191406,0.3477210998535156,0.0034338808618485928,0.0032859311904758215,-0.00014794967137277126,0.006536904722452164,0.006226272787898779,-0.0003106319345533848,0.0009923820616677403,0.0009923820616677403,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2682_0.96_1.39.png,42.40924072265625,42.75119400024414,0.3419532775878906,0.005497176665812731,0.005188899580389261,-0.00030827708542346954,0.010756639763712883,0.010108244605362415,-0.0006483951583504677,0.0009318350930698216,0.0009318350930698216,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2688_0.87_1.2.png,38.758541107177734,38.71197509765625,-0.046566009521484375,0.007384978700429201,0.007398876827210188,1.3898126780986786e-05,0.014489753171801567,0.014494321309030056,4.568137228488922e-06,0.0007978677749633789,0.0007978677749633789,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2693_0.69_0.91.png,47.93537521362305,47.74262237548828,-0.19275283813476562,0.002616274869069457,0.002591992961242795,-2.4281907826662064e-05,0.004936009645462036,0.0048792799934744835,-5.672965198755264e-05,0.0009600497432984412,0.0009600497432984412,0.0,0,1,1,0.04275283813476563,0.0,1,0.14275283813476564,1,1,0
model_5,2698_0.98_1.85.png,42.3536376953125,42.35845184326172,0.00481414794921875,0.005037486087530851,0.005032157991081476,-5.328096449375153e-06,0.009681536816060543,0.009673483669757843,-8.053146302700043e-06,0.0009535719291307032,0.0009535719291307032,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2702_0.74_0.63.png,48.365318298339844,48.58335494995117,0.21803665161132812,0.0026938668452203274,0.002632657764479518,-6.120908074080944e-05,0.005100442096590996,0.004973958246409893,-0.00012648385018110275,0.0009498017025180161,0.0009498017025180161,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2707_0.61_1.6.png,45.98228073120117,46.102352142333984,0.1200714111328125,0.003195615252479911,0.0031778584234416485,-1.7756829038262367e-05,0.00592537596821785,0.005898624658584595,-2.6751309633255005e-05,0.0008751623681746423,0.0008751623681746423,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2711_0.69_1.62.png,44.793392181396484,44.913299560546875,0.11990737915039062,0.0038386392407119274,0.0038269811775535345,-1.1658063158392906e-05,0.0072004827670753,0.007184864487498999,-1.5618279576301575e-05,0.0008615140104666352,0.0008615140104666352,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2716_0.62_1.67.png,42.16798782348633,42.484657287597656,0.3166694641113281,0.005578008014708757,0.005362114403396845,-0.00021589361131191254,0.010816017165780067,0.010377157479524612,-0.000438859686255455,0.0009021835867315531,0.0009021835867315531,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2721_0.61_1.73.png,42.24419021606445,42.39150619506836,0.14731597900390625,0.005350753199309111,0.005211448762565851,-0.00013930443674325943,0.010292189195752144,0.010007589124143124,-0.00028460007160902023,0.0009140005568042397,0.0009140005568042397,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2727_0.84_0.56.png,47.340293884277344,47.17622375488281,-0.16407012939453125,0.002875761827453971,0.0029835018794983625,0.00010774005204439163,0.005511404946446419,0.00573120778426528,0.000219802837818861,0.0009328339947387576,0.0009328339947387576,0.0,0,1,1,0.014070129394531256,0.0,1,0.11407012939453125,1,1,0
model_5,2731_0.92_1.46.png,41.450965881347656,41.6474723815918,0.19650650024414062,0.006058627273887396,0.005826410837471485,-0.00023221643641591072,0.011832504533231258,0.011349638924002647,-0.000482865609228611,0.0008095861412584782,0.0008095861412584782,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2737_0.51_0.6.png,45.722862243652344,45.54314422607422,-0.179718017578125,0.0035987182054668665,0.003795933211222291,0.0001972150057554245,0.007071853615343571,0.007473956793546677,0.0004021031782031059,0.0011304053477942944,0.0011304053477942944,0.0,0,1,1,0.029718017578125006,0.0,1,0.129718017578125,1,1,0
model_5,2742_0.91_1.41.png,41.86482238769531,41.759002685546875,-0.1058197021484375,0.0054158554412424564,0.005559871438890696,0.00014401599764823914,0.010515217669308186,0.010808980092406273,0.0002937624230980873,0.0009119288297370076,0.0009119288297370076,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2747_0.87_1.0.png,44.19704818725586,44.28208923339844,0.08504104614257812,0.00409573083743453,0.004012069199234247,-8.366163820028305e-05,0.007898173294961452,0.007712732069194317,-0.00018544122576713562,0.0009022842859849334,0.0009022842859849334,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2753_0.9_1.03.png,43.00190353393555,42.94074630737305,-0.0611572265625,0.004923270549625158,0.005011418834328651,8.814828470349312e-05,0.009537341073155403,0.009715670719742775,0.00017832964658737183,0.0010153581388294697,0.0010153581388294697,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2758_0.51_1.22.png,42.40114212036133,42.652706146240234,0.25156402587890625,0.004691533278673887,0.004486286547034979,-0.00020524673163890839,0.00895262323319912,0.008517097681760788,-0.0004355255514383316,0.0009110155515372753,0.0009110155515372753,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2762_0.59_1.16.png,43.4447135925293,43.70376205444336,0.2590484619140625,0.0047112419269979,0.004632041789591312,-7.92001374065876e-05,0.009250505827367306,0.009091546759009361,-0.0001589590683579445,0.0008992507355287671,0.0008992507355287671,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2769_0.81_1.94.png,41.202232360839844,41.38941955566406,0.18718719482421875,0.005984649993479252,0.005837311502546072,-0.00014733849093317986,0.011702196672558784,0.011396308429539204,-0.00030588824301958084,0.0008506514132022858,0.0008506514132022858,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2773_0.7_0.71.png,44.0755500793457,44.785213470458984,0.7096633911132812,0.004927694797515869,0.0044246092438697815,-0.0005030855536460876,0.00971229001879692,0.008684181608259678,-0.0010281084105372429,0.0010984770487993956,0.0010984770487993956,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2779_0.73_0.56.png,45.3632926940918,45.481544494628906,0.11825180053710938,0.003899992210790515,0.0038587150629609823,-4.127714782953262e-05,0.007599102333188057,0.007506699301302433,-9.240303188562393e-05,0.0007865711231715977,0.0007865711231715977,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2783_0.78_1.9.png,31.68654441833496,31.829862594604492,0.14331817626953125,0.015520109795033932,0.01533602736890316,-0.00018408242613077164,0.030727043747901917,0.03036465309560299,-0.0003623906522989273,0.0008869747398421168,0.0008869747398421168,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,278_0.98_0.65.png,38.066017150878906,38.201171875,0.13515472412109375,0.007489687297493219,0.007258184719830751,-0.00023150257766246796,0.014734786935150623,0.014265409670770168,-0.000469377264380455,0.0007472774013876915,0.0007472774013876915,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2794_0.8_0.92.png,46.870426177978516,47.22376251220703,0.3533363342285156,0.0032488671131432056,0.003147198585793376,-0.00010166852734982967,0.006204112432897091,0.006001513451337814,-0.00020259898155927658,0.0009406413300894201,0.0009406413300894201,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2799_0.58_0.59.png,46.25686264038086,45.28978729248047,-0.9670753479003906,0.0038109563756734133,0.004343349486589432,0.0005323931109160185,0.0074365390464663506,0.008526576682925224,0.0010900376364588737,0.0009447515476495028,0.0009447515476495028,0.0,0,1,1,0.8170753479003906,0.7670753479003907,1,0.9170753479003906,1,1,0
model_5,2802_0.94_1.89.png,33.540771484375,33.543190002441406,0.00241851806640625,0.01437962893396616,0.014241152442991734,-0.00013847649097442627,0.02863837033510208,0.028345439583063126,-0.0002929307520389557,0.0008341586217284203,0.0008341586217284203,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2807_0.78_0.64.png,48.52279281616211,49.173465728759766,0.6506729125976562,0.0025666893925517797,0.0022822178434580564,-0.0002844715490937233,0.005026907194405794,0.004431986249983311,-0.0005949209444224834,0.0008124292362481356,0.0008124292362481356,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2811_0.76_1.19.png,42.851898193359375,42.71571350097656,-0.1361846923828125,0.005169018171727657,0.005194352939724922,2.5334767997264862e-05,0.01021044235676527,0.010254510678350925,4.406832158565521e-05,0.0010384024353697896,0.0010384024353697896,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2816_0.98_1.25.png,40.37221908569336,40.56705856323242,0.1948394775390625,0.006961609702557325,0.00679810019209981,-0.00016350951045751572,0.01371322013437748,0.013368652202188969,-0.0003445679321885109,0.0009061064920388162,0.0009061064920388162,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2822_0.83_0.63.png,42.66454315185547,42.577667236328125,-0.08687591552734375,0.005061347968876362,0.0051641520112752914,0.0001028040423989296,0.009878992103040218,0.010093163698911667,0.00021417159587144852,0.0009449613862670958,0.0009449613862670958,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2828_0.98_1.23.png,39.381500244140625,39.27317428588867,-0.10832595825195312,0.006913416087627411,0.00722650857642293,0.0003130924887955189,0.013646210543811321,0.014281447045505047,0.0006352365016937256,0.0008390756556764245,0.0008390756556764245,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2833_0.66_0.5.png,45.85014343261719,46.43684005737305,0.5866966247558594,0.003789920825511217,0.0034393146634101868,-0.00035060616210103035,0.007424742914736271,0.006692072842270136,-0.000732670072466135,0.0010278084082528949,0.0010278084082528949,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2839_0.87_1.68.png,38.861717224121094,38.96578598022461,0.10406875610351562,0.007920132018625736,0.007890370674431324,-2.976134419441223e-05,0.015690555796027184,0.015626026317477226,-6.452947854995728e-05,0.0007422025082632899,0.0007422025082632899,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2846_0.54_1.41.png,43.889617919921875,43.55095291137695,-0.3386650085449219,0.0049087656661868095,0.005212681367993355,0.00030391570180654526,0.009670868515968323,0.010289766825735569,0.0006188983097672462,0.0006495689740404487,0.0006495689740404487,0.0,0,1,1,0.18866500854492188,0.13866500854492186,1,0.2886650085449219,1,1,0
model_5,2851_0.6_1.41.png,40.693363189697266,41.011573791503906,0.3182106018066406,0.0071179503574967384,0.00678238132968545,-0.00033556902781128883,0.014066403731703758,0.013379103504121304,-0.0006873002275824547,0.0009950605453923345,0.0009950605453923345,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2856_0.88_1.68.png,43.123252868652344,43.061561584472656,-0.0616912841796875,0.004791169427335262,0.004872254561632872,8.108513429760933e-05,0.009250710718333721,0.009423516690731049,0.00017280597239732742,0.0009360938565805554,0.0009360938565805554,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2860_0.92_0.66.png,46.658180236816406,46.76007843017578,0.101898193359375,0.0030489463824778795,0.003065470140427351,1.6523757949471474e-05,0.0058633615262806416,0.005907674320042133,4.4312793761491776e-05,0.0009446748299524188,0.0009446748299524188,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2865_0.65_0.7.png,46.32204055786133,45.965362548828125,-0.3566780090332031,0.00343362451530993,0.003701840527355671,0.0002682160120457411,0.006634481251239777,0.007204864639788866,0.0005703833885490894,0.0009368464816361666,0.0009368464816361666,0.0,0,1,1,0.20667800903320313,0.15667800903320311,1,0.30667800903320314,1,1,0
model_5,2870_0.82_1.39.png,40.60728073120117,40.72727584838867,0.1199951171875,0.006671393755823374,0.006624267902225256,-4.712585359811783e-05,0.013168876059353352,0.013068027794361115,-0.00010084826499223709,0.000859728257637471,0.000859728257637471,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2875_0.87_1.33.png,40.265830993652344,40.07923126220703,-0.1865997314453125,0.006559377536177635,0.006951292976737022,0.0003919154405593872,0.01293839979916811,0.013735751621425152,0.0007973518222570419,0.0009518958977423608,0.0009518958977423608,0.0,0,0,0,0.036599731445312506,0.0,0,0.0,1,0,0
model_5,2880_0.9_0.87.png,40.59026336669922,40.25532531738281,-0.33493804931640625,0.006157321389764547,0.006540894508361816,0.00038357311859726906,0.012225494720041752,0.012994583696126938,0.000769088976085186,0.0007371415267698467,0.0007371415267698467,0.0,0,0,0,0.18493804931640626,0.13493804931640624,0,0.0,1,0,0
model_5,2886_0.56_1.65.png,42.221923828125,42.100502014160156,-0.12142181396484375,0.005646858364343643,0.005770317744463682,0.00012345938012003899,0.010912714526057243,0.011172701604664326,0.00025998707860708237,0.0007245154120028019,0.0007245154120028019,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2890_0.79_1.15.png,42.351661682128906,42.00313949584961,-0.3485221862792969,0.00534079410135746,0.005659134592860937,0.0003183404915034771,0.010489505715668201,0.011146822944283485,0.000657317228615284,0.0009888611966744065,0.0009888611966744065,0.0,0,0,0,0.19852218627929688,0.14852218627929686,0,0.0,1,0,0
model_5,2897_0.75_1.35.png,37.62294387817383,37.842132568359375,0.21918869018554688,0.00989801250398159,0.009581701830029488,-0.00031631067395210266,0.019601603969931602,0.018960220739245415,-0.0006413832306861877,0.0007647935999557376,0.0007647935999557376,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2901_0.59_1.0.png,42.19093704223633,42.897193908691406,0.7062568664550781,0.005738308187574148,0.005108344834297895,-0.0006299633532762527,0.011367968283593655,0.010088459588587284,-0.0012795086950063705,0.0010020590852946043,0.0010020590852946043,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2910_0.56_1.62.png,43.44860076904297,43.335906982421875,-0.11269378662109375,0.004736942704766989,0.004811257589608431,7.431488484144211e-05,0.009155088104307652,0.009296039119362831,0.0001409510150551796,0.0009500157320871949,0.0009500157320871949,0.0,0,1,1,0.0,0.0,1,0.06269378662109375,0,1,0
model_5,2916_0.62_1.39.png,41.439659118652344,41.40266036987305,-0.036998748779296875,0.005622700788080692,0.005619640927761793,-3.0598603188991547e-06,0.01095568761229515,0.010960601270198822,4.913657903671265e-06,0.0009282000828534365,0.0009282000828534365,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2923_0.53_0.64.png,45.823368072509766,44.969120025634766,-0.854248046875,0.003860988188534975,0.004401720594614744,0.0005407324060797691,0.007615511305630207,0.008709346875548363,0.0010938355699181557,0.0009842062136158347,0.0009842062136158347,0.0,0,1,1,0.704248046875,0.654248046875,1,0.804248046875,1,1,0
model_5,2928_0.93_0.58.png,40.4463996887207,40.353885650634766,-0.0925140380859375,0.005901895463466644,0.006016268860548735,0.00011437339708209038,0.011647376231849194,0.011891058646142483,0.00024368241429328918,0.0012405274901539087,0.0012405274901539087,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2933_0.98_1.9.png,36.78553771972656,36.764522552490234,-0.021015167236328125,0.007018415257334709,0.00710068317130208,8.226791396737099e-05,0.01381408330053091,0.01397343073040247,0.00015934742987155914,0.0009128118981607258,0.0009128118981607258,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0
model_5,2939_0.79_1.78.png,38.479515075683594,38.77677917480469,0.29726409912109375,0.008880135603249073,0.0084749236702919,-0.0004052119329571724,0.01753862015902996,0.016702407971024513,-0.0008362121880054474,0.000914441014174372,0.000914441014174372,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2943_0.94_1.06.png,41.66084671020508,41.80067443847656,0.13982772827148438,0.005605463404208422,0.005598890595138073,-6.57280907034874e-06,0.01093334425240755,0.010932649485766888,-6.94766640663147e-07,0.0009375378140248358,0.0009375378140248358,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2948_0.75_1.31.png,39.91383361816406,40.34606170654297,0.43222808837890625,0.007325583603233099,0.006960535887628794,-0.00036504771560430527,0.014494001865386963,0.013761783950030804,-0.0007322179153561592,0.0009570968104526401,0.0009570968104526401,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2953_0.65_1.26.png,43.71284103393555,43.402305603027344,-0.3105354309082031,0.004194371402263641,0.004695460200309753,0.0005010887980461121,0.008202571421861649,0.009236649610102177,0.001034078188240528,0.0010425152722746134,0.0010425152722746134,0.0,0,1,1,0.16053543090820313,0.11053543090820311,1,0.26053543090820314,1,1,0
model_5,2959_0.85_0.71.png,39.498565673828125,39.81037902832031,0.3118133544921875,0.00749363424256444,0.007189926691353321,-0.0003037075512111187,0.014883679337799549,0.014265405014157295,-0.0006182743236422539,0.0008557774126529694,0.0008557774126529694,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2963_0.61_1.33.png,42.13579559326172,42.14435577392578,0.0085601806640625,0.005717198830097914,0.005720711778849363,3.512948751449585e-06,0.011220048181712627,0.01122861634939909,8.568167686462402e-06,0.0008483509300276637,0.0008483509300276637,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
model_5,296_0.57_0.78.png,44.207435607910156,44.409385681152344,0.2019500732421875,0.004969243425875902,0.004812001716345549,-0.00015724170953035355,0.009685599245131016,0.009369947016239166,-0.0003156522288918495,0.001063895644620061,0.001063895644620061,0.0,0,1,1,0.0,0.0,1,0.0,0,0,1
model_5,2975_1.0_1.72.png,35.6129150390625,35.74058151245117,0.12766647338867188,0.011907427571713924,0.011753140017390251,-0.00015428755432367325,0.02352406457066536,0.02321365475654602,-0.000310409814119339,0.0009533175034448504,0.0009533175034448504,0.0,1,0,0,0.0,0.0,0,0.0,0,0,1
model_5,2982_0.94_1.69.png,37.9261360168457,38.04033660888672,0.11420059204101562,0.008191114291548729,0.008064855821430683,-0.0001262584701180458,0.016037119552493095,0.015781836584210396,-0.0002552829682826996,0.00096742162713781,0.00096742162713781,0.0,0,0,0,0.0,0.0,0,0.0,0,0,1
