checkpoint,name,ll_delta_abs_mean,image_action_l1,dPSNR,is_model5_severe,is_model5_positive
model_10,1643_0.77_0.66.png,0.0028790892101824284,0.0005920349503867328,0.41968536376953125,0,0
model_10,1648_0.89_1.41.png,0.002964971587061882,0.000799075118266046,0.17559814453125,0,0
model_10,1653_0.9_1.01.png,0.0028098742477595806,0.00048037542728707194,-0.001918792724609375,0,0
model_10,1658_0.96_1.72.png,0.002806179691106081,0.0005939560360275209,0.18953704833984375,0,0
model_10,1663_0.92_1.8.png,0.002925647422671318,0.0006053068791516125,-0.02953338623046875,0,0
model_10,1669_0.52_1.31.png,0.003051798092201352,0.0007124065305106342,0.23400115966796875,0,0
model_10,1673_0.63_1.48.png,0.002960087265819311,0.0008534330409020185,0.5351142883300781,0,0
model_10,167_0.83_0.5.png,0.002776558045297861,0.0003755571087822318,0.04523468017578125,0,0
model_10,1686_0.51_0.6.png,0.0028838652651757,0.0006550038233399391,0.17197799682617188,0,0
model_10,1691_0.77_1.92.png,0.003044308163225651,0.0010024240473285317,0.4545440673828125,0,0
model_10,1696_0.74_1.51.png,0.0028561933431774378,0.000465781515231356,0.11063385009765625,0,0
model_10,16_0.51_1.32.png,0.0028013165574520826,0.0005207471549510956,-0.18217086791992188,0,0
model_10,1706_0.83_0.85.png,0.0028194633778184652,0.0004615637008100748,0.17184829711914062,0,0
model_10,1711_0.54_0.6.png,0.0028564482927322388,0.0005949827027507126,0.20434188842773438,0,0
model_10,1719_0.77_1.33.png,0.002894241362810135,0.0005858468939550221,0.16883087158203125,0,0
model_10,1724_0.5_1.22.png,0.002918476006016135,0.0005731094279326499,0.18024826049804688,0,0
model_10,1730_0.81_1.53.png,0.002878389786928892,0.0005101286806166172,-0.06092071533203125,0,0
model_10,1735_0.72_0.9.png,0.0028238766826689243,0.0004307110793888569,0.14869308471679688,0,0
model_10,1742_0.9_1.59.png,0.002814331790432334,0.0004087663546670228,0.011913299560546875,0,0
model_10,1748_0.82_1.35.png,0.0028166158590465784,0.0004411780391819775,0.10153579711914062,0,0
model_10,1755_0.74_1.04.png,0.0028344327583909035,0.0005748352850787342,0.015796661376953125,0,0
model_10,175_0.58_1.26.png,0.002779657021164894,0.00038062434759922326,0.024135589599609375,0,0
model_10,1764_0.84_1.26.png,0.0028051927220076323,0.0005014805938117206,-0.013523101806640625,0,0
model_10,1769_0.93_0.69.png,0.0028171082958579063,0.00041206664172932506,0.06409835815429688,0,0
model_10,1774_0.83_0.59.png,0.0028493604622781277,0.0005621926975436509,0.3572807312011719,0,0
model_10,177_0.65_1.21.png,0.002769201761111617,0.00034132812288589776,0.01793670654296875,0,0
model_10,1784_0.94_1.15.png,0.0027841900009661913,0.00047409837134182453,-0.0048675537109375,0,0
model_10,1789_0.73_0.64.png,0.00281613995321095,0.00046840219874866307,0.12270355224609375,0,0
model_10,1793_0.92_1.79.png,0.002876458689570427,0.000663893239106983,0.0247650146484375,0,0
model_10,1798_0.64_0.63.png,0.002822110429406166,0.0005160571308806539,-0.20424652099609375,0,0
model_10,1804_0.8_1.29.png,0.0028901491314172745,0.0005971378996036947,0.015399932861328125,0,0
model_10,1809_0.71_1.38.png,0.0028672160115092993,0.000576579652260989,0.273162841796875,0,0
model_10,1814_0.55_0.54.png,0.0028319742996245623,0.0004570182354655117,0.0718231201171875,0,0
model_10,1819_0.84_1.22.png,0.002850881777703762,0.0005710487603209913,0.07111358642578125,0,0
model_10,1824_0.74_1.39.png,0.002851926488801837,0.0006359038525260985,0.3525123596191406,0,0
model_10,1829_0.55_1.16.png,0.0029287163633853197,0.000692249508574605,0.07818984985351562,0,0
model_10,1833_0.88_1.83.png,0.002912367694079876,0.0010265456512570381,0.6110725402832031,0,0
model_10,1839_0.54_0.82.png,0.0028383349999785423,0.000512938539031893,-0.319488525390625,0,0
model_10,1844_0.91_1.28.png,0.0028588580898940563,0.0005405299598351121,-0.08241653442382812,0,0
model_10,184_0.81_1.03.png,0.0027546787168830633,0.0003691982419695705,-0.10151290893554688,0,0
model_10,1855_0.9_1.32.png,0.0028075759764760733,0.0005122671718709171,-0.057781219482421875,0,0
model_10,1860_0.77_1.07.png,0.002805602503940463,0.00047922434168867767,0.018566131591796875,0,0
model_10,1866_0.53_1.34.png,0.0029343594796955585,0.0003286769497208297,-0.16860580444335938,0,0
model_10,1871_0.8_1.86.png,0.002861482324078679,0.000705825921613723,0.3013496398925781,0,0
model_10,1876_0.97_1.69.png,0.0028005584608763456,0.0005033607594668865,-0.03594207763671875,0,0
model_10,1880_0.85_1.19.png,0.002920987084507942,0.0006212328444235027,0.311553955078125,0,0
model_10,1885_0.54_0.83.png,0.0028382926248013973,0.0005571577348746359,0.41783905029296875,0,0
model_10,1890_0.83_1.44.png,0.002837496344000101,0.0006155801238492131,0.13848495483398438,0,0
model_10,1897_0.5_0.84.png,0.0028572380542755127,0.0005753332516178489,-0.27217864990234375,0,0
model_10,1902_0.89_1.97.png,0.002876464044675231,0.0005434742197394371,0.0245819091796875,0,0
model_10,1907_0.86_1.3.png,0.0028006848879158497,0.0003792123752646148,-0.06282424926757812,0,0
model_10,1911_0.96_1.13.png,0.002786837052553892,0.00037899508606642485,0.09817886352539062,0,0
model_10,1916_0.51_0.74.png,0.002870288211852312,0.0006072366377338767,-0.297454833984375,0,0
model_10,1923_0.81_1.81.png,0.0029245223850011826,0.0006473163957707584,0.15633392333984375,0,0
model_10,1929_0.88_1.23.png,0.0028654944617301226,0.0008213970577344298,0.3336677551269531,0,0
model_10,1934_0.95_1.59.png,0.002799237845465541,0.0005392085877247155,0.11351966857910156,0,0
model_10,1939_0.93_1.32.png,0.0027869408950209618,0.00044962982065044343,0.06780242919921875,0,0
model_10,1943_0.86_0.57.png,0.0028389212675392628,0.00042718311306089163,0.03707122802734375,0,0
model_10,194_0.82_0.6.png,0.0027566589415073395,0.0003152692224830389,0.10071182250976562,0,0
model_10,1956_0.99_1.4.png,0.002810354810208082,0.0004715444229077548,-0.049793243408203125,0,0
model_10,1960_0.8_0.62.png,0.0028540105558931828,0.0005157417035661638,-0.09386444091796875,0,0
model_10,1966_0.52_1.48.png,0.0029961117543280125,0.0007407692028209567,-0.15822601318359375,0,0
model_10,1971_0.99_1.02.png,0.0027973686810582876,0.0006115275318734348,0.16478729248046875,0,0
model_10,1977_0.65_1.98.png,0.0028927652165293694,0.0007152353646233678,0.27906036376953125,0,0
model_10,1981_0.66_1.25.png,0.002881452441215515,0.0005960717680864036,0.24840164184570312,0,0
model_10,1986_0.78_0.65.png,0.002859483938664198,0.0006732023321092129,0.23746490478515625,0,0
model_10,1990_0.97_0.51.png,0.0028181385714560747,0.00041154338396154344,-0.050495147705078125,0,0
model_10,1996_0.77_1.8.png,0.0028761927969753742,0.0006003603339195251,0.15594863891601562,0,0
model_10,2000_0.86_0.62.png,0.0028392623644322157,0.00043102828203700483,0.08164215087890625,0,0
model_10,2006_0.91_1.19.png,0.002823446411639452,0.0005039393436163664,-0.013675689697265625,0,0
model_10,2010_0.89_1.17.png,0.0028900024481117725,0.0005685546202585101,0.08962249755859375,0,0
model_10,2016_0.66_1.25.png,0.002900764811784029,0.0006035271217115223,-0.4174957275390625,0,0
model_10,2020_0.68_0.87.png,0.0028318101540207863,0.0004518493078649044,-0.13137435913085938,0,0
model_10,2026_0.99_1.41.png,0.002787639619782567,0.0005823097308166325,0.044887542724609375,0,0
model_10,2031_0.78_1.8.png,0.003009064821526408,0.0011552011128515005,0.00443267822265625,0,0
model_10,2038_0.84_1.68.png,0.0028875935822725296,0.0006329731550067663,-0.04129791259765625,0,0
model_10,2044_0.97_0.55.png,0.0028002446051687002,0.0004594302154146135,-0.0507659912109375,0,0
model_10,204_0.59_0.52.png,0.0028151741717010736,0.00037946979864500463,0.0149078369140625,0,0
model_10,2056_0.99_1.84.png,0.002790466882288456,0.0005393519531935453,0.05556488037109375,0,0
model_10,2060_0.51_1.57.png,0.002866680733859539,0.0005809428985230625,0.1285858154296875,0,0
model_10,2065_0.51_1.6.png,0.0029822750948369503,0.0006282790564000607,-0.26923370361328125,0,0
model_10,206_0.61_1.6.png,0.0027292349841445684,0.00030650885310024023,0.04514312744140625,0,0
model_10,2077_0.87_0.68.png,0.0028002560138702393,0.000473872380098328,0.15864944458007812,0,0
model_10,2082_0.96_1.58.png,0.0027853939682245255,0.0005141076981090009,0.0801544189453125,0,0
model_10,2088_0.51_1.64.png,0.002946126740425825,0.000656867166981101,0.06862258911132812,0,0
model_10,2092_0.99_1.04.png,0.0028171311132609844,0.00042206281796097755,-0.11969375610351562,0,0
model_10,2097_0.93_0.96.png,0.0028087683022022247,0.00040261991671286523,0.00909423828125,0,0
model_10,2102_0.59_0.97.png,0.0029488042928278446,0.0008177597192116082,0.3273277282714844,0,0
model_10,2107_0.67_0.57.png,0.0028412037063390017,0.0005684010102413595,0.40320587158203125,0,0
model_10,2112_0.66_1.29.png,0.0029007410630583763,0.0005734615842811763,0.22134017944335938,0,0
model_10,2117_0.76_1.14.png,0.0028953226283192635,0.0006290419842116535,0.24200057983398438,0,0
model_10,2121_0.73_0.63.png,0.002823295071721077,0.00048357280320487916,0.39415740966796875,0,0
model_10,2127_0.99_1.84.png,0.0028435669373720884,0.0007246547029353678,0.18523788452148438,0,0
model_10,2133_0.59_0.63.png,0.002887158654630184,0.0006297669024206698,0.3880119323730469,0,0
model_10,2138_0.88_1.49.png,0.0028513376601040363,0.0006571192643605173,0.16923904418945312,0,0
model_10,2143_0.57_0.65.png,0.0028364628087729216,0.0005379127687774599,0.3937416076660156,0,0
model_10,2148_0.69_1.7.png,0.0028159827925264835,0.0004101762024220079,0.11989212036132812,0,0
model_10,2153_0.61_1.16.png,0.0028440048918128014,0.0005510241608135402,0.2698516845703125,0,0
model_10,2159_0.62_0.8.png,0.0028318152762949467,0.00046504457714036107,0.248260498046875,0,0
model_10,2166_0.99_0.93.png,0.0028099105693399906,0.00040779789560474455,0.058620452880859375,0,0
model_10,2173_0.67_1.56.png,0.002820402616634965,0.0006548159872181714,0.2458648681640625,0,0
model_10,2178_0.88_1.13.png,0.0028173401951789856,0.0005967925535514951,0.0634307861328125,0,0
model_10,2182_0.83_1.85.png,0.0028082039207220078,0.00043613003799691796,0.0986785888671875,0,0
model_10,2190_0.51_0.51.png,0.0028462763875722885,0.0004811137914657593,-0.4102783203125,0,0
model_10,2196_0.72_0.83.png,0.0028197350911796093,0.00040903250919654965,0.09893417358398438,0,0
model_10,2202_0.65_1.33.png,0.00281640887260437,0.0004036322352476418,-0.049297332763671875,0,0
model_10,2208_0.72_0.51.png,0.0028410027734935284,0.00041700698784552515,0.01338958740234375,0,0
model_10,2213_0.82_1.3.png,0.0028203800320625305,0.0004536139313131571,0.0637359619140625,0,0
model_10,2220_0.92_1.02.png,0.0028223986737430096,0.0006408867775462568,0.410675048828125,0,0
model_10,2227_0.88_1.42.png,0.002800008747726679,0.00045245661749504507,-0.03797149658203125,0,0
model_10,2231_0.71_0.89.png,0.0028599039651453495,0.0005092451465316117,-0.0554962158203125,0,0
model_10,2238_0.81_1.38.png,0.0028045829385519028,0.0004270976351108402,-0.18774795532226562,0,0
model_10,2243_0.75_1.64.png,0.002811589278280735,0.00043710198951885104,-0.09898757934570312,0,0
model_10,2248_0.61_0.82.png,0.0028294420335441828,0.0005291866254992783,-0.020511627197265625,0,0
model_10,2252_0.79_0.97.png,0.002831112127751112,0.00048424722626805305,-0.06348800659179688,0,0
model_10,2258_0.96_0.94.png,0.002817068947479129,0.00039629204547964036,0.043453216552734375,0,0
model_10,2262_0.79_1.73.png,0.0027860961854457855,0.00040734486537985504,0.043979644775390625,0,0
model_10,2268_0.66_1.84.png,0.0028107231482863426,0.00046456209383904934,0.08011245727539062,0,0
model_10,2272_0.52_1.23.png,0.00286045391112566,0.0005254700663499534,0.2419891357421875,0,0
model_10,2277_0.69_0.53.png,0.002834645565599203,0.0004689425986725837,-0.1317291259765625,0,0
model_10,2281_0.68_0.81.png,0.0028444239869713783,0.000590745999943465,0.420166015625,0,0
model_10,2286_0.56_1.51.png,0.0028139539062976837,0.0004619886458385736,-0.00710296630859375,0,0
model_10,2292_0.82_1.71.png,0.002809496596455574,0.0005404626717790961,0.07247161865234375,0,0
model_10,2297_0.82_1.01.png,0.0028478798922151327,0.00044088688446208835,-0.046848297119140625,0,0
model_10,2301_0.82_0.88.png,0.0028594923205673695,0.0005131241050548851,0.18321609497070312,0,0
model_10,2306_0.93_1.08.png,0.002799126785248518,0.0004918744671158493,-0.004520416259765625,0,0
model_10,2314_0.51_1.78.png,0.0028966758400201797,0.0005890739266760647,0.2059783935546875,0,0
model_10,2319_0.9_0.55.png,0.0028117576148360968,0.0005336730391718447,0.24412918090820312,0,0
model_10,2324_0.86_1.5.png,0.0027839154936373234,0.0006043803878128529,0.21506500244140625,0,0
model_10,232_0.56_1.2.png,0.0027584205381572247,0.00040196417830884457,-0.1438446044921875,0,0
model_10,2334_0.56_0.79.png,0.0028323419392108917,0.00037682600668631494,0.21851730346679688,0,0
model_10,233_0.75_1.0.png,0.0027744334656745195,0.0003232694580219686,0.07547760009765625,0,0
model_10,2347_0.5_1.72.png,0.0029780310578644276,0.0005598784773610532,0.02822113037109375,0,0
model_10,2352_0.71_1.87.png,0.0028693010099232197,0.000554748228751123,0.0164947509765625,0,0
model_10,2357_0.76_0.96.png,0.0028317226096987724,0.0004907615948468447,0.10784912109375,0,0
model_10,2361_0.88_1.89.png,0.002877300139516592,0.000643332430627197,0.22052764892578125,0,0
model_10,2366_0.56_1.55.png,0.002986104693263769,0.0008482440607622266,0.39403533935546875,0,0
model_10,2371_0.69_1.5.png,0.00292013306170702,0.0006426551262848079,0.29076385498046875,0,0
model_10,2376_0.81_1.59.png,0.0028332408983260393,0.00056649831822142,0.2219696044921875,0,0
model_10,2384_0.57_0.86.png,0.0028301477432250977,0.0005305703962221742,0.135589599609375,0,0
model_10,2389_1.0_1.55.png,0.002840258413925767,0.0005832155584357679,0.13909149169921875,0,0
model_10,2395_0.78_1.43.png,0.0028605861589312553,0.0007171642500907183,-0.14884185791015625,0,0
model_10,2400_0.58_0.53.png,0.0028331333305686712,0.000536178529728204,0.3431434631347656,0,0
model_10,2406_0.59_0.76.png,0.0028605011757463217,0.0006530734826810658,0.1713714599609375,0,0
model_10,2412_0.68_1.7.png,0.0028777928091585636,0.0005890722386538982,0.12039566040039062,0,0
model_10,2417_0.58_1.91.png,0.002840548288077116,0.0005522287683561444,0.09720611572265625,0,0
model_10,2423_0.58_1.14.png,0.002830774988979101,0.0005438810912892222,0.09103012084960938,0,0
model_10,2429_0.7_1.73.png,0.0029124333523213863,0.0005531794158741832,0.3306846618652344,0,0
model_10,2434_0.93_0.55.png,0.0028298702090978622,0.00043698903755284846,-0.17811203002929688,0,0
model_10,2440_0.59_0.9.png,0.002849157201126218,0.0004953030729666352,0.371551513671875,0,0
model_10,2445_0.77_1.63.png,0.0028464149218052626,0.0005972093204036355,-0.10579681396484375,0,0
model_10,2450_0.51_0.64.png,0.0028559984639286995,0.0005477529484778643,-0.2702522277832031,0,0
model_10,2455_0.84_0.91.png,0.0028475122526288033,0.0004660436825361103,-0.11548233032226562,0,0
model_10,245_0.79_1.53.png,0.002741249045357108,0.00044777788571082056,-0.03804779052734375,0,0
model_10,2464_0.63_0.75.png,0.0028415918350219727,0.0004487744299694896,-0.035472869873046875,0,0
model_10,2469_0.52_1.22.png,0.002833831589668989,0.00045925818267278373,-0.30785369873046875,0,0
model_10,2474_0.91_0.84.png,0.0028229267336428165,0.0004012415884062648,-0.01789093017578125,0,0
model_10,2479_0.81_1.81.png,0.00284414435736835,0.0005485772271640599,0.13406753540039062,0,0
model_10,2483_0.82_1.17.png,0.0027944277971982956,0.00048396390047855675,0.12751388549804688,0,0
model_10,2489_0.62_1.9.png,0.002812740858644247,0.0004533172759693116,0.102996826171875,0,0
model_10,2493_0.8_0.66.png,0.002831782680004835,0.0005245687789283693,0.0005950927734375,0,0
model_10,2499_0.55_0.8.png,0.0028933107387274504,0.0006716256611980498,-0.3652992248535156,0,0
model_10,2502_0.94_1.08.png,0.0028118202462792397,0.00045452520134858787,-0.0985870361328125,0,0
model_10,2507_0.79_1.96.png,0.002834947546944022,0.0006081843748688698,0.09022903442382812,0,0
model_10,2512_0.6_1.28.png,0.0028506768867373466,0.0006163007928989828,-0.4760780334472656,0,0
model_10,2517_0.94_1.24.png,0.0028435303829610348,0.0005641713505610824,0.14886474609375,0,0
model_10,2521_0.66_1.08.png,0.0029440755024552345,0.0006185608799569309,0.17372512817382812,0,0
model_10,2526_0.87_1.88.png,0.0029388528782874346,0.00045738002518191934,-0.00554656982421875,0,0
model_10,2532_0.74_1.32.png,0.0028299549594521523,0.0005825631669722497,0.3544464111328125,0,0
model_10,2538_0.89_0.75.png,0.002811269136145711,0.0004339976003393531,0.0862274169921875,0,0
model_10,2542_0.7_1.52.png,0.002790139988064766,0.00041972551844082773,0.181396484375,0,0
model_10,2547_0.63_1.17.png,0.0028698602691292763,0.0005232509574852884,0.04535675048828125,0,0
model_10,2552_0.55_0.61.png,0.002875858685001731,0.0006791267078369856,0.6338043212890625,0,0
model_10,2557_0.84_0.68.png,0.002817885484546423,0.0004073863965459168,-0.00737762451171875,0,0
model_10,2562_0.81_1.38.png,0.0029258085414767265,0.0006734429625794291,-0.119384765625,0,0
model_10,2568_0.6_1.1.png,0.0029232765082269907,0.0007144703413359821,0.040447235107421875,0,0
model_10,2572_0.54_1.3.png,0.0028646637219935656,0.0005870471941307187,-0.492950439453125,0,0
model_10,2577_0.96_0.78.png,0.0028182442765682936,0.0004841904155910015,-0.000270843505859375,0,0
model_10,2581_0.79_1.95.png,0.003085949458181858,0.000993451802060008,0.3838043212890625,0,0
model_10,2586_0.65_1.77.png,0.0028228415176272392,0.0005217365105636418,-0.04158782958984375,0,0
model_10,2590_0.91_1.28.png,0.002837398089468479,0.0004902529763057828,0.03163909912109375,0,0
model_10,2595_0.76_0.72.png,0.002837912179529667,0.000452252512332052,0.0607147216796875,0,0
model_10,259_0.87_0.76.png,0.0027746246196329594,0.0007095219916664064,-0.22600746154785156,0,0
model_10,2604_0.54_1.12.png,0.0028956327587366104,0.0006598868640139699,0.19336700439453125,0,0
model_10,2610_0.81_1.15.png,0.002860346343368292,0.0006156167364679277,-0.15721511840820312,0,0
model_10,2616_0.96_0.99.png,0.002810940146446228,0.00045378453796729445,-0.08374404907226562,0,0
model_10,2620_0.76_1.26.png,0.0028354469686746597,0.000565074966289103,0.2856903076171875,0,0
model_10,2625_0.88_1.86.png,0.002891410142183304,0.00071119045605883,0.13574981689453125,0,0
model_10,262_0.94_1.35.png,0.002750752493739128,0.00048419192899018526,0.06290054321289062,0,0
model_10,2634_1.0_0.86.png,0.002831685822457075,0.0004792379913851619,0.02481842041015625,0,0
model_10,263_0.79_1.99.png,0.002748661208897829,0.00045418759691528976,0.09935760498046875,0,0
model_10,2645_0.78_0.85.png,0.0028608059510588646,0.00047587952576577663,-0.02108001708984375,0,0
model_10,2651_0.74_1.04.png,0.0028817453421652317,0.0006066860514692962,0.3511085510253906,0,0
model_10,2656_0.85_0.67.png,0.0028218752704560757,0.0004208805912639946,0.2210540771484375,0,0
model_10,2660_0.52_1.75.png,0.0030979220755398273,0.000857282429933548,-0.05115509033203125,0,0
model_10,2666_0.65_1.42.png,0.002921320730820298,0.0006321632536128163,-0.0155029296875,0,0
model_10,2670_0.93_1.49.png,0.002781144343316555,0.00045178926666267216,-0.0566864013671875,0,0
model_10,2677_0.78_0.96.png,0.0029213251546025276,0.0007271536160260439,0.301055908203125,0,0
model_10,2682_0.96_1.39.png,0.0029095367062836885,0.0006755520007573068,0.24639892578125,0,0
model_10,2688_0.87_1.2.png,0.002890278585255146,0.0005831983289681375,-0.05625152587890625,0,0
model_10,2693_0.69_0.91.png,0.002867048606276512,0.0005831521120853722,-0.096038818359375,0,0
model_10,2698_0.98_1.85.png,0.0028693731874227524,0.0005913592176511884,0.010906219482421875,0,0
model_10,2702_0.74_0.63.png,0.0028548287227749825,0.0005660674651153386,0.25060272216796875,0,0
model_10,2707_0.61_1.6.png,0.002831967081874609,0.0004675824020523578,0.10052490234375,0,0
model_10,2711_0.69_1.62.png,0.0028003703337162733,0.00046630026190541685,0.12188339233398438,0,0
model_10,2716_0.62_1.67.png,0.002868537325412035,0.0006018567364662886,0.21205520629882812,0,0
model_10,2721_0.61_1.73.png,0.0028704535216093063,0.0006465584156103432,0.09694290161132812,0,0
model_10,2727_0.84_0.56.png,0.0028227793518453836,0.0004495058092288673,-0.015613555908203125,0,0
model_10,2731_0.92_1.46.png,0.002810316625982523,0.00047492131125181913,0.0840606689453125,0,0
model_10,2737_0.51_0.6.png,0.002846634481102228,0.0005132986116223037,-0.08414459228515625,0,0
model_10,2742_0.91_1.41.png,0.002797570312395692,0.00043151184218004346,-0.02667999267578125,0,0
model_10,2747_0.87_1.0.png,0.0028228149749338627,0.00042829278390854597,0.05771636962890625,0,0
model_10,2753_0.9_1.03.png,0.0028074742294847965,0.000482165371067822,0.09281539916992188,0,0
model_10,2758_0.51_1.22.png,0.0029656835831701756,0.0007737870910204947,0.21478652954101562,0,0
model_10,2762_0.59_1.16.png,0.0029384763911366463,0.0006788333412259817,0.19272232055664062,0,0
model_10,2769_0.81_1.94.png,0.002876912709325552,0.0005451744655147195,0.18848800659179688,0,0
model_10,2773_0.7_0.71.png,0.0028435871936380863,0.0006112445844337344,0.45159912109375,0,0
model_10,2779_0.73_0.56.png,0.0028251633048057556,0.00042649792158044875,0.13161849975585938,0,0
model_10,2783_0.78_1.9.png,0.0029584881849586964,0.0008924425346776843,0.23410606384277344,0,0
model_10,278_0.98_0.65.png,0.0027703745290637016,0.0002979713026434183,0.12912368774414062,0,0
model_10,2794_0.8_0.92.png,0.002808585297316313,0.0004957625642418861,0.2700843811035156,0,0
model_10,2799_0.58_0.59.png,0.0028640455566346645,0.000450543942861259,-0.44843292236328125,0,0
model_10,2802_0.94_1.89.png,0.002839379943907261,0.000551289354916662,-0.0511932373046875,0,0
model_10,2807_0.78_0.64.png,0.0028168645221740007,0.0003506609646137804,0.2353668212890625,0,0
model_10,2811_0.76_1.19.png,0.002880912274122238,0.0006098780431784689,0.1032867431640625,0,0
model_10,2816_0.98_1.25.png,0.0028221975080668926,0.0005936967791058123,0.14652252197265625,0,0
model_10,2822_0.83_0.63.png,0.0028428188525140285,0.0005751845892518759,-0.03467559814453125,0,0
model_10,2828_0.98_1.23.png,0.002795083448290825,0.0005152538069523871,-0.062255859375,0,0
model_10,2833_0.66_0.5.png,0.002823134185746312,0.0004913831944577396,0.29268646240234375,0,0
model_10,2839_0.87_1.68.png,0.0027923057787120342,0.00039910702616907656,0.011455535888671875,0,0
model_10,2846_0.54_1.41.png,0.0029469835571944714,0.0005995403043925762,-0.39144134521484375,0,0
model_10,2851_0.6_1.41.png,0.0028963531367480755,0.0004731863737106323,0.13529586791992188,0,0
model_10,2856_0.88_1.68.png,0.0028046101797372103,0.000565102556720376,0.02837371826171875,0,0
model_10,2860_0.92_0.66.png,0.0028152738232165575,0.0004416300216689706,0.054485321044921875,0,0
model_10,2865_0.65_0.7.png,0.0028393047396093607,0.0005485934088937938,-0.22367095947265625,0,0
model_10,2870_0.82_1.39.png,0.0028267339803278446,0.0006186565151438117,0.061595916748046875,0,0
model_10,2875_0.87_1.33.png,0.0028434586711227894,0.0005593557143583894,-0.07120513916015625,0,0
model_10,2880_0.9_0.87.png,0.002820061519742012,0.00034678116207942367,-0.10961532592773438,0,0
model_10,2886_0.56_1.65.png,0.003031098749488592,0.0007151399622671306,-0.13325881958007812,0,0
model_10,2890_0.79_1.15.png,0.002846257761120796,0.00047157934750430286,-0.0738525390625,0,0
model_10,2897_0.75_1.35.png,0.0027780220843851566,0.00038451654836535454,0.047847747802734375,0,0
model_10,2901_0.59_1.0.png,0.002832617610692978,0.0002742453361861408,-0.007694244384765625,0,0
model_10,2910_0.56_1.62.png,0.003111125435680151,0.0007709282217547297,-0.02999114990234375,0,0
model_10,2916_0.62_1.39.png,0.00290427403524518,0.0007206341251730919,-0.034404754638671875,0,0
model_10,2923_0.53_0.64.png,0.0028357564006000757,0.0004892521537840366,-0.3832969665527344,0,0
model_10,2928_0.93_0.58.png,0.002784903161227703,0.0006510590319521725,0.10773086547851562,0,0
model_10,2933_0.98_1.9.png,0.0028626311104744673,0.0006558883469551802,-0.04338836669921875,0,0
model_10,2939_0.79_1.78.png,0.002802843926474452,0.000535054539795965,0.0793914794921875,0,0
model_10,2943_0.94_1.06.png,0.0027959421277046204,0.00041115371277555823,0.057750701904296875,0,0
model_10,2948_0.75_1.31.png,0.0029520129319280386,0.000642175495158881,0.26468658447265625,0,0
model_10,2953_0.65_1.26.png,0.0028510631527751684,0.0007387679070234299,-0.14188766479492188,0,0
model_10,2959_0.85_0.71.png,0.0028024218045175076,0.000396320188883692,-0.10828781127929688,0,0
model_10,2963_0.61_1.33.png,0.0028042595367878675,0.000536664214450866,0.09134674072265625,0,0
model_10,296_0.57_0.78.png,0.0027533285319805145,0.0005957199609838426,0.26819610595703125,0,0
model_10,2975_1.0_1.72.png,0.0027983481995761395,0.0006033753743395209,0.11349105834960938,0,0
model_10,2982_0.94_1.69.png,0.002826283685863018,0.0005647606449201703,0.025524139404296875,0,0
model_10,2987_0.99_1.51.png,0.0027963933534920216,0.0005834434414282441,0.1042633056640625,0,0
model_10,2991_0.88_1.4.png,0.0028144177049398422,0.0004430493572726846,0.017635345458984375,0,0
model_10,2998_0.77_0.88.png,0.002810658421367407,0.0004124280530959368,0.008026123046875,0,0
model_10,301_0.99_1.79.png,0.0032479867804795504,0.0014595615211874247,-0.18023300170898438,0,0
model_10,308_0.73_0.91.png,0.0027252952568233013,0.0003166688256897032,0.08033370971679688,0,0
model_10,313_0.78_0.95.png,0.002758489456027746,0.0003575767623260617,-0.17428970336914062,0,0
model_10,319_0.87_1.65.png,0.002738435287028551,0.0004957094206474721,-0.10467910766601562,0,0
model_10,32_0.73_1.01.png,0.0027660499326884747,0.0004978585056960583,-0.2348785400390625,0,0
model_10,338_0.62_1.32.png,0.002752560656517744,0.000401678349589929,0.08513641357421875,0,0
model_10,345_0.95_1.78.png,0.0028140575159341097,0.0006627703551203012,-0.15003204345703125,0,0
model_10,356_0.65_0.6.png,0.002724839374423027,0.00026290511596016586,0.0816192626953125,0,0
model_10,361_0.83_0.87.png,0.0027530784718692303,0.0003209393471479416,-0.0051727294921875,0,0
model_10,366_0.67_1.2.png,0.0027551441453397274,0.00034858990693464875,-0.17187118530273438,0,0
model_10,374_0.93_1.43.png,0.0027469692286103964,0.0003639493079390377,0.003448486328125,0,0
model_10,37_0.68_1.27.png,0.0027740253135561943,0.0010860430775210261,0.4172630310058594,0,0
model_10,386_0.91_1.27.png,0.0027571669779717922,0.0004490248393267393,-0.0120391845703125,0,0
model_10,392_0.54_0.67.png,0.0027124411426484585,0.0005083258147351444,0.0685272216796875,0,0
model_10,397_0.92_1.2.png,0.0027289073914289474,0.0004017584433313459,-0.07102203369140625,0,0
model_10,404_0.82_1.92.png,0.002735703019425273,0.00035686875344254076,0.0018463134765625,0,0
model_10,40_0.65_1.78.png,0.0027662506327033043,0.0011938126990571618,0.2611503601074219,0,0
model_10,418_0.66_0.66.png,0.0027757056523114443,0.00032391640706919134,-0.14286041259765625,0,0
model_10,424_0.63_1.0.png,0.0027634352445602417,0.0003076513239648193,-0.06496047973632812,0,0
model_10,430_0.75_1.46.png,0.002787395380437374,0.0007705304306000471,0.20252227783203125,0,0
model_10,437_0.87_0.76.png,0.0028257882222533226,0.000621344312094152,0.14157485961914062,0,0
model_10,445_0.81_1.45.png,0.002808411605656147,0.0004746745398733765,-0.10324859619140625,0,0
