checkpoint,name,ll_delta_abs_mean,image_action_l1,dPSNR,is_model5_severe,is_model5_positive
model_5,2026_0.99_1.41.png,0.0030018684919923544,0.0008548852056264877,-0.13437652587890625,0,0
model_5,2031_0.78_1.8.png,0.0030298405326902866,0.0011351954890415072,0.06714630126953125,0,1
model_5,2038_0.84_1.68.png,0.0030011124908924103,0.0008340475033037364,-0.046901702880859375,0,0
model_5,2044_0.97_0.55.png,0.0029892323072999716,0.0008788959821686149,-0.12685394287109375,0,0
model_5,204_0.59_0.52.png,0.0029917024075984955,0.0008571937796659768,0.16857147216796875,0,1
model_5,2056_0.99_1.84.png,0.0030018333345651627,0.0010466760722920299,0.05490875244140625,0,1
model_5,2060_0.51_1.57.png,0.003007175400853157,0.000798454973846674,0.050304412841796875,0,1
model_5,2065_0.51_1.6.png,0.0030434320215135813,0.0009176246821880341,-0.5251617431640625,1,0
model_5,206_0.61_1.6.png,0.002950444119051099,0.0006042331806384027,0.08203506469726562,0,1
model_5,2077_0.87_0.68.png,0.002982884179800749,0.0008101736311800778,0.21997833251953125,0,1
model_5,2082_0.96_1.58.png,0.0029986146837472916,0.0009289126610383391,0.08040618896484375,0,1
model_5,2088_0.51_1.64.png,0.0030372035689651966,0.0008393701282329857,0.0287933349609375,0,1
model_5,2092_0.99_1.04.png,0.002990247681736946,0.000761097006034106,0.0858612060546875,0,1
model_5,2097_0.93_0.96.png,0.002990019740536809,0.0009390398045070469,-0.00592803955078125,0,0
model_5,2102_0.59_0.97.png,0.003030525054782629,0.0009926515631377697,0.30263519287109375,0,1
model_5,2107_0.67_0.57.png,0.002996250055730343,0.000960644509177655,0.5409049987792969,0,1
model_5,2112_0.66_1.29.png,0.003017797600477934,0.0006774822832085192,0.3228302001953125,0,1
model_5,2117_0.76_1.14.png,0.003007801715284586,0.0008219475275836885,0.2601165771484375,0,1
model_5,2121_0.73_0.63.png,0.0029938984662294388,0.0008392506279051304,0.65948486328125,0,1
model_5,2127_0.99_1.84.png,0.0030224593356251717,0.0009626448154449463,0.1912841796875,0,1
model_5,2133_0.59_0.63.png,0.0030149875674396753,0.0010309622157365084,0.6209335327148438,0,1
model_5,2138_0.88_1.49.png,0.003005633596330881,0.0008750907727517188,0.1690673828125,0,1
model_5,2143_0.57_0.65.png,0.0030026736203581095,0.0008942416752688587,0.6556625366210938,0,1
model_5,2148_0.69_1.7.png,0.0029935503844171762,0.0008494504727423191,0.2135162353515625,0,1
model_5,2153_0.61_1.16.png,0.003003766993060708,0.0009188474505208433,0.5109672546386719,0,1
model_5,2159_0.62_0.8.png,0.0029950111638754606,0.0008026430732570589,0.3580131530761719,0,1
model_5,2166_0.99_0.93.png,0.0029918765649199486,0.0007757467101328075,0.1088714599609375,0,1
model_5,2173_0.67_1.56.png,0.0029916567727923393,0.0008314610458910465,0.24966812133789062,0,1
model_5,2178_0.88_1.13.png,0.002997682197019458,0.0010947646806016564,0.05059051513671875,0,1
model_5,2182_0.83_1.85.png,0.0029844040982425213,0.0007730019278824329,0.16724014282226562,0,1
model_5,2190_0.51_0.51.png,0.003005707636475563,0.001002234872430563,-0.8985557556152344,1,0
model_5,2196_0.72_0.83.png,0.002994986716657877,0.0007621749537065625,0.12033462524414062,0,1
model_5,2202_0.65_1.33.png,0.0029899808578193188,0.0008939583203755319,-0.09985733032226562,0,0
model_5,2208_0.72_0.51.png,0.002998250536620617,0.0008071731426753104,0.17122268676757812,0,1
model_5,2213_0.82_1.3.png,0.002994576934725046,0.0008526479941792786,0.098907470703125,0,1
model_5,2220_0.92_1.02.png,0.003001175122335553,0.0010160290403291583,0.37718963623046875,0,1
model_5,2227_0.88_1.42.png,0.0030133379623293877,0.0008776378235779703,-0.17092514038085938,0,0
model_5,2231_0.71_0.89.png,0.003003891557455063,0.0009470070363022387,-0.15700912475585938,0,0
model_5,2238_0.81_1.38.png,0.0029944246634840965,0.0008788695558905602,-0.4384803771972656,1,0
model_5,2243_0.75_1.64.png,0.0030041912104934454,0.0008750109118409455,-0.2858467102050781,1,0
model_5,2248_0.61_0.82.png,0.0029972223564982414,0.0009970210958272219,-0.17963790893554688,0,0
model_5,2252_0.79_0.97.png,0.003000077325850725,0.0009055957780219615,-0.16499710083007812,0,0
model_5,2258_0.96_0.94.png,0.002991307992488146,0.0008425668929703534,0.07421875,0,1
model_5,2262_0.79_1.73.png,0.0030087146442383528,0.0007641066913492978,0.11798095703125,0,1
model_5,2268_0.66_1.84.png,0.0030188048258423805,0.0007649336475878954,0.10947036743164062,0,1
model_5,2272_0.52_1.23.png,0.0030086785554885864,0.000889629009179771,0.2580375671386719,0,1
model_5,2277_0.69_0.53.png,0.003001401200890541,0.0009293798357248306,-0.34873199462890625,1,0
model_5,2281_0.68_0.81.png,0.00300096464343369,0.0009439432760700583,0.5526847839355469,0,1
model_5,2286_0.56_1.51.png,0.0029930085875093937,0.0009047592175193131,-0.07172012329101562,0,0
model_5,2292_0.82_1.71.png,0.0030216705054044724,0.0008491080370731652,0.1061553955078125,0,1
model_5,2297_0.82_1.01.png,0.0029978626407682896,0.0009005691390484571,-0.22084426879882812,1,0
model_5,2301_0.82_0.88.png,0.003000826807692647,0.0009491093805991113,0.29175567626953125,0,1
model_5,2306_0.93_1.08.png,0.002985559171065688,0.0007962944218888879,0.08906173706054688,0,1
model_5,2314_0.51_1.78.png,0.0030109621584415436,0.0006656333571299911,0.18690109252929688,0,1
model_5,2319_0.9_0.55.png,0.0029882253147661686,0.001040375092998147,0.6124305725097656,0,1
model_5,2324_0.86_1.5.png,0.0029905473347753286,0.0008933969656936824,0.24007415771484375,0,1
model_5,232_0.56_1.2.png,0.00297349551692605,0.0008853041217662394,0.23195266723632812,0,1
model_5,2334_0.56_0.79.png,0.002991745714098215,0.0009104780619964004,0.60980224609375,0,1
model_5,233_0.75_1.0.png,0.002981116995215416,0.0006168668041937053,0.189544677734375,0,1
model_5,2347_0.5_1.72.png,0.003048740327358246,0.0007521326770074666,0.057159423828125,0,1
model_5,2352_0.71_1.87.png,0.0030088480561971664,0.0007161768735386431,-0.08458709716796875,0,0
model_5,2357_0.76_0.96.png,0.002993960166350007,0.0008552552899345756,0.01256561279296875,0,1
model_5,2361_0.88_1.89.png,0.0029973858036100864,0.0008570613572373986,0.2297821044921875,0,1
model_5,2366_0.56_1.55.png,0.003038325347006321,0.0009375102235935628,0.4454231262207031,0,1
model_5,2371_0.69_1.5.png,0.0030129519291222095,0.0009406874887645245,0.4355583190917969,0,1
model_5,2376_0.81_1.59.png,0.003003228222951293,0.0009437582339160144,0.2847023010253906,0,1
model_5,2384_0.57_0.86.png,0.0029940446838736534,0.0009728216100484133,0.0297698974609375,0,1
model_5,2389_1.0_1.55.png,0.0029963452834635973,0.0010634601349011064,0.3088722229003906,0,1
model_5,2395_0.78_1.43.png,0.0029926556162536144,0.0009809584589675069,-0.1930694580078125,0,0
model_5,2400_0.58_0.53.png,0.002994361100718379,0.0010669471230357885,0.7085800170898438,0,1
model_5,2406_0.59_0.76.png,0.003000899450853467,0.000983771518804133,0.11610794067382812,0,1
model_5,2412_0.68_1.7.png,0.0030058587435632944,0.0007955222390592098,0.12827301025390625,0,1
model_5,2417_0.58_1.91.png,0.002994276350364089,0.000919707294087857,0.159515380859375,0,1
model_5,2423_0.58_1.14.png,0.0029961203690618277,0.000969617860391736,0.007495880126953125,0,1
model_5,2429_0.7_1.73.png,0.0030216635204851627,0.0007517745834775269,0.3597221374511719,0,1
model_5,2434_0.93_0.55.png,0.003000311553478241,0.0008859820081852376,-0.49480438232421875,1,0
model_5,2440_0.59_0.9.png,0.0030024005100131035,0.0009302899125032127,0.6640396118164062,0,1
model_5,2445_0.77_1.63.png,0.003002196317538619,0.0008671674295328557,-0.09348297119140625,0,0
model_5,2450_0.51_0.64.png,0.0030041516292840242,0.0008954909280873835,-0.42549896240234375,1,0
model_5,2455_0.84_0.91.png,0.003013170324265957,0.0008478687959723175,-0.2623786926269531,1,0
model_5,245_0.79_1.53.png,0.0029591303318738937,0.0006563812494277954,0.03507232666015625,0,1
model_5,2464_0.63_0.75.png,0.0030055828392505646,0.0008494129870086908,-0.11234283447265625,0,0
model_5,2469_0.52_1.22.png,0.002994079142808914,0.0008431026944890618,-0.5780525207519531,1,0
model_5,2474_0.91_0.84.png,0.002993103116750717,0.0009701677481643856,-0.16351318359375,0,0
model_5,2479_0.81_1.81.png,0.002994879614561796,0.0009044887265190482,0.2682914733886719,0,1
model_5,2483_0.82_1.17.png,0.002988555235788226,0.0010144865373149514,0.26963043212890625,0,1
model_5,2489_0.62_1.9.png,0.002998099196702242,0.0009141664486378431,0.2521324157714844,0,1
model_5,2493_0.8_0.66.png,0.002992418361827731,0.0009408641490153968,0.01741790771484375,0,1
model_5,2499_0.55_0.8.png,0.003009730949997902,0.000902334344573319,-0.4072685241699219,1,0
model_5,2502_0.94_1.08.png,0.0029864127282053232,0.0010327352210879326,-0.38951873779296875,1,0
model_5,2507_0.79_1.96.png,0.002999012591317296,0.0008404935942962766,0.017681121826171875,0,1
model_5,2512_0.6_1.28.png,0.002997957170009613,0.000897758174687624,-0.6055450439453125,1,0
model_5,2517_0.94_1.24.png,0.00300446804612875,0.0010101094376295805,0.17978286743164062,0,1
model_5,2521_0.66_1.08.png,0.003030223771929741,0.000717687769792974,0.2650947570800781,0,1
model_5,2526_0.87_1.88.png,0.003027132712304592,0.0006197088514454663,-0.0025768280029296875,0,0
model_5,2532_0.74_1.32.png,0.0029939902015030384,0.0010392399271950126,0.5722579956054688,0,1
model_5,2538_0.89_0.75.png,0.0029933364130556583,0.0009143464267253876,0.1117095947265625,0,1
model_5,2542_0.7_1.52.png,0.003004143014550209,0.000785607669968158,0.32233428955078125,0,1
model_5,2547_0.63_1.17.png,0.0030056475661695004,0.0008818462956696749,-0.004863739013671875,0,0
