count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,profile,aggregate_gate_pass,group_gate_pass
600,2.512202049891154,2.430017048517863,3.5056149673461916,3.414332494735718,1.1894835408528646,0.0016733370224634807,0.9733333333333334,0.9571237027023953,0.9733333333333334,11,11.0,0.03252812966893709,WD0375,True,True
600,3.2298553371429444,3.115263052304586,4.909155438741048,4.759819215774536,1.1265544637044271,0.0019638411204020182,0.95,0.9295193021647509,0.95,22,22.0,0.05489201059767234,WD050,True,False
600,2.0372517172495526,1.9492684253056842,2.195684700012207,2.0246406853993735,1.8643054962158203,0.0017263187964757284,0.955,0.9353189194367528,0.955,18,18.0,0.04692111758949495,FS050,True,True
600,2.9781300322214763,2.9200092619260154,3.6391728591918944,3.5467449124654133,2.1719830322265623,0.0018986567854881286,0.9983333333333333,0.9906202004134312,1.0,0,0.0,0.006361933328210577,WD0375_or_FS050_oracle,,
600,3.660978193283081,3.560924691041311,4.934882291158041,4.79894465192159,2.2802806345621747,0.0020738420883814495,1.0,0.9936380666717896,1.0,0,0.0,0.006361933328210577,S3_oracle,,
