profile,group,bin,count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,usage_WD0375,group_gate_pass,usage_WD050,usage_FS050,usage_WD0375_or_FS050_oracle,usage_S3_oracle
WD050,FSNet_A0_diff_signed_q4,q2,150,3.667179323832194,3.4646854979197186,4.810676420057142,4.572471714019775,2.4608156358873523,0.0020613590876261394,0.9866666666666667,0.9526921436197237,0.9866666666666667,1,4.0,0.036793752933975674,,True,1.0,,,
WD050,FSNet_A0_diff_signed_q4,q3,150,2.2618209584554037,2.021255577723185,4.104572914742135,3.749699337418015,0.4161921320734797,0.0012727006276448568,0.92,0.8653774250568133,0.92,10,40.0,0.11836352652481318,,True,1.0,,,
WD050,FSNet_A0_diff_signed_q4,q4,150,2.6896632639567057,2.4353767871856693,4.672460916880015,4.3313323948834395,0.5741056493810706,0.0013014380137125652,0.8933333333333333,0.8337524992356726,0.8933333333333333,11,44.0,0.12653698526598403,,True,1.0,,,
WD050,FSNet_A0_diff_abs_q4,q1,150,1.8808711751302083,1.6230002759297688,4.3347637073413745,3.9092059960236423,0.12354216704497466,0.0007548379898071289,0.84,0.7729589426564779,0.84,18,72.0,0.1817096613539524,,False,1.0,,,
WD050,FSNet_A0_diff_abs_q4,q2,150,3.1704193496704103,2.939651163736979,4.868337425025734,4.618197505538528,1.319450584617821,0.0016719245910644532,0.9733333333333334,0.9334450938998244,0.9733333333333334,2,8.0,0.047307856380276334,,True,1.0,,,
WD050,FSNet_A0_diff_abs_q4,q3,150,3.736962000528971,3.5145955320994062,5.057477074700433,4.814354868192931,2.3148041802483634,0.0021973546346028645,0.9933333333333333,0.9632062470660242,0.9933333333333333,1,4.0,0.036793752933975674,,True,1.0,,,
WD050,FSNet_A0_diff_abs_q4,q4,150,4.131168823242188,3.961956968943278,5.263697546881598,5.055692306724755,2.8735721691234692,0.0032312472661336264,0.9933333333333333,0.9632062470660242,0.9933333333333333,1,4.0,0.036793752933975674,,True,1.0,,,
WD050,expert_disagreement_q4,q1,150,2.6258715184529624,2.441979180018107,3.8009240949476086,3.5226186056394835,1.5415856644913957,0.001816922426223755,0.9733333333333334,0.9334450938998244,0.9733333333333334,3,12.0,0.05714766586424166,,True,1.0,,,
WD050,expert_disagreement_q4,q2,150,2.8315629704793293,2.598883284886678,4.641836166381836,4.34418995573714,0.775654767010663,0.0016563256581624349,0.9466666666666667,0.8982949952532904,0.9466666666666667,5,20.0,0.0756528425070956,,True,1.0,,,
WD050,expert_disagreement_q4,q3,150,3.3599455897013346,3.1271809221903486,4.921937117705474,4.69545757448351,1.0807792044974662,0.0022098954518636068,0.96,0.9154854608728422,0.96,5,20.0,0.0756528425070956,,True,1.0,,,
WD050,expert_disagreement_q4,q4,150,4.102041269938151,3.822650318781535,5.6026763916015625,5.407500805725922,1.302712105415963,0.0021722209453582763,0.92,0.8653774250568133,0.92,9,36.0,0.11009092044290468,,True,1.0,,,
WD050,haze_density_q4,q1,150,1.5342669550577799,1.3088282216389975,2.7146276010049357,2.3316434705579603,0.22159535176045186,0.0012248114744822184,0.84,0.7729589426564779,0.84,18,72.0,0.1817096613539524,,False,1.0,,,
WD050,haze_density_q4,q2,150,3.042604497273763,2.814759859720866,4.652598509917388,4.310561043507344,1.2843504209776182,0.0014463416735331217,0.96,0.9154854608728422,0.96,4,16.0,0.06655490610017561,,True,1.0,,,
WD050,haze_density_q4,q3,150,3.9781366856892904,3.7700259380340575,5.214040343825881,4.957323190328237,2.463151261613176,0.0023104512691497804,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,haze_density_q4,q4,150,4.364413210550944,4.164049628575643,5.155121829058673,4.9394651438738855,3.225131163725982,0.0028737600644429527,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,transmission_q4,q1,150,4.364413210550944,4.164049628575643,5.155121829058673,4.9394651438738855,3.225131163725982,0.0028737600644429527,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,transmission_q4,q2,150,3.9781366856892904,3.7700259380340575,5.214040343825881,4.957323190328237,2.463151261613176,0.0023104512691497804,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,transmission_q4,q3,150,3.042604497273763,2.814759859720866,4.652598509917388,4.310561043507344,1.2843504209776182,0.0014463416735331217,0.96,0.9154854608728422,0.96,4,16.0,0.06655490610017561,,True,1.0,,,
WD050,transmission_q4,q4,150,1.5342669550577799,1.3088282216389975,2.7146276010049357,2.3316434705579603,0.22159535176045186,0.0012248114744822184,0.84,0.7729589426564779,0.84,18,72.0,0.1817096613539524,,False,1.0,,,
WD050,airlight_q4,q1,150,4.1636130777994795,3.9616621367136635,5.2684138530009506,5.025846904032939,2.6896076717892208,0.0016086975733439128,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,airlight_q4,q2,157,3.801561039724168,3.595557372585224,5.097210370577299,4.883206144968669,2.1765922155135717,0.0024527053164828355,0.9872611464968153,0.9547468035530363,0.9872611464968153,1,3.821656050955414,0.035193744745187334,,True,1.0,,,
WD050,airlight_q4,q3,143,3.0415043730835816,2.8165378810642485,4.894519751412528,4.624921092987061,1.118613760811942,0.0022125781832875073,0.9440559440559441,0.8934944200622377,0.9440559440559441,5,20.97902097902098,0.07923661610398051,,True,1.0,,,
WD050,airlight_q4,q4,150,1.8772735468546549,1.631953788757324,3.9009341162604256,3.5058940861676193,0.29040259283942144,0.0015701774756113687,0.8666666666666667,0.8030184935523371,0.8666666666666667,16,64.0,0.16624750076432737,,False,1.0,,,
WD050,depth_q4,q1,150,3.473151423136393,3.2358936602274575,4.994540343413481,4.69463900746526,1.6265496949891787,0.0022201824188232424,0.9733333333333334,0.9334450938998244,0.9733333333333334,3,12.0,0.05714766586424166,,True,1.0,,,
WD050,depth_q4,q2,150,3.3321955490112303,3.102329182942708,4.89598511360787,4.683231425929714,1.0779743710079708,0.0017965376377105714,0.9666666666666667,0.9243471574929044,0.9666666666666667,3,12.0,0.05714766586424166,,True,1.0,,,
WD050,depth_q4,q3,150,3.3004104232788087,3.022935841878255,5.077278188756995,4.7956283440461025,0.8828605445655616,0.002104056676228841,0.9266666666666666,0.873463014734016,0.9266666666666666,7,28.0,0.09318757392357377,,True,1.0,,,
WD050,depth_q4,q4,150,2.813663953145345,2.5383424809773762,4.662388311850058,4.271644690230086,0.7811659735602301,0.0017345877488454183,0.9333333333333333,0.8816364734751868,0.9333333333333333,9,36.0,0.11009092044290468,,True,1.0,,,
WD050,dark_channel_q4,q1,150,2.299935468037923,2.048627289454142,4.513816369546427,4.255073171048551,0.2873362979373416,0.0014041368166605632,0.8866666666666667,0.8259959574322895,0.8866666666666667,13,52.0,0.14262945312423528,,False,1.0,,,
WD050,dark_channel_q4,q2,150,3.077582664489746,2.8288865954081217,4.834797678767024,4.423581592456714,1.0276400591876056,0.001501539945602417,0.9466666666666667,0.8982949952532904,0.9466666666666667,5,20.0,0.0756528425070956,,True,1.0,,,
WD050,dark_channel_q4,q3,150,3.624523735046387,3.3497721303304036,5.265921360737568,5.038923219732336,1.8680459099846918,0.002054579257965088,0.9666666666666667,0.9243471574929044,0.9666666666666667,4,16.0,0.06655490610017561,,True,1.0,,,
WD050,dark_channel_q4,q4,150,3.917379480997721,3.7444624741872152,5.1007401749894425,4.848616538176665,2.5933516218855575,0.002895108461380005,1.0,0.9750288608542813,1.0,0,0.0,0.02497113914571871,,True,1.0,,,
WD050,low_texture_q4,q1,150,2.803409055074056,2.5117349020640054,4.805785875062685,4.508574975503457,0.48544641443201014,0.002351270119349162,0.9066666666666666,0.8494348221544131,0.9066666666666666,13,52.0,0.14262945312423528,,False,1.0,,,
WD050,low_texture_q4,q2,150,3.438924954732259,3.1557051423390705,5.155457831717826,4.898953143970386,1.0387715520085514,0.0019543747107187907,0.9533333333333334,0.9068124260764262,0.9533333333333334,5,20.0,0.0756528425070956,,True,1.0,,,
WD050,low_texture_q4,q3,150,3.3700146102905273,3.1256928685506185,4.912141181327201,4.613732575081491,1.779051806475665,0.0018806175390879314,0.98,0.9428523341357584,0.98,1,4.0,0.036793752933975674,,True,1.0,,,
WD050,low_texture_q4,q4,150,3.307072728474935,3.0716666107177737,5.00199488047007,4.7726495691247885,1.3793349394927155,0.001669102112452189,0.96,0.9154854608728422,0.96,3,12.0,0.05714766586424166,,True,1.0,,,
WD050,edge_density_q4,q1,150,3.0356625239054362,2.763462636311849,5.076289975965345,4.8012437304934945,0.7769046474147487,0.0028079513708750407,0.9266666666666666,0.873463014734016,0.9266666666666666,9,36.0,0.11009092044290468,,True,1.0,,,
