count,mean_dPSNR,mean_bootstrap_LCB,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB,profile,scope,aggregate_gate_pass
600,2.512202049891154,2.430017048517863,3.5056149673461916,3.414332494735718,1.1894835408528646,0.0016733370224634807,0.9733333333333334,0.9571237027023953,0.9733333333333334,11,11.0,0.03252812966893709,WD0375,full_600,True
120.0,2.51694221620786,,3.5235920719531144,,1.213646631131517,0.0016748831465904677,0.9735562336955483,,,,10.942142543144115,,WD0375,fold_mean,True
108.0,2.311023861169815,,3.3474098443984985,,0.8573742457798549,0.0014320536821830173,0.9482758620689655,,,,21.818181818181817,,WD0375,fold_worst,True
