low_size,K,group,count,mean_output_gain,mean_oracle_gain,mean_corr
32,16,closed_easy,4,0.0,0.0,
32,16,middle,16,0.5158615112304688,0.6692929267883301,0.8399192094802856
32,16,open_easy,4,0.6318731307983398,0.8035154342651367,0.9137742221355438
32,16,open_hard,8,1.120767593383789,1.2408795356750488,0.9409560933709145
