K,low_size,step,loss,loss_field,loss_coeff,loss_tv,count,coeff_mse,coeff_mae,lowspace_weighted_field_l1,lowspace_zero_field_l1,lowspace_field_l1_drop,lowspace_field_corr
16,32,300,0.0015470851212739944,0.0010017239255830646,0.0026986198499798775,0.00563728017732501,26,4.825336145586334e-05,0.001586013357155025,0.0033240446873682578,0.011238165398022932,0.7042182091435459,0.931188702583313
