alpha,role,count,A0_mean_PSNR,candidate_mean_PSNR,mean_dPSNR,mean_bootstrap_LCB,median_dPSNR,p5_dPSNR,p95_dPSNR,hard_bottom25_dPSNR,hard_bootstrap_LCB,easy_top25_dPSNR,worst_dPSNR,best_dPSNR,dSSIM,positive_ratio,positive_Wilson_LCB,nonnegative_ratio,severe_loss_count,severe_loss_per_600,severe_Wilson_UCB
0.0,diagnostic_grid,55,12.218283063715154,12.218283063715154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.06528714378942788
0.125,diagnostic_grid,55,12.218283063715154,12.21924280686812,0.0009597431529651989,-0.017714316628196024,-0.0035924911499023438,-0.09744653701782227,0.13100290298461914,0.0030443484966571513,-0.02759538430434007,-0.0012081586397611178,-0.2459869384765625,0.1708812713623047,0.003545282645659013,0.4727272727272727,0.34692885310480803,0.4727272727272727,1,10.909090909090908,0.09606000460483226
0.25,diagnostic_grid,55,12.218283063715154,12.213200985301624,-0.00508207841352983,-0.04309440526095303,-0.010817527770996094,-0.20374612808227538,0.2462053298950195,0.0017719268798828125,-0.0581517586341271,-0.015550540043757511,-0.49671363830566406,0.33202648162841797,0.006499980254606767,0.4727272727272727,0.34692885310480803,0.4727272727272727,3,32.72727272727273,0.14853294304489928
0.375,fixed_from_haze4k,55,12.218283063715154,12.200126214460893,-0.018156849254261365,-0.07597917556762696,-0.023345947265625,-0.31749324798583983,0.34423379898071277,-0.003815284142127404,-0.09155678382286658,-0.04294864947979267,-0.7506589889526367,0.4820585250854492,0.008876928958025845,0.4727272727272727,0.34692885310480803,0.4727272727272727,13,141.8181818181818,0.36348618721439613
0.5,diagnostic_grid,55,12.218283063715154,12.180027857693759,-0.038255206021395594,-0.11582448179071599,-0.0405731201171875,-0.4383456230163574,0.43511056900024403,-0.01369645045353816,-0.13045269159170297,-0.08319759368896484,-1.0065107345581055,0.6299171447753906,0.01069049672646956,0.4727272727272727,0.34692885310480803,0.4727272727272727,18,196.36363636363637,0.45897023823900523
0.75,diagnostic_grid,55,12.218283063715154,12.11901683807373,-0.09926622564142401,-0.21365534002130682,-0.0888814926147461,-0.6986976623535156,0.6063575744628905,-0.046165759746844955,-0.2213347765115591,-0.20083009279691255,-1.5196218490600586,0.9146261215209961,0.012687498331069946,0.45454545454545453,0.330250717464462,0.45454545454545453,25,272.7272727272727,0.584775386516395
1.0,diagnostic_grid,55,12.218283063715154,12.03111010464755,-0.18717295906760475,-0.3352078073674982,-0.16973590850830078,-0.9796789169311524,0.7408413887023926,-0.09512145702655499,-0.3245909837576059,-0.36455323145939755,-2.0290441513061523,1.1711997985839844,0.012605868686329234,0.36363636363636365,0.24930349342940838,0.36363636363636365,26,283.6363636363636,0.6020868092837061
