alpha,role,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,worst_dPSNR
0.0,diagnostic_grid,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0
0.125,diagnostic_grid,0.0009597431529651989,0.0030443484966571513,-0.0012081586397611178,0.003545282645659013,0.4727272727272727,0.4727272727272727,1,10.909090909090908,-0.2459869384765625
0.25,diagnostic_grid,-0.00508207841352983,0.0017719268798828125,-0.015550540043757511,0.006499980254606767,0.4727272727272727,0.4727272727272727,3,32.72727272727273,-0.49671363830566406
0.375,fixed_from_haze4k,-0.018156849254261365,-0.003815284142127404,-0.04294864947979267,0.008876928958025845,0.4727272727272727,0.4727272727272727,13,141.8181818181818,-0.7506589889526367
0.5,diagnostic_grid,-0.038255206021395594,-0.01369645045353816,-0.08319759368896484,0.01069049672646956,0.4727272727272727,0.4727272727272727,18,196.36363636363637,-1.0065107345581055
0.75,diagnostic_grid,-0.09926622564142401,-0.046165759746844955,-0.20083009279691255,0.012687498331069946,0.45454545454545453,0.45454545454545453,25,272.7272727272727,-1.5196218490600586
1.0,diagnostic_grid,-0.18717295906760475,-0.09512145702655499,-0.36455323145939755,0.012605868686329234,0.36363636363636365,0.36363636363636365,26,283.6363636363636,-2.0290441513061523
