split,pixels,action_positive_coverage,action_positive_low_adjacent_coverage,action_positive_mid_high_coverage,negative_low_risk_coverage,ignore_abstain_coverage,ignore_isolated_ldhn_coverage,d7c_pred_high_coverage,d7c_action_recall,d7c_low_adjacent_recall,d7c_negative_false_rate,d7c_ignore_hit_rate,d7c_isolated_ldhn_hit_rate,per_image_action_recall,per_image_low_adjacent_recall,per_image_negative_false_rate
train_inner,9830400,0.341663818359375,0.010603230794270833,0.33106058756510415,0.12958536783854166,0.1947393798828125,0.08122406005859376,0.30833343505859373,0.5769427503325699,0.16660590594239882,0.0032656239696799375,0.024125480707450925,0.02439054936659716,"{'n': 2400, 'mean': 0.501001908217834, 'p50': 0.5265972417675204, 'p75': 0.7419104323064976, 'p90': 0.860774818401937, 'p95': 0.9196383726770467, 'max': 0.9870237437879624}","{'n': 2125, 'mean': 0.16218963636194994, 'p50': 0.08450704225352113, 'p75': 0.24, 'p90': 0.4444444444444444, 'p95': 0.6, 'max': 1.0}","{'n': 2254, 'mean': 0.012917610222452995, 'p50': 0.0, 'p75': 0.00392156862745098, 'p90': 0.02127659574468085, 'p95': 0.058333333333333334, 'max': 1.0}"
val_inner,2457600,0.3452254231770833,0.009823811848958334,0.335401611328125,0.12763956705729165,0.18856974283854167,0.08006591796875,0.3026953125,0.5483118150551728,0.15590440293252703,0.0029743024097268933,0.02302618092523342,0.022366214361945417,"{'n': 600, 'mean': 0.49690038606240267, 'p50': 0.5303643724696356, 'p75': 0.7095531587057011, 'p90': 0.8715995647442872, 'p95': 0.9235772357723577, 'max': 0.9837580509661159}","{'n': 520, 'mean': 0.16419544137036576, 'p50': 0.07692307692307693, 'p75': 0.25, 'p90': 0.47058823529411764, 'p95': 0.65, 'max': 1.0}","{'n': 565, 'mean': 0.01114564079631026, 'p50': 0.0, 'p75': 0.003861003861003861, 'p90': 0.02459016393442623, 'p95': 0.047619047619047616, 'max': 0.5454545454545454}"
