probe_family,feature_set,probe,auroc,auprc,precision_at_balanced_coverage,recall_at_balanced_coverage,false_positive_rate,interpretation
current_inference_available_feature_probe,feature_set_1,linear,0.7347846209165936,0.7188909423048306,0.6654560991241187,0.6654560991241187,0.3345439008758812,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_1,mlp,0.8040467571273711,0.8019455243284854,0.7213202307199317,0.7213202307199317,0.2786797692800684,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_2,linear,0.7378561677448016,0.7243479337677764,0.6683400982696005,0.6683400982696005,0.3316599017303995,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_2,mlp,0.8107264347671554,0.807792756659645,0.7270882290108951,0.7270882290108951,0.2729117709891049,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_3,linear,0.7356819529475518,0.7180283111011082,0.6657765434736167,0.6657765434736167,0.33422345652638324,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_3,mlp,0.8071682485948984,0.8068204715184969,0.7250587481307413,0.7250587481307413,0.2749412518692587,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_4,linear,0.7363584617868002,0.7254801832042977,0.6669515060884427,0.6669515060884427,0.3330484939115574,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
current_inference_available_feature_probe,feature_set_4,mlp,0.807444139245586,0.8071559814064585,0.7245246742149113,0.7245246742149113,0.27547532578508865,"Frozen/current features contain separability, but this is not yet an actionable safe operating point."
