checkpoint_label,present,score,pass_count,check_count,all_checks_pass,decision,regular_mean_psnr_delta,regular_hard_bottom25_psnr_delta,regular_easy_top25_psnr_delta,regular_mean_ssim_delta,regular_positive_ratio,regular_worst_count_delta_le_-0p20,regular_strong_regression_ratio,hard_mean_psnr_delta,hard_hard_bottom25_psnr_delta,hard_easy_top25_psnr_delta,hard_mean_ssim_delta,hard_positive_ratio,hard_worst_count_delta_le_-0p20,hard_strong_regression_ratio
model_5,True,-18.205932642936705,0,9,False,DIAGNOSTIC_ONLY,-1.226272061665853,-0.8288558959960938,-1.756053212483724,-0.0011348553498586019,0.13666666666666666,247.0,0.9333333333333333,-0.6732737414042155,-0.7678987121582032,-0.6170092264811198,-0.0012910771369934082,0.21333333333333335,216.0,0.72
model_10,True,-25.804409635702772,0,9,False,DIAGNOSTIC_ONLY,-3.227611935933431,-1.8565728505452475,-4.683658752441406,-0.003413636287053426,0.05333333333333334,279.0,1.0,-1.7706785456339518,-1.6852938842773437,-2.0639585622151695,-0.003533516526222229,0.11333333333333333,258.0,0.8666666666666667
model_15,True,-32.71199631595612,0,9,False,DIAGNOSTIC_ONLY,-5.375938256581624,-3.1719027201334637,-7.344214172363281,-0.007140142718950907,0.013333333333333334,294.0,1.0,-3.245767491658529,-2.7865501912434896,-3.9514063517252604,-0.007303540507952372,0.06,281.0,0.9466666666666667
model_20,True,-38.334220671812695,0,9,False,DIAGNOSTIC_ONLY,-7.281487356821696,-4.477591781616211,-9.564517873128255,-0.011717030008633932,0.01,297.0,1.0,-4.6765561866760255,-3.9746317036946617,-5.620515569051107,-0.011748215357462566,0.03333333333333333,287.0,0.9466666666666667
Best,True,-5.596600241820017,0,9,False,DIAGNOSTIC_ONLY,-0.043906752268473306,-0.11694526672363281,-0.05531509399414063,-8.83646806081136e-05,0.4166666666666667,81.0,0.52,-0.08367972691853841,-0.11995145161946615,-0.013686625162760417,-0.0001243521769841512,0.30333333333333334,76.0,0.52
Final,True,-38.33422064272563,0,9,False,DIAGNOSTIC_ONLY,-7.281487356821696,-4.477591781616211,-9.564517822265625,-0.011717031399408976,0.01,297.0,1.0,-4.676556205749511,-3.9746317291259765,-5.620515645345052,-0.011748211781183878,0.03333333333333333,287.0,0.9466666666666667
