label,tau_gain,tau_risk,tau_ood_quantile,tau_ood,count,coverage,alpha_1p00_count,alpha_0p75_count,alpha_0p50_count,alpha_0p25_count,alpha_0p00_count,mean_delta,median_delta,p5_delta,p95_delta,hard_bottom25_delta,easy_top25_delta,worst10pct_delta,best10pct_delta,mean_ssim_delta,positive_ratio,worst_regression_ratio,strong_regression_ratio,oof_gate_pass
train_inner_oof_policy,0.6,0.2,0.98,6.000428270953341,2400,0.14791666666666667,29,6,78,242,2045,0.08574023326237996,0.0,0.0,0.6868984222412126,0.05830268694366654,0.10656456252085443,-0.11597022215525309,0.9013314723968506,4.0554280082384746e-05,0.13166666666666665,0.009166666666666667,0.014727540500736377,False
train_inner_oof_policy,0.6,0.2,0.95,4.738130949228098,2400,0.14625,27,6,78,240,2049,0.08542969465255737,0.0,0.0,0.6841880798339844,0.05444365313151395,0.10656456252085443,-0.10790714422861734,0.8932425816853841,4.0332178274790444e-05,0.13083333333333333,0.00875,0.014727540500736377,False
train_inner_oof_policy,0.6,0.2,0.9,4.029165512900155,2400,0.13875,21,5,76,231,2067,0.08519482374191284,0.0,0.0,0.670686531066895,0.05244359328793342,0.10764849273726586,-0.07208694616953532,0.8698887666066487,3.861096998055776e-05,0.12666666666666668,0.006666666666666667,0.010309278350515464,False
train_inner_oof_policy,0.65,0.2,0.98,6.000428270953341,2400,0.14083333333333334,29,6,78,225,2062,0.08341204086939494,0.0,0.0,0.6847698211669925,0.056864115783294214,0.10654584859362055,-0.11447511514027914,0.8948429425557455,3.973498940467835e-05,0.12625,0.009166666666666667,0.011782032400589101,False
train_inner_oof_policy,0.65,0.2,0.95,4.738130949228098,2400,0.13958333333333334,27,6,78,224,2065,0.08307079235712687,0.0,0.0,0.684002685546875,0.052845203954071905,0.10654584859362055,-0.10671913623809814,0.8866122404734293,3.952701886494954e-05,0.12541666666666668,0.00875,0.011782032400589101,False
train_inner_oof_policy,0.65,0.2,0.9,4.029165512900155,2400,0.13333333333333333,21,5,76,218,2080,0.08289110422134399,0.0,0.0,0.6645385742187512,0.050845144110491375,0.10731176564549487,-0.0717986504236857,0.8622697194417318,3.786879281202952e-05,0.12166666666666667,0.006666666666666667,0.010309278350515464,False
train_inner_oof_policy,0.7,0.2,1.0,271.89984073596213,2400,0.13375,34,6,78,203,2079,0.08225722153981527,0.0,0.0,0.6847698211669925,0.07288900114709022,0.10494233863167629,-0.12704320748647055,0.9133440891901652,3.980308771133423e-05,0.11958333333333333,0.009166666666666667,0.011782032400589101,False
train_inner_oof_policy,0.7,0.2,0.98,6.000428270953341,2400,0.13,29,6,78,199,2088,0.07965352773666382,0.0,0.0,0.6754781723022465,0.05417854408380008,0.10336695855074673,-0.11224229335784912,0.879429308573405,3.6652063330014546e-05,0.11708333333333333,0.00875,0.011782032400589101,False
train_inner_oof_policy,0.7,0.2,0.9,4.029165512900155,2400,0.12291666666666666,21,5,76,193,2105,0.07936672290166219,0.0,0.0,0.6559932708740239,0.04815957241099724,0.10413287560262104,-0.0695658286412557,0.8446467399597168,3.5019665956497194e-05,0.11291666666666667,0.00625,0.010309278350515464,False
train_inner_oof_policy,0.7,0.2,0.95,4.738130949228098,2400,0.12875,27,6,78,198,2091,0.07931227922439575,0.0,0.0,0.6735294342041017,0.05015963225457777,0.10336695855074673,-0.10448631445566813,0.870620854695638,3.644409279028575e-05,0.11625,0.008333333333333333,0.011782032400589101,False
train_inner_oof_policy,0.45,0.15,1.0,271.89984073596213,2400,0.06708333333333333,7,2,18,134,2239,0.04152408202489217,0.0,0.0,0.32398586273193464,0.024938070334477952,0.05214509135317908,-0.027961468696594237,0.44320228894551594,1.785298188527425e-05,0.06166666666666667,0.0025,0.0014727540500736377,False
train_inner_oof_policy,0.5,0.15,1.0,271.89984073596213,2400,0.06708333333333333,7,2,18,134,2239,0.04152408202489217,0.0,0.0,0.32398586273193464,0.024938070334477952,0.05214509135317908,-0.027961468696594237,0.44320228894551594,1.785298188527425e-05,0.06166666666666667,0.0025,0.0014727540500736377,False
train_inner_oof_policy,0.55,0.15,1.0,271.89984073596213,2400,0.06708333333333333,7,2,18,134,2239,0.04152408202489217,0.0,0.0,0.32398586273193464,0.024938070334477952,0.05214509135317908,-0.027961468696594237,0.44320228894551594,1.785298188527425e-05,0.06166666666666667,0.0025,0.0014727540500736377,False
train_inner_oof_policy,0.45,0.15,0.95,4.738130949228098,2400,0.06416666666666666,5,2,17,130,2246,0.0412699548403422,0.0,0.0,0.3177885055542002,0.01613927663277649,0.05214509135317908,-0.012853455543518067,0.4255530039469401,1.6271273295084636e-05,0.06041666666666667,0.0020833333333333333,0.0014727540500736377,False
train_inner_oof_policy,0.5,0.15,0.95,4.738130949228098,2400,0.06416666666666666,5,2,17,130,2246,0.0412699548403422,0.0,0.0,0.3177885055542002,0.01613927663277649,0.05214509135317908,-0.012853455543518067,0.4255530039469401,1.6271273295084636e-05,0.06041666666666667,0.0020833333333333333,0.0014727540500736377,False
train_inner_oof_policy,0.55,0.15,0.95,4.738130949228098,2400,0.06416666666666666,5,2,17,130,2246,0.0412699548403422,0.0,0.0,0.3177885055542002,0.01613927663277649,0.05214509135317908,-0.012853455543518067,0.4255530039469401,1.6271273295084636e-05,0.06041666666666667,0.0020833333333333333,0.0014727540500736377,False
train_inner_oof_policy,0.45,0.15,0.98,6.000428270953341,2400,0.06458333333333334,5,2,17,131,2245,0.04123924493789673,0.0,0.0,0.3177885055542002,0.01597939861570677,0.05214509135317908,-0.01316055456797282,0.4255530039469401,1.6285404562950134e-05,0.06041666666666667,0.0020833333333333333,0.0014727540500736377,False
train_inner_oof_policy,0.5,0.15,0.98,6.000428270953341,2400,0.06458333333333334,5,2,17,131,2245,0.04123924493789673,0.0,0.0,0.3177885055542002,0.01597939861570677,0.05214509135317908,-0.01316055456797282,0.4255530039469401,1.6285404562950134e-05,0.06041666666666667,0.0020833333333333333,0.0014727540500736377,False
