split,name,v17_bucket,oracle_alpha,oracle_delta_psnr,oracle_delta_ssim,a0_psnr,udp_delta_psnr
train_inner,10_0.78_1.56.png,mid_by_a0_fulltrain,0.5,0.6976852416992188,0.000194549560546875,38.88969802856445,0.24766921997070312
train_inner,1104_0.89_1.59.png,hard_bottom25_by_a0_fulltrain,1.0,0.28475379943847656,-0.00010377168655395508,25.471683502197266,0.28475379943847656
train_inner,1105_0.82_0.89.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.08324432373047,-0.7280616760253906
train_inner,1106_0.89_1.69.png,hard_bottom25_by_a0_fulltrain,1.0,1.9271221160888672,-4.982948303222656e-05,31.663496017456055,1.9271221160888672
train_inner,1107_0.98_1.25.png,hard_bottom25_by_a0_fulltrain,0.75,0.08570289611816406,-8.696317672729492e-05,31.889360427856445,0.05862236022949219
train_inner,1109_0.9_0.79.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.032649993896484,-1.5862388610839844
train_inner,110_0.55_1.08.png,mid_by_a0_fulltrain,0.75,1.8458709716796875,0.0003933906555175781,38.44445037841797,1.2859573364257812
train_inner,1112_0.61_0.52.png,mid_by_a0_fulltrain,1.0,2.7070579528808594,-0.0001156926155090332,41.88880920410156,2.7070579528808594
train_inner,1113_0.9_0.52.png,easy_top25_by_a0_fulltrain,0.25,0.173126220703125,0.0005558133125305176,44.626617431640625,-0.7092704772949219
train_inner,1114_0.76_1.34.png,mid_by_a0_fulltrain,1.0,2.2141075134277344,0.0007365942001342773,36.66075134277344,2.2141075134277344
train_inner,1115_0.58_1.94.png,hard_bottom25_by_a0_fulltrain,1.0,1.8919258117675781,-0.0021857619285583496,34.068519592285156,1.8919258117675781
train_inner,1116_0.63_1.62.png,hard_bottom25_by_a0_fulltrain,1.0,2.8997459411621094,0.00032579898834228516,34.62380599975586,2.8997459411621094
train_inner,1118_0.66_1.66.png,hard_bottom25_by_a0_fulltrain,0.25,0.0324859619140625,-4.851818084716797e-05,33.797462463378906,-0.28743743896484375
train_inner,1119_0.62_1.98.png,hard_bottom25_by_a0_fulltrain,0.5,0.080718994140625,-0.00012767314910888672,33.80244827270508,-0.12656021118164062
train_inner,111_0.57_1.22.png,mid_by_a0_fulltrain,0.75,1.7782440185546875,0.00020611286163330078,38.617835998535156,1.1861343383789062
train_inner,1120_0.78_1.11.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,34.76811981201172,-0.4210205078125
train_inner,1121_0.88_0.92.png,mid_by_a0_fulltrain,1.0,1.3298301696777344,6.961822509765625e-05,38.18872833251953,1.3298301696777344
train_inner,1123_0.7_1.0.png,mid_by_a0_fulltrain,0.75,0.8625984191894531,-5.4776668548583984e-05,40.5892219543457,0.7308120727539062
train_inner,1124_0.74_1.17.png,mid_by_a0_fulltrain,0.75,1.195098876953125,6.240606307983398e-05,39.12126159667969,1.0709648132324219
train_inner,1125_0.72_1.76.png,mid_by_a0_fulltrain,0.5,1.1930313110351562,0.00048738718032836914,36.574588775634766,-0.18148422241210938
train_inner,1126_0.73_0.82.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.25669860839844,-2.4571571350097656
train_inner,1127_0.91_0.61.png,mid_by_a0_fulltrain,0.5,1.6732368469238281,0.0005246400833129883,39.08613204956055,0.5925407409667969
train_inner,1129_0.92_1.33.png,mid_by_a0_fulltrain,0.5,1.67242431640625,0.00033295154571533203,37.96260070800781,1.0260810852050781
train_inner,112_0.8_1.78.png,hard_bottom25_by_a0_fulltrain,1.0,2.3387832641601562,0.00022864341735839844,34.036006927490234,2.3387832641601562
train_inner,1130_0.94_1.44.png,mid_by_a0_fulltrain,0.75,1.7582015991210938,0.00030416250228881836,36.92108917236328,1.3215446472167969
train_inner,1131_0.66_1.99.png,mid_by_a0_fulltrain,0.5,1.26434326171875,0.00015932321548461914,36.93134689331055,-0.371490478515625
train_inner,1132_0.75_0.84.png,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,44.972110748291016,-5.530872344970703
train_inner,1135_0.55_1.74.png,mid_by_a0_fulltrain,0.5,0.17659759521484375,0.0003076791763305664,36.89117431640625,-0.2631950378417969
train_inner,1136_0.96_0.74.png,hard_bottom25_by_a0_fulltrain,1.0,1.602203369140625,0.0007261037826538086,35.30260467529297,1.602203369140625
train_inner,1138_0.86_1.95.png,hard_bottom25_by_a0_fulltrain,1.0,1.6012382507324219,0.000531315803527832,30.75802230834961,1.6012382507324219
train_inner,1139_0.58_1.05.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.92860412597656,-6.059459686279297
train_inner,1140_0.67_1.42.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.56828689575195,-3.0700035095214844
train_inner,1141_0.93_1.87.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.14891052246094,-2.2578048706054688
train_inner,1142_0.64_0.53.png,easy_top25_by_a0_fulltrain,0.5,0.9208984375,-7.796287536621094e-05,44.450225830078125,0.21396255493164062
train_inner,1143_0.73_1.33.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.377681732177734,-0.9558868408203125
train_inner,1144_0.87_1.96.png,mid_by_a0_fulltrain,0.0,0.0,0.0,37.57602310180664,-2.0718040466308594
train_inner,1145_0.9_1.2.png,hard_bottom25_by_a0_fulltrain,1.0,3.025867462158203,0.0007200837135314941,34.39973831176758,3.025867462158203
train_inner,1146_0.89_0.87.png,mid_by_a0_fulltrain,0.75,2.4822311401367188,0.00031363964080810547,37.90019226074219,1.8282356262207031
train_inner,1147_0.56_1.1.png,hard_bottom25_by_a0_fulltrain,0.5,0.4006614685058594,0.0008695721626281738,34.22964859008789,0.017242431640625
train_inner,1148_0.78_0.59.png,mid_by_a0_fulltrain,0.5,1.4217605590820312,3.7610530853271484e-05,39.8319091796875,-0.8345565795898438
train_inner,1149_0.98_1.73.png,hard_bottom25_by_a0_fulltrain,1.0,1.7590599060058594,0.0003402829170227051,34.58671951293945,1.7590599060058594
train_inner,1150_0.8_1.27.png,mid_by_a0_fulltrain,0.75,0.6996421813964844,7.897615432739258e-05,40.397953033447266,0.4741477966308594
train_inner,1151_0.92_1.56.png,mid_by_a0_fulltrain,1.0,1.417724609375,-4.5239925384521484e-05,36.97241973876953,1.417724609375
train_inner,1152_0.65_1.76.png,mid_by_a0_fulltrain,0.25,0.04930877685546875,5.811452865600586e-05,38.10239791870117,-0.6597442626953125
train_inner,1153_0.71_0.99.png,easy_top25_by_a0_fulltrain,0.25,0.03986358642578125,-7.140636444091797e-05,43.1990966796875,-1.0977859497070312
train_inner,1154_0.96_0.62.png,easy_top25_by_a0_fulltrain,0.5,0.6104278564453125,-0.00015664100646972656,44.20916748046875,-0.21446990966796875
train_inner,1155_0.63_1.27.png,mid_by_a0_fulltrain,0.25,0.010089874267578125,-0.00016069412231445312,40.32396697998047,-0.7263069152832031
train_inner,1156_0.91_1.37.png,mid_by_a0_fulltrain,0.25,0.06264877319335938,-0.0001684427261352539,38.90497589111328,-0.8441390991210938
train_inner,1158_0.86_1.65.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,32.24777603149414,-1.026998519897461
train_inner,1159_0.84_1.51.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.260372161865234,-0.8455123901367188
train_inner,115_0.86_1.29.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.778499603271484,-0.6965065002441406
train_inner,1160_0.83_0.65.png,mid_by_a0_fulltrain,1.0,1.4294013977050781,5.02467155456543e-05,41.24397277832031,1.4294013977050781
train_inner,1162_0.65_1.7.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.19266891479492,-4.911716461181641
train_inner,1163_0.95_1.89.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,34.37229537963867,-4.742580413818359
train_inner,1164_0.79_1.96.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,36.10472869873047,-5.075477600097656
train_inner,1167_0.95_0.68.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.8208122253418,-1.4872322082519531
train_inner,1168_0.56_0.69.png,mid_by_a0_fulltrain,0.25,0.3614006042480469,-5.125999450683594e-06,38.931243896484375,-0.946502685546875
train_inner,116_0.64_1.08.png,mid_by_a0_fulltrain,0.0,0.0,0.0,36.5421142578125,-2.1430015563964844
train_inner,1170_0.71_1.78.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.92165756225586,-1.2027397155761719
train_inner,1171_0.64_1.87.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.372413635253906,-1.2811279296875
train_inner,1172_0.76_1.83.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.226661682128906,-2.399555206298828
train_inner,1173_0.59_1.12.png,mid_by_a0_fulltrain,0.5,0.6078033447265625,-0.0003566741943359375,39.88703536987305,0.22370147705078125
train_inner,1175_0.53_1.99.png,hard_bottom25_by_a0_fulltrain,0.25,0.2306976318359375,5.0902366638183594e-05,36.04664611816406,-0.5152969360351562
train_inner,1176_0.65_1.07.png,mid_by_a0_fulltrain,0.75,0.731536865234375,-0.0005277395248413086,38.409706115722656,0.6362876892089844
train_inner,1178_0.68_0.85.png,mid_by_a0_fulltrain,1.0,2.8107833862304688,0.0006918907165527344,37.424774169921875,2.8107833862304688
train_inner,117_0.56_1.2.png,mid_by_a0_fulltrain,0.25,0.12461471557617188,0.00011688470840454102,37.225120544433594,-0.5443038940429688
train_inner,1180_0.68_0.5.png,mid_by_a0_fulltrain,1.0,6.101192474365234,0.0005480051040649414,41.07955551147461,6.101192474365234
train_inner,1181_0.57_1.2.png,easy_top25_by_a0_fulltrain,0.75,1.3212699890136719,0.00011044740676879883,43.34961700439453,0.863677978515625
train_inner,1182_0.63_1.77.png,mid_by_a0_fulltrain,0.5,0.4186592102050781,0.0002804398536682129,38.46003723144531,0.016757965087890625
train_inner,1184_0.56_0.9.png,easy_top25_by_a0_fulltrain,0.75,2.3014564514160156,7.683038711547852e-05,43.46466827392578,1.9396820068359375
train_inner,1185_0.94_1.35.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.97091293334961,-5.213508605957031
train_inner,1186_0.53_1.08.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.448814392089844,-1.6965293884277344
train_inner,1187_0.82_1.57.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.15753936767578,-4.991100311279297
train_inner,1188_0.95_1.95.png,mid_by_a0_fulltrain,0.25,0.31696319580078125,4.953145980834961e-05,38.91382598876953,-2.4012413024902344
train_inner,1189_0.64_0.88.png,mid_by_a0_fulltrain,0.5,0.158416748046875,7.003545761108398e-05,40.080223083496094,-0.1301116943359375
train_inner,118_0.72_0.71.png,mid_by_a0_fulltrain,0.75,1.5739707946777344,0.00042569637298583984,40.02846145629883,1.1076469421386719
train_inner,1190_0.56_1.66.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.22127914428711,-0.6029739379882812
train_inner,1191_0.97_0.75.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.636653900146484,-1.9531288146972656
train_inner,1192_0.85_0.98.png,mid_by_a0_fulltrain,0.25,0.022579193115234375,3.266334533691406e-05,39.144508361816406,-0.5352592468261719
train_inner,1193_0.97_1.06.png,mid_by_a0_fulltrain,0.5,0.3591461181640625,0.0002713203430175781,39.367794036865234,-0.01494598388671875
train_inner,1195_0.65_1.61.png,mid_by_a0_fulltrain,0.5,0.5537605285644531,0.00039952993392944336,36.53123092651367,0.17165756225585938
train_inner,1198_0.93_1.56.png,hard_bottom25_by_a0_fulltrain,1.0,1.527444839477539,0.0016620159149169922,25.840349197387695,1.527444839477539
train_inner,119_0.6_1.7.png,hard_bottom25_by_a0_fulltrain,0.25,0.07461166381835938,0.0001678466796875,33.85737991333008,-0.3513832092285156
train_inner,11_0.68_1.56.png,mid_by_a0_fulltrain,0.5,0.3874359130859375,1.4007091522216797e-05,37.467987060546875,-0.02469635009765625
train_inner,1202_0.79_1.51.png,mid_by_a0_fulltrain,0.75,0.8471450805664062,-0.0009385347366333008,38.26825714111328,0.8415946960449219
train_inner,1203_0.79_1.82.png,hard_bottom25_by_a0_fulltrain,1.0,0.9462051391601562,-0.0024089813232421875,35.810508728027344,0.9462051391601562
train_inner,1204_0.79_1.15.png,mid_by_a0_fulltrain,0.75,0.6929397583007812,-0.0005059242248535156,39.638465881347656,0.5235443115234375
train_inner,1205_0.78_1.01.png,mid_by_a0_fulltrain,0.5,0.3405952453613281,0.0001347064971923828,40.097660064697266,-0.3004150390625
train_inner,1206_0.81_1.09.png,mid_by_a0_fulltrain,0.5,0.38909912109375,0.0001366138458251953,39.218017578125,-0.2547760009765625
train_inner,1207_0.7_1.43.png,mid_by_a0_fulltrain,0.25,0.030712127685546875,0.00011014938354492188,38.678157806396484,-1.9797630310058594
train_inner,1208_0.63_0.83.png,mid_by_a0_fulltrain,0.0,0.0,0.0,41.218048095703125,-1.2628974914550781
train_inner,120_0.92_1.44.png,hard_bottom25_by_a0_fulltrain,0.75,0.6669654846191406,0.001693427562713623,32.85464096069336,0.6583061218261719
train_inner,1211_0.88_1.93.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,29.759143829345703,-2.7859725952148438
train_inner,1213_0.56_1.24.png,hard_bottom25_by_a0_fulltrain,1.0,1.5666961669921875,0.00026875734329223633,33.13297653198242,1.5666961669921875
train_inner,1215_0.9_0.73.png,mid_by_a0_fulltrain,0.5,0.19474411010742188,0.0001475214958190918,39.157020568847656,0.07564163208007812
train_inner,1216_0.65_1.09.png,hard_bottom25_by_a0_fulltrain,1.0,1.5876274108886719,0.00031125545501708984,32.8896598815918,1.5876274108886719
train_inner,1218_0.62_2.0.png,hard_bottom25_by_a0_fulltrain,0.75,1.2596492767333984,0.002049088478088379,30.87796974182129,1.1650638580322266
train_inner,1219_0.76_1.2.png,hard_bottom25_by_a0_fulltrain,0.75,0.9923744201660156,0.0010673999786376953,33.35542678833008,0.950897216796875
train_inner,121_0.96_0.85.png,mid_by_a0_fulltrain,1.0,2.192546844482422,0.00020623207092285156,37.92216873168945,2.192546844482422
train_inner,1220_0.82_1.9.png,hard_bottom25_by_a0_fulltrain,0.25,0.05419731140136719,0.0005981326103210449,31.035537719726562,-0.25968170166015625
train_inner,1221_0.76_0.69.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.40924072265625,-1.87469482421875
train_inner,1222_0.92_1.14.png,mid_by_a0_fulltrain,0.5,0.7252235412597656,0.0002504587173461914,39.13396072387695,0.2730598449707031
train_inner,1224_0.87_0.77.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.241790771484375,-1.6292877197265625
train_inner,1225_0.98_0.8.png,mid_by_a0_fulltrain,0.5,0.4757080078125,0.00012695789337158203,40.43241882324219,0.027172088623046875
train_inner,1226_0.82_0.78.png,mid_by_a0_fulltrain,1.0,1.0134811401367188,0.0003032684326171875,37.441715240478516,1.0134811401367188
train_inner,1227_0.9_1.41.png,mid_by_a0_fulltrain,0.5,0.3048896789550781,0.00026988983154296875,36.70873260498047,0.14112091064453125
train_inner,1229_0.6_0.6.png,mid_by_a0_fulltrain,0.25,0.11568069458007812,-9.971857070922852e-05,38.969581604003906,-1.278900146484375
train_inner,1230_0.55_1.4.png,hard_bottom25_by_a0_fulltrain,1.0,1.9696693420410156,-0.0005336403846740723,29.799800872802734,1.9696693420410156
train_inner,1231_0.98_1.26.png,mid_by_a0_fulltrain,0.5,0.7260704040527344,0.00019812583923339844,36.37273025512695,0.2517585754394531
train_inner,1232_0.77_0.99.png,hard_bottom25_by_a0_fulltrain,0.25,0.160186767578125,2.193450927734375e-05,36.03173065185547,-0.3642768859863281
train_inner,1234_0.51_1.28.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.16413879394531,-2.4886856079101562
train_inner,1236_0.84_1.0.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.512691497802734,-1.1862945556640625
train_inner,1238_0.86_1.03.png,mid_by_a0_fulltrain,0.5,0.8379974365234375,0.00022614002227783203,42.08419418334961,-0.10126113891601562
train_inner,1240_0.64_0.5.png,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,43.86701202392578,-4.723758697509766
train_inner,1241_0.63_0.93.png,mid_by_a0_fulltrain,0.5,0.4831085205078125,0.00021570920944213867,40.35512924194336,-0.278167724609375
train_inner,1242_0.99_0.57.png,mid_by_a0_fulltrain,0.25,0.026576995849609375,0.00023555755615234375,40.80760192871094,-2.0193214416503906
train_inner,1243_0.64_1.03.png,mid_by_a0_fulltrain,0.5,0.8946418762207031,0.0003135800361633301,38.76432800292969,0.4500694274902344
train_inner,1244_0.95_1.91.png,hard_bottom25_by_a0_fulltrain,0.5,0.6561012268066406,0.002007901668548584,33.37184143066406,-0.2140655517578125
