split,name,v17_bucket,oracle_alpha,oracle_delta_psnr,oracle_delta_ssim,a0_psnr,udp_delta_psnr
train_inner,1000_0.74_1.6.png,mid_by_a0_fulltrain,0.0,0.0,0.0,36.873966217041016,-1.5656356811523438
train_inner,1001_0.89_1.66.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,35.02719497680664,-0.6042137145996094
train_inner,1003_0.9_1.06.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.72209548950195,-3.2099227905273438
train_inner,1004_0.91_1.17.png,mid_by_a0_fulltrain,0.0,0.0,0.0,37.06013107299805,-2.096416473388672
train_inner,1005_0.74_1.81.png,mid_by_a0_fulltrain,0.25,0.227264404296875,0.00017184019088745117,38.319766998291016,-0.5768814086914062
train_inner,1006_0.89_1.55.png,mid_by_a0_fulltrain,0.75,0.7357406616210938,0.000376284122467041,37.10527801513672,0.5967788696289062
train_inner,1007_0.68_1.25.png,mid_by_a0_fulltrain,0.25,0.011188507080078125,7.581710815429688e-05,38.778812408447266,-0.758331298828125
train_inner,1008_0.52_1.98.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.033626556396484,-3.732769012451172
train_inner,1009_0.84_0.56.png,easy_top25_by_a0_fulltrain,0.75,2.3157882690429688,0.0020067691802978516,44.44267654418945,1.6859931945800781
train_inner,100_0.65_1.43.png,hard_bottom25_by_a0_fulltrain,0.75,0.5680122375488281,-4.5239925384521484e-05,36.15948486328125,0.5195159912109375
train_inner,1010_0.91_1.13.png,mid_by_a0_fulltrain,0.75,1.24658203125,0.011393308639526367,39.18680191040039,0.9273529052734375
train_inner,1011_0.79_0.66.png,easy_top25_by_a0_fulltrain,0.75,2.333934783935547,0.0013605952262878418,43.74677276611328,1.8093757629394531
train_inner,1013_0.63_1.83.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.825950622558594,-2.9253387451171875
train_inner,1014_0.74_1.61.png,mid_by_a0_fulltrain,0.25,0.08130264282226562,0.0003247261047363281,40.056373596191406,-2.1920623779296875
train_inner,1015_0.7_1.92.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.56032180786133,-2.4864463806152344
train_inner,1017_0.91_1.44.png,hard_bottom25_by_a0_fulltrain,1.0,1.2240180969238281,0.0006378293037414551,33.61405563354492,1.2240180969238281
train_inner,1018_0.88_0.54.png,mid_by_a0_fulltrain,0.5,1.1125221252441406,0.00037807226181030273,38.60190200805664,0.3555259704589844
train_inner,1019_0.82_1.87.png,hard_bottom25_by_a0_fulltrain,1.0,0.657623291015625,7.677078247070312e-05,32.75100326538086,0.657623291015625
train_inner,1020_0.5_0.98.png,mid_by_a0_fulltrain,0.0,0.0,0.0,41.35139846801758,-2.8934974670410156
train_inner,1021_0.73_0.84.png,mid_by_a0_fulltrain,0.75,0.80853271484375,9.256601333618164e-05,38.964195251464844,0.7753334045410156
train_inner,1022_0.66_1.05.png,mid_by_a0_fulltrain,0.25,0.15419387817382812,4.595518112182617e-05,40.1387939453125,-1.9151382446289062
train_inner,1025_0.95_1.79.png,hard_bottom25_by_a0_fulltrain,0.25,0.2303466796875,0.0005000829696655273,34.56060791015625,-0.5669708251953125
train_inner,1026_0.77_0.89.png,hard_bottom25_by_a0_fulltrain,0.25,0.02236175537109375,2.7954578399658203e-05,35.70669937133789,-0.29029083251953125
train_inner,1027_0.57_1.77.png,hard_bottom25_by_a0_fulltrain,1.0,0.6075286865234375,-0.00014925003051757812,33.437496185302734,0.6075286865234375
train_inner,1029_0.71_0.56.png,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,44.26649475097656,-1.5405654907226562
train_inner,1030_0.75_1.69.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.19207763671875,-3.0707626342773438
train_inner,1032_0.6_0.6.png,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,43.08808898925781,-3.1641616821289062
train_inner,1034_0.55_0.77.png,mid_by_a0_fulltrain,1.0,2.2706527709960938,0.0010306239128112793,37.83220672607422,2.2706527709960938
train_inner,103_0.75_1.59.png,hard_bottom25_by_a0_fulltrain,0.25,0.0036106109619140625,-0.00016242265701293945,31.2296199798584,-0.2899456024169922
train_inner,1040_0.78_2.0.png,hard_bottom25_by_a0_fulltrain,0.75,0.2551116943359375,0.00010716915130615234,31.55987548828125,0.23851394653320312
train_inner,1041_0.64_0.82.png,hard_bottom25_by_a0_fulltrain,1.0,1.5914230346679688,0.00034683942794799805,36.14305877685547,1.5914230346679688
train_inner,1042_0.91_0.56.png,mid_by_a0_fulltrain,0.75,1.3001136779785156,5.364418029785156e-05,42.42005920410156,0.8598213195800781
train_inner,1043_0.68_1.87.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,34.02690505981445,-0.7081489562988281
train_inner,1044_0.69_0.99.png,mid_by_a0_fulltrain,0.75,0.7213287353515625,0.0001665949821472168,38.079986572265625,0.6755905151367188
train_inner,1046_0.91_1.69.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,31.830814361572266,-0.8379402160644531
train_inner,1047_0.89_1.57.png,hard_bottom25_by_a0_fulltrain,0.5,0.35318946838378906,-0.0033287405967712402,31.74411964416504,0.2064075469970703
train_inner,1048_0.73_0.95.png,hard_bottom25_by_a0_fulltrain,1.0,1.6059761047363281,-0.002649247646331787,33.07466125488281,1.6059761047363281
train_inner,1049_0.97_1.09.png,mid_by_a0_fulltrain,0.5,0.8712806701660156,0.0006031990051269531,38.1845817565918,0.5591392517089844
train_inner,104_0.88_1.76.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,31.499027252197266,-0.9513607025146484
train_inner,1050_0.61_1.24.png,mid_by_a0_fulltrain,0.25,0.1214599609375,6.759166717529297e-05,40.233055114746094,-1.0347442626953125
train_inner,1051_0.69_0.54.png,easy_top25_by_a0_fulltrain,0.75,1.1294898986816406,0.00028014183044433594,42.76188659667969,0.7433319091796875
train_inner,1052_0.73_1.22.png,mid_by_a0_fulltrain,0.5,0.5216255187988281,0.00044733285903930664,38.54952621459961,0.23982620239257812
train_inner,1053_0.54_1.81.png,mid_by_a0_fulltrain,0.0,0.0,0.0,37.237361907958984,-0.9839553833007812
train_inner,1054_0.86_1.22.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.03089904785156,-1.914459228515625
train_inner,1055_0.8_1.95.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,34.79254913330078,-1.4436187744140625
train_inner,1057_0.96_1.31.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.97450256347656,-2.476177215576172
train_inner,1058_0.6_1.0.png,mid_by_a0_fulltrain,0.0,0.0,0.0,42.00632095336914,-3.850780487060547
train_inner,1059_0.87_0.7.png,mid_by_a0_fulltrain,0.0,0.0,0.0,42.233734130859375,-2.7349090576171875
train_inner,1060_0.94_1.09.png,mid_by_a0_fulltrain,0.25,0.07144927978515625,0.00045603513717651367,40.51256561279297,-1.3063125610351562
train_inner,1061_0.91_0.94.png,hard_bottom25_by_a0_fulltrain,0.5,0.08005142211914062,-2.3484230041503906e-05,35.471275329589844,-0.09282684326171875
train_inner,1062_0.58_1.51.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,34.52985763549805,-2.666004180908203
train_inner,1064_0.54_0.97.png,mid_by_a0_fulltrain,0.0,0.0,0.0,37.8137092590332,-2.082347869873047
train_inner,1065_0.84_1.48.png,mid_by_a0_fulltrain,0.25,0.018733978271484375,0.00026154518127441406,40.10078430175781,-1.1373443603515625
train_inner,1066_0.58_1.42.png,mid_by_a0_fulltrain,0.0,0.0,0.0,38.9912223815918,-2.6482696533203125
train_inner,1067_0.62_1.35.png,mid_by_a0_fulltrain,0.0,0.0,0.0,39.56053924560547,-2.3702163696289062
train_inner,1068_0.69_1.34.png,mid_by_a0_fulltrain,0.0,0.0,0.0,40.200531005859375,-2.2697181701660156
train_inner,1070_0.79_1.57.png,hard_bottom25_by_a0_fulltrain,0.5,0.1012115478515625,0.0009451508522033691,34.430816650390625,-0.08420181274414062
train_inner,1071_0.69_1.75.png,hard_bottom25_by_a0_fulltrain,0.25,0.02019500732421875,0.0003592967987060547,31.65378189086914,-0.14858245849609375
train_inner,1072_0.58_0.58.png,mid_by_a0_fulltrain,0.75,2.5127944946289062,0.0011502504348754883,38.11492156982422,2.361225128173828
train_inner,1073_0.51_0.98.png,mid_by_a0_fulltrain,0.75,1.1674880981445312,-0.0002485513687133789,39.41807556152344,0.8597793579101562
train_inner,1077_0.94_0.84.png,mid_by_a0_fulltrain,0.5,0.4570960998535156,0.00034290552139282227,40.867000579833984,-0.18730545043945312
train_inner,1078_0.96_0.54.png,easy_top25_by_a0_fulltrain,0.5,0.49735260009765625,0.0003553628921508789,43.20588684082031,-0.25583648681640625
train_inner,1079_0.77_1.21.png,mid_by_a0_fulltrain,0.5,0.32994842529296875,0.00026684999465942383,39.770931243896484,-0.20747756958007812
train_inner,107_0.77_1.67.png,hard_bottom25_by_a0_fulltrain,1.0,1.2977409362792969,0.000793755054473877,34.270721435546875,1.2977409362792969
train_inner,1081_0.66_1.5.png,hard_bottom25_by_a0_fulltrain,1.0,0.8374481201171875,3.504753112792969e-05,32.317710876464844,0.8374481201171875
train_inner,1082_0.94_0.87.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,33.74047088623047,-1.4616775512695312
train_inner,1086_0.6_0.76.png,easy_top25_by_a0_fulltrain,0.25,0.3720741271972656,3.975629806518555e-05,44.276615142822266,-2.348499298095703
train_inner,1088_0.57_0.97.png,easy_top25_by_a0_fulltrain,0.25,0.3521766662597656,5.924701690673828e-05,43.62531280517578,-2.007152557373047
train_inner,1089_0.76_1.23.png,mid_by_a0_fulltrain,0.25,0.06887054443359375,0.0002205371856689453,38.23150634765625,-0.8281707763671875
train_inner,108_0.96_0.98.png,hard_bottom25_by_a0_fulltrain,1.0,1.1922454833984375,0.0011137127876281738,31.483898162841797,1.1922454833984375
train_inner,1090_0.54_0.58.png,mid_by_a0_fulltrain,0.5,0.25992584228515625,-6.020069122314453e-06,41.232078552246094,-0.24411773681640625
train_inner,1091_0.79_1.01.png,mid_by_a0_fulltrain,0.5,0.14804840087890625,0.0002167820930480957,38.75384521484375,-0.23813247680664062
train_inner,1093_0.65_1.34.png,hard_bottom25_by_a0_fulltrain,1.0,0.6886100769042969,0.0005584359169006348,33.83611297607422,0.6886100769042969
train_inner,1095_0.9_0.64.png,hard_bottom25_by_a0_fulltrain,0.25,0.000919342041015625,9.626150131225586e-05,36.162376403808594,-0.27396392822265625
train_inner,1097_0.85_1.71.png,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,26.5093994140625,-0.060337066650390625
train_inner,1099_0.54_1.76.png,hard_bottom25_by_a0_fulltrain,0.75,0.7443199157714844,-6.318092346191406e-06,33.831809997558594,0.7384147644042969
train_inner,109_0.54_0.97.png,mid_by_a0_fulltrain,0.75,1.9605636596679688,0.0005576610565185547,38.62941360473633,1.2763481140136719
