label,tau_gain,tau_risk,tau_ood_quantile,tau_ood,count,coverage,alpha_1p00_count,alpha_0p75_count,alpha_0p50_count,alpha_0p25_count,alpha_0p00_count,mean_delta,median_delta,p5_delta,p95_delta,hard_bottom25_delta,easy_top25_delta,worst10pct_delta,best10pct_delta,mean_ssim_delta,positive_ratio,worst_regression_ratio,strong_regression_ratio,oof_gate_pass
fulltrain_oof_policy,0.45,0.2,1.0,2566.904520697718,3000,0.15566666666666668,52,12,64,339,2533,0.10794103686014811,0.0,0.0,0.7221950531005861,0.14167262522379556,0.10204923502604167,-0.08504707972208658,1.069633026123047,5.3537428379058835e-05,0.13866666666666666,0.006666666666666667,0.010666666666666666,False
fulltrain_oof_policy,0.5,0.2,1.0,2566.904520697718,3000,0.15333333333333332,52,12,64,332,2540,0.10727223205566407,0.0,0.0,0.7221950531005861,0.14060896809895834,0.1014136250813802,-0.08480140050252279,1.0689384587605795,5.2663207054138185e-05,0.13666666666666666,0.006666666666666667,0.010666666666666666,False
fulltrain_oof_policy,0.55,0.2,1.0,2566.904520697718,3000,0.15,52,11,65,322,2550,0.10634345626831054,0.0,0.0,0.7221950531005861,0.13810414123535156,0.1014136250813802,-0.08371652603149414,1.0656948852539063,5.0771892070770266e-05,0.13433333333333333,0.006666666666666667,0.010666666666666666,False
fulltrain_oof_policy,0.6,0.2,1.0,2566.904520697718,3000,0.14633333333333334,52,11,65,311,2561,0.10525809478759765,0.0,0.0,0.7221950531005861,0.13771158854166668,0.10110877482096355,-0.08358458836873373,1.0641148630777995,4.988360404968262e-05,0.13133333333333333,0.006666666666666667,0.010666666666666666,False
fulltrain_oof_policy,0.45,0.2,0.98,5.556368619866934,3000,0.15133333333333332,49,10,63,332,2546,0.10429643440246582,0.0,0.0,0.7129430770874027,0.1305979690551758,0.09918691507975261,-0.08047445297241211,1.0391073862711588,4.97669776280721e-05,0.13533333333333333,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.5,0.2,0.98,5.556368619866934,3000,0.149,49,10,63,325,2553,0.10362762959798177,0.0,0.0,0.7129430770874027,0.12953431193033854,0.09855130513509115,-0.0802287737528483,1.0382707595825196,4.8892756303151445e-05,0.13333333333333333,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.55,0.2,0.98,5.556368619866934,3000,0.146,49,10,63,316,2562,0.10304678599039714,0.0,0.0,0.7129430770874027,0.1284212137858073,0.09855130513509115,-0.07914389928181965,1.0370513280232747,4.8268914222717284e-05,0.13133333333333333,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.65,0.2,1.0,2566.904520697718,3000,0.13966666666666666,52,10,64,293,2581,0.10267935117085775,0.0,0.0,0.7129430770874027,0.13523659006754557,0.09885244750976563,-0.08310443242390951,1.0551382319132487,4.8093974590301516e-05,0.12566666666666668,0.006666666666666667,0.009333333333333334,False
fulltrain_oof_policy,0.6,0.2,0.98,5.556368619866934,3000,0.14233333333333334,49,10,63,305,2573,0.10196142450968425,0.0,0.0,0.7129430770874027,0.1280286610921224,0.09824645487467448,-0.07901196161905924,1.0353714116414388,4.7380626201629637e-05,0.12833333333333333,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.45,0.2,0.95,4.392695307750021,3000,0.14833333333333334,47,10,63,325,2555,0.1011714293162028,0.0,0.0,0.6958431243896492,0.12039121754964192,0.09918691507975261,-0.0802287737528483,1.0169516754150392,4.900699853897095e-05,0.13266666666666665,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.5,0.2,0.95,4.392695307750021,3000,0.147,47,10,63,321,2559,0.10061028671264649,0.0,0.0,0.6958431243896492,0.11937689208984376,0.09855130513509115,-0.0802287737528483,1.015972277323405,4.831568400065104e-05,0.13133333333333333,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.55,0.2,0.95,4.392695307750021,3000,0.14433333333333334,47,10,63,313,2567,0.10023152669270834,0.0,0.0,0.6958431243896492,0.1182637939453125,0.09855130513509115,-0.07914389928181965,1.0153605397542318,4.770837227503459e-05,0.12966666666666668,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.65,0.2,0.98,5.556368619866934,3000,0.13566666666666666,49,10,63,285,2593,0.09942639350891114,0.0,0.0,0.7001903533935557,0.1257285130818685,0.09599012756347657,-0.07853180567423503,1.0273211415608723,4.566494623819987e-05,0.12266666666666666,0.006333333333333333,0.009333333333333334,False
fulltrain_oof_policy,0.6,0.2,0.95,4.392695307750021,3000,0.14066666666666666,47,10,63,302,2578,0.09914616521199544,0.0,0.0,0.6958431243896492,0.11787124125162761,0.09824645487467448,-0.07901196161905924,1.013533477783203,4.682008425394694e-05,0.12666666666666668,0.006333333333333333,0.010666666666666666,False
fulltrain_oof_policy,0.65,0.2,0.95,4.392695307750021,3000,0.13433333333333333,47,10,63,283,2597,0.09687629508972168,0.0,0.0,0.6893459320068368,0.1166317367553711,0.09599012756347657,-0.07853180567423503,1.0065140279134115,4.516690969467163e-05,0.12133333333333333,0.006333333333333333,0.009333333333333334,False
fulltrain_oof_policy,0.7,0.2,1.0,2566.904520697718,3000,0.128,52,9,64,259,2616,0.09682849947611491,0.0,0.0,0.7001903533935557,0.13081959788004557,0.09541499328613282,-0.08272700627644856,1.0288787587483723,4.499268531799316e-05,0.11466666666666667,0.006666666666666667,0.009333333333333334,False
