split,name,fold,v17_bucket,chosen_alpha,selected_delta_psnr,selected_delta_ssim,udp_delta_psnr,a0_psnr,ood_distance
train_inner,1320_0.7_0.99.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.5284004211425781,37.8028564453125,2.7273257566035167
train_inner,1329_0.78_1.76.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.3943023681640625,39.539222717285156,2.8644141770477525
train_inner,1330_0.54_1.99.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.8903732299804688,35.49818420410156,4.392530953423875
train_inner,133_0.75_1.91.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,1.2058181762695312,31.78028106689453,2.7805034084706177
train_inner,1343_0.89_0.89.png,0,hard_bottom25_by_a0_fulltrain,0.25,-0.07624435424804688,-2.8789043426513672e-05,-0.3754539489746094,30.55014419555664,2.5647785266246688
train_inner,1344_0.71_0.79.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-1.6989479064941406,33.758087158203125,2.7484922059616883
train_inner,1348_0.85_0.74.png,0,hard_bottom25_by_a0_fulltrain,0.25,0.20254135131835938,0.00012189149856567383,0.6841354370117188,33.6092643737793,2.608976879249859
train_inner,1355_0.85_0.57.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-3.0867652893066406,44.06071472167969,3.2355137942968133
train_inner,1358_0.55_0.52.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-2.440113067626953,42.54074478149414,1.991935294061286
train_inner,135_0.95_0.78.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-0.4300346374511719,34.058815002441406,2.033376475765901
train_inner,1388_0.67_1.18.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.1041412353515625,41.02565002441406,2.403165854121505
train_inner,1391_0.87_1.32.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.233673095703125,35.64878463745117,2.1318288720964373
train_inner,1399_0.81_0.95.png,0,hard_bottom25_by_a0_fulltrain,0.25,0.6618881225585938,0.0002639293670654297,2.529052734375,34.91034698486328,2.7907816817339586
train_inner,13_0.94_1.35.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-2.1106529235839844,37.317710876464844,2.7562622787877933
train_inner,1409_0.85_0.88.png,0,mid_by_a0_fulltrain,0.25,0.32295989990234375,0.00013309717178344727,1.0834922790527344,36.716285705566406,3.1377335777017543
train_inner,1410_0.76_1.08.png,0,mid_by_a0_fulltrain,0.25,0.6683464050292969,0.00015544891357421875,2.0202369689941406,38.51606369018555,3.011370447249116
train_inner,1422_0.51_1.71.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-0.9348831176757812,33.8792610168457,2.921539490480653
train_inner,1424_0.94_1.89.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.256927490234375,33.2285270690918,3.544021380616192
train_inner,1430_0.51_1.86.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-1.8525829315185547,32.20981216430664,2.679493851458516
train_inner,1438_0.9_1.29.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-0.6303520202636719,32.97054672241211,2.597991001298097
train_inner,1455_0.79_0.88.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.9593238830566406,35.57704162597656,2.0948228594797533
train_inner,1458_0.94_0.97.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-2.0626983642578125,40.55653381347656,2.828105361984315
train_inner,1463_1.0_1.22.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-2.0651321411132812,34.613861083984375,2.26281834663661
train_inner,1478_0.69_1.36.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.4545440673828125,30.34307098388672,2.2992302330564156
train_inner,1484_0.75_0.81.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-2.9474525451660156,40.143226623535156,2.231129392836575
train_inner,1489_0.87_0.97.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.5701026916503906,37.57316589355469,2.8356348291517683
train_inner,1493_0.84_0.8.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,2.0454139709472656,37.96693801879883,2.428573440461563
train_inner,1498_0.73_1.3.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-0.8344841003417969,35.62665939331055,2.358561439972813
train_inner,149_0.51_1.05.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.4769172668457031,38.70954895019531,3.5183182106150133
train_inner,1501_0.82_1.27.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,3.5829010009765625,38.958251953125,1.7246056385549622
train_inner,1507_0.87_0.95.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.7248115539550781,40.507083892822266,1.8658153813197291
train_inner,1508_0.6_1.12.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,2.483917236328125,41.85597229003906,2.192281651455779
train_inner,1510_0.72_1.09.png,0,mid_by_a0_fulltrain,0.25,0.21316146850585938,0.00016456842422485352,-0.4724922180175781,41.850799560546875,1.5899070024178534
train_inner,1514_0.53_0.9.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.48754119873046875,44.60664749145508,1.629773711887091
train_inner,1517_0.72_1.25.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.7144889831542969,42.96348571777344,1.7737091444773134
train_inner,1523_0.59_1.3.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.7893714904785156,40.93019485473633,1.962102938854353
train_inner,1524_0.62_0.63.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,1.0923919677734375,42.10319900512695,1.4554032786501818
train_inner,1526_0.68_1.54.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.6121788024902344,38.01435089111328,1.952298708212578
train_inner,1541_0.72_1.23.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.1343193054199219,42.6422119140625,1.8762506710423807
train_inner,1548_0.85_1.55.png,0,mid_by_a0_fulltrain,0.25,0.3706398010253906,0.000834047794342041,-0.6974678039550781,38.47175979614258,1.7562170139947633
train_inner,1551_0.97_1.18.png,0,mid_by_a0_fulltrain,0.25,0.46874237060546875,0.0003318190574645996,-0.3498725891113281,42.268470764160156,2.084685467477574
train_inner,1553_0.74_1.63.png,0,mid_by_a0_fulltrain,0.25,0.001644134521484375,-3.802776336669922e-05,-1.0233306884765625,39.92064666748047,2.785402536609071
train_inner,1554_0.92_0.92.png,0,mid_by_a0_fulltrain,0.25,0.2727851867675781,0.0001849532127380371,0.11627578735351562,39.82554244995117,2.3685535460654945
train_inner,1557_0.85_1.07.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.7944145202636719,45.96626663208008,2.0125964572429202
train_inner,1578_0.57_1.99.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.3689460754394531,38.77677536010742,3.5634498972577155
train_inner,157_0.81_1.26.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,2.8436317443847656,34.83658218383789,2.399875449427479
train_inner,158_0.56_1.42.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,3.0479698181152344,33.95344543457031,2.2977983125249564
train_inner,1594_0.71_0.5.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,1.0737342834472656,40.61497116088867,2.44640810574667
train_inner,1600_0.78_1.77.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.9409408569335938,36.196510314941406,1.4838472754386456
train_inner,1602_0.92_0.57.png,0,easy_top25_by_a0_fulltrain,0.25,0.6165199279785156,8.416175842285156e-05,0.5123710632324219,46.94032669067383,1.486097533572054
train_inner,1605_1.0_1.37.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-2.951313018798828,39.72922134399414,2.2100416282808277
train_inner,1608_0.77_0.77.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.64422607421875,44.68989944458008,1.7799228268405756
train_inner,1609_0.5_1.28.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.1517181396484375,37.01747512817383,1.8783417679013965
train_inner,1610_0.91_0.53.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.0126419067382812,44.594398498535156,1.7149391960622105
train_inner,1615_0.91_1.25.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,3.2490806579589844,38.269039154052734,2.663972182075675
train_inner,1616_0.76_0.88.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,4.406242370605469,40.83500289916992,2.895025082609412
train_inner,1633_0.73_1.49.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.8503150939941406,40.368980407714844,3.0710029539223127
train_inner,1638_0.83_1.06.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.5559463500976562,44.67266082763672,2.228923204909027
train_inner,1640_0.53_0.59.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.4937782287597656,45.025001525878906,1.972819813019998
train_inner,1643_0.77_0.66.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-1.7386322021484375,44.40296936035156,1.731692722044461
train_inner,1645_0.87_1.02.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.2937965393066406,40.007713317871094,2.0608053588334507
train_inner,1646_0.55_1.55.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,-0.8350906372070312,34.5596923828125,4.799806817627852
train_inner,1653_0.9_1.01.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,1.2048492431640625,43.803314208984375,1.5824191126855296
train_inner,1660_0.83_0.67.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.7418327331542969,46.607967376708984,2.130966219027637
train_inner,1665_0.57_1.62.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-4.682422637939453,41.585235595703125,3.263131980641178
train_inner,1672_0.86_1.68.png,0,mid_by_a0_fulltrain,0.5,1.3240928649902344,0.0009214878082275391,0.8782386779785156,37.396385192871094,2.7614324523898244
train_inner,1679_0.94_1.47.png,0,mid_by_a0_fulltrain,0.25,0.7152214050292969,0.0004391670227050781,0.5471000671386719,38.15141677856445,2.0491533537524957
train_inner,1689_0.74_0.54.png,0,easy_top25_by_a0_fulltrain,0.25,0.6999092102050781,7.802248001098633e-05,-1.0466461181640625,46.18859100341797,2.2386915572416513
train_inner,1699_0.81_0.51.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.1715965270996094,44.196224212646484,2.075832157185759
train_inner,1710_0.54_0.87.png,0,easy_top25_by_a0_fulltrain,0.5,0.8475532531738281,0.00012004375457763672,0.197296142578125,45.78250503540039,2.373262965418954
train_inner,171_0.59_1.19.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,2.8028411865234375,32.797359466552734,3.7822117501602803
train_inner,1725_0.91_0.81.png,0,mid_by_a0_fulltrain,0.5,0.817840576171875,0.0002872347831726074,0.4933624267578125,41.135093688964844,1.9617748338642875
train_inner,1735_0.72_0.9.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.2791900634765625,42.07842254638672,1.6769960093436638
train_inner,1748_0.82_1.35.png,0,easy_top25_by_a0_fulltrain,0.25,0.4283332824707031,0.00014024972915649414,-0.6433525085449219,44.4926643371582,1.7268482690141937
train_inner,1754_0.95_1.34.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.34063720703125,40.72061538696289,2.005783274739906
train_inner,1761_0.99_0.94.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,1.5733413696289062,35.22917175292969,1.8498571697251625
train_inner,1774_0.83_0.59.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.2682609558105469,47.56161117553711,2.0091615684353554
train_inner,1790_0.66_1.46.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.4551582336425781,43.281768798828125,1.631014531546996
train_inner,1800_0.61_1.92.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.6525650024414062,45.695491790771484,3.0071439815161543
train_inner,1802_0.98_0.53.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.256683349609375,42.04365539550781,2.3637091362125915
train_inner,1807_0.72_1.36.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-1.3936882019042969,46.0338134765625,1.823883345335453
train_inner,1812_0.63_1.78.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-4.462226867675781,43.93492889404297,3.1539728148102255
train_inner,1816_0.55_1.84.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.9889373779296875,41.00669479370117,2.2355806855525557
train_inner,1818_0.7_1.19.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.5834541320800781,43.08176040649414,1.7193216362737265
train_inner,1829_0.55_1.16.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-1.1610755920410156,45.55524826049805,2.776344101929822
train_inner,1832_0.97_0.84.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-1.651763916015625,44.08037567138672,3.1805907493987697
train_inner,1833_0.88_1.83.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-6.128837585449219,37.41950988769531,4.074830766879462
train_inner,183_0.77_0.99.png,0,easy_top25_by_a0_fulltrain,0.25,-0.07148361206054688,-3.999471664428711e-05,-2.360851287841797,42.88892364501953,1.9800632830667027
train_inner,1842_0.88_0.62.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.479705810546875,47.73461151123047,2.9463238054634826
train_inner,1859_0.73_1.32.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.2748756408691406,43.9476432800293,1.267862393698205
train_inner,1863_0.77_1.16.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.059276580810546875,44.276466369628906,1.811137679157122
train_inner,1868_0.87_0.58.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,4.029083251953125,41.18383026123047,2.452299798120538
train_inner,1880_0.85_1.19.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.19534683227539062,42.03559494018555,2.3289503308726394
train_inner,1882_0.84_1.36.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-2.8147659301757812,43.3808708190918,2.4576367402012083
train_inner,1886_0.89_1.66.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.564849853515625,41.45716094970703,2.7420927549225276
train_inner,1888_0.77_0.51.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,3.052288055419922,46.681182861328125,2.431096854740087
train_inner,1892_0.85_0.58.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.7655601501464844,45.12657928466797,1.9574223512958624
train_inner,1895_0.9_1.62.png,0,hard_bottom25_by_a0_fulltrain,0.0,0.0,0.0,0.06708145141601562,32.40652847290039,3.27131524580568
train_inner,1898_0.84_0.98.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.978240966796875,43.80000686645508,1.6765186478594392
train_inner,1903_0.54_1.57.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.4012413024902344,45.51289367675781,2.0103022114672746
train_inner,1908_0.95_1.69.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-3.4629135131835938,40.60504150390625,2.580067290378096
train_inner,1912_1.0_0.84.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.6366119384765625,40.040306091308594,2.4376947032125864
train_inner,1914_0.81_0.98.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-3.071502685546875,44.027183532714844,2.3423161057650645
train_inner,1918_0.65_0.95.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.9702491760253906,48.36012268066406,2.1471857430589845
train_inner,1926_0.82_0.54.png,0,easy_top25_by_a0_fulltrain,0.25,1.98907470703125,0.0003669261932373047,1.7767677307128906,42.98542404174805,3.101883299662554
train_inner,1927_0.78_0.54.png,0,easy_top25_by_a0_fulltrain,0.25,1.8449592590332031,0.0003170967102050781,1.2495536804199219,43.85271072387695,3.05610513469981
train_inner,1929_0.88_1.23.png,0,mid_by_a0_fulltrain,0.25,0.7708625793457031,0.0005711913108825684,1.2537040710449219,38.37726974487305,1.996798961245808
train_inner,1931_0.68_1.21.png,0,mid_by_a0_fulltrain,0.25,0.219390869140625,0.0002676844596862793,-0.39836883544921875,41.93824768066406,2.210634702535233
train_inner,1933_0.8_0.97.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,5.169288635253906,38.43238830566406,2.0569811753503107
train_inner,1938_0.71_1.33.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,3.1998443603515625,37.0982780456543,4.416275985007178
train_inner,1949_0.69_0.72.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,1.0843048095703125,40.506507873535156,1.4905212297628616
train_inner,1954_0.97_1.98.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,1.3500823974609375,38.01477813720703,2.125645654920654
train_inner,1958_0.87_1.08.png,0,mid_by_a0_fulltrain,0.25,0.21343231201171875,0.0002778172492980957,-0.14055252075195312,39.02833557128906,1.5623631939129927
train_inner,1966_0.52_1.48.png,0,mid_by_a0_fulltrain,0.25,0.24167633056640625,0.00015556812286376953,-1.2069282531738281,42.14569091796875,2.060269468726282
train_inner,1969_0.52_1.0.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.9426727294921875,41.922706604003906,2.273263303786858
train_inner,1972_0.6_0.84.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.28902435302734375,41.83039855957031,2.028912569224688
train_inner,197_0.75_0.75.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.6943893432617188,42.06719970703125,3.3739141438750067
train_inner,1985_0.57_1.93.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.2479286193847656,40.8861198425293,2.292470804262551
train_inner,1988_0.94_1.22.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.1259994506835938,36.481204986572266,2.2580261376759383
train_inner,198_0.7_0.56.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.0265350341796875,43.510292053222656,3.686140138678096
train_inner,1993_0.81_1.9.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.1414108276367188,38.40304946899414,1.250412114468683
train_inner,1998_0.9_0.95.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.1650390625,37.795650482177734,1.3898990722085145
train_inner,2003_0.64_1.33.png,0,easy_top25_by_a0_fulltrain,0.25,1.1923446655273438,0.00018525123596191406,0.972503662109375,45.19956588745117,1.7126431320699005
train_inner,2013_1.0_1.78.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.0339927673339844,38.495338439941406,3.2484596711204268
train_inner,201_0.77_0.89.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,2.1256866455078125,41.175865173339844,1.8778678810606635
train_inner,2023_0.82_1.53.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-0.0891571044921875,42.3751106262207,1.5045526124197264
train_inner,2024_0.99_1.36.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,1.6320877075195312,38.34126281738281,2.23767515330196
train_inner,2029_0.83_0.64.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.834991455078125,44.203269958496094,1.7334869099905894
train_inner,2031_0.78_1.8.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.72149658203125,40.72581481933594,1.9001408671539726
train_inner,2043_0.97_0.54.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,0.6087074279785156,43.342098236083984,1.2876649723873772
train_inner,2057_0.86_0.85.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,-1.2127647399902344,42.247230529785156,1.6281279044087504
train_inner,2066_0.95_1.0.png,0,mid_by_a0_fulltrain,0.0,0.0,0.0,0.33585357666015625,41.47032165527344,2.6095065601971057
train_inner,2068_0.8_1.35.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.3180503845214844,43.200496673583984,2.336919954256968
train_inner,2072_0.87_1.18.png,0,mid_by_a0_fulltrain,0.5,2.3854217529296875,0.00030344724655151367,0.9248275756835938,41.529258728027344,2.035943585550384
train_inner,2082_0.96_1.58.png,0,mid_by_a0_fulltrain,0.25,0.3294181823730469,0.0004360079765319824,0.15064239501953125,36.71931838989258,1.9435497587047046
train_inner,2091_0.7_0.84.png,0,easy_top25_by_a0_fulltrain,0.0,0.0,0.0,-0.10128021240234375,44.89830780029297,1.6219669441231286
