sample_name,sample_index,split_source,base_psnr_A0,teacher_id,teacher_psnr,teacher_full_psnr,teacher_delta_vs_A0,teacher_lowfreq_LL_delta,p1_table_delta_vs_A0,p1_table_dssim,p1_eligible_mask,p4_eligible_mask,v233_p4_teacher_blend_delta,mask_reason,hardness_bucket,strong_reference_bucket,easy_guard,loss_weight_teacher,loss_weight_preservation
1000_0.74_1.6.png,0,Haze4K/train_canary_first32_seeded_crop,41.62982940673828,wdmamba_alpha0p5,41.97344970703125,37.51722717285156,0.34362030029296875,0.8190956115722656,,,False,True,0.34362030029296875,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1001_0.89_1.66.png,1,Haze4K/train_canary_first32_seeded_crop,38.71514129638672,wdmamba_alpha0p5,38.92578887939453,34.78171920776367,0.2106475830078125,0.21730422973632812,,,False,True,0.2106475830078125,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1002_0.73_1.47.png,2,Haze4K/train_canary_first32_seeded_crop,41.098602294921875,wdmamba_alpha0p5,32.46588897705078,26.04824447631836,-8.632713317871094,-8.977474212646484,5.988365173339844,0.006495654582977295,True,False,-8.632713317871094,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,mid_by_A0_canary,not_strong,False,1.0,0.15
1003_0.9_1.06.png,3,Haze4K/train_canary_first32_seeded_crop,44.92559814453125,wdmamba_alpha0p5,35.659488677978516,29.73453712463379,-9.266109466552734,-9.866436004638672,,,False,False,-9.266109466552734,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1004_0.91_1.17.png,4,Haze4K/train_canary_first32_seeded_crop,40.18611145019531,wdmamba_alpha0p5,41.705841064453125,35.622169494628906,1.5197296142578125,1.6353225708007812,,,False,True,1.5197296142578125,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1005_0.74_1.81.png,5,Haze4K/train_canary_first32_seeded_crop,40.405696868896484,wdmamba_alpha0p5,39.278160095214844,35.4116096496582,-1.1275367736816406,-1.0933990478515625,,,False,False,-1.1275367736816406,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1006_0.89_1.55.png,6,Haze4K/train_canary_first32_seeded_crop,40.54167938232422,wdmamba_alpha0p5,38.4344596862793,34.90186309814453,-2.107219696044922,-2.4820594787597656,,,False,False,-2.107219696044922,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1007_0.68_1.25.png,7,Haze4K/train_canary_first32_seeded_crop,41.49965286254883,wdmamba_alpha0p5,42.36834716796875,40.12579345703125,0.8686943054199219,1.3966712951660156,,,False,True,0.8686943054199219,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1008_0.52_1.98.png,8,Haze4K/train_canary_first32_seeded_crop,40.41258239746094,wdmamba_alpha0p5,40.80012512207031,37.07012939453125,0.387542724609375,1.659271240234375,,,False,True,0.387542724609375,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1009_0.84_0.56.png,9,Haze4K/train_canary_first32_seeded_crop,46.615142822265625,wdmamba_alpha0p5,46.17594909667969,42.80994415283203,-0.4391937255859375,-0.20100021362304688,,,False,False,-0.4391937255859375,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
100_0.65_1.43.png,10,Haze4K/train_canary_first32_seeded_crop,43.655033111572266,wdmamba_alpha0p5,42.57041549682617,38.68219757080078,-1.0846176147460938,-1.0851211547851562,,,False,False,-1.0846176147460938,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1010_0.91_1.13.png,11,Haze4K/train_canary_first32_seeded_crop,43.79768753051758,wdmamba_alpha0p5,43.65687942504883,40.79216384887695,-0.14080810546875,0.061737060546875,,,False,False,-0.14080810546875,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1011_0.79_0.66.png,12,Haze4K/train_canary_first32_seeded_crop,47.10219955444336,wdmamba_alpha0p5,45.67417907714844,41.326560974121094,-1.4280204772949219,-1.6465568542480469,,,False,False,-1.4280204772949219,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1012_0.85_1.28.png,13,Haze4K/train_canary_first32_seeded_crop,43.259605407714844,wdmamba_alpha0p5,41.73139953613281,38.631492614746094,-1.5282058715820312,-1.6692733764648438,4.124427795410156,0.020080268383026123,True,False,-1.5282058715820312,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,mid_by_A0_canary,not_strong,False,1.0,0.15
1013_0.63_1.83.png,14,Haze4K/train_canary_first32_seeded_crop,45.95088195800781,wdmamba_alpha0p5,43.170997619628906,39.10398864746094,-2.7798843383789062,-3.2608795166015625,,,False,False,-2.7798843383789062,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1014_0.74_1.61.png,15,Haze4K/train_canary_first32_seeded_crop,44.99762725830078,wdmamba_alpha0p5,43.09991455078125,38.41513442993164,-1.8977127075195312,-2.2551345825195312,,,False,False,-1.8977127075195312,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1015_0.7_1.92.png,16,Haze4K/train_canary_first32_seeded_crop,41.957664489746094,wdmamba_alpha0p5,40.678871154785156,36.6663818359375,-1.2787933349609375,-1.2623939514160156,,,False,False,-1.2787933349609375,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1016_0.8_1.72.png,17,Haze4K/train_canary_first32_seeded_crop,42.423152923583984,wdmamba_alpha0p5,40.43086242675781,37.04030227661133,-1.9922904968261719,-2.3042335510253906,1.9933280944824219,0.0011056065559387207,True,False,-1.9922904968261719,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,mid_by_A0_canary,not_strong,False,1.0,0.15
1017_0.91_1.44.png,18,Haze4K/train_canary_first32_seeded_crop,44.243282318115234,wdmamba_alpha0p5,43.32252883911133,39.77510452270508,-0.9207534790039062,-1.0215835571289062,,,False,False,-0.9207534790039062,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
