sample_name,sample_index,split_source,base_psnr_A0,teacher_id,teacher_psnr,teacher_full_psnr,teacher_delta_vs_A0,teacher_lowfreq_LL_delta,p1_table_delta_vs_A0,p1_table_dssim,p1_eligible_mask,p4_eligible_mask,v233_p4_teacher_blend_delta,mask_reason,hardness_bucket,strong_reference_bucket,easy_guard,loss_weight_teacher,loss_weight_preservation
1018_0.88_0.54.png,19,Haze4K/train_canary_first32_seeded_crop,49.04872512817383,wdmamba_alpha0p5,43.879173278808594,38.880287170410156,-5.169551849365234,-6.2523651123046875,,,False,False,-5.169551849365234,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1019_0.82_1.87.png,20,Haze4K/train_canary_first32_seeded_crop,40.95185089111328,wdmamba_alpha0p5,38.5255012512207,35.485435485839844,-2.426349639892578,-2.7553329467773438,,,False,False,-2.426349639892578,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
101_0.78_1.87.png,21,Haze4K/train_canary_first32_seeded_crop,43.250370025634766,wdmamba_alpha0p5,37.20820617675781,32.46879577636719,-6.042163848876953,-7.088508605957031,4.555469512939453,0.0066359639167785645,True,False,-6.042163848876953,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,mid_by_A0_canary,not_strong,False,1.0,0.15
1020_0.5_0.98.png,22,Haze4K/train_canary_first32_seeded_crop,46.379356384277344,wdmamba_alpha0p5,45.36625671386719,41.586997985839844,-1.0130996704101562,-1.1074066162109375,,,False,False,-1.0130996704101562,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1021_0.73_0.84.png,23,Haze4K/train_canary_first32_seeded_crop,47.77589416503906,wdmamba_alpha0p5,46.26526641845703,42.35860824584961,-1.5106277465820312,-1.7951622009277344,,,False,False,-1.5106277465820312,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1022_0.66_1.05.png,24,Haze4K/train_canary_first32_seeded_crop,47.50347137451172,wdmamba_alpha0p5,46.27748489379883,42.27287292480469,-1.2259864807128906,-1.3338470458984375,,,False,False,-1.2259864807128906,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
1023_0.5_1.87.png,25,Haze4K/train_canary_first32_seeded_crop,41.85762405395508,wdmamba_alpha0p5,41.344913482666016,35.55570983886719,-0.5127105712890625,-0.5743751525878906,0.08636093139648438,0.0005560517311096191,False,False,-0.5127105712890625,not_eligible_in_p1_or_p4,mid_by_A0_canary,not_strong,False,1.0,0.15
1024_0.69_1.66.png,26,Haze4K/train_canary_first32_seeded_crop,45.18925476074219,wdmamba_alpha0p5,40.17337417602539,35.10350799560547,-5.015880584716797,-6.354000091552734,4.952369689941406,0.0012437105178833008,True,False,-5.015880584716797,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,mid_by_A0_canary,not_strong,False,1.0,0.15
1025_0.95_1.79.png,27,Haze4K/train_canary_first32_seeded_crop,39.85005187988281,wdmamba_alpha0p5,34.65103530883789,30.36785888671875,-5.199016571044922,-5.619075775146484,,,False,False,-5.199016571044922,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1026_0.77_0.89.png,28,Haze4K/train_canary_first32_seeded_crop,37.154296875,wdmamba_alpha0p5,33.02183532714844,29.961645126342773,-4.1324615478515625,-4.279170989990234,,,False,False,-4.1324615478515625,missing_from_p1_wdmamba_table,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1027_0.57_1.77.png,29,Haze4K/train_canary_first32_seeded_crop,43.58653259277344,wdmamba_alpha0p5,39.013492584228516,35.19194793701172,-4.573040008544922,-4.948127746582031,,,False,False,-4.573040008544922,missing_from_p1_wdmamba_table,mid_by_A0_canary,not_strong,False,1.0,0.15
1028_0.97_1.41.png,30,Haze4K/train_canary_first32_seeded_crop,39.85142135620117,wdmamba_alpha0p5,37.517059326171875,32.74188232421875,-2.334362030029297,-2.4577598571777344,2.2555198669433594,0.0005834698677062988,True,False,-2.334362030029297,p1_full_image_positive_but_crop_alpha0p5_below_p4_threshold,hard_bottom25_by_A0_canary,not_strong,False,1.0,0.15
1029_0.71_0.56.png,31,Haze4K/train_canary_first32_seeded_crop,49.80888748168945,wdmamba_alpha0p5,46.04052734375,39.55014419555664,-3.768360137939453,-4.252819061279297,,,False,False,-3.768360137939453,missing_from_p1_wdmamba_table,easy_top25_by_A0_canary,strong_top25_by_A0_canary,True,1.0,0.15
