mode,split,fold,index,name,mapper,K,candidate_scale,family,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,M_safe_nonzero_frac,pred_abs_mean,scaled_pred_abs_mean,target_abs_mean
v04d,train,0,73,1067_0.62_1.35.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,39.56053924560547,39.926239013671875,40.541786193847656,0.36569976806640625,0.9812469482421875,0.6453936100006104,1.0,0.9997403025627136,0.11711478978395462,1.0,0.00425273971632123,0.00425273971632123,0.0077541726641356945
v04d,train,0,73,1067_0.62_1.35.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,39.56053924560547,39.936981201171875,40.541786193847656,0.37644195556640625,0.9812469482421875,0.6589100360870361,1.0,0.9997403025627136,0.11711478978395462,1.0,0.0042991191148757935,0.0042991191148757935,0.0077541726641356945
v04d,train,0,73,1067_0.62_1.35.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,39.56053924560547,40.058406829833984,40.541786193847656,0.4978675842285156,0.9812469482421875,0.663437008857727,1.0,0.9997403025627136,0.11711478978395462,1.0,0.0053896838799119,0.0053896838799119,0.0077541726641356945
v04d,train,0,73,1067_0.62_1.35.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,39.56053924560547,40.11945343017578,40.541786193847656,0.5589141845703125,0.9812469482421875,0.7693594694137573,1.0,0.9997403025627136,0.11711478978395462,1.0,0.005615849047899246,0.005615849047899246,0.0077541726641356945
v04d,train,0,73,1067_0.62_1.35.png,global_mean_coeff,16,1.0,global_mean,39.56053924560547,39.9044189453125,40.541786193847656,0.34387969970703125,0.9812469482421875,0.3077191412448883,1.0,0.9997403025627136,0.11711478978395462,1.0,0.006135018542408943,0.006135018542408943,0.0077541726641356945
v04d,train,0,74,1068_0.69_1.34.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,40.200531005859375,40.68910598754883,41.45948028564453,0.4885749816894531,1.2589492797851562,0.5766599774360657,1.0,0.9999198913574219,0.15063917636871338,1.0,0.004397562704980373,0.004397562704980373,0.007223094813525677
v04d,train,0,74,1068_0.69_1.34.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,40.200531005859375,40.614681243896484,41.45948028564453,0.4141502380371094,1.2589492797851562,0.5238952040672302,1.0,0.9999198913574219,0.15063917636871338,1.0,0.004198939073830843,0.004198939073830843,0.007223094813525677
v04d,train,0,74,1068_0.69_1.34.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,40.200531005859375,40.857791900634766,41.45948028564453,0.6572608947753906,1.2589492797851562,0.559417188167572,1.0,0.9999198913574219,0.15063917636871338,1.0,0.005757562350481749,0.005757562350481749,0.007223094813525677
v04d,train,0,74,1068_0.69_1.34.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,40.200531005859375,40.96503448486328,41.45948028564453,0.7645034790039062,1.2589492797851562,0.742745041847229,1.0,0.9999198913574219,0.15063917636871338,1.0,0.005702645983546972,0.005702645983546972,0.007223094813525677
v04d,train,0,74,1068_0.69_1.34.png,global_mean_coeff,16,1.0,global_mean,40.200531005859375,40.64616775512695,41.45948028564453,0.4456367492675781,1.2589492797851562,0.2894608974456787,1.0,0.9999198913574219,0.15063917636871338,1.0,0.006135018542408943,0.006135018542408943,0.007223094813525677
v04d,train,0,75,1069_0.66_1.4.png,global_plus_spatial_kernel_knn_9,16,1.0,global_plus_spatial_kernel_knn,33.7315673828125,34.719505310058594,35.35053253173828,0.9879379272460938,1.6189651489257812,0.625015377998352,1.0,0.9999980926513672,0.17766307294368744,1.0,0.012572646141052246,0.012572646141052246,0.01777944713830948
v04d,train,0,75,1069_0.66_1.4.png,convir_spatial_kernel_knn_9,16,1.0,convir_spatial_kernel_knn,33.7315673828125,34.73382568359375,35.35053253173828,1.00225830078125,1.6189651489257812,0.6349472403526306,1.0,0.9999980926513672,0.17766307294368744,1.0,0.012712807394564152,0.012712807394564152,0.01777944713830948
v04d,train,0,75,1069_0.66_1.4.png,spatial_priors_kernel_knn_9,16,1.0,spatial_priors_kernel_knn,33.7315673828125,34.75996398925781,35.35053253173828,1.0283966064453125,1.6189651489257812,0.6321626305580139,1.0,0.9999980926513672,0.17766307294368744,1.0,0.013052847236394882,0.013052847236394882,0.01777944713830948
v04d,train,0,75,1069_0.66_1.4.png,spatial_priors_ridge_10,16,1.0,spatial_priors_ridge,33.7315673828125,34.95283889770508,35.35053253173828,1.2212715148925781,1.6189651489257812,0.7441614270210266,1.0,0.9999980926513672,0.17766307294368744,1.0,0.01486858632415533,0.01486858632415533,0.01777944713830948
v04d,train,0,75,1069_0.66_1.4.png,global_mean_coeff,16,1.0,global_mean,33.7315673828125,34.084407806396484,35.35053253173828,0.3528404235839844,1.6189651489257812,-0.07646938413381577,1.0,0.9999980926513672,0.17766307294368744,1.0,0.006135018542408943,0.006135018542408943,0.01777944713830948
