cell,epoch,phase,updates,projected_update_ratio,render,anchor,harm,margin,repair,delta_abs,render_direction_norm,projected_direction_norm,cvar,gradient_norm
output_safety_curriculum,1,render_warmup,32,0.0,0.000354090477230784,7.407635393974488e-09,2.635529483541177e-07,1.4474009213394368e-06,0.007491303398637683,7.00875771428855e-05,1.2331181711289219e-05,1.2331181711289219e-05,8.112912155411323e-07,1.23311816544458e-05
output_safety_curriculum,2,render_warmup,32,0.0,0.00035152098121216113,5.882390041733743e-08,3.7990638901419516e-07,1.7527642803827348e-06,0.05400503909913823,0.0005053088279964868,2.842898728161458e-05,2.842898728161458e-05,1.1325432467401697e-06,2.8428987306483577e-05
output_safety_curriculum,3,render_warmup,32,0.0,0.0003450384660936834,2.519535797773642e-07,8.461516145530368e-07,2.914611533011424e-06,0.199338921578601,0.0018651977843546774,3.861985259234757e-05,3.861985259234757e-05,2.413325290717694e-06,3.8619852453791736e-05
output_safety_curriculum,4,render_warmup,32,0.0,0.00034091150291715167,4.513410232220849e-07,1.3972557013630649e-06,4.350647386353046e-06,0.3374307658523321,0.003157410683343187,1.6109670852415547e-05,1.6109670852415547e-05,4.086191637497905e-06,1.6109670944786103e-05
output_safety_curriculum,5,render_warmup,32,0.0,0.00034004594158432155,5.177214177365386e-07,1.6084111749137264e-06,4.904278383399685e-06,0.3815978798083961,0.003570726654288592,7.61403475380007e-06,7.61403475380007e-06,4.812143970411853e-06,7.6140348213016296e-06
output_safety_curriculum,6,render_warmup,32,0.0,0.0003398255894353497,5.408673047213597e-07,1.6842810666162222e-06,5.095347906269865e-06,0.3957512406632304,0.0037031763131381012,5.134599351919178e-06,5.134599351919178e-06,5.065136633675138e-06,5.134599250666838e-06
output_safety_curriculum,7,render_warmup,32,0.0,0.00033973202175729966,5.522826995729702e-07,1.7215915306678653e-06,5.191989490782589e-06,0.4026229903101921,0.003767481783143012,3.909045517502818e-06,3.909045517502818e-06,5.190314595893142e-06,3.90904552194371e-06
output_safety_curriculum,8,render_warmup,32,0.0,0.0003396806841919897,5.593133352022051e-07,1.7444621249751435e-06,5.252562258917237e-06,0.40679568098858,0.003806528155109845,3.1619879377053906e-06,3.1619879377053906e-06,5.268341112696362e-06,3.161987866651117e-06
output_safety_curriculum,9,projected_safety,32,0.71875,0.0003396576707928034,5.624164174378166e-07,1.7552209428117749e-06,5.281373065102457e-06,0.40871442621573806,0.0038244728857534938,2.839350362826565e-06,1.1917362924274144e-06,5.304968169639324e-06,1.1917363078595145e-06
output_safety_curriculum,10,projected_safety,32,0.71875,0.000339664948569407,5.60945451866246e-07,1.7507523324411522e-06,5.269483642322825e-06,0.40796521212905645,0.0038174315632204525,2.977412390414713e-06,1.2373839695101196e-06,5.289808996167267e-06,1.2373839890500449e-06
output_safety_curriculum,11,projected_safety,32,0.71875,0.00033967723129535443,5.587164793041666e-07,1.743711059987163e-06,5.250934218992143e-06,0.4067732924595475,0.003806238019024022,3.1874705861412167e-06,1.2886472287032547e-06,5.265891616090812e-06,1.2886472509077151e-06
output_safety_curriculum,12,projected_safety,32,0.71875,0.000339692159968763,5.560951592542551e-07,1.735426167215337e-06,5.229254480099144e-06,0.40536712063476443,0.0037930293983663432,3.4381132296701367e-06,1.3456458785032765e-06,5.2377731094566116e-06,1.345645869843537e-06
output_safety_curriculum,13,projected_safety,32,0.71875,0.0003397103087081632,5.530068420966927e-07,1.7257250064517393e-06,5.2039279569982e-06,0.4037095592357218,0.0037774559496028814,3.738340168979448e-06,1.4119608209295365e-06,5.204717808737769e-06,1.4119608569007625e-06
output_safety_curriculum,14,projected_safety,32,0.71875,0.00033973266727116425,5.493447190474399e-07,1.7141957542321506e-06,5.174149538156314e-06,0.40174027858301997,0.003758950224437285,4.101854615079503e-06,1.4937209020793318e-06,5.1661152724591375e-06,1.4937208709930871e-06
output_safety_curriculum,15,projected_safety,32,0.71875,0.0003397606365069805,5.449550144476234e-07,1.7003731684894774e-06,5.13885441311146e-06,0.39937786338850856,0.0037367469194578007,4.549570902234734e-06,1.5940802222669248e-06,5.1203091970819514e-06,1.59408022493146e-06
output_safety_curriculum,16,projected_safety,32,0.71875,0.00033979614590862184,5.396448443661939e-07,1.6836470067005394e-06,5.09666066861314e-06,0.3965170099399984,0.00370985457993811,5.112603333579102e-06,1.7291251979134614e-06,5.06520387943965e-06,1.7291252167872528e-06
