backtracking_null_count,invalid_solver_count,mean_anchor_dot_applied,mean_applied_delta_norm,mean_beta,mean_cvar_dot_applied,mean_harm_dot_applied,mean_margin_dot_applied,method,schema_version,state_count,valid_solver_count,window
0,0,-1.071164584524031e-10,0.00131813579357029,1.0,-9.79281568610812e-10,-3.0355292111429085e-10,-8.272776603872258e-10,historical_sequential_gradient,1,256,256,fixed4
0,0,-1.0354166330465849e-10,0.001274379479669116,1.0,-1.167623337190367e-09,-3.1413273335675274e-10,-7.854774306428825e-10,historical_sequential_gradient,1,256,256,shuffled16
0,0,-9.286130966177295e-11,0.001268275384348312,1.0,-1.1636148488317041e-09,-2.928670810905029e-10,-7.58439863893717e-10,historical_sequential_gradient,1,256,256,prestratified32
0,0,-1.0605539235502772e-10,0.0013145811842668205,1.0,-9.77932332891054e-10,-3.022505838146203e-10,-8.345582231628644e-10,exact_gradient_intersection,1,256,256,fixed4
0,0,-1.0259563361691741e-10,0.0012722919326968061,1.0,-1.1612203878144388e-09,-3.125916811852241e-10,-7.903489174495564e-10,exact_gradient_intersection,1,256,256,shuffled16
0,0,-9.238806033888635e-11,0.001261413343103575,1.0,-1.1614064684173223e-09,-2.923095232046766e-10,-7.610624902224797e-10,exact_gradient_intersection,1,256,256,prestratified32
0,0,-1.0443471210794432e-10,0.0010892882788343533,0.8849563598632812,-8.615903495318946e-10,-2.6989173768049947e-10,-6.561839606099318e-10,actual_proposal_projection_with_backtracking,1,256,256,fixed4
0,0,-7.528894218103598e-11,0.0010440676660133392,0.93487548828125,-8.197414641974829e-10,-2.2436168238799311e-10,-5.233295570022968e-10,actual_proposal_projection_with_backtracking,1,256,256,shuffled16
0,0,-6.176586562884899e-11,0.001063084928589606,0.9646263122558594,-7.746376701157059e-10,-1.9515117044809727e-10,-5.041210168851406e-10,actual_proposal_projection_with_backtracking,1,256,256,prestratified32
