bootstrap_replicates,bootstrap_seed,endpoint,estimate,key,kind,lower,max_statistic_critical,method,method_index,operator,schema_version,simultaneous_max_statistic,standard_error,upper,window,window_index
1000,3407,margin,-1.1404856661931945e-09,0082:absolute:exact_gradient_intersection:shuffled16:D_ref:margin,absolute,-1.8996599894325287e-09,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,1.3301055820257104e-10,-3.813113429538604e-10,shuffled16,1
1000,3407,cvar25,-2.2381774211766015e-09,0083:absolute:exact_gradient_intersection:shuffled16:D_ref:cvar25,absolute,-5.2066513449878815e-09,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,5.200892094600512e-10,7.302965026346786e-10,shuffled16,1
1000,3407,cvar10,-3.2758150749349663e-09,0084:absolute:exact_gradient_intersection:shuffled16:D_ref:cvar10,absolute,-9.6278698245709e-09,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,1.1129069070424971e-09,3.076239674700968e-09,shuffled16,1
1000,3407,severe_rate,-3.0517578125e-05,0085:absolute:exact_gradient_intersection:shuffled16:D_ref:severe_rate,absolute,-0.0003316747023598262,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,5.276400422795521e-05,0.0002706395461098262,shuffled16,1
1000,3407,hard_rate,-3.0517578125e-05,0086:absolute:exact_gradient_intersection:shuffled16:D_ref:hard_rate,absolute,-0.00033582972527861115,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,5.34919818489763e-05,0.00027479456902861115,shuffled16,1
1000,3407,render_mse,-2.925616415794252e-10,0087:absolute:exact_gradient_intersection:shuffled16:D_ref:render_mse,absolute,-1.3230630493693165e-09,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,1.8054821308209257e-10,7.37939766210466e-10,shuffled16,1
1000,3407,mean_psnr,1.0504201100047794e-05,0088:absolute:exact_gradient_intersection:shuffled16:D_ref:mean_psnr,absolute,-6.052301685456014e-06,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,2.90076944118147e-06,2.7060703885551603e-05,shuffled16,1
1000,3407,p05_psnr,-1.9471002914883684e-05,0089:absolute:exact_gradient_intersection:shuffled16:D_ref:p05_psnr,absolute,-0.00014402646094043803,5.707624518672681,exact_gradient_intersection,1,D_ref,1,True,2.182264401206966e-05,0.00010508445511067067,shuffled16,1
1000,3407,anchor,-2.3532692461358806e-10,0090:absolute:exact_gradient_intersection:shuffled16:D_rep:anchor,absolute,-6.239010811730044e-10,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,6.807983869439611e-11,1.5324723194582827e-10,shuffled16,1
1000,3407,harm,-6.376992822687555e-10,0091:absolute:exact_gradient_intersection:shuffled16:D_rep:harm,absolute,-1.4821845240798519e-09,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,1.4795739261549798e-10,2.0678595954234099e-10,shuffled16,1
1000,3407,margin,-1.1324110808677394e-09,0092:absolute:exact_gradient_intersection:shuffled16:D_rep:margin,absolute,-1.8877366994850285e-09,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,1.3233624884506972e-10,-3.7708546225045025e-10,shuffled16,1
1000,3407,cvar25,-2.2451729364547646e-09,0093:absolute:exact_gradient_intersection:shuffled16:D_rep:cvar25,absolute,-5.198786973725684e-09,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,5.174856943739158e-10,7.084411008161543e-10,shuffled16,1
1000,3407,cvar10,-3.2282893279930182e-09,0094:absolute:exact_gradient_intersection:shuffled16:D_rep:cvar10,absolute,-9.644086703374328e-09,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,1.1240748851631388e-09,3.187508047388291e-09,shuffled16,1
1000,3407,severe_rate,-6.103515625e-05,0095:absolute:exact_gradient_intersection:shuffled16:D_rep:severe_rate,absolute,-0.00051465007905676,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,7.947525653145962e-05,0.00039257976655676,shuffled16,1
1000,3407,hard_rate,-6.103515625e-05,0096:absolute:exact_gradient_intersection:shuffled16:D_rep:hard_rate,absolute,-0.00044848627819374734,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,6.788307827121218e-05,0.00032641596569374734,shuffled16,1
1000,3407,render_mse,-2.861719194946488e-10,0097:absolute:exact_gradient_intersection:shuffled16:D_rep:render_mse,absolute,-1.3157337785847238e-09,5.707624518672681,exact_gradient_intersection,1,D_rep,1,True,1.80383600168832e-10,7.433899395954262e-10,shuffled16,1
