target_bucket,source_bucket,stage_set,compat_bin,strength,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,monotonicity_violation,safe_max_strength_lcb
mid_50,all,S6_early_mid_final,all_source_borderline,0.2,8,0.20919513702392578,-0.24665069580078125,-0.24665069580078125,0.25,0.25,0,0.0
mid_50,all,S6_early_mid_final,all_source_borderline,0.33,8,0.3374614715576172,-0.41210174560546875,-0.41210174560546875,0.25,0.25,0,0.0
mid_50,all,S6_early_mid_final,all_source_borderline,0.5,6,0.6266434987386068,-0.2694845199584961,-0.6329078674316406,0.16666666666666666,0.16666666666666666,0,0.0
mid_50,all,S6_early_mid_final,all_source_borderline,0.67,6,0.790551503499349,-0.38428401947021484,-0.8577461242675781,0.16666666666666666,0.16666666666666666,0,0.0
mid_50,all,S6_early_mid_final,all_source_good,0.2,56,0.1846170425415039,-0.1161651611328125,-0.2269312540690104,0.14285714285714285,0.03571428571428571,0,0.0
mid_50,all,S6_early_mid_final,all_source_good,0.33,56,0.2876408440726144,-0.21010589599609375,-0.39485931396484375,0.21428571428571427,0.07142857142857142,0,0.0
mid_50,all,S6_early_mid_final,all_source_good,0.5,56,0.40055506569998606,-0.3540191650390625,-0.6350199381510416,0.21428571428571427,0.14285714285714285,0,0.0
mid_50,all,S6_early_mid_final,all_source_good,0.67,56,0.48521171297345844,-0.5192375183105469,-0.8947003682454427,0.21428571428571427,0.21428571428571427,0,0.0
mid_50,all,S6_early_mid_final,all_source_weak,0.2,16,0.11144828796386719,-0.566802978515625,-0.566802978515625,0.375,0.125,0,0.0
mid_50,all,S6_early_mid_final,all_source_weak,0.33,16,0.1750032901763916,-0.9253311157226562,-0.9253311157226562,0.375,0.375,0,0.0
mid_50,all,S6_early_mid_final,all_source_weak,0.5,8,0.24503326416015625,-1.0516845703125,-1.3814544677734375,0.375,0.375,0,0.0
mid_50,all,S6_early_mid_final,all_source_weak,0.67,8,0.30031776428222656,-1.4120672225952149,-1.8233757019042969,0.375,0.375,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_borderline,0.2,6,0.2082983652750651,-0.4415760040283203,-0.4859809875488281,0.3333333333333333,0.3333333333333333,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_borderline,0.33,7,0.35057830810546875,-0.6530311584472657,-0.8007469177246094,0.2857142857142857,0.2857142857142857,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_borderline,0.5,7,0.7098895481654576,-0.06682777404785156,-0.3083610534667969,0.14285714285714285,0.14285714285714285,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_borderline,0.67,8,0.7417759895324707,-0.27771949768066406,-0.3083610534667969,0.25,0.25,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_good,0.2,62,0.19321466261340725,-0.1463726043701172,-0.2071971893310547,0.1935483870967742,0.03225806451612903,1,0.2
mid_50,mid_50,S4_final_decoder,same_bucket_good,0.33,61,0.2638589827740779,-0.27918243408203125,-0.3801460266113281,0.19672131147540983,0.16393442622950818,1,0.2
mid_50,mid_50,S4_final_decoder,same_bucket_good,0.5,56,0.26923281805855886,-0.4919319152832031,-0.6461156209309896,0.3392857142857143,0.21428571428571427,1,0.2
mid_50,mid_50,S4_final_decoder,same_bucket_good,0.67,52,0.2374724608201247,-0.7394445419311524,-0.9007771809895834,0.36538461538461536,0.3076923076923077,1,0.2
mid_50,mid_50,S4_final_decoder,same_bucket_weak,0.2,12,0.06168238321940104,-0.6245765686035156,-0.6245765686035156,0.5,0.4166666666666667,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_weak,0.33,12,0.06552728017171223,-0.8838966369628907,-1.0245857238769531,0.5,0.4166666666666667,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_weak,0.5,9,0.12748336791992188,-1.4074607849121095,-1.5400657653808594,0.4444444444444444,0.4444444444444444,0,0.0
mid_50,mid_50,S4_final_decoder,same_bucket_weak,0.67,12,0.3152933120727539,-1.8058786392211914,-2.0451126098632812,0.3333333333333333,0.3333333333333333,0,0.0
mid_50,mid_50,S5_bottleneck_mid,same_bucket_borderline,0.2,6,0.26146189371744794,-0.02597808837890625,-0.02597808837890625,0.0,0.0,0,0.5
mid_50,mid_50,S5_bottleneck_mid,same_bucket_borderline,0.33,6,0.41922760009765625,-0.07400894165039062,-0.07400894165039062,0.3333333333333333,0.0,0,0.5
mid_50,mid_50,S5_bottleneck_mid,same_bucket_borderline,0.5,4,0.6671457290649414,-0.02113227844238283,-0.17337417602539062,0.25,0.0,0,0.5
mid_50,mid_50,S5_bottleneck_mid,same_bucket_borderline,0.67,4,0.8314342498779297,-0.11736412048339845,-0.3130912780761719,0.25,0.25,0,0.5
mid_50,mid_50,S5_bottleneck_mid,same_bucket_good,0.2,54,0.21664004855685765,-0.08629226684570312,-0.14620590209960938,0.14814814814814814,0.0,0,0.2
mid_50,mid_50,S5_bottleneck_mid,same_bucket_good,0.33,54,0.34006387216073497,-0.17315292358398438,-0.2678489685058594,0.14814814814814814,0.037037037037037035,0,0.2
mid_50,mid_50,S5_bottleneck_mid,same_bucket_good,0.5,54,0.4789324159975405,-0.3210563659667969,-0.45424524943033856,0.2222222222222222,0.14814814814814814,0,0.2
mid_50,mid_50,S5_bottleneck_mid,same_bucket_good,0.67,54,0.5794992093686704,-0.5045318603515625,-0.6678492228190104,0.2222222222222222,0.14814814814814814,0,0.2
mid_50,mid_50,S5_bottleneck_mid,same_bucket_weak,0.2,20,0.08652076721191407,-0.5456123352050781,-0.5456123352050781,0.4,0.2,0,0.0
mid_50,mid_50,S5_bottleneck_mid,same_bucket_weak,0.33,20,0.13385505676269532,-0.8882293701171875,-0.8882293701171875,0.4,0.4,0,0.0
mid_50,mid_50,S5_bottleneck_mid,same_bucket_weak,0.5,10,0.1838531494140625,-1.091153335571289,-1.3209495544433594,0.4,0.4,0,0.0
mid_50,mid_50,S5_bottleneck_mid,same_bucket_weak,0.67,10,0.21805191040039062,-1.4469917297363282,-1.7377586364746094,0.4,0.4,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_borderline,0.2,6,0.4207318623860677,0.3859710693359375,0.3859710693359375,0.0,0.0,0,0.67
mid_50,mid_50,S6_early_mid_final,same_bucket_borderline,0.33,6,0.6826769510904948,0.6326713562011719,0.6326713562011719,0.0,0.0,0,0.67
mid_50,mid_50,S6_early_mid_final,same_bucket_borderline,0.5,5,1.012853240966797,0.9480171203613281,0.9480171203613281,0.0,0.0,0,0.67
mid_50,mid_50,S6_early_mid_final,same_bucket_borderline,0.67,5,1.2882362365722657,1.131268310546875,1.1122093200683594,0.0,0.0,0,0.67
mid_50,mid_50,S6_early_mid_final,same_bucket_good,0.2,54,0.19208229912651908,-0.1132659912109375,-0.21588134765625,0.18518518518518517,0.037037037037037035,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_good,0.33,54,0.29212386519820605,-0.22645187377929688,-0.3870684305826823,0.18518518518518517,0.1111111111111111,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_good,0.5,54,0.3913293061433015,-0.41742706298828125,-0.6437225341796875,0.25925925925925924,0.18518518518518517,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_good,0.67,54,0.44940065454553674,-0.6496200561523438,-0.9290974934895834,0.37037037037037035,0.25925925925925924,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_weak,0.2,20,0.1043121337890625,-0.6186485290527344,-0.6186485290527344,0.4,0.3,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_weak,0.33,20,0.1632474899291992,-1.0066947937011719,-1.0066947937011719,0.4,0.4,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_weak,0.5,10,0.22426605224609375,-1.2727743148803712,-1.4970207214355469,0.4,0.4,0,0.0
mid_50,mid_50,S6_early_mid_final,same_bucket_weak,0.67,10,0.2679107666015625,-1.6845422744750977,-1.9689559936523438,0.4,0.4,0,0.0
