target_bucket,source_bucket,stage_set,compat_bin,strength,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,monotonicity_violation,safe_max_strength_lcb
easy_top25,all,S6_early_mid_final,all_source_borderline,0.33,6,0.14584032694498697,-0.32550811767578125,-0.32550811767578125,0.3333333333333333,0.3333333333333333,0,0.1
easy_top25,all,S6_early_mid_final,all_source_good,0.1,22,0.020971818403764206,-0.2913532257080078,-0.29290771484375,0.2727272727272727,0.18181818181818182,1,0.0
easy_top25,all,S6_early_mid_final,all_source_good,0.2,22,0.02239019220525568,-0.5990219116210938,-0.6022453308105469,0.2727272727272727,0.18181818181818182,1,0.0
easy_top25,all,S6_early_mid_final,all_source_good,0.33,22,-0.004881078546697443,-1.0168058395385742,-1.0223503112792969,0.2727272727272727,0.2727272727272727,1,0.0
easy_top25,all,S6_early_mid_final,all_source_weak,0.1,12,0.03911781311035156,-0.19655609130859375,-0.19655609130859375,0.3333333333333333,0.0,0,0.0
easy_top25,all,S6_early_mid_final,all_source_weak,0.2,12,0.06294663747151692,-0.4050102233886719,-0.4050102233886719,0.3333333333333333,0.3333333333333333,0,0.0
easy_top25,all,S6_early_mid_final,all_source_weak,0.33,12,0.06565697987874348,-0.6904373168945312,-0.6904373168945312,0.3333333333333333,0.3333333333333333,0,0.0
easy_top25,easy_top25,S4_final_decoder,same_bucket_borderline,0.1,10,0.03226776123046875,-0.07162094116210938,-0.07162094116210938,0.2,0.0,0,0.2
easy_top25,easy_top25,S4_final_decoder,same_bucket_borderline,0.2,10,0.058519744873046876,-0.1490631103515625,-0.1490631103515625,0.4,0.0,0,0.2
easy_top25,easy_top25,S4_final_decoder,same_bucket_borderline,0.33,10,0.0813323974609375,-0.24424476623535157,-0.25771331787109375,0.4,0.2,0,0.2
easy_top25,easy_top25,S4_final_decoder,same_bucket_good,0.1,22,0.03428476507013494,-0.020577430725097656,-0.020732879638671875,0.0,0.0,0,0.33
easy_top25,easy_top25,S4_final_decoder,same_bucket_good,0.2,22,0.06039879538796165,-0.04600181579589844,-0.046306610107421875,0.0,0.0,0,0.33
easy_top25,easy_top25,S4_final_decoder,same_bucket_good,0.33,22,0.07848444851962003,-0.0861368179321289,-0.0866241455078125,0.18181818181818182,0.0,0,0.33
easy_top25,easy_top25,S4_final_decoder,same_bucket_weak,0.1,8,-0.014708518981933594,-0.07379150390625,-0.07379150390625,0.25,0.0,1,0.1
easy_top25,easy_top25,S4_final_decoder,same_bucket_weak,0.2,8,-0.03910064697265625,-0.15777587890625,-0.15777587890625,0.5,0.0,1,0.1
easy_top25,easy_top25,S4_final_decoder,same_bucket_weak,0.33,8,-0.08547782897949219,-0.28119659423828125,-0.28119659423828125,0.5,0.25,1,0.1
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_borderline,0.1,2,-0.010120391845703125,-0.010120391845703125,-0.010120391845703125,0.0,0.0,1,0.33
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_borderline,0.2,2,-0.024810791015625,-0.024810791015625,-0.024810791015625,0.0,0.0,1,0.33
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_borderline,0.33,2,-0.0498809814453125,-0.0498809814453125,-0.0498809814453125,0.0,0.0,1,0.33
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_good,0.1,38,0.03875290720086349,-0.05148048400878906,-0.06731033325195312,0.05263157894736842,0.0,0,0.2
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_good,0.2,38,0.07279586791992188,-0.10723915100097656,-0.13957977294921875,0.15789473684210525,0.0,0,0.2
easy_top25,easy_top25,S5_bottleneck_mid,same_bucket_good,0.33,38,0.1097618906121505,-0.1873605728149414,-0.24080657958984375,0.21052631578947367,0.05263157894736842,0,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_borderline,0.1,10,0.047205352783203126,-0.084625244140625,-0.084625244140625,0.2,0.0,0,0.1
easy_top25,easy_top25,S6_early_mid_final,same_bucket_borderline,0.2,10,0.08624801635742188,-0.180206298828125,-0.180206298828125,0.2,0.0,0,0.1
easy_top25,easy_top25,S6_early_mid_final,same_bucket_borderline,0.33,10,0.12514266967773438,-0.31786346435546875,-0.31786346435546875,0.2,0.2,0,0.1
easy_top25,easy_top25,S6_early_mid_final,same_bucket_good,0.1,26,0.04259080153245192,-0.06698417663574219,-0.08241653442382812,0.07692307692307693,0.0,0,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_good,0.2,26,0.07679484440730168,-0.1405181884765625,-0.171630859375,0.07692307692307693,0.0,0,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_good,0.33,26,0.1075452657846304,-0.24550342559814453,-0.29705047607421875,0.15384615384615385,0.07692307692307693,0,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_weak,0.1,4,-0.03461265563964844,-0.05306243896484375,-0.05306243896484375,0.5,0.0,1,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_weak,0.2,4,-0.07923698425292969,-0.1201324462890625,-0.1201324462890625,0.5,0.0,1,0.2
easy_top25,easy_top25,S6_early_mid_final,same_bucket_weak,0.33,4,-0.15169525146484375,-0.2272491455078125,-0.2272491455078125,1.0,0.5,1,0.2
hard_bottom25,all,S4_final_decoder,all_source_borderline,0.33,2,0.3185844421386719,0.3185844421386719,0.3185844421386719,0.0,0.0,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_borderline,0.5,1,0.4743690490722656,0.4743690490722656,0.4743690490722656,0.0,0.0,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_borderline,0.67,2,0.2186431884765625,-0.14558792114257812,-0.18605804443359375,0.5,0.0,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_borderline,0.85,9,0.1674260033501519,-0.37166175842285154,-0.41664695739746094,0.3333333333333333,0.3333333333333333,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_borderline,1.0,9,0.19955529106987846,-0.4560695648193359,-0.5009708404541016,0.4444444444444444,0.2222222222222222,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_borderline,1.25,4,0.19335317611694336,-0.39927120208740235,-0.428466796875,0.5,0.5,1,0.67
hard_bottom25,all,S4_final_decoder,all_source_good,0.33,36,0.11800744798448351,-0.10010051727294922,-0.1482715606689453,0.2222222222222222,0.0,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_good,0.5,36,0.17038504282633463,-0.16372156143188477,-0.2316265106201172,0.2222222222222222,0.05555555555555555,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_good,0.67,35,0.2298865727015904,-0.22700443267822265,-0.28823184967041016,0.2571428571428571,0.11428571428571428,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_good,0.85,28,0.3083672523498535,-0.2590989112854004,-0.260162353515625,0.25,0.14285714285714285,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_good,1.0,27,0.3667093912760417,-0.2918977737426758,-0.31347084045410156,0.2222222222222222,0.14814814814814814,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_good,1.25,24,0.43117761611938477,-0.2500736236572266,-0.28196144104003906,0.20833333333333334,0.125,0,0.33
hard_bottom25,all,S4_final_decoder,all_source_weak,0.33,2,0.3284263610839844,0.3284263610839844,0.3284263610839844,0.0,0.0,1,0.85
hard_bottom25,all,S4_final_decoder,all_source_weak,0.5,1,0.4920539855957031,0.4920539855957031,0.4920539855957031,0.0,0.0,1,0.85
hard_bottom25,all,S4_final_decoder,all_source_weak,0.67,1,0.650970458984375,0.650970458984375,0.650970458984375,0.0,0.0,1,0.85
hard_bottom25,all,S4_final_decoder,all_source_weak,0.85,1,0.8132438659667969,0.8132438659667969,0.8132438659667969,0.0,0.0,1,0.85
hard_bottom25,all,S4_final_decoder,all_source_weak,1.0,2,0.3081626892089844,-0.2632568359375,-0.3267478942871094,0.5,0.5,1,0.85
hard_bottom25,all,S4_final_decoder,all_source_weak,1.25,10,0.28128910064697266,-0.6023653984069824,-0.6474857330322266,0.4,0.3,1,0.85
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,0.33,4,0.249603271484375,0.12845993041992188,0.12845993041992188,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,0.5,3,0.31604766845703125,0.19285202026367188,0.19285202026367188,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,0.67,3,0.4219779968261719,0.2559814453125,0.2559814453125,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,0.85,3,0.5326029459635416,0.32085418701171875,0.32085418701171875,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,1.0,3,0.6238632202148438,0.37378692626953125,0.37378692626953125,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_borderline,1.25,3,0.7691510518391927,0.4486690521240234,0.4475135803222656,0.0,0.0,0,1.25
hard_bottom25,all,S5_bottleneck_mid,all_source_good,0.33,36,0.18544917636447483,-0.05079984664916992,-0.05268096923828125,0.1111111111111111,0.0,0,0.67
hard_bottom25,all,S5_bottleneck_mid,all_source_good,0.5,36,0.27423392401801217,-0.0846242904663086,-0.0877227783203125,0.16666666666666666,0.0,0,0.67
hard_bottom25,all,S5_bottleneck_mid,all_source_good,0.67,36,0.358144654168023,-0.12346839904785156,-0.128143310546875,0.16666666666666666,0.0,0,0.67
hard_bottom25,all,S5_bottleneck_mid,all_source_good,0.85,36,0.44101058112250435,-0.1759777069091797,-0.1762237548828125,0.16666666666666666,0.0,0,0.67
hard_bottom25,all,S5_bottleneck_mid,all_source_good,1.0,36,0.5043311648898654,-0.22425603866577148,-0.23546981811523438,0.16666666666666666,0.1388888888888889,0,0.67
hard_bottom25,all,S5_bottleneck_mid,all_source_good,1.25,36,0.6020802391899956,-0.30249786376953125,-0.3271656036376953,0.16666666666666666,0.1388888888888889,0,0.67
hard_bottom25,all,S6_early_mid_final,all_source_borderline,0.33,2,0.30802154541015625,0.30802154541015625,0.30802154541015625,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_borderline,0.5,1,0.45600128173828125,0.45600128173828125,0.45600128173828125,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_borderline,0.67,1,0.5961227416992188,0.5961227416992188,0.5961227416992188,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_borderline,0.85,1,0.7343978881835938,0.7343978881835938,0.7343978881835938,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_borderline,1.0,1,0.8406105041503906,0.8406105041503906,0.8406105041503906,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_borderline,1.25,1,0.9981727600097656,0.9981727600097656,0.9981727600097656,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_good,0.33,36,0.1548408932156033,-0.09041357040405273,-0.10113525390625,0.2222222222222222,0.0,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_good,0.5,36,0.2256155014038086,-0.14670419692993164,-0.1619548797607422,0.2222222222222222,0.0,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_good,0.67,36,0.2899142371283637,-0.21676206588745117,-0.2285480499267578,0.2222222222222222,0.16666666666666666,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_good,0.85,36,0.3506108389960395,-0.3039846420288086,-0.3049659729003906,0.2777777777777778,0.2222222222222222,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_good,1.0,36,0.39550262027316624,-0.37696027755737305,-0.3889579772949219,0.3333333333333333,0.2222222222222222,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_good,1.25,36,0.4568314552307129,-0.49959897994995117,-0.53167724609375,0.3333333333333333,0.25,0,0.5
hard_bottom25,all,S6_early_mid_final,all_source_weak,0.33,2,0.3822593688964844,0.3822593688964844,0.3822593688964844,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_weak,0.5,1,0.5773658752441406,0.5773658752441406,0.5773658752441406,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_weak,0.67,1,0.7707443237304688,0.7707443237304688,0.7707443237304688,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_weak,0.85,1,0.9728813171386719,0.9728813171386719,0.9728813171386719,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_weak,1.0,1,1.1385574340820312,1.1385574340820312,1.1385574340820312,0.0,0.0,0,1.25
hard_bottom25,all,S6_early_mid_final,all_source_weak,1.25,1,1.4073219299316406,1.4073219299316406,1.4073219299316406,0.0,0.0,0,1.25
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_borderline,0.33,7,0.35969243730817524,-0.1654775619506836,-0.31943321228027344,0.14285714285714285,0.14285714285714285,1,1.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_borderline,0.5,6,0.09395758310953777,-0.32591676712036133,-0.3668022155761719,0.5,0.3333333333333333,1,1.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_borderline,0.67,4,0.27500200271606445,-0.5536659240722657,-0.5536727905273438,0.5,0.5,1,1.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_borderline,0.85,5,1.2977062225341798,0.7598552703857422,0.6321926116943359,0.0,0.0,1,1.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_borderline,1.0,4,1.3881878852844238,0.7377861022949219,0.6101741790771484,0.0,0.0,1,1.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,0.33,29,0.26688707285913926,-0.20741195678710939,-0.20926666259765625,0.2413793103448276,0.10344827586206896,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,0.5,24,0.4324762026468913,-0.26866788864135743,-0.31052303314208984,0.20833333333333334,0.16666666666666666,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,0.67,21,0.49975803920200895,-0.265411376953125,-0.26732730865478516,0.19047619047619047,0.14285714285714285,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,0.85,17,0.3710761350743911,-0.2661746978759766,-0.2692432403564453,0.23529411764705882,0.17647058823529413,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,1.0,17,0.3710759106804343,-0.2661746978759766,-0.2692432403564453,0.23529411764705882,0.17647058823529413,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_good,1.25,17,0.3710761350743911,-0.2661746978759766,-0.2692432403564453,0.23529411764705882,0.17647058823529413,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,0.33,4,0.1122426986694336,-0.4903717041015625,-0.5290184020996094,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,0.5,7,0.28205462864467074,-0.7708921432495117,-0.8758201599121094,0.2857142857142857,0.2857142857142857,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,0.67,12,0.23279825846354166,-0.981651496887207,-1.2574424743652344,0.4166666666666667,0.3333333333333333,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,0.85,15,0.1079681396484375,-1.2206151962280274,-1.6877059936523438,0.4666666666666667,0.4666666666666667,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,1.0,16,0.11587762832641602,-1.4553756713867188,-2.0592918395996094,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S4_final_decoder,same_bucket_weak,1.25,20,0.2407681465148926,-1.7281583786010741,-2.690998077392578,0.4,0.4,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,0.33,4,0.36445140838623047,-0.04286003112792969,-0.04286003112792969,0.0,0.0,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,0.5,5,0.6845130920410156,-0.0883056640625,-0.1084442138671875,0.2,0.0,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,0.67,14,0.7236897604806083,-0.5495059013366699,-0.8176460266113281,0.21428571428571427,0.21428571428571427,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,0.85,16,0.8357363939285278,-0.6754684448242188,-0.8928375244140625,0.3125,0.25,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,1.0,10,0.8418895721435546,-0.8515925407409668,-1.1252422332763672,0.2,0.2,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_borderline,1.25,4,0.9239912033081055,0.12722291946411132,0.0502777099609375,0.0,0.0,0,1.25
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,0.33,36,0.41340001424153644,-0.26421403884887695,-0.3292350769042969,0.2222222222222222,0.1111111111111111,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,0.5,35,0.5571114131382533,-0.4235830307006836,-0.4904775619506836,0.22857142857142856,0.17142857142857143,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,0.67,26,0.6780185699462891,-0.4672660827636719,-0.5562877655029297,0.23076923076923078,0.19230769230769232,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,0.85,20,0.7131301879882812,-0.4444265365600586,-0.4753570556640625,0.2,0.15,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,1.0,18,0.674828741285536,-0.44776430130004885,-0.47536277770996094,0.2222222222222222,0.16666666666666666,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_good,1.25,18,0.6748387018839518,-0.4478120803833008,-0.4753570556640625,0.2222222222222222,0.16666666666666666,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_weak,0.85,4,0.6298847198486328,-0.8722772598266602,-1.1227684020996094,0.25,0.25,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_weak,1.0,12,0.8974895477294922,-1.0630152702331543,-1.3954010009765625,0.3333333333333333,0.25,1,0.0
hard_bottom25,hard_bottom25,S5_bottleneck_mid,same_bucket_weak,1.25,18,0.8891026178995768,-1.5924220085144043,-1.8773479461669922,0.3888888888888889,0.3888888888888889,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,0.33,6,0.6053117116292318,0.5333957672119141,0.5333957672119141,0.0,0.0,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,0.5,5,0.8450050354003906,0.7907009124755859,0.7907009124755859,0.0,0.0,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,0.67,9,0.9407477908664279,0.10959281921386721,-0.34889793395996094,0.1111111111111111,0.1111111111111111,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,0.85,14,0.853778566632952,-0.6643870353698731,-0.9393310546875,0.21428571428571427,0.21428571428571427,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,1.0,12,0.5349216461181641,-1.3066815376281737,-1.4702281951904297,0.3333333333333333,0.3333333333333333,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_borderline,1.25,8,0.7356514930725098,-1.5782657623291017,-1.9374275207519531,0.25,0.25,1,0.5
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,0.33,30,0.3304505666097005,-0.3298063278198242,-0.3792877197265625,0.26666666666666666,0.13333333333333333,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,0.5,30,0.4494817097981771,-0.5497578620910645,-0.6233139038085938,0.26666666666666666,0.2,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,0.67,26,0.4715754435612605,-0.8357234001159668,-0.8903903961181641,0.34615384615384615,0.2692307692307692,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,0.85,21,0.499407722836449,-1.0225963592529297,-1.1116609573364258,0.3333333333333333,0.2857142857142857,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,1.0,18,0.6192885504828559,-0.6704573631286621,-1.0226001739501953,0.2777777777777778,0.2222222222222222,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_good,1.25,17,0.560727736529182,-0.6911754608154297,-1.0225811004638672,0.29411764705882354,0.23529411764705882,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,0.33,4,0.04393768310546875,-0.5655441284179688,-0.5655441284179688,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,0.5,2,0.011644363403320312,-0.8211175918579101,-0.9136466979980469,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,0.67,2,-0.05834197998046875,-1.1650909423828124,-1.2880630493164062,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,0.85,2,-0.17434310913085938,-1.5510501861572266,-1.7040176391601562,0.5,0.5,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,1.0,7,0.7030034746442523,-1.6447086334228516,-2.060129165649414,0.2857142857142857,0.2857142857142857,1,0.0
hard_bottom25,hard_bottom25,S6_early_mid_final,same_bucket_weak,1.25,12,0.5046237309773763,-2.0714863777160644,-2.6619930267333984,0.4166666666666667,0.4166666666666667,1,0.0
mid_50,all,S4_final_decoder,all_source_borderline,0.5,3,0.18470382690429688,-0.5215545654296875,-0.6400375366210938,0.3333333333333333,0.3333333333333333,0,0.67
mid_50,all,S4_final_decoder,all_source_borderline,0.67,6,0.9631373087565104,0.7225675582885742,0.6937217712402344,0.0,0.0,0,0.67
mid_50,all,S4_final_decoder,all_source_good,0.2,64,0.1556605100631714,-0.21784000396728517,-0.24155235290527344,0.1875,0.0625,1,0.0
mid_50,all,S4_final_decoder,all_source_good,0.33,64,0.2366524338722229,-0.23293190002441405,-0.37538909912109375,0.1875,0.09375,1,0.0
mid_50,all,S4_final_decoder,all_source_good,0.5,61,0.3065727108814677,-0.3782501220703125,-0.5289545059204102,0.21311475409836064,0.18032786885245902,1,0.0
mid_50,all,S4_final_decoder,all_source_good,0.67,56,0.28527709415980745,-0.5518798828125,-0.735009511311849,0.26785714285714285,0.19642857142857142,1,0.0
mid_50,all,S4_final_decoder,all_source_weak,0.2,16,0.0988311767578125,-0.52288818359375,-0.52288818359375,0.375,0.125,1,0.0
mid_50,all,S4_final_decoder,all_source_weak,0.33,16,0.12409234046936035,-0.7757282257080078,-0.8595619201660156,0.375,0.3125,1,0.0
mid_50,all,S4_final_decoder,all_source_weak,0.5,8,0.19525623321533203,-1.017491912841797,-1.2947425842285156,0.375,0.375,1,0.0
mid_50,all,S4_final_decoder,all_source_weak,0.67,10,0.15821418762207032,-1.3369832992553712,-1.7231063842773438,0.4,0.4,1,0.0
mid_50,all,S5_bottleneck_mid,all_source_borderline,0.2,14,0.24250357491629465,-0.06410980224609375,-0.06410980224609375,0.14285714285714285,0.0,0,0.33
mid_50,all,S5_bottleneck_mid,all_source_borderline,0.33,14,0.392890385219029,-0.12256240844726562,-0.12256240844726562,0.14285714285714285,0.0,0,0.33
mid_50,all,S5_bottleneck_mid,all_source_borderline,0.5,7,0.5790372576032367,-0.031027221679687494,-0.21802139282226562,0.14285714285714285,0.14285714285714285,0,0.33
mid_50,all,S5_bottleneck_mid,all_source_borderline,0.67,7,0.7522784641810826,-0.0875267028808594,-0.3341560363769531,0.14285714285714285,0.14285714285714285,0,0.33
mid_50,all,S5_bottleneck_mid,all_source_good,0.2,64,0.15779173374176025,-0.20065555572509766,-0.3446769714355469,0.125,0.0625,0,0.0
mid_50,all,S5_bottleneck_mid,all_source_good,0.33,64,0.2503103017807007,-0.34702396392822266,-0.5736885070800781,0.1875,0.09375,0,0.0
mid_50,all,S5_bottleneck_mid,all_source_good,0.5,64,0.3576766848564148,-0.5537981033325196,-0.8764305114746094,0.21875,0.125,0,0.0
mid_50,all,S5_bottleneck_mid,all_source_good,0.67,64,0.44420766830444336,-0.7756538391113281,-1.1817703247070312,0.25,0.1875,0,0.0
mid_50,all,S5_bottleneck_mid,all_source_weak,0.2,2,-0.08960342407226562,-0.08960342407226562,-0.08960342407226562,1.0,0.0,1,0.2
mid_50,all,S5_bottleneck_mid,all_source_weak,0.33,2,-0.16106033325195312,-0.16106033325195312,-0.16106033325195312,1.0,0.0,1,0.2
mid_50,all,S5_bottleneck_mid,all_source_weak,0.5,1,-0.26882171630859375,-0.26882171630859375,-0.26882171630859375,1.0,1.0,1,0.2
mid_50,all,S5_bottleneck_mid,all_source_weak,0.67,1,-0.39093780517578125,-0.39093780517578125,-0.39093780517578125,1.0,1.0,1,0.2
