target_fold,policy_variant,target_bucket,compat_bin,stage_set,chosen_source_bucket,chosen_action,chosen_strength,selection_reason,sample_count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,table_policy_mean,table_policy_hard,table_policy_easy,table_policy_p05,table_policy_cvar5,table_policy_unsafe_rate,table_policy_severe_rate,table_policy_fold_tail_pass,cross_bucket_unsafe,hard_to_easy_cross_severe,table_pass,source_bucket,action_name,action_strength,coverage_count,mean_lcb,p05_lcb,cvar5_lcb,unsafe_ucb,severe_ucb
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,7,0.18409954270632978,-0.3410704565525291,-0.4950261068821189,0.26785714285714285,0.26785714285714285
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,24,0.376566932097616,-0.9973377570554196,-1.0312152251645503,0.33166666666666667,0.33166666666666667
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,20,0.3826032215962445,-1.1762241786112753,-1.3454469149699178,0.3476190476190476,0.3476190476190476
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,17,0.5106783967356102,-0.8396787711254307,-1.171107298957462,0.29084967320261434,0.29084967320261434
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,16,0.4494565486907959,-0.861888313293457,-1.172581100463867,0.3088235294117647,0.3088235294117647
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,23,0.4927111266145361,-0.6138533039539931,-0.6979906483143447,0.302536231884058,0.25905797101449274
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,18,0.5608624860855018,-0.5948228327553727,-0.6224975077431657,0.27485380116959063,0.21929824561403508
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,16,0.5142791032791137,-0.6010111808776856,-0.625362777709961,0.3088235294117647,0.24632352941176472
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,16,0.5142881631851196,-0.6010526657104492,-0.6253570556640625,0.3088235294117647,0.24632352941176472
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,25,0.12900367736816404,-0.39955467224121094,-0.400162353515625,0.2784615384615384,0.15846153846153846
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,24,0.18129822164331094,-0.44017413706030234,-0.4542956695004879,0.24833333333333335,0.165
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,22,0.2841065719277416,-0.3932071980196572,-0.42460158431116113,0.22529644268774704,0.13438735177865613
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,25,0.10874610900878906,-0.3483393096923828,-0.34926666259765626,0.31846153846153846,0.15846153846153846
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,21,0.24998613183235882,-0.41288681840364383,-0.45416661118928836,0.28354978354978355,0.23593073593073594
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,19,0.3490340702797528,-0.41167771006756937,-0.41512638713055766,0.26052631578947366,0.20789473684210524
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,15,0.19614706185362768,-0.41819804363546736,-0.42088301830587754,0.32916666666666666,0.2625
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,15,0.19614680754047664,-0.41819804363546736,-0.42088301830587754,0.32916666666666666,0.2625
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,15,0.19614706185362768,-0.41819804363546736,-0.42088301830587754,0.32916666666666666,0.2625
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,9,-0.13971922132703996,-0.2243914286295573,-0.2490832010904948,0.2111111111111111,0.1
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,9,-0.12020831637912328,-0.2885172526041667,-0.3382975260416667,0.2111111111111111,0.1
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,9,-0.10835266113281253,-0.38124186197916665,-0.46371714274088544,0.3222222222222222,0.2111111111111111
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,13,-0.12157936879995683,-0.19632161264010106,-0.22278035287447606,0.14835164835164835,0.07142857142857142
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,13,-0.0925967661669941,-0.24399541024752294,-0.2950497925717417,0.22527472527472528,0.07142857142857142
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,13,-0.06231217801344842,-0.31682026986666356,-0.3962765992123667,0.30219780219780223,0.14835164835164835
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,8,-0.1423803520383325,-0.1903554153623071,-0.19144355775732663,0.1111111111111111,0.1111111111111111
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,8,-0.12310087205786374,-0.21488372804541256,-0.21701728822607663,0.1111111111111111,0.1111111111111111
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,8,-0.11246501924414304,-0.2539235305966821,-0.25733482362646726,0.3611111111111111,0.1111111111111111
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,9,0.5474238925509982,-1.0486647288004558,-1.291908899943034,0.3222222222222222,0.3222222222222222
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,4,0.7239912033081055,-0.07277708053588869,-0.1497222900390625,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,4,1.0509465217590332,0.5279396057128907,0.4321926116943359,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,4,1.1881878852844239,0.537786102294922,0.4101741790771484,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,3,-0.13668129651370642,-0.16746208875003454,-0.17240975110355017,0.25,0.25
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,3,-0.06553719250980017,-0.1311476966601908,-0.1416213294726908,0.25,0.25
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,3,0.015132210566371707,-0.10172226636233923,-0.1201979896289408,0.25,0.25
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,2,-0.247265472448247,-0.2742506409052783,-0.27724899295605954,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,2,-0.2642923736933642,-0.32022136691846187,-0.3264356994990283,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,2,-0.30546630862988766,-0.3991590881709033,-0.4095693970087939,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,5,0.495070372941024,-0.2777483831624916,-0.2978869329671791,0.3666666666666667,0.16666666666666666
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,5,0.5010563958902428,0.04378329408360215,0.018412505509383392,0.16666666666666666,0.16666666666666666
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.14083801265917487,0.14083801265917487,0.14083801265917487,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,-0.15606231689453126,-0.7655441284179687,-0.7655441284179687,0.7,0.7
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,4,0.04960327148437499,-0.07154006958007814,-0.07154006958007814,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,0.16445140838623046,-0.2428600311279297,-0.2428600311279297,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,14,0.6777017574856095,-0.8579032371520161,-1.0462897727965474,0.35238095238095235,0.35238095238095235
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,3,0.8123111147818666,-0.7408141395312845,-1.0065333625537454,0.5833333333333333,0.5833333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.08700500484667487,0.08700500484667487,0.08700500484667487,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,-0.08775730133056642,-0.6903717041015625,-0.7290184020996093,0.7,0.7
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,6,0.08488769033658938,-0.20872733295849527,-0.30828616321972574,0.30952380952380953,0.14285714285714285
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,6,0.24838243622688883,-0.24542185963085855,-0.40873477161816324,0.30952380952380953,0.30952380952380953
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,8,0.06355512617211673,-0.4891072464169946,-0.5690222931088891,0.3611111111111111,0.2361111111111111
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,8,0.2058242606936011,-0.7008517456235375,-0.8228865814389672,0.3611111111111111,0.3611111111111111
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,6,0.11195614635058676,0.02212765513964926,0.0072083741337898855,0.14285714285714285,0.14285714285714285
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,6,0.2971495260706388,0.14086773692675864,0.11196759044238364,0.14285714285714285,0.14285714285714285
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,8,0.02640522001366946,-0.42647716524023677,-0.49013816835302976,0.3611111111111111,0.2361111111111111
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,8,0.1442402648745093,-0.6007857513608423,-0.7016745758237328,0.3611111111111111,0.3611111111111111
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,6,0.05197575389453207,-0.24387595356396402,-0.35478350819042886,0.30952380952380953,0.14285714285714285
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,6,0.09042980968066489,-0.3191418379633781,-0.45626971424511636,0.30952380952380953,0.30952380952380953
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,4,0.07020549774169921,-0.39741306304931645,-0.4826995849609375,0.45,0.45
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,4,0.09331684112548827,-0.4342056274414063,-0.5259849548339843,0.45,0.45
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,2,-0.032335891759770446,-0.24389308933057122,-0.2673994446162158,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,2,0.08676086422167487,-0.2752111816767626,-0.31543029788770016,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,5,-0.07234028684901504,-0.523536575911515,-0.5562449346761635,0.7666666666666666,0.5666666666666667
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,3,-0.055269299036492886,-0.4018935462695658,-0.4621207496387064,0.5833333333333333,0.5833333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,3,0.03973955106116339,-0.5294699928027689,-0.6275717994433939,0.5833333333333333,0.5833333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,3,0.012582721227178989,-0.4543509742480814,-0.523831107304722,0.5833333333333333,0.5833333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,3,0.08800437243160608,-0.4543509742480814,-0.523831107304722,0.5833333333333333,0.5833333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,1,-0.6083610534667969,-0.6083610534667969,-0.6083610534667969,1.0,1.0
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.67,0.67,1,-0.6083610534667969,-0.6083610534667969,-0.6083610534667969,1.0,1.0
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,1,0.6103889465332031,0.6103889465332031,0.6103889465332031,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,1,0.8397666931152343,0.8397666931152343,0.8397666931152343,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,6,0.497400787463868,-1.862533065685546,-2.1190771788447256,0.47619047619047616,0.47619047619047616
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,2,0.1966909026738233,0.18857303615771,0.187671050989253,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,2,0.4662583922978467,0.44329353328905763,0.4407418822880811,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,1,0.797686767578125,0.797686767578125,0.797686767578125,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.67,0.67,1,1.1247055053710937,1.1247055053710937,1.1247055053710937,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,4,-0.18985481262207032,-0.26534500122070315,-0.2716209411621094,0.45,0.2
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,4,-0.18454761505126954,-0.33631324768066406,-0.3490631103515625,0.7,0.2
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,4,-0.17736454010009767,-0.4108860015869141,-0.427783203125,0.7,0.45
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,0.41602306365966796,0.33339576721191405,0.33339576721191405,0.2,0.2
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,3,0.657870552851528,0.5752308586376608,0.5752308586376608,0.25,0.25
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,9,0.3705190022786458,-1.5179518381754558,-1.6368948618570964,0.43333333333333335,0.43333333333333335
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,1,2.0749980926513674,2.0749980926513674,2.0749980926513674,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.06660018917284674,0.06660018917284674,0.06660018917284674,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.07716308590136237,0.07716308590136237,0.07716308590136237,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,1,0.17436904907226558,0.17436904907226558,0.17436904907226558,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,2,-0.02277816776074701,-0.38700927737988766,-0.4274794006709033,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,2,-0.276034011876958,-0.2926388168696337,-0.2944837952021533,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,2,-0.3206583404902392,-0.35746425632275874,-0.36155380252637204,0.8333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,2,-0.3931166077021533,-0.46111511234082514,-0.46867050174512204,1.0,0.8333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,1,-0.6267478942871094,-0.6267478942871094,-0.6267478942871094,1.0,1.0
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,2,-0.47221244815625485,-1.6940105820063525,-1.829765930211919,0.8333333333333333,0.8333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,3,-0.43344249137861524,-0.6244731208545267,-0.6439368507129252,0.9166666666666666,0.9166666666666666
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,1,-0.6569526672363282,-0.6569526672363282,-0.6569526672363282,1.0,1.0
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,3,-0.281084754155308,-0.7691382667285501,-0.7691428443652689,0.9166666666666666,0.9166666666666666
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,1,-1.103628921508789,-1.103628921508789,-1.103628921508789,1.0,1.0
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,1,-0.31012039184570317,-0.31012039184570317,-0.31012039184570317,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,1,-0.32481079101562504,-0.32481079101562504,-0.32481079101562504,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,1,-0.34988098144531254,-0.34988098144531254,-0.34988098144531254,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,1,-0.38960342407226567,-0.38960342407226567,-0.38960342407226567,1.0,0.5
1,v230_hybrid_compat_firewall_lcb,mid_50,all_source_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,1,-0.46106033325195317,-0.46106033325195317,-0.46106033325195317,1.0,0.5
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,1,1.3315593719482421,1.3315593719482421,1.3315593719482421,0.5,0.5
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,2,0.4178212737675733,0.07443157192431157,0.036277160608393616,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,2,-0.048569335973637634,-0.048569335973637634,-0.048569335973637634,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,2,0.014560089075190491,0.014560089075190491,0.014560089075190491,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,2,0.07943283077440924,0.07943283077440924,0.07943283077440924,0.3333333333333333,0.3333333333333333
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,2,0.13236557003222174,0.13236557003222174,0.13236557003222174,0.3333333333333333,0.3333333333333333
