target_fold,policy_variant,target_bucket,compat_bin,stage_set,chosen_source_bucket,chosen_action,chosen_strength,selection_reason,sample_count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,table_policy_mean,table_policy_hard,table_policy_easy,table_policy_p05,table_policy_cvar5,table_policy_unsafe_rate,table_policy_severe_rate,table_policy_fold_tail_pass,cross_bucket_unsafe,hard_to_easy_cross_severe,table_pass,source_bucket,action_name,action_strength,coverage_count,mean_lcb,p05_lcb,cvar5_lcb,unsafe_ucb,severe_ucb
1,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,2,0.21186958309374518,0.206669959985835,0.20609222408495612,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,22,0.05818632823100858,-0.25454981886926664,-0.341879874106083,0.13438735177865613,0.08893280632411067
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,22,0.17307651350045108,-0.3455589588839151,-0.4913111027437783,0.22529644268774704,0.13438735177865613
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,22,0.3028960367049077,-0.4869470890719033,-0.7074098881441689,0.22529644268774704,0.13438735177865613
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,22,0.4034661952298545,-0.6504844959932901,-0.9434747990328408,0.22529644268774704,0.22529644268774704
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,22,0.07397258588814637,-0.25503371321741114,-0.33286765181604394,0.17984189723320157,0.08893280632411067
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,22,0.19449205055433957,-0.36705096327844633,-0.489554434652958,0.17984189723320157,0.13438735177865613
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,22,0.32540309736275574,-0.5559063252169228,-0.729788809652958,0.22529644268774704,0.17984189723320157
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.67,0.67,22,0.414604764454819,-0.7854835804659462,-1.0018682774263956,0.3616600790513834,0.22529644268774704
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,24,0.03444397995426471,-0.32826646417822225,-0.4855018004819332,0.165,0.12333333333333332
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,24,0.1389326706484379,-0.46738847345556606,-0.7145133361264644,0.165,0.12333333333333332
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,24,0.26195522695336954,-0.6661174163266599,-1.0172553405209956,0.20666666666666667,0.165
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,24,0.35619684606347696,-0.881672035162109,-1.3225951537534175,0.24833333333333335,0.165
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,22,0.08291857116202778,-0.22747576796594632,-0.2738676365572549,0.17984189723320157,0.043478260869565216
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,22,0.21441222628010306,-0.3129497822481729,-0.3868151005465127,0.17984189723320157,0.08893280632411067
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,22,0.36637467994887085,-0.45849135481897363,-0.5635881718355752,0.2707509881422925,0.17984189723320157
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.67,0.67,22,0.4692754451077842,-0.6391355808931924,-0.7684831913668252,0.2707509881422925,0.17984189723320157
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,25,0.040790557861328125,-0.25077041625976565,-0.32288421630859376,0.15846153846153846,0.07846153846153847
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,25,0.12633941650390623,-0.3431974792480469,-0.4652658843994141,0.15846153846153846,0.11846153846153847
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,25,0.17048873901367184,-0.48633636474609376,-0.6622568511962891,0.19846153846153847,0.15846153846153846
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,25,0.1840394592285156,-0.6317030334472656,-0.7490717315673828,0.23846153846153847,0.15846153846153846
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,26,0.07576313396244733,-0.2812577576672852,-0.3464204163586915,0.1908831908831909,0.0754985754985755
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,26,0.14799090542804225,-0.4125529618298829,-0.5193692536389649,0.1908831908831909,0.15242165242165243
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,26,0.1700884196539287,-0.5938397736584962,-0.7029153199231446,0.2678062678062678,0.1908831908831909
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.67,0.67,26,0.15415736355792506,-0.7237378449475587,-0.7943021149670899,0.2678062678062678,0.22934472934472935
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,30,-0.021910014372414716,-0.2312170809719427,-0.23765009107326107,0.2989247311827957,0.03225806451612903
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,30,0.026718856273744124,-0.2893193072292669,-0.29846971692775326,0.2989247311827957,0.03225806451612903
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,30,0.0679716282870905,-0.3579912966701849,-0.3650628870937689,0.2989247311827957,0.23225806451612904
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,30,0.10333094733819725,-0.44089201154445246,-0.4414808100674017,0.3655913978494624,0.2989247311827957
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,30,0.12644979295994208,-0.5182741946194036,-0.525472814461933,0.432258064516129,0.2989247311827957
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,30,0.1503041757927871,-0.6419840640041693,-0.6681920832607611,0.432258064516129,0.33225806451612905
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,26,0.14395598275489022,-0.49102128458378913,-0.5185109467541993,0.34472934472934474,0.1908831908831909
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,26,0.235380484614115,-0.7216726632153809,-0.7625371308362305,0.34472934472934474,0.2678062678062678
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,5,0.6011025537271568,-0.30909527647303847,-0.5383406530599526,0.3666666666666667,0.3666666666666667
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,10,0.4894148166696793,-0.9122307483632797,-1.1025766078908676,0.3909090909090909,0.3909090909090909
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,2,-0.16279949191846185,-0.8414138222102099,-0.9168154144648486,0.8333333333333333,0.8333333333333333
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,28,0.007974170592841223,-0.18959955933095202,-0.19047741653920397,0.17733990147783252,0.034482758620689655
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,28,0.07472347086837136,-0.22407326462270005,-0.22551922562123522,0.24876847290640391,0.034482758620689655
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,28,0.1354969116381119,-0.26375813248158675,-0.2659397578477977,0.24876847290640391,0.034482758620689655
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,28,0.19267690758363365,-0.31390537979603994,-0.3140202021837352,0.24876847290640391,0.034482758620689655
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,28,0.23336392366203768,-0.3680331683397411,-0.3732662654161571,0.24876847290640391,0.21305418719211822
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,28,0.29348941085337416,-0.44029431107045397,-0.46496205093861803,0.24876847290640391,0.21305418719211822
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,28,0.22046588725020733,-0.43668837311269026,-0.4670315242052196,0.32019704433497537,0.17733990147783252
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,27,0.31794055851977293,-0.5621836748673618,-0.6289675798966586,0.332010582010582,0.2579365079365079
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,12,0.4884413112768382,-0.7484932552209645,-0.9753810535302907,0.3269230769230769,0.3269230769230769
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,3,-0.05304024426761267,-1.1712443610889016,-1.3382384559375344,0.5833333333333333,0.5833333333333333
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,30,-0.058552470427102224,-0.25588377179835875,-0.2847863978359564,0.2989247311827957,0.03225806451612903
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,30,-0.027919561288104827,-0.32739837827418883,-0.36814134778712826,0.2989247311827957,0.0989247311827957
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,29,0.00889931663772403,-0.3770518636559182,-0.42537091730582055,0.34367816091954023,0.17126436781609194
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,7,-0.11027955536844702,-0.5585009527683493,-0.5922398519993064,0.5535714285714286,0.5535714285714286
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,7,-0.08959381448884322,-0.6428877783298728,-0.676563735055947,0.6964285714285714,0.4107142857142857
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,5,0.09291697633457868,-0.4062388311605385,-0.5088759313802651,0.3666666666666667,0.3666666666666667
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,23,0.23816127084326405,-1.0086105747669813,-1.0320932789295791,0.43297101449275366,0.3460144927536232
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,18,0.2142731857179346,-1.1964561907570817,-1.347866007499025,0.4415204678362573,0.38596491228070173
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,15,0.31119210071267717,-0.8842399900466003,-1.1742399518996276,0.3958333333333333,0.32916666666666666
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,15,0.3203008348435365,-0.8842409437209167,-1.1742208784132995,0.3958333333333333,0.32916666666666666
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,20,0.4125008160481488,-0.6282161181559528,-0.7818902438273395,0.3476190476190476,0.2976190476190476
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,16,0.489487624168396,-0.6009382247924805,-0.6253570556640625,0.3088235294117647,0.24632352941176472
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,14,0.42628446121224167,-0.6077103088378071,-0.6288150260924459,0.35238095238095235,0.28095238095238095
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,14,0.4262681125096747,-0.6077454994200826,-0.6288093040465474,0.35238095238095235,0.28095238095238095
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_0.85,0.85,23,0.038869378169605756,-0.40156139568983296,-0.40186523632703997,0.3460144927536232,0.21557971014492752
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.00,1.0,22,0.06954354896742548,-0.44695714079919824,-0.45611098372522363,0.3162055335968379,0.22529644268774704
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,19,0.0689377150422939,-0.4079730668180577,-0.4526839890592686,0.3131578947368421,0.20789473684210524
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,23,0.055979124687948134,-0.3505058689564345,-0.3509695454090712,0.3460144927536232,0.1721014492753623
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,19,0.18708732184739257,-0.42338234568768657,-0.4976859727018467,0.3131578947368421,0.26052631578947366
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.67,0.67,16,0.19560585021972654,-0.4163693428039551,-0.41924324035644533,0.3088235294117647,0.24632352941176472
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,14,0.11652777350297827,-0.42020229797354935,-0.4226954887389302,0.35238095238095235,0.28095238095238095
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,14,0.11652750102460219,-0.42020229797354935,-0.4226954887389302,0.35238095238095235,0.28095238095238095
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,14,0.11652777350297827,-0.42020229797354935,-0.4226954887389302,0.35238095238095235,0.28095238095238095
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,10,-0.11876427573754728,-0.1744638149221176,-0.18393265647485196,0.09090909090909091,0.09090909090909091
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,10,-0.08294693870141447,-0.19192234916284023,-0.2104257289846176,0.09090909090909091,0.09090909090909091
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,10,-0.051423043437742594,-0.22451512260034023,-0.25410782737328946,0.19090909090909092,0.09090909090909091
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,16,-0.11026563644409182,-0.17958106994628908,-0.1986869812011719,0.058823529411764705,0.058823529411764705
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,16,-0.07506432533264162,-0.2162498474121094,-0.251531982421875,0.18382352941176472,0.058823529411764705
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,16,-0.036369705200195335,-0.27576675415039065,-0.3279289245605469,0.24632352941176472,0.058823529411764705
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,9,-0.14148373074001738,-0.1861559549967448,-0.18739954630533856,0.1,0.1
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,9,-0.12580362955729169,-0.21053492228190107,-0.21297327677408856,0.1,0.1
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_good,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,9,-0.12802166408962676,-0.24939219156901044,-0.2532908121744792,0.3222222222222222,0.1
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,8,0.44899237630944583,-1.083114261645266,-1.295952911395022,0.3611111111111111,0.3611111111111111
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.25,1.25,4,0.7239912033081055,-0.07277708053588869,-0.1497222900390625,0.2,0.2
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,3,0.9441419660188456,0.4896931389110982,0.41672255785641077,0.25,0.25
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,2,0.8129972076054639,0.4131772613164014,0.3687528228398389,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,5,-0.1422373663167885,-0.2485308538656166,-0.2740679632406166,0.3666666666666667,0.16666666666666666
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,5,-0.10319470274256973,-0.3188380132894447,-0.3696490179281166,0.3666666666666667,0.16666666666666666
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,5,-0.06430004942225723,-0.42467907774256974,-0.5073061834554604,0.3666666666666667,0.3666666666666667
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.10,0.1,4,-0.2147085189819336,-0.268096923828125,-0.27379150390625,0.45,0.2
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.20,0.2,4,-0.23910064697265626,-0.34686164855957036,-0.35777587890625,0.7,0.2
2,v230_hybrid_compat_firewall_lcb,easy_top25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,easy_top25,mild_0.33,0.33,4,-0.28613967895507814,-0.46423931121826173,-0.48119659423828126,0.7,0.45
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,medium_0.50,0.5,5,0.495070372941024,-0.2777483831624916,-0.2978869329671791,0.3666666666666667,0.16666666666666666
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,strong_1.25,1.25,4,0.1757038116455078,-0.6339572906494141,-0.7472183227539062,0.45,0.45
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.14083801265917487,0.14083801265917487,0.14083801265917487,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,-0.15606231689453126,-0.7655441284179687,-0.7655441284179687,0.7,0.7
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,4,0.04960327148437499,-0.07154006958007814,-0.07154006958007814,0.2,0.2
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,0.16445140838623046,-0.2428600311279297,-0.2428600311279297,0.2,0.2
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_borderline,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_0.85,0.85,12,0.45484813348142805,-0.8911685596338064,-1.050572551333025,0.4935897435897436,0.41025641025641024
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S5_bottleneck_mid,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,strong_1.00,1.0,4,0.5236375808715821,-0.9007227897644043,-0.9910633087158203,0.7,0.45
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,all_source_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.08700500484667487,0.08700500484667487,0.08700500484667487,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,hard_bottom25,same_bucket_weak,S4_final_decoder,,,,,,,,,,,,,,,,,,,,,,hard_bottom25,mild_0.33,0.33,4,-0.08775730133056642,-0.6903717041015625,-0.7290184020996093,0.7,0.7
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.20,0.2,2,0.11447845455370612,0.11422782894335456,0.11419998165331549,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,mild_0.33,0.33,2,0.33514533992968265,0.32826000210009276,0.3274949645634717,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.50,0.5,1,0.5756027221679687,0.5756027221679687,0.5756027221679687,0.5,0.5
2,v230_hybrid_compat_firewall_lcb,mid_50,all_source_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,all,medium_0.67,0.67,1,0.7685005187988281,0.7685005187988281,0.7685005187988281,0.5,0.5
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.20,0.2,2,0.1661103820439405,0.14670577999315923,0.144549713098628,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,mild_0.33,0.33,2,0.4159959411259717,0.3937245940800733,0.39124999996386234,0.3333333333333333,0.3333333333333333
2,v230_hybrid_compat_firewall_lcb,mid_50,same_bucket_borderline,S6_early_mid_final,,,,,,,,,,,,,,,,,,,,,,mid_50,medium_0.50,0.5,1,0.6480171203613281,0.6480171203613281,0.6480171203613281,0.5,0.5
