variant,control_family,control_name,stage_set,source_bucket,target_bucket,pre_envelope_mean_dpsnr,pre_envelope_p05,pre_envelope_cvar5,pre_envelope_unsafe_rate,pre_envelope_severe_rate,post_envelope_accept_rate,post_envelope_mean_dpsnr,post_envelope_p05,post_envelope_cvar5,post_envelope_unsafe_rate,post_envelope_severe_rate,gate_interpretation
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,hard_bottom25,easy_top25,-0.9781169891357422,-3.4945610046386717,-4.217700958251953,0.7,0.6,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,hard_bottom25,mid_50,0.5030180931091308,-1.4750642776489258,-1.945913314819336,0.375,0.3,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,mid_50,easy_top25,-0.02724609375,-1.575705337524414,-1.8246498107910156,0.6,0.5,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,mid_50,hard_bottom25,0.421843433380127,-0.1869974136352539,-0.20477294921875,0.15,0.05,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,easy_top25,hard_bottom25,0.04573373794555664,-0.13372764587402344,-0.19090652465820312,0.3,0.0,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,hard_bottom25,easy_top25,-1.5151796340942383,-4.324296379089356,-5.19342041015625,0.8,0.75,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,hard_bottom25,mid_50,0.2726446151733398,-1.6179937362670898,-2.1067638397216797,0.4,0.375,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,mid_50,easy_top25,-0.23803844451904296,-2.1243377685546876,-2.164520263671875,0.65,0.55,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,mid_50,hard_bottom25,0.37975082397460935,-0.2434370994567871,-0.3307075500488281,0.3,0.15,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,all,easy_top25,0.05904579162597656,-0.32208137512207036,-0.684600830078125,0.35,0.15,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,all,hard_bottom25,0.1446446418762207,-0.08279933929443359,-0.08702850341796875,0.1,0.0,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,all,mid_50,0.21732587814331056,-0.21945953369140625,-0.5088462829589844,0.2,0.075,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,easy_top25,easy_top25,0.024466514587402344,-0.1841135025024414,-0.205078125,0.3,0.05,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,hard_bottom25,hard_bottom25,0.26095285415649416,-0.18456945419311524,-0.35875701904296875,0.2,0.05,1.0,0.126663875579834,-0.07764835357666015,-0.10446929931640625,0.1,0.0,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,mid_50,mid_50,0.2348011016845703,-0.24525947570800782,-0.6128635406494141,0.25,0.1,1.0,0.1284820556640625,-0.14358692169189452,-0.2827014923095703,0.2,0.025,PASS_POST_PLAUSIBLE_CONTROL
energy_norm_plus_bucket_strength_plus_alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,all,easy_top25,0.05001678466796875,-0.16312808990478517,-0.3689727783203125,0.25,0.05,0.0,nan,nan,nan,0.0,0.0,PASS_POST_PLAUSIBLE_CONTROL
