name,a0_psnr,candidate_psnr,delta_psnr,a0_ssim,candidate_ssim,delta_ssim,input_gt_l1,a0_gt_l1,candidate_gt_l1
1000_0.74_1.6.png,36.9222412109375,37.44190979003906,0.5196685791015625,0.9977827072143555,0.9978076815605164,2.4974346160888672e-05,0.1719251573085785,0.011689144186675549,0.011038853786885738
1001_0.89_1.66.png,35.00823211669922,34.74949264526367,-0.2587394714355469,0.975281834602356,0.9745606780052185,-0.0007211565971374512,0.14484916627407074,0.013822163455188274,0.014267819933593273
1002_0.73_1.47.png,33.58782196044922,33.617034912109375,0.02921295166015625,0.9880730509757996,0.9877625703811646,-0.00031048059463500977,0.10804958641529083,0.015833182260394096,0.015929827466607094
1003_0.9_1.06.png,38.65223693847656,38.29779815673828,-0.35443878173828125,0.986864447593689,0.9862419962882996,-0.0006224513053894043,0.10155312716960907,0.009373323991894722,0.009777178056538105
1004_0.91_1.17.png,37.140499114990234,36.832054138183594,-0.3084449768066406,0.9887340068817139,0.9881402254104614,-0.0005937814712524414,0.11183138936758041,0.01123181451112032,0.011667867191135883
1005_0.74_1.81.png,38.30308532714844,38.3339729309082,0.030887603759765625,0.9964064359664917,0.9964323043823242,2.586841583251953e-05,0.2641885578632355,0.009219735860824585,0.009189396165311337
1006_0.89_1.55.png,37.09952926635742,37.13871383666992,0.0391845703125,0.9955921173095703,0.9956401586532593,4.8041343688964844e-05,0.3046744763851166,0.010160733945667744,0.010114866308867931
1007_0.68_1.25.png,38.78367614746094,38.73005294799805,-0.053623199462890625,0.9977482557296753,0.9977909922599792,4.273653030395508e-05,0.1885557919740677,0.00869210995733738,0.008744543418288231
1008_0.52_1.98.png,39.091495513916016,39.130859375,0.039363861083984375,0.9969046115875244,0.996922492980957,1.7881393432617188e-05,0.18886955082416534,0.008125781081616879,0.008087304420769215
1009_0.84_0.56.png,44.452667236328125,44.38227081298828,-0.07039642333984375,0.9891738891601562,0.9888664484024048,-0.00030744075775146484,0.1712237149477005,0.004787243902683258,0.004828348755836487
