low_size,K,group,count,mean_output_gain,mean_oracle_gain,mean_corr
32,32,closed_easy,28,0.0,0.0,
32,32,closed_hard,2,0.0,0.0,
32,32,middle,128,0.26977089047431946,1.0299541354179382,0.48299385020663116
32,32,open_easy,36,-0.12102540334065755,0.8227534823947482,0.29585244881713557
32,32,open_hard,62,0.9411197785408266,1.4197692255819998,0.6875029989788609
