K,low_size,step,loss,loss_field,loss_coeff,loss_tv,count,coeff_mse,coeff_mae,lowspace_weighted_field_l1,lowspace_zero_field_l1,lowspace_field_l1_drop,lowspace_field_corr
32,32,1,0.15446358919143677,0.00921119749546051,0.7262563109397888,0.0011380343930795789,90,0.02132974937558174,0.0797797366976738,0.013298434037488267,0.014808311419212496,0.1019614822366103,0.21882688999176025
32,32,100,0.07680859416723251,0.003816152922809124,0.3649473786354065,0.002965794876217842,90,0.006752230692654848,0.04034028202295303,0.007309600411025847,0.014808311419212496,0.5063852856617888,0.7925020456314087
32,32,200,0.02914348989725113,0.0019241790287196636,0.13607832789421082,0.0036454678047448397,90,0.0015119765885174274,0.01593603566288948,0.004840746006469,0.014808311419212496,0.6731061449593401,0.9143429398536682
32,32,300,0.011965914629399776,0.0015308305155485868,0.05215606838464737,0.0038697589188814163,90,0.00043942974298261106,0.007515306118875742,0.0042598873610156865,0.014808311419212496,0.7123313225646475,0.9373481869697571
32,32,400,0.006445901468396187,0.0014631274389103055,0.024894285947084427,0.003916895017027855,90,0.00023472239263355732,0.004680738318711519,0.004158603978773745,0.014808311419212496,0.7191709533216382,0.9416666626930237
32,32,500,0.004313626326620579,0.0014389376156032085,0.014353757724165916,0.003937032073736191,90,0.00013832925469614565,0.003295490751042962,0.0041222094272249585,0.014808311419212496,0.7216286644352474,0.9436994791030884
32,32,600,0.003202291438356042,0.0014241677708923817,0.008870869874954224,0.003949559759348631,90,7.796441786922514e-05,0.0024683810770511627,0.004102994755126332,0.014808311419212496,0.7229262244037458,0.9449701905250549
32,32,700,0.0025609051808714867,0.0014129446353763342,0.005720035172998905,0.003953484818339348,90,3.9086931792553514e-05,0.001871816348284483,0.004087094039399452,0.014808311419212496,0.7239999940778661,0.9457901120185852
32,32,800,0.002178430324420333,0.001405445858836174,0.003845146158710122,0.0039551290683448315,90,1.6875526853254996e-05,0.0014835408655926585,0.00407458855078915,0.014808311419212496,0.7248444852731334,0.9462571740150452
32,32,900,0.0019394331611692905,0.0014022780815139413,0.002665995853021741,0.00395591277629137,90,8.772901310294401e-06,0.0011490421602502465,0.004069700587991948,0.014808311419212496,0.7251745676612482,0.9464266896247864
32,32,1000,0.0018195633310824633,0.001401128014549613,0.002072393661364913,0.003956645727157593,90,6.309592663455987e-06,0.0010724987369030714,0.004067568648453149,0.014808311419212496,0.725318536779566,0.9464812278747559
32,32,1100,0.0017126902239397168,0.0014003870310261846,0.0015417331596836448,0.003956596367061138,90,4.64605409433716e-06,0.0009094414417631924,0.004066662952152624,0.014808311419212496,0.7253796981284117,0.9465157985687256
32,32,1200,0.0016292178770527244,0.001399824395775795,0.001127182855270803,0.003956915810704231,90,3.331279003759846e-06,0.0007151418831199408,0.004065558048026398,0.014808311419212496,0.7254543119108307,0.9465392231941223
32,32,1300,0.001792166382074356,0.0014015893684700131,0.001933111809194088,0.00395458098500967,90,6.633902103203582e-06,0.0013744024327024817,0.004068194244186609,0.014808311419212496,0.7252762905223291,0.946496844291687
32,32,1400,0.0015443451702594757,0.001399258617311716,0.0007056476315483451,0.003957131411880255,90,2.054035576293245e-06,0.0005680463509634137,0.004064204795624111,0.014808311419212496,0.7255456965639473,0.9465658664703369
32,32,1500,0.001546437037177384,0.0013993839966133237,0.0007154835620895028,0.0039563714526593685,90,2.4675500753801316e-06,0.0007461276254616678,0.0040641703973088575,0.014808311419212496,0.7255480194699342,0.9465627074241638
32,32,1600,0.0014902984257787466,0.0013989590806886554,0.00043691106839105487,0.003957218956202269,90,1.3134408618498128e-06,0.00044418947072699666,0.004063612086192048,0.014808311419212496,0.7255857220209547,0.9465817213058472
32,32,1700,0.00155254069250077,0.0013995700282976031,0.0007450621924363077,0.003958219196647406,90,2.100241545122117e-06,0.0008213786059059203,0.004065017881075876,0.014808311419212496,0.7254907891927591,0.9465665817260742
32,32,1800,0.001559102558530867,0.0014000560622662306,0.0007754407124593854,0.0039583370089530945,90,3.1526349175692303e-06,0.0009609872358851135,0.004066724944720774,0.014808311419212496,0.725375511792347,0.9465607404708862
32,32,1900,0.001447963179089129,0.0013987760758027434,0.000226148622459732,0.003957418724894524,90,7.35631715542695e-07,0.00034168767160736024,0.004063462396820174,0.014808311419212496,0.7255958304909643,0.9465933442115784
32,32,2000,0.0014497836818918586,0.0013988054124638438,0.00023510510800406337,0.003957277629524469,90,8.648402740618621e-07,0.0004514558822847903,0.004063350885798198,0.014808311419212496,0.7256033607905926,0.9465922713279724
