low_size,K,split,index,name,anchor_psnr,output_psnr,oracle_psnr,output_gain,oracle_gain,corr,P_benefit,proxy_score,M_safe_mean,target_abs_mean,pred_abs_mean,weighted_den,initial_l1_num,final_l1_num,weighted_field_l1,group
32,32,train,12,1011_0.79_0.66.png,43.748023986816406,43.748023986816406,43.748023986816406,0.0,0.0,,0.0,0.0007819355232641101,9.821240382734686e-05,0.005071797873824835,412.4043273925781,0.0,0.0,0.0,0.0,closed_easy
32,32,train,13,1012_0.85_1.28.png,38.438724517822266,38.58246994018555,38.60681915283203,0.14374542236328125,0.16809463500976562,0.9004852175712585,1.0,0.999962568283081,0.02146560698747635,0.008506431244313717,0.007663386408239603,10303.4912109375,86.32635498046875,33.766441345214844,0.0032771844663069772,middle
32,32,train,14,1013_0.63_1.83.png,39.83412170410156,40.422019958496094,40.726287841796875,0.5878982543945312,0.8921661376953125,0.844678521156311,1.0,0.9999841451644897,0.11482831835746765,0.006926377769559622,0.005723710637539625,55117.59375,378.8118896484375,212.7913818359375,0.0038606798185187013,open_easy
32,32,train,15,1014_0.74_1.61.png,40.047698974609375,40.64761734008789,40.91287612915039,0.5999183654785156,0.8651771545410156,0.8594944477081299,1.0,0.9999018907546997,0.11008141934871674,0.00640513701364398,0.005062229000031948,52839.08203125,337.2763671875,183.95413208007812,0.0034814028746995317,open_easy
32,32,train,16,1015_0.7_1.92.png,39.555458068847656,40.36974334716797,40.884544372558594,0.8142852783203125,1.3290863037109375,0.8284382820129395,1.0,0.999993085861206,0.16993017494678497,0.00713506992906332,0.005554172210395336,81566.484375,576.8988037109375,336.7908630371094,0.004129034929208439,open_easy
32,32,train,17,1016_0.8_1.72.png,39.64141082763672,40.462066650390625,40.935420989990234,0.8206558227539062,1.2940101623535156,0.8369289636611938,1.0,0.9999897480010986,0.16453078389167786,0.006814457476139069,0.005258885677903891,78974.78125,537.6769409179688,309.2161865234375,0.003915378828902264,open_easy
32,32,train,18,1017_0.91_1.44.png,33.59113311767578,34.14794921875,34.21234130859375,0.5568161010742188,0.6212081909179688,0.9461244344711304,1.0,0.9995864033699036,0.09871816635131836,0.011212984099984169,0.010255110450088978,47384.71875,529.209716796875,176.9447021484375,0.0037342144644139626,open_hard
32,32,train,19,1018_0.88_0.54.png,38.61735534667969,38.61735534667969,38.61735534667969,0.0,0.0,,0.0,0.0519559346139431,0.004500661976635456,0.007016218267381191,412.4129943847656,0.0,0.0,0.0,0.0,middle
32,32,train,20,1019_0.82_1.87.png,32.75981140136719,33.44252014160156,33.519691467285156,0.682708740234375,0.7598800659179688,0.9507647156715393,1.0,0.9994409680366516,0.11797859519720078,0.013951051980257034,0.013298718258738518,56629.7265625,787.4072265625,236.7271728515625,0.004180263392059576,open_hard
32,32,train,21,101_0.78_1.87.png,31.293811798095703,33.6800537109375,33.87527847290039,2.386241912841797,2.5814666748046875,0.9708524942398071,1.0,0.9999998807907104,0.3091174364089966,0.019500868394970894,0.01859542913734913,148376.359375,2896.17529296875,595.1107788085938,0.004010819387369766,open_hard
32,32,train,22,1020_0.5_0.98.png,41.363670349121094,41.363670349121094,41.363670349121094,0.0,0.0,,0.0,0.00888428557664156,0.004220263101160526,0.00665947375819087,412.3822937011719,0.0,0.0,0.0,0.0,closed_easy
32,32,train,23,1021_0.73_0.84.png,38.96540451049805,38.96540451049805,38.96540451049805,0.0,0.0,,0.0,0.9809446334838867,0.014000875875353813,0.005958791356533766,412.9242858886719,0.0,0.0,0.0,0.0,middle
32,32,train,24,1022_0.66_1.05.png,40.1223030090332,40.260520935058594,40.285011291503906,0.13821792602539062,0.16270828247070312,0.9353458285331726,1.0,0.9939929842948914,0.02091854251921177,0.005909023806452751,0.005192043725401163,10040.900390625,58.74665069580078,23.449840545654297,0.0023354320462683777,open_easy
32,32,train,25,1023_0.5_1.87.png,37.44718933105469,37.75171661376953,37.90703582763672,0.30452728271484375,0.45984649658203125,0.833299994468689,1.0,0.9996567964553833,0.0583980455994606,0.008995349518954754,0.00744252372533083,28031.060546875,249.86012268066406,138.6890869140625,0.0049476931735115545,middle
32,32,train,26,1024_0.69_1.66.png,35.45882034301758,35.962677001953125,36.03076171875,0.5038566589355469,0.5719413757324219,0.9436624050140381,1.0,0.9999728202819824,0.08301740139722824,0.009800033643841743,0.00902513973414898,39848.3515625,386.94000244140625,138.63906860351562,0.003479166970961589,middle
32,32,train,27,1025_0.95_1.79.png,34.556087493896484,36.39208984375,36.82017517089844,1.8360023498535156,2.264087677001953,0.9273520112037659,1.0,0.9999998807907104,0.28326040506362915,0.01305338367819786,0.011796913109719753,135964.984375,1760.611083984375,643.2625122070312,0.004731089516642555,middle
32,32,train,28,1026_0.77_0.89.png,35.73930740356445,36.181182861328125,36.20172882080078,0.4418754577636719,0.4624214172363281,0.956979513168335,1.0,0.9998424053192139,0.054025571793317795,0.013351695612072945,0.012985062785446644,25932.27734375,343.2129211425781,57.143394470214844,0.0022035625222089146,middle
32,32,train,29,1027_0.57_1.77.png,33.44512176513672,34.35650634765625,34.482154846191406,0.9113845825195312,1.0370330810546875,0.9467933177947998,1.0,0.9999932050704956,0.1344485878944397,0.014729207381606102,0.014078613370656967,64535.3125,937.258056640625,269.79827880859375,0.004180630237261092,open_hard
32,32,train,30,1028_0.97_1.41.png,36.600486755371094,38.063758850097656,38.38471603393555,1.4632720947265625,1.7842292785644531,0.9276854395866394,1.0,0.9999997615814209,0.22275389730930328,0.0100977448746562,0.009129824116826057,106921.875,1075.286865234375,397.09674072265625,0.0037138961575697792,middle
32,32,train,31,1029_0.71_0.56.png,44.27614212036133,44.27614212036133,44.27614212036133,0.0,0.0,,0.0,0.0011881550308316946,0.0009659481002017856,0.003963490482419729,412.3915100097656,0.0,0.0,0.0,0.0,closed_easy
32,32,train,32,102_0.94_1.18.png,32.1729736328125,33.48014831542969,33.55607604980469,1.3071746826171875,1.3831024169921875,0.9763040542602539,1.0,0.9999966621398926,0.17329809069633484,0.016690928488969803,0.0163643229752779,83183.0859375,1397.0966796875,282.61279296875,0.003397479064206544,open_hard
32,32,train,33,1030_0.75_1.69.png,38.17890548706055,39.690452575683594,40.177154541015625,1.5115470886230469,1.9982490539550781,0.9108468294143677,1.0,0.9999988079071045,0.23671729862689972,0.00891728326678276,0.00831847358494997,113624.3125,1004.990966796875,409.1865539550781,0.003601223584565831,middle
32,32,train,34,1031_0.76_0.7.png,42.86333465576172,42.86333465576172,42.86333465576172,0.0,0.0,,0.0,0.2740135192871094,0.004972994793206453,0.004733925219625235,412.5414123535156,0.0,0.0,0.0,0.0,closed_easy
32,32,train,35,1032_0.6_0.6.png,43.08393096923828,43.08393096923828,43.08393096923828,0.0,0.0,,0.0,0.0007467456161975861,0.000657223048619926,0.0046089948154985905,412.39031982421875,0.0,0.0,0.0,0.0,closed_easy
32,32,train,36,1033_0.52_1.2.png,34.247314453125,34.54646682739258,34.57925033569336,0.2991523742675781,0.3319358825683594,0.8633216619491577,1.0,0.9960118532180786,0.03913646191358566,0.016388144344091415,0.016128631308674812,18785.501953125,307.2656555175781,77.8787841796875,0.004145685559747965,middle
32,32,train,37,1034_0.55_0.77.png,37.833160400390625,37.833160400390625,37.833160400390625,0.0,0.0,,0.0,0.014910375699400902,0.0036144957412034273,0.010817000642418861,412.4002380371094,0.0,0.0,0.0,0.0,middle
32,32,train,38,1035_0.76_1.14.png,33.781837463378906,34.57530212402344,34.6605339050293,0.7934646606445312,0.8786964416503906,0.9231743216514587,1.0,0.9992259740829468,0.10891582071781158,0.015132292173802853,0.01455222349613905,52279.59375,787.4360961914062,209.3017578125,0.004003507732163661,open_hard
32,32,train,39,1036_0.69_1.69.png,30.831130981445312,32.67732238769531,32.848297119140625,1.84619140625,2.0171661376953125,0.915488600730896,1.0,0.9999933242797852,0.24977850914001465,0.02163066156208515,0.021079199388623238,119893.6875,2569.197265625,554.3876953125,0.004623994030649028,open_hard
32,32,train,40,1037_0.89_0.54.png,35.93236541748047,35.93236541748047,35.93236541748047,0.0,0.0,,0.0,0.00041162516572512686,0.0010899457847699523,0.010262270458042622,412.3966369628906,0.0,0.0,0.0,0.0,middle
32,32,train,41,1038_0.87_1.29.png,32.43042755126953,32.70262908935547,32.731075286865234,0.2722015380859375,0.3006477355957031,0.934258222579956,1.0,0.999871015548706,0.05793972685933113,0.010854091495275497,0.009546147659420967,27811.072265625,299.19769287109375,107.76637268066406,0.0038749449014903784,open_hard
32,32,train,42,1039_0.79_1.79.png,32.14054870605469,33.1204948425293,33.23094177246094,0.9799461364746094,1.09039306640625,0.9373626112937927,1.0,0.9999996423721313,0.19693250954151154,0.012446753680706024,0.011124290525913239,94527.609375,1164.14697265625,382.7686767578125,0.00404927913959331,open_hard
32,32,train,43,103_0.75_1.59.png,31.222423553466797,33.08816146850586,33.22276306152344,1.8657379150390625,2.0003395080566406,0.9741138815879822,1.0,0.9999994039535522,0.2416963279247284,0.020612580701708794,0.019820863381028175,116014.25,2374.29248046875,450.6808166503906,0.0038847022383059894,open_hard
32,32,train,44,1040_0.78_2.0.png,31.548690795898438,32.784576416015625,32.94765090942383,1.2358856201171875,1.3989601135253906,0.931489884853363,1.0,1.0,0.2587778866291046,0.013158150017261505,0.011659220792353153,124213.390625,1613.892333984375,563.2056884765625,0.004534178526507496,open_hard
32,32,train,45,1041_0.64_0.82.png,36.15682601928711,36.331993103027344,36.3502082824707,0.17516708374023438,0.19338226318359375,0.9509450197219849,1.0,0.9973652958869934,0.023144951090216637,0.013046006672084332,0.012398714199662209,11109.576171875,144.06373596191406,35.23125457763672,0.003171251002970586,middle
32,32,train,46,1042_0.91_0.56.png,42.41590118408203,42.41590118408203,42.41590118408203,0.0,0.0,,0.0,0.9889538288116455,0.012925146147608757,0.005180569365620613,412.9418029785156,0.0,0.0,0.0,0.0,closed_easy
32,32,train,47,1043_0.68_1.87.png,34.00482940673828,35.94483947753906,36.408843994140625,1.9400100708007812,2.4040145874023438,0.8693779706954956,1.0,1.0,0.2695181667804718,0.015865065157413483,0.01512090489268303,129368.734375,2065.677734375,638.6561279296875,0.004936711571115944,middle
32,32,train,48,1044_0.69_0.99.png,38.07298278808594,38.47130584716797,38.543907165527344,0.39832305908203125,0.47092437744140625,0.9217243790626526,1.0,0.9997280240058899,0.05774175748229027,0.009981772862374783,0.009455236606299877,27716.046875,274.94354248046875,85.51714324951172,0.003085474044519984,middle
32,32,train,49,1045_0.58_1.58.png,32.2657356262207,32.876922607421875,32.9806022644043,0.6111869812011719,0.7148666381835938,0.93488609790802,1.0,0.9996365308761597,0.0954236090183258,0.017691828310489655,0.016476185992360115,45803.33203125,796.599853515625,259.55712890625,0.005666773952802458,open_hard
32,32,train,50,1046_0.91_1.69.png,31.8325252532959,33.68037414550781,34.09466552734375,1.847848892211914,2.2621402740478516,0.9286800026893616,1.0,1.0,0.3070627748966217,0.01746671088039875,0.016350002959370613,147390.140625,2552.3505859375,864.5174560546875,0.005865503977326757,open_hard
32,32,train,51,1047_0.89_1.57.png,31.737903594970703,33.48626708984375,33.84706497192383,1.7483634948730469,2.109161376953125,0.9368664622306824,1.0,0.9999994039535522,0.2774014174938202,0.01853012852370739,0.01743476651608944,133152.6875,2411.728515625,786.0806884765625,0.005903603624046736,open_hard
32,32,train,52,1048_0.73_0.95.png,33.066707611083984,33.3309211730957,33.364253997802734,0.26421356201171875,0.29754638671875,0.9490242004394531,1.0,0.9961419701576233,0.03854283690452576,0.016804374754428864,0.01570049300789833,18500.5625,305.20941162109375,88.40838623046875,0.0047786863902364455,open_hard
32,32,train,53,1049_0.97_1.09.png,38.18389892578125,38.35364532470703,38.7012939453125,0.16974639892578125,0.51739501953125,0.5931812524795532,1.0,0.9999014139175415,0.07555948942899704,0.00734897144138813,0.00462995283305645,36268.5546875,266.3831481933594,228.8055419921875,0.006308647917283718,middle
32,32,train,54,104_0.88_1.76.png,31.492273330688477,33.867919921875,34.02973937988281,2.3756465911865234,2.537466049194336,0.9729167819023132,1.0,1.0,0.31226709485054016,0.01773214526474476,0.017412306740880013,149888.203125,2699.167724609375,546.0587158203125,0.0036431066917582845,open_hard
32,32,train,55,1050_0.61_1.24.png,40.2548942565918,40.2548942565918,40.2548942565918,0.0,0.0,,0.0,0.9553096294403076,0.0178068820387125,0.006537599954754114,412.9221496582031,0.0,0.0,0.0,0.0,closed_easy
32,32,train,56,1051_0.69_0.54.png,42.75495529174805,42.75495529174805,42.75495529174805,0.0,0.0,,0.0,0.0001699386484688148,0.0009867633925750852,0.005099864676594734,412.39984130859375,0.0,0.0,0.0,0.0,closed_easy
32,32,train,57,1052_0.73_1.22.png,38.54981994628906,38.68230438232422,38.86813735961914,0.13248443603515625,0.3183174133300781,0.5941989421844482,1.0,0.9954479336738586,0.04511784389615059,0.007994034327566624,0.005796890240162611,21656.56640625,172.7346954345703,124.0869369506836,0.0057297604164468375,middle
32,32,train,58,1053_0.54_1.81.png,37.235843658447266,37.235843658447266,37.235843658447266,0.0,0.0,,0.0,0.006072239018976688,0.0037356046959757805,0.011491314508020878,412.3916320800781,0.0,0.0,0.0,0.0,middle
32,32,train,59,1054_0.86_1.22.png,38.03886413574219,38.03886413574219,38.03886413574219,0.0,0.0,,0.0,0.02374306321144104,0.00424526073038578,0.009134061634540558,412.4046630859375,0.0,0.0,0.0,0.0,middle
32,32,train,60,1055_0.8_1.95.png,34.79117965698242,35.1533088684082,35.201942443847656,0.36212921142578125,0.4107627868652344,0.777556300163269,1.0,0.9977745413780212,0.051352281123399734,0.01491088792681694,0.014801387675106525,24649.09765625,364.71600341796875,105.54219055175781,0.004281787188465158,middle
32,32,train,61,1056_0.85_1.39.png,37.5057373046875,37.5057373046875,37.5057373046875,0.0,0.0,,0.0,0.6054373383522034,0.00969712808728218,0.010154451243579388,412.7234191894531,0.0,0.0,0.0,0.0,middle
32,32,train,62,1057_0.96_1.31.png,39.974578857421875,40.67592239379883,41.028770446777344,0.7013435363769531,1.0541915893554688,0.8544330596923828,1.0,0.9998762607574463,0.1377866119146347,0.006083630491048098,0.004904993809759617,66137.578125,409.81988525390625,225.2373046875,0.0034055874296122783,open_easy
32,32,train,63,1058_0.6_1.0.png,42.02906036376953,42.02906036376953,42.02906036376953,0.0,0.0,,0.0,0.2300838828086853,0.012448105961084366,0.0049102469347417355,412.51092529296875,0.0,0.0,0.0,0.0,closed_easy
32,32,train,64,1059_0.87_0.7.png,42.21052551269531,42.21052551269531,42.21052551269531,0.0,0.0,,0.0,0.6631819605827332,0.019255349412560463,0.004377810750156641,412.7518005371094,0.0,0.0,0.0,0.0,closed_easy
32,32,train,65,105_0.74_1.06.png,36.502567291259766,37.11983108520508,37.17835235595703,0.6172637939453125,0.6757850646972656,0.9581210613250732,1.0,0.999879002571106,0.09049228578805923,0.008693709969520569,0.008180879056453705,43436.296875,374.10089111328125,109.11060333251953,0.0025119683578578435,middle
32,32,train,66,1060_0.94_1.09.png,40.49267578125,40.98004913330078,41.1678466796875,0.48737335205078125,0.6751708984375,0.8757014274597168,1.0,0.9989827275276184,0.08579342067241669,0.005631818901747465,0.004713844042271376,41180.84375,237.90602111816406,125.77013397216797,0.003054093178267334,open_easy
32,32,train,67,1061_0.91_0.94.png,35.47132110595703,36.263954162597656,36.402286529541016,0.792633056640625,0.9309654235839844,0.8709447383880615,1.0,0.9999305009841919,0.10789740830659866,0.012130336835980415,0.011603389866650105,51790.75,625.1907958984375,224.16244506835938,0.0043282332282957746,middle
32,32,train,68,1062_0.58_1.51.png,34.523536682128906,35.779052734375,36.09703063964844,1.2555160522460938,1.5734939575195312,0.8917569518089294,1.0,0.9999920129776001,0.18213360011577606,0.014142019674181938,0.013117775321006775,87424.125,1224.3612060546875,470.87469482421875,0.005386095598031078,middle
32,32,train,69,1063_0.51_1.61.png,34.03605651855469,35.185157775878906,35.50788497924805,1.1491012573242188,1.4718284606933594,0.877048134803772,1.0,0.999997615814209,0.1735154092311859,0.015130113810300827,0.013885485008358955,83287.40625,1249.732421875,482.8832092285156,0.005797793819861159,middle
32,32,train,70,1064_0.54_0.97.png,37.81245422363281,37.81245422363281,37.81245422363281,0.0,0.0,,0.0,0.9908985495567322,0.0232014711946249,0.009887891821563244,412.9427490234375,0.0,0.0,0.0,0.0,middle
32,32,train,71,1065_0.84_1.48.png,40.10741424560547,41.71820068359375,42.49416732788086,1.6107864379882812,2.3867530822753906,0.8211383819580078,1.0,0.999998927116394,0.2742460370063782,0.007285234518349171,0.006431003101170063,131638.09375,960.7463989257812,469.6723327636719,0.0035679059106982236,open_easy
32,32,train,72,1066_0.58_1.42.png,38.9863166809082,39.72443771362305,39.99930953979492,0.7381210327148438,1.0129928588867188,0.8318259119987488,1.0,0.9997963309288025,0.12214305996894836,0.008052914403378963,0.007087507285177708,58628.671875,468.4032287597656,217.72389221191406,0.0037136077835110276,middle
32,32,train,73,1067_0.62_1.35.png,39.57069778442383,40.3150634765625,40.55207061767578,0.7443656921386719,0.9813728332519531,0.8500444293022156,1.0,0.9997403025627136,0.11715668439865112,0.007743350230157375,0.0068154847249388695,56235.20703125,432.4056396484375,188.7107391357422,0.0033557400976736034,open_easy
32,32,train,74,1068_0.69_1.34.png,40.19937515258789,41.110321044921875,41.458740234375,0.9109458923339844,1.2593650817871094,0.8328705430030823,1.0,0.9999198913574219,0.15068265795707703,0.00722641171887517,0.006388892885297537,72327.6796875,518.5433349609375,240.94442749023438,0.0033312893283907667,open_easy
32,32,train,75,1069_0.66_1.4.png,33.73036575317383,35.19639587402344,35.34944152832031,1.4660301208496094,1.6190757751464844,0.8320727944374084,1.0,0.9999980926513672,0.17766903340816498,0.017789511010050774,0.017505411058664322,85281.140625,1533.296630859375,327.452880859375,0.003839686927960516,open_hard
32,32,train,76,106_0.91_1.85.png,30.753673553466797,32.43560791015625,32.64338684082031,1.6819343566894531,1.8897132873535156,0.9286171793937683,1.0,1.0,0.35715216398239136,0.014077053405344486,0.013294815085828304,171433.046875,2401.74951171875,757.717529296875,0.004419903531489836,open_hard
32,32,train,77,1070_0.79_1.57.png,34.447669982910156,36.40913391113281,36.84009552001953,1.9614639282226562,2.392425537109375,0.8695328235626221,1.0,0.9999994039535522,0.2626824676990509,0.014435717836022377,0.013813484460115433,126087.578125,1846.5576171875,559.6629638671875,0.004438684382630872,middle
32,32,train,78,1071_0.69_1.75.png,31.667739868164062,33.97056198120117,34.22795486450195,2.3028221130371094,2.5602149963378906,0.8601388931274414,1.0,0.9999997615814209,0.2820436358451843,0.021640567108988762,0.02116563729941845,135380.953125,2956.13232421875,606.8328857421875,0.0044824096132776246,open_hard
32,32,train,79,1072_0.58_0.58.png,38.10923767089844,38.10923767089844,38.10923767089844,0.0,0.0,,0.0,0.17444340884685516,0.003226335858926177,0.010831502266228199,412.4993591308594,0.0,0.0,0.0,0.0,middle
32,32,train,80,1073_0.51_0.98.png,39.37763214111328,39.37763214111328,39.37763214111328,0.0,0.0,,0.0,0.14889341592788696,0.0053828442469239235,0.008108017966151237,412.4776916503906,0.0,0.0,0.0,0.0,closed_easy
32,32,train,81,1074_0.59_1.24.png,34.375892639160156,34.375892639160156,34.375892639160156,0.0,0.0,,0.0,0.9603956937789917,0.02088368497788906,0.013745812699198723,412.92327880859375,0.0,0.0,0.0,0.0,middle
32,32,train,82,1075_0.76_1.99.png,29.52951431274414,30.90560531616211,31.035871505737305,1.3760910034179688,1.506357192993164,0.9015077948570251,1.0,0.9999829530715942,0.23093822598457336,0.02092287689447403,0.019664326682686806,110850.3515625,2282.73583984375,639.58447265625,0.005769801030316421,open_hard
32,32,train,83,1076_0.71_1.18.png,35.2816047668457,35.2816047668457,35.2816047668457,0.0,0.0,,0.0,0.9890295267105103,0.035877861082553864,0.01261095143854618,412.9403991699219,0.0,0.0,0.0,0.0,middle
32,32,train,84,1077_0.94_0.84.png,40.861087799072266,40.861087799072266,40.861087799072266,0.0,0.0,,0.0,0.9639428853988647,0.006143571808934212,0.005670811980962753,412.9306945800781,0.0,0.0,0.0,0.0,closed_easy
32,32,train,85,1078_0.96_0.54.png,43.20276641845703,43.20276641845703,43.20276641845703,0.0,0.0,,0.0,0.0011489010648801923,0.0005489698960445821,0.004486002493649721,412.4027404785156,0.0,0.0,0.0,0.0,closed_easy
32,32,train,86,1079_0.77_1.21.png,39.75906753540039,39.75906753540039,39.75906753540039,0.0,0.0,,0.0,0.9890296459197998,0.012902433052659035,0.006727488245815039,412.9297180175781,0.0,0.0,0.0,0.0,closed_easy
32,32,train,87,107_0.77_1.67.png,34.28185272216797,35.85374069213867,36.10177230834961,1.5718879699707031,1.8199195861816406,0.9380106329917908,1.0,0.9999998807907104,0.2749468684196472,0.010003631934523582,0.008923633024096489,131974.5,1309.367919921875,485.253662109375,0.0036768744121733745,middle
32,32,train,88,1080_0.59_1.22.png,40.896690368652344,40.896690368652344,40.896690368652344,0.0,0.0,,0.0,0.026483600959181786,0.0019906549714505672,0.006307367701083422,412.3919372558594,0.0,0.0,0.0,0.0,closed_easy
32,32,train,89,1081_0.66_1.5.png,32.309959411621094,33.90904235839844,34.08535385131836,1.5990829467773438,1.7753944396972656,0.8670604825019836,1.0,0.9999872446060181,0.22838950157165527,0.017593540251255035,0.01718607172369957,109626.96875,1924.9058837890625,486.9234924316406,0.004441639662062084,open_hard
32,32,train,90,1082_0.94_0.87.png,33.73259353637695,35.052127838134766,35.214454650878906,1.3195343017578125,1.4818611145019531,0.9159473180770874,1.0,0.9999388456344604,0.18796080350875854,0.0140442606061697,0.013418047688901424,90221.1875,1260.978271484375,370.8926086425781,0.004110925813768281,open_hard
32,32,train,91,1083_0.67_0.81.png,36.43653106689453,36.863800048828125,36.933692932128906,0.42726898193359375,0.497161865234375,0.8232061862945557,1.0,0.999071478843689,0.0599394328892231,0.01151631772518158,0.011311391368508339,28770.9296875,331.06683349609375,111.67865753173828,0.0038816492461228634,middle
32,32,train,92,1084_0.81_1.75.png,29.9012393951416,32.07678985595703,32.24942398071289,2.1755504608154297,2.348184585571289,0.8952646255493164,1.0,0.9999997615814209,0.33533892035484314,0.0211927630007267,0.020526127889752388,160962.6875,3399.5556640625,782.03466796875,0.004858484162478649,open_hard
32,32,train,93,1085_0.71_1.3.png,40.47087860107422,40.490055084228516,40.51670837402344,0.019176483154296875,0.04582977294921875,0.6646688580513,1.0,0.9988816380500793,0.006478899158537388,0.006055041681975126,0.0042903064750134945,3109.87158203125,18.789405822753906,13.125371932983398,0.0042205511021167,open_easy
32,32,train,94,1086_0.6_0.76.png,44.28351593017578,44.28351593017578,44.28351593017578,0.0,0.0,,0.0,9.812953976506833e-06,3.91441753890831e-05,0.003972932696342468,412.3883972167969,0.0,0.0,0.0,0.0,closed_easy
32,32,train,95,1087_0.68_1.22.png,41.446800231933594,41.446800231933594,41.446800231933594,0.0,0.0,,0.0,0.9892401695251465,0.0029168135952204466,0.005460329353809357,412.9338684082031,0.0,0.0,0.0,0.0,closed_easy
32,32,train,96,1088_0.57_0.97.png,43.634376525878906,43.634376525878906,43.634376525878906,0.0,0.0,,0.0,0.001008283463306725,0.00014860660303384066,0.004280747380107641,412.388916015625,0.0,0.0,0.0,0.0,closed_easy
32,32,train,97,1089_0.76_1.23.png,38.2501106262207,38.5528678894043,38.665916442871094,0.30275726318359375,0.4158058166503906,0.8351815938949585,1.0,0.998314619064331,0.05175299569964409,0.009009144268929958,0.007642271928489208,24841.4375,223.27548217773438,103.88531494140625,0.004181936530098399,middle
32,32,train,98,108_0.96_0.98.png,31.48188018798828,32.27627182006836,32.311710357666016,0.7943916320800781,0.8298301696777344,0.975254476070404,1.0,0.9999895095825195,0.14292167127132416,0.013514436781406403,0.01314518228173256,68602.3984375,918.100830078125,198.33770751953125,0.002891119145057679,open_hard
32,32,train,99,1090_0.54_0.58.png,41.265140533447266,41.265140533447266,41.265140533447266,0.0,0.0,,0.0,9.307392610935494e-05,0.0008958919206634164,0.005966419354081154,412.4028625488281,0.0,0.0,0.0,0.0,closed_easy
