variant,stage_set,action_family,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,target_bucket
absmax_clip,S6_early_mid_final,medium,40,0.4687516689300537,-0.5777996063232422,-1.0086641311645508,0.275,0.2,hard_bottom25
absmax_clip,S6_early_mid_final,medium,80,0.4934525489807129,-1.18740234375,-1.669356346130371,0.3,0.2625,mid_50
absmax_clip,S6_early_mid_final,mild,40,0.06446819305419922,-0.7706571578979492,-1.0571041107177734,0.275,0.225,easy_top25
absmax_clip,S6_early_mid_final,mild,40,0.2762734413146973,-0.20273904800415038,-0.41211795806884766,0.225,0.05,hard_bottom25
absmax_clip,S6_early_mid_final,mild,80,0.30120120048522947,-0.5233551025390625,-0.8273029327392578,0.25,0.15,mid_50
absmax_clip,S6_early_mid_final,strong,40,-0.6318914413452148,-3.231608581542969,-4.073507308959961,0.575,0.575,easy_top25
absmax_clip,S6_early_mid_final,strong,40,0.5651823997497558,-1.3489715576171875,-2.090229034423828,0.325,0.325,hard_bottom25
absmax_clip,S6_early_mid_final,strong,80,0.4918647289276123,-2.410235595703125,-3.0420846939086914,0.3625,0.3625,mid_50
alignment_gate,S4_final_decoder,medium,24,-0.09149916966756184,-1.8652774810791017,-2.1882572174072266,0.5,0.2916666666666667,easy_top25
alignment_gate,S4_final_decoder,medium,35,0.30812764848981583,-0.5445756912231445,-0.6828536987304688,0.2857142857142857,0.17142857142857143,hard_bottom25
alignment_gate,S4_final_decoder,medium,63,0.39050062875899055,-0.6603118896484375,-0.8183345794677734,0.30158730158730157,0.20634920634920634,mid_50
alignment_gate,S4_final_decoder,mild,40,0.019886875152587892,-0.9184162139892578,-1.043252944946289,0.325,0.15,easy_top25
alignment_gate,S4_final_decoder,mild,40,0.2013167381286621,-0.2515460968017578,-0.4350271224975586,0.225,0.075,hard_bottom25
alignment_gate,S4_final_decoder,mild,80,0.2260876178741455,-0.3902679443359375,-0.7072381973266602,0.2375,0.15,mid_50
