variant,stage_set,action_name,action_strength,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,target_bucket,source_bucket,strong_reference_regression_rate
bucket_strength_grid,S6_early_mid_final,strong_0.85,0.85,20,0.6333712577819824,-1.1070093154907226,-1.6721553802490234,0.3,0.3,hard_bottom25,hard_bottom25,0.0
bucket_strength_grid,S6_early_mid_final,strong_1.00,1.0,20,0.6280804634094238,-1.381524658203125,-2.042673110961914,0.35,0.3,hard_bottom25,hard_bottom25,0.0
bucket_strength_grid,S6_early_mid_final,strong_1.25,1.25,20,0.5337203979492188,-1.865537738800049,-2.673646926879883,0.35,0.35,hard_bottom25,hard_bottom25,0.0
bucket_strength_grid,S4_final_decoder,medium_0.50,0.5,40,0.289199161529541,-0.5916831970214844,-0.8946094512939453,0.25,0.2,mid_50,all,0.0
bucket_strength_grid,S4_final_decoder,medium_0.67,0.67,40,0.3499384880065918,-0.8009971618652344,-1.222513198852539,0.275,0.225,mid_50,all,0.0
bucket_strength_grid,S4_final_decoder,mild_0.20,0.2,40,0.13430509567260743,-0.20805435180664061,-0.35523414611816406,0.2,0.075,mid_50,all,0.0
bucket_strength_grid,S4_final_decoder,mild_0.33,0.33,40,0.20860252380371094,-0.36757469177246094,-0.5868263244628906,0.225,0.1,mid_50,all,0.0
bucket_strength_grid,S5_bottleneck_mid,medium_0.50,0.5,40,0.3787639617919922,-0.42894935607910156,-0.8665294647216797,0.2,0.15,mid_50,all,0.0
bucket_strength_grid,S5_bottleneck_mid,medium_0.67,0.67,40,0.48140621185302734,-0.5868362426757813,-1.1665420532226562,0.25,0.2,mid_50,all,0.0
bucket_strength_grid,S5_bottleneck_mid,mild_0.20,0.2,40,0.16403551101684571,-0.16428070068359374,-0.34241485595703125,0.15,0.05,mid_50,all,0.0
bucket_strength_grid,S5_bottleneck_mid,mild_0.33,0.33,40,0.2619930267333984,-0.2765493392944336,-0.5683917999267578,0.2,0.075,mid_50,all,0.0
bucket_strength_grid,S6_early_mid_final,medium_0.50,0.5,40,0.40276365280151366,-0.7027786254882813,-1.176370620727539,0.25,0.2,mid_50,all,0.0
bucket_strength_grid,S6_early_mid_final,medium_0.67,0.67,40,0.4870017051696777,-0.9550012588500977,-1.5829639434814453,0.25,0.25,mid_50,all,0.0
bucket_strength_grid,S6_early_mid_final,mild_0.20,0.2,40,0.18648271560668944,-0.2721586227416992,-0.4633750915527344,0.2,0.075,mid_50,all,0.0
bucket_strength_grid,S6_early_mid_final,mild_0.33,0.33,40,0.29018821716308596,-0.4561269760131836,-0.7704849243164062,0.25,0.15,mid_50,all,0.0
bucket_strength_grid,S4_final_decoder,medium_0.50,0.5,40,0.31926393508911133,-0.6862937927246093,-1.236185073852539,0.3,0.225,mid_50,mid_50,0.0
bucket_strength_grid,S4_final_decoder,medium_0.67,0.67,40,0.3584336280822754,-0.979984474182129,-1.6484107971191406,0.375,0.275,mid_50,mid_50,0.0
bucket_strength_grid,S4_final_decoder,mild_0.20,0.2,40,0.16220874786376954,-0.2390249252319336,-0.49713706970214844,0.225,0.1,mid_50,mid_50,0.0
bucket_strength_grid,S4_final_decoder,mild_0.33,0.33,40,0.24357271194458008,-0.4212972640991211,-0.8187713623046875,0.25,0.2,mid_50,mid_50,0.0
bucket_strength_grid,S5_bottleneck_mid,medium_0.50,0.5,40,0.4075007438659668,-0.547503662109375,-1.0278778076171875,0.25,0.175,mid_50,mid_50,0.0
bucket_strength_grid,S5_bottleneck_mid,medium_0.67,0.67,40,0.5065991401672363,-0.7784152984619142,-1.3648967742919922,0.275,0.225,mid_50,mid_50,0.0
bucket_strength_grid,S5_bottleneck_mid,mild_0.20,0.2,40,0.18194112777709961,-0.19219493865966797,-0.41705894470214844,0.175,0.05,mid_50,mid_50,0.0
bucket_strength_grid,S5_bottleneck_mid,mild_0.33,0.33,40,0.287188720703125,-0.33742580413818357,-0.6839408874511719,0.225,0.125,mid_50,mid_50,0.0
bucket_strength_grid,S6_early_mid_final,medium_0.50,0.5,40,0.42464408874511717,-0.8540430068969727,-1.3255653381347656,0.275,0.225,mid_50,mid_50,0.0
bucket_strength_grid,S6_early_mid_final,medium_0.67,0.67,40,0.49990339279174806,-1.1993289947509767,-1.7557487487792969,0.35,0.275,mid_50,mid_50,0.0
bucket_strength_grid,S6_early_mid_final,mild_0.20,0.2,40,0.20314559936523438,-0.30592994689941405,-0.5397605895996094,0.225,0.1,mid_50,mid_50,0.0
bucket_strength_grid,S6_early_mid_final,mild_0.33,0.33,40,0.31221418380737304,-0.5317108154296875,-0.8841209411621094,0.25,0.15,mid_50,mid_50,0.0
energy_norm,S4_final_decoder,medium_0.67,0.67,20,0.029620552062988283,-0.8882793426513672,-0.9887428283691406,0.3,0.25,easy_top25,all,0.3
energy_norm,S4_final_decoder,mild_0.33,0.33,20,0.0038333892822265624,-0.8882793426513672,-0.9887428283691406,0.3,0.25,easy_top25,all,0.3
energy_norm,S4_final_decoder,strong_1.25,1.25,20,0.029620552062988283,-0.8882793426513672,-0.9887428283691406,0.3,0.25,easy_top25,all,0.3
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,20,0.15355968475341797,-0.9729209899902344,-0.9776611328125,0.3,0.3,easy_top25,all,0.3
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,20,0.10249748229980468,-0.6070041656494141,-0.6503829956054688,0.3,0.2,easy_top25,all,0.3
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,20,0.15461483001708984,-0.9729183197021485,-0.9776077270507812,0.3,0.3,easy_top25,all,0.3
energy_norm,S6_early_mid_final,medium_0.67,0.67,20,-0.030226516723632812,-1.8756479263305663,-2.0426292419433594,0.45,0.3,easy_top25,all,0.45
energy_norm,S6_early_mid_final,mild_0.33,0.33,20,0.029955482482910155,-0.9953317642211914,-1.1257400512695312,0.3,0.3,easy_top25,all,0.3
energy_norm,S6_early_mid_final,strong_1.25,1.25,20,-0.013327980041503906,-1.8756622314453124,-2.042552947998047,0.45,0.35,easy_top25,all,0.45
energy_norm,S4_final_decoder,medium_0.67,0.67,20,0.026891326904296874,-0.25651016235351565,-0.3870887756347656,0.4,0.15,easy_top25,easy_top25,0.4
energy_norm,S4_final_decoder,mild_0.33,0.33,20,0.04185409545898437,-0.18444957733154296,-0.2406463623046875,0.3,0.05,easy_top25,easy_top25,0.3
energy_norm,S4_final_decoder,strong_1.25,1.25,20,0.025971412658691406,-0.25651016235351565,-0.3870887756347656,0.4,0.15,easy_top25,easy_top25,0.4
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,20,0.1294687271118164,-0.2621007919311523,-0.2713165283203125,0.2,0.15,easy_top25,easy_top25,0.2
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,20,0.10269546508789062,-0.14811305999755858,-0.212615966796875,0.2,0.05,easy_top25,easy_top25,0.2
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,20,0.129290771484375,-0.2620216369628906,-0.2713279724121094,0.2,0.15,easy_top25,easy_top25,0.2
energy_norm,S6_early_mid_final,medium_0.67,0.67,20,0.07517433166503906,-0.5837347030639648,-0.7560577392578125,0.4,0.25,easy_top25,easy_top25,0.4
energy_norm,S6_early_mid_final,mild_0.33,0.33,20,0.09320583343505859,-0.297227668762207,-0.3703193664550781,0.25,0.15,easy_top25,easy_top25,0.25
energy_norm,S6_early_mid_final,strong_1.25,1.25,20,0.056669425964355466,-0.6154499053955078,-0.8141517639160156,0.4,0.3,easy_top25,easy_top25,0.4
energy_norm,S4_final_decoder,medium_0.67,0.67,20,0.2444854736328125,-0.18498010635375978,-0.23552894592285156,0.2,0.05,hard_bottom25,all,0.0
energy_norm,S4_final_decoder,mild_0.33,0.33,20,0.12849349975585939,-0.08480358123779297,-0.124359130859375,0.2,0.0,hard_bottom25,all,0.0
energy_norm,S4_final_decoder,strong_1.25,1.25,20,0.3378739356994629,-0.237744140625,-0.2798328399658203,0.2,0.1,hard_bottom25,all,0.0
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,20,0.3609294891357422,-0.09198455810546875,-0.11417770385742188,0.15,0.0,hard_bottom25,all,0.0
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,20,0.1856321334838867,-0.03531866073608399,-0.03619384765625,0.0,0.0,hard_bottom25,all,0.0
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,20,0.614108657836914,-0.2302414894104004,-0.27350616455078125,0.15,0.1,hard_bottom25,all,0.0
energy_norm,S6_early_mid_final,medium_0.67,0.67,20,0.34763422012329104,-0.25006351470947263,-0.2663459777832031,0.25,0.15,hard_bottom25,all,0.0
energy_norm,S6_early_mid_final,mild_0.33,0.33,20,0.18549365997314454,-0.10192689895629883,-0.10892295837402344,0.2,0.0,hard_bottom25,all,0.0
energy_norm,S6_early_mid_final,strong_1.25,1.25,20,0.5421305656433105,-0.5108278274536133,-0.6077651977539062,0.3,0.3,hard_bottom25,all,0.0
energy_norm,S4_final_decoder,medium_0.67,0.67,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm,S4_final_decoder,mild_0.33,0.33,20,0.2581027984619141,-0.2514967918395996,-0.28772735595703125,0.25,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm,S4_final_decoder,strong_1.25,1.25,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,20,0.6340155601501465,-0.4693324089050293,-0.4828624725341797,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,20,0.39068098068237306,-0.26449947357177733,-0.3519783020019531,0.15,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,20,0.6419770240783691,-0.46930770874023436,-0.4828758239746094,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm,S6_early_mid_final,medium_0.67,0.67,20,0.5521581649780274,-0.6909090995788574,-0.7651767730712891,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm,S6_early_mid_final,mild_0.33,0.33,20,0.3674591064453125,-0.3130179405212402,-0.5136604309082031,0.25,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm,S6_early_mid_final,strong_1.25,1.25,20,0.5809687614440918,-0.6934609413146973,-0.8162136077880859,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm,S4_final_decoder,medium_0.67,0.67,40,0.24075241088867189,-0.4496353149414063,-0.6561088562011719,0.275,0.2,mid_50,all,0.0
energy_norm,S4_final_decoder,mild_0.33,0.33,40,0.19608650207519532,-0.26308326721191405,-0.5377006530761719,0.225,0.1,mid_50,all,0.0
energy_norm,S4_final_decoder,strong_1.25,1.25,40,0.23345565795898438,-0.6060741424560547,-0.6830673217773438,0.275,0.225,mid_50,all,0.0
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,40,0.4663898468017578,-0.5412178039550781,-1.1631946563720703,0.25,0.2,mid_50,all,0.0
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,40,0.2619930267333984,-0.2765493392944336,-0.5683917999267578,0.2,0.075,mid_50,all,0.0
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,40,0.5543214797973632,-0.7001586914062501,-1.3283634185791016,0.25,0.225,mid_50,all,0.0
energy_norm,S6_early_mid_final,medium_0.67,0.67,40,0.4658504486083984,-0.7511968612670898,-1.5374031066894531,0.25,0.25,mid_50,all,0.0
energy_norm,S6_early_mid_final,mild_0.33,0.33,40,0.2904913902282715,-0.4561269760131836,-0.7704849243164062,0.25,0.15,mid_50,all,0.0
energy_norm,S6_early_mid_final,strong_1.25,1.25,40,0.442356014251709,-1.3442441940307617,-1.9483509063720703,0.3,0.275,mid_50,all,0.0
energy_norm,S4_final_decoder,medium_0.67,0.67,40,0.2258739471435547,-0.5529155731201172,-0.6425991058349609,0.35,0.225,mid_50,mid_50,0.0
energy_norm,S4_final_decoder,mild_0.33,0.33,40,0.21501312255859376,-0.3031776428222656,-0.5546112060546875,0.25,0.175,mid_50,mid_50,0.0
energy_norm,S4_final_decoder,strong_1.25,1.25,40,0.22163209915161133,-0.5656076431274414,-0.643768310546875,0.35,0.225,mid_50,mid_50,0.0
energy_norm,S5_bottleneck_mid,medium_0.67,0.67,40,0.48682613372802735,-0.7687566757202149,-1.2422370910644531,0.275,0.225,mid_50,mid_50,0.0
energy_norm,S5_bottleneck_mid,mild_0.33,0.33,40,0.287188720703125,-0.33742580413818357,-0.6839408874511719,0.225,0.125,mid_50,mid_50,0.0
energy_norm,S5_bottleneck_mid,strong_1.25,1.25,40,0.5344982147216797,-0.8635082244873047,-1.3327312469482422,0.325,0.25,mid_50,mid_50,0.0
energy_norm,S6_early_mid_final,medium_0.67,0.67,40,0.46703310012817384,-1.0453330993652343,-1.5630321502685547,0.35,0.275,mid_50,mid_50,0.0
energy_norm,S6_early_mid_final,mild_0.33,0.33,40,0.31312084197998047,-0.5310136795043945,-0.8771495819091797,0.25,0.15,mid_50,mid_50,0.0
energy_norm,S6_early_mid_final,strong_1.25,1.25,40,0.39777565002441406,-1.4609621047973633,-1.9232730865478516,0.375,0.325,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.10,0.1,20,0.019026756286621094,-0.27334346771240237,-0.3301200866699219,0.25,0.15,easy_top25,all,0.25
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.20,0.2,20,0.010792160034179687,-0.561549186706543,-0.6774253845214844,0.3,0.25,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,20,0.0038333892822265624,-0.8882793426513672,-0.9887428283691406,0.3,0.25,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.10,0.1,20,0.04550018310546875,-0.17412834167480468,-0.18251419067382812,0.2,0.0,easy_top25,all,0.2
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.20,0.2,20,0.07853336334228515,-0.35697383880615235,-0.37897491455078125,0.3,0.2,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,20,0.10249748229980468,-0.6070041656494141,-0.6503829956054688,0.3,0.2,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.10,0.1,20,0.038274383544921874,-0.2856090545654297,-0.3229866027832031,0.3,0.15,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.20,0.2,20,0.05168972015380859,-0.5868888854980469,-0.6647605895996094,0.3,0.2,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,20,0.029955482482910155,-0.9953317642211914,-1.1257400512695312,0.3,0.3,easy_top25,all,0.3
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.10,0.1,20,0.0222442626953125,-0.052027320861816405,-0.06294631958007812,0.1,0.0,easy_top25,easy_top25,0.1
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.20,0.2,20,0.03753681182861328,-0.10928516387939453,-0.13475799560546875,0.15,0.0,easy_top25,easy_top25,0.15
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,20,0.04185409545898437,-0.18444957733154296,-0.2406463623046875,0.3,0.05,easy_top25,easy_top25,0.3
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.10,0.1,20,0.03717517852783203,-0.03834304809570313,-0.058086395263671875,0.05,0.0,easy_top25,easy_top25,0.05
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.20,0.2,20,0.06921424865722656,-0.08306140899658204,-0.1212615966796875,0.15,0.0,easy_top25,easy_top25,0.15
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,20,0.10269546508789062,-0.14811305999755858,-0.212615966796875,0.2,0.05,easy_top25,easy_top25,0.2
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.10,0.1,20,0.03968868255615234,-0.08082103729248047,-0.10029983520507812,0.15,0.0,easy_top25,easy_top25,0.15
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.20,0.2,20,0.06966209411621094,-0.17003707885742186,-0.21114730834960938,0.2,0.05,easy_top25,easy_top25,0.2
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,20,0.09320583343505859,-0.297227668762207,-0.3703193664550781,0.25,0.15,easy_top25,easy_top25,0.25
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.50,0.5,20,0.18781261444091796,-0.13967275619506836,-0.1942768096923828,0.2,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.67,0.67,20,0.2444854736328125,-0.18498010635375978,-0.23552894592285156,0.2,0.05,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,20,0.12849349975585939,-0.08480358123779297,-0.124359130859375,0.2,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_0.85,0.85,20,0.27876672744750974,-0.21491403579711915,-0.23552894592285156,0.2,0.1,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_1.00,1.0,20,0.30543060302734376,-0.2369140625,-0.2632312774658203,0.2,0.1,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_1.25,1.25,20,0.3378739356994629,-0.237744140625,-0.2798328399658203,0.2,0.1,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.50,0.5,20,0.27542753219604493,-0.06090965270996094,-0.07019424438476562,0.15,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.67,0.67,20,0.3609294891357422,-0.09198455810546875,-0.11417770385742188,0.15,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,20,0.1856321334838867,-0.03531866073608399,-0.03619384765625,0.0,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_0.85,0.85,20,0.44608268737792967,-0.12975187301635743,-0.17151260375976562,0.15,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_1.00,1.0,20,0.5110212326049804,-0.16549901962280272,-0.22725677490234375,0.15,0.05,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_1.25,1.25,20,0.614108657836914,-0.2302414894104004,-0.27350616455078125,0.15,0.1,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.50,0.5,20,0.2704075813293457,-0.17573843002319336,-0.17655563354492188,0.2,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.67,0.67,20,0.34763422012329104,-0.25006351470947263,-0.2663459777832031,0.25,0.15,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,20,0.18549365997314454,-0.10192689895629883,-0.10892295837402344,0.2,0.0,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_0.85,0.85,20,0.4204864501953125,-0.33621788024902344,-0.3759002685546875,0.3,0.2,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_1.00,1.0,20,0.47425336837768556,-0.40909013748168943,-0.4779472351074219,0.3,0.2,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_1.25,1.25,20,0.5421305656433105,-0.5108278274536133,-0.6077651977539062,0.3,0.3,hard_bottom25,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.50,0.5,20,0.31949539184570314,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.67,0.67,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,20,0.2581027984619141,-0.2514967918395996,-0.28772735595703125,0.25,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_0.85,0.85,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_1.00,1.0,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,strong_1.25,1.25,20,0.3404092788696289,-0.2896720886230469,-0.32662200927734375,0.25,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.50,0.5,20,0.5408592224121094,-0.4379421234130859,-0.4501838684082031,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.67,0.67,20,0.6340155601501465,-0.4693324089050293,-0.4828624725341797,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,20,0.39068098068237306,-0.26449947357177733,-0.3519783020019531,0.15,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_0.85,0.85,20,0.6419784545898437,-0.4692511558532715,-0.4828319549560547,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_1.00,1.0,20,0.6419734001159668,-0.46919450759887693,-0.4827861785888672,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,strong_1.25,1.25,20,0.6419770240783691,-0.46930770874023436,-0.4828758239746094,0.2,0.15,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.50,0.5,20,0.49268350601196287,-0.5298155784606934,-0.6737937927246094,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.67,0.67,20,0.5521581649780274,-0.6909090995788574,-0.7651767730712891,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,20,0.3674591064453125,-0.3130179405212402,-0.5136604309082031,0.25,0.1,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_0.85,0.85,20,0.5722141265869141,-0.6934271812438965,-0.8161907196044922,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_1.00,1.0,20,0.5775837898254395,-0.6934371948242187,-0.8161735534667969,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,strong_1.25,1.25,20,0.5809687614440918,-0.6934609413146973,-0.8162136077880859,0.25,0.25,hard_bottom25,hard_bottom25,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.50,0.5,40,0.23069944381713867,-0.3159032821655274,-0.6551246643066406,0.25,0.175,mid_50,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.67,0.67,40,0.24075241088867189,-0.4496353149414063,-0.6561088562011719,0.275,0.2,mid_50,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.20,0.2,40,0.13501272201538086,-0.20795803070068358,-0.35427093505859375,0.2,0.075,mid_50,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,40,0.19608650207519532,-0.26308326721191405,-0.5377006530761719,0.225,0.1,mid_50,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.50,0.5,40,0.3780515670776367,-0.42894935607910156,-0.8665294647216797,0.2,0.15,mid_50,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.67,0.67,40,0.4663898468017578,-0.5412178039550781,-1.1631946563720703,0.25,0.2,mid_50,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.20,0.2,40,0.16403551101684571,-0.16428070068359374,-0.34241485595703125,0.15,0.05,mid_50,all,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,40,0.2619930267333984,-0.2765493392944336,-0.5683917999267578,0.2,0.075,mid_50,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.50,0.5,40,0.4014712333679199,-0.6468572616577148,-1.176370620727539,0.25,0.2,mid_50,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.67,0.67,40,0.4658504486083984,-0.7511968612670898,-1.5374031066894531,0.25,0.25,mid_50,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.20,0.2,40,0.18648271560668944,-0.2721586227416992,-0.4633750915527344,0.2,0.075,mid_50,all,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,40,0.2904913902282715,-0.4561269760131836,-0.7704849243164062,0.25,0.15,mid_50,all,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.50,0.5,40,0.2297760009765625,-0.3723190307617188,-0.6425991058349609,0.3,0.2,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,medium_0.67,0.67,40,0.2258739471435547,-0.5529155731201172,-0.6425991058349609,0.35,0.225,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.20,0.2,40,0.1632404327392578,-0.2315359115600586,-0.42224693298339844,0.225,0.1,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S4_final_decoder,mild_0.33,0.33,40,0.21501312255859376,-0.3031776428222656,-0.5546112060546875,0.25,0.175,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.50,0.5,40,0.40455827713012693,-0.54656982421875,-1.0185394287109375,0.25,0.175,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,medium_0.67,0.67,40,0.48682613372802735,-0.7687566757202149,-1.2422370910644531,0.275,0.225,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.20,0.2,40,0.18194112777709961,-0.19219493865966797,-0.41705894470214844,0.175,0.05,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S5_bottleneck_mid,mild_0.33,0.33,40,0.287188720703125,-0.33742580413818357,-0.6839408874511719,0.225,0.125,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.50,0.5,40,0.4221085548400879,-0.8451055526733399,-1.2361907958984375,0.275,0.225,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,medium_0.67,0.67,40,0.46703310012817384,-1.0453330993652343,-1.5630321502685547,0.35,0.275,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.20,0.2,40,0.20314559936523438,-0.30592994689941405,-0.5397605895996094,0.225,0.1,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength,S6_early_mid_final,mild_0.33,0.33,40,0.31312084197998047,-0.5310136795043945,-0.8771495819091797,0.25,0.15,mid_50,mid_50,0.0
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,mild_0.10,0.1,20,0.019026756286621094,-0.27334346771240237,-0.3301200866699219,0.25,0.15,easy_top25,all,0.25
energy_norm_plus_bucket_strength_plus_alignment_gate,S4_final_decoder,mild_0.20,0.2,20,0.010792160034179687,-0.561549186706543,-0.6774253845214844,0.3,0.25,easy_top25,all,0.3
