variant,control_family,action_name,stage_set,count,mean_dpsnr,p05_dpsnr,cvar5_dpsnr,unsafe_rate,severe_rate,source_bucket,target_bucket,is_impossible_sanity_control,is_plausible_miscalibration,is_plausible_routing_error,gate_role
alignment_gate,impossible_sanity,sign_flip,S6_early_mid_final,40,-0.8134113311767578,-1.5627798080444335,-1.6670970916748047,0.85,0.775,all,mid_50,1,0,0,sensitivity_lower_bound
alignment_gate,impossible_sanity,sign_flip,S6_early_mid_final,20,-0.49242115020751953,-1.2591421127319335,-1.3060760498046875,0.8,0.75,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
alignment_gate,impossible_sanity,sign_flip,S6_early_mid_final,20,-1.0682387351989746,-1.997060203552246,-1.9973030090332031,0.9,0.75,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
alignment_gate,impossible_sanity,sign_flip,S6_early_mid_final,40,-0.9239760398864746,-1.8272108078002929,-1.8707809448242188,0.875,0.85,mid_50,mid_50,1,0,0,sensitivity_lower_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,13,-1.4184215252216046,-4.702664947509765,-5.13470458984375,0.6923076923076923,0.6923076923076923,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,18,0.3386385175916884,-0.6348605155944824,-0.6740055084228516,0.3888888888888889,0.2777777777777778,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,32,0.38620758056640625,-1.5501100540161132,-2.076427459716797,0.40625,0.375,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,11,-0.1839724454012784,-0.6516704559326172,-0.6688652038574219,0.6363636363636364,0.45454545454545453,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,17,0.10924990036908318,-2.150640106201172,-2.221935272216797,0.4117647058823529,0.4117647058823529,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S4_final_decoder,31,0.07842365387947328,-2.3113765716552734,-2.5287132263183594,0.41935483870967744,0.41935483870967744,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,17,-0.8027862100040212,-3.1192062377929686,-3.3601760864257812,0.7058823529411765,0.7058823529411765,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,19,0.6579519573010897,-0.3181903839111328,-0.4612770080566406,0.21052631578947367,0.15789473684210525,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,36,0.7060497072007921,-1.555863380432129,-2.6198863983154297,0.3333333333333333,0.2777777777777778,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,19,0.011195734927528784,-1.2358230590820312,-1.3341712951660156,0.42105263157894735,0.3684210526315789,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,20,0.8889366149902344,-1.9751585006713868,-2.393939971923828,0.35,0.35,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,29,0.7179349701980065,-1.5071624755859374,-1.7965316772460938,0.3793103448275862,0.3793103448275862,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,12,-1.8117748896280925,-4.862627220153809,-5.135921478271484,0.75,0.75,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,18,0.5031692716810439,-0.7212113380432129,-0.8783798217773438,0.3888888888888889,0.3333333333333333,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,31,0.5601865706905242,-1.7464656829833984,-2.3605194091796875,0.3870967741935484,0.3548387096774194,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,15,-0.19844080607096354,-1.2146930694580078,-1.78411865234375,0.6,0.4666666666666667,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,16,0.29464447498321533,-2.0315184593200684,-2.320188522338867,0.4375,0.375,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,29,0.26850062403185615,-2.305231475830078,-2.6721019744873047,0.41379310344827586,0.41379310344827586,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,13,-2.3679293118990383,-6.021410369873047,-6.519763946533203,0.7692307692307693,0.7692307692307693,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,18,0.3549107445610894,-0.9548699378967285,-0.9872932434082031,0.4444444444444444,0.3333333333333333,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,32,0.12900710105895996,-2.1770816802978517,-2.851045608520508,0.46875,0.46875,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,11,-0.533507607199929,-1.0170421600341797,-1.0386161804199219,0.9090909090909091,0.8181818181818182,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,17,-0.4581306681913488,-3.2180625915527346,-3.5897560119628906,0.5294117647058824,0.5294117647058824,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S4_final_decoder,31,-0.48744090910880794,-3.4512500762939453,-3.659475326538086,0.4838709677419355,0.4838709677419355,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,17,-1.5339674108168657,-4.138909912109375,-4.4512939453125,0.7058823529411765,0.7058823529411765,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,19,0.7803539476896587,-0.5045578002929687,-0.75885009765625,0.2631578947368421,0.21052631578947367,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,36,0.6223890516493056,-2.137971878051758,-3.459512710571289,0.3888888888888889,0.3611111111111111,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,19,-0.2563940349378084,-1.8867046356201171,-1.9071769714355469,0.47368421052631576,0.47368421052631576,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,20,0.5409737586975097,-2.8633828163146973,-3.405536651611328,0.4,0.35,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,29,0.466711373164736,-2.3324440002441404,-2.6415767669677734,0.41379310344827586,0.3793103448275862,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,12,-2.967738469441732,-6.227392196655273,-6.544391632080078,0.8333333333333334,0.75,all,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,18,0.512303352355957,-1.1164294242858888,-1.3503704071044922,0.5,0.4444444444444444,all,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,31,0.14314331546906503,-2.5729236602783203,-3.286165237426758,0.45161290322580644,0.45161290322580644,all,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,15,-0.7114878336588542,-1.8049636840820313,-2.5063629150390625,0.8666666666666667,0.7333333333333333,easy_top25,easy_top25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,16,-0.37776052951812744,-3.001986026763916,-3.333253860473633,0.5625,0.5625,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
alignment_gate,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,29,-0.34017996952451507,-3.4540115356445313,-3.790529251098633,0.5172413793103449,0.5172413793103449,mid_50,mid_50,0,1,0,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S4_final_decoder,20,0.0330998420715332,-0.08456411361694335,-0.08862113952636719,0.25,0.0,easy_top25,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S4_final_decoder,40,0.13106536865234375,-2.1482852935791015,-2.408651351928711,0.45,0.425,hard_bottom25,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S4_final_decoder,20,-0.4815820693969727,-2.5816104888916014,-2.68218994140625,0.65,0.55,mid_50,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S4_final_decoder,20,0.322999095916748,-0.2892573356628418,-0.3526458740234375,0.3,0.15,mid_50,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,20,0.08723745346069336,-0.09405803680419922,-0.10194015502929688,0.25,0.0,easy_top25,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,40,0.4970828056335449,-1.4987215042114257,-1.894540786743164,0.325,0.275,hard_bottom25,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,20,-0.007235527038574219,-1.5015893936157227,-1.6579742431640625,0.6,0.5,mid_50,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S5_bottleneck_mid,20,0.39122943878173827,-0.15252103805541994,-0.2187652587890625,0.15,0.05,mid_50,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,20,0.04711494445800781,-0.14801979064941406,-0.16885757446289062,0.3,0.0,easy_top25,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,40,0.24196386337280273,-1.8225780487060548,-2.3961868286132812,0.425,0.4,hard_bottom25,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,20,-0.3171438217163086,-2.191658592224121,-2.3433685302734375,0.65,0.55,mid_50,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,cross_bucket_mismatch,S6_early_mid_final,20,0.3883213996887207,-0.2599355697631836,-0.4046440124511719,0.35,0.2,mid_50,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,20,0.05529861450195313,-0.33515090942382814,-0.7190589904785156,0.4,0.15,all,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,20,0.14422225952148438,-0.08749446868896485,-0.10381317138671875,0.1,0.0,all,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,40,0.22019739151000978,-0.25624942779541016,-0.5323600769042969,0.25,0.075,all,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,20,0.025153160095214844,-0.20766067504882812,-0.24288558959960938,0.35,0.1,easy_top25,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,20,0.24933862686157227,-0.19080238342285158,-0.39937591552734375,0.2,0.05,hard_bottom25,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S5_bottleneck_mid,40,0.23054380416870118,-0.2560407638549805,-0.6016712188720703,0.25,0.1,mid_50,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,20,0.054285621643066405,-0.17699203491210938,-0.40714263916015625,0.3,0.05,all,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,20,0.09408378601074219,-0.03998889923095703,-0.049472808837890625,0.0,0.0,all,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,40,0.14259471893310546,-0.19089984893798828,-0.33956336975097656,0.15,0.05,all,mid_50,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,20,0.02028999328613281,-0.13749160766601562,-0.13920211791992188,0.25,0.0,easy_top25,easy_top25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,20,0.1628790855407715,-0.08838558197021484,-0.09402084350585938,0.15,0.0,hard_bottom25,hard_bottom25,0,0,1,safety_upper_bound
alignment_gate,plausible_routing_error,wrong_stage,S6_early_mid_final,40,0.15270090103149414,-0.19991836547851563,-0.36413002014160156,0.175,0.05,mid_50,mid_50,0,0,1,safety_upper_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,20,-4.49376163482666,-8.331147003173829,-8.762920379638672,1.0,0.9,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,20,0.3965028762817383,-1.6097079277038575,-1.8358993530273438,0.45,0.4,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,40,-0.9253737449645996,-4.4134729385375975,-5.6334228515625,0.6,0.6,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,20,-1.698537826538086,-3.753714370727539,-3.885242462158203,1.0,0.9,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,20,-2.2039027214050293,-6.180021667480469,-6.947330474853516,0.75,0.75,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S4_final_decoder,40,-2.2706990242004395,-5.791401958465576,-6.367217063903809,0.775,0.775,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,20,-3.0213985443115234,-6.289600944519043,-6.369194030761719,0.9,0.8,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,20,0.9496837615966797,-0.9366135597229004,-1.4904365539550781,0.45,0.4,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,40,-0.001837158203125,-3.2218879699707035,-5.012418746948242,0.475,0.45,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,20,-1.1158292770385743,-3.0954328536987306,-3.2949066162109375,0.9,0.85,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,20,-0.9134734153747559,-5.161215972900391,-5.367404937744141,0.6,0.6,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S5_bottleneck_mid,40,-0.709691047668457,-4.5346883773803714,-5.318342208862305,0.575,0.55,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,20,-5.188829612731934,-8.280701065063477,-8.84756851196289,1.0,1.0,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,20,0.42754154205322265,-2.0609355926513673,-2.411510467529297,0.5,0.45,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,40,-1.4277987957000733,-5.0704345703125,-6.454268455505371,0.65,0.65,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,20,-2.380694770812988,-4.9158533096313475,-5.045188903808594,0.95,0.95,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,20,-2.1549355506896974,-5.746299076080322,-6.754110336303711,0.7,0.7,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,overstrong_3.0,S6_early_mid_final,40,-2.135666036605835,-6.036244583129883,-6.682649612426758,0.725,0.725,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,20,-0.6194250106811523,-1.6449005126953125,-1.9042892456054688,0.75,0.7,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,20,-0.3096616744995117,-0.8288267135620118,-0.8686866760253906,0.8,0.5,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,40,-0.599855613708496,-1.282777976989746,-1.4167976379394531,0.85,0.75,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,20,-0.2998964309692383,-0.8256973266601563,-0.914093017578125,0.75,0.6,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,20,-0.9032907485961914,-1.6934303283691405,-1.7871894836425781,0.9,0.8,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S4_final_decoder,40,-0.8101082801818847,-1.6993730545043946,-1.804086685180664,0.875,0.825,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,20,-0.5997690200805664,-1.5042329788208009,-1.521240234375,0.75,0.75,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,20,-0.4163158416748047,-0.8597957611083984,-1.0229682922363281,0.9,0.7,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,40,-0.6436189651489258,-1.330662727355957,-1.3913249969482422,0.825,0.775,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,20,-0.3712362289428711,-1.009209442138672,-1.0254592895507812,0.85,0.6,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,20,-0.9690723419189453,-1.8611373901367188,-1.921295166015625,0.9,0.85,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S5_bottleneck_mid,40,-0.7501930236816406,-1.5969457626342773,-1.616302490234375,0.875,0.85,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,20,-0.8249687194824219,-1.8799570083618165,-2.029296875,0.75,0.75,all,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,20,-0.44986495971679685,-1.0817079544067383,-1.155364990234375,0.85,0.65,all,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,40,-0.8134113311767578,-1.5627798080444335,-1.6670970916748047,0.85,0.775,all,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,20,-0.49242115020751953,-1.2591421127319335,-1.3060760498046875,0.8,0.75,easy_top25,easy_top25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,20,-1.0682387351989746,-1.997060203552246,-1.9973030090332031,0.9,0.75,hard_bottom25,hard_bottom25,1,0,0,sensitivity_lower_bound
bucket_strength_grid,impossible_sanity,sign_flip,S6_early_mid_final,40,-0.9239760398864746,-1.8272108078002929,-1.8707809448242188,0.875,0.85,mid_50,mid_50,1,0,0,sensitivity_lower_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,20,-1.4419113159179688,-4.623015594482422,-5.13470458984375,0.75,0.75,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,20,0.43015403747558595,-0.6302552223205566,-0.6740055084228516,0.35,0.25,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,40,0.3337493896484375,-1.844231414794922,-2.8749446868896484,0.4,0.375,all,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,20,-0.3166860580444336,-1.4392206192016601,-1.6507911682128906,0.65,0.5,easy_top25,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,20,0.05280628204345703,-2.28513765335083,-3.485982894897461,0.4,0.4,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S4_final_decoder,40,0.006370353698730469,-2.696708869934082,-3.53985595703125,0.425,0.425,mid_50,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,20,-0.5973220825195312,-3.0740243911743166,-3.3601760864257812,0.65,0.65,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,20,0.7073883056640625,-0.3102411270141602,-0.4612770080566406,0.2,0.15,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,40,0.737218189239502,-1.4148622512817384,-2.6198863983154297,0.325,0.275,all,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,20,-0.016522979736328124,-1.2303592681884765,-1.3341712951660156,0.45,0.4,easy_top25,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,20,0.8889366149902344,-1.9751585006713868,-2.393939971923828,0.35,0.35,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S5_bottleneck_mid,40,0.6302459716796875,-2.0882585525512694,-2.9093990325927734,0.375,0.375,mid_50,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,20,-1.6322004318237304,-4.66386775970459,-5.135921478271484,0.75,0.7,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,20,0.5997954368591308,-0.7027209281921387,-0.8783798217773438,0.35,0.3,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,40,0.43152780532836915,-2.2346086502075195,-3.503255844116211,0.4,0.375,all,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,20,-0.43158779144287107,-2.111979293823242,-2.2740936279296875,0.65,0.55,easy_top25,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,20,0.3365656852722168,-2.3695375442504885,-3.307168960571289,0.4,0.35,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_1.5,S6_early_mid_final,40,0.27037248611450193,-3.020023727416992,-3.684507369995117,0.4,0.4,mid_50,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,20,-2.4230558395385744,-6.005683135986328,-6.519763946533203,0.8,0.8,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,20,0.4750865936279297,-0.9510554313659668,-0.9872932434082031,0.4,0.3,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,40,0.06797542572021484,-2.638365364074707,-3.8463058471679688,0.45,0.45,all,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,20,-0.6961944580078125,-2.1866571426391603,-2.386920928955078,0.8,0.75,easy_top25,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,20,-0.553734302520752,-3.646849060058594,-4.731616973876953,0.55,0.55,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S4_final_decoder,40,-0.5937370300292969,-3.771148681640625,-4.564493179321289,0.5,0.5,mid_50,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,20,-1.2966886520385743,-4.080337905883789,-4.4512939453125,0.7,0.7,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,20,0.8492406845092774,-0.49043045043945316,-0.75885009765625,0.25,0.2,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,40,0.6627018928527832,-1.9382389068603516,-3.459512710571289,0.375,0.35,all,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,20,-0.2882539749145508,-1.8855672836303712,-1.9071769714355469,0.5,0.5,easy_top25,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,20,0.5409737586975097,-2.8633828163146973,-3.405536651611328,0.4,0.35,hard_bottom25,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S5_bottleneck_mid,40,0.3868833541870117,-2.9381980895996094,-3.7577857971191406,0.4,0.375,mid_50,mid_50,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,20,-2.8067277908325194,-5.996847152709961,-6.544391632080078,0.85,0.8,all,easy_top25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,20,0.6379900932312011,-1.088906955718994,-1.3503704071044922,0.45,0.4,all,hard_bottom25,0,1,0,safety_upper_bound
bucket_strength_grid,plausible_miscalibration,overstrong_2.0,S6_early_mid_final,40,0.01489725112915039,-3.20153694152832,-4.56736946105957,0.45,0.45,all,mid_50,0,1,0,safety_upper_bound
