label,split,name,fold,domain_group,bucket,selected_alpha,delta_psnr,delta_ssim,a0_psnr,domain_luma_mean,domain_sky_proxy_ratio,domain_gradient_mean
oof,train_inner,1006_0.89_1.55.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.6731796264648438,0.0004937648773193359,37.10527801513672,0.644875705242157,0.39433125,0.04107221961021423
oof,train_inner,1010_0.91_1.13.png,0,sky_low,mid_by_a0_fulltrain,0.25,0.7231101989746094,0.004930377006530762,39.18680191040039,0.47102075815200806,0.00701875,0.0484466478228569
oof,train_inner,1021_0.73_0.84.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.6790351867675781,0.00011408329010009766,38.964195251464844,0.621069610118866,0.41304375,0.03670347109436989
oof,train_inner,1026_0.77_0.89.png,0,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.02236175537109375,2.7954578399658203e-05,35.70669937133789,0.6048053503036499,0.3419375,0.030324449762701988
oof,train_inner,1030_0.75_1.69.png,0,sky_high,mid_by_a0_fulltrain,0.5,-1.0861434936523438,0.0004786849021911621,38.19207763671875,0.7047678828239441,0.4199,0.023748181760311127
oof,train_inner,1032_0.6_0.6.png,0,sky_mid,easy_top25_by_a0_fulltrain,0.25,-0.5928993225097656,8.594989776611328e-05,43.08808898925781,0.5434437394142151,0.3001,0.03950720652937889
oof,train_inner,1049_0.97_1.09.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.5612564086914062,0.0004336833953857422,38.1845817565918,0.5806273221969604,0.2684,0.03178758919239044
oof,train_inner,1055_0.8_1.95.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-0.6552848815917969,-0.00028651952743530273,34.79254913330078,0.604134738445282,0.40285625,0.03277132660150528
oof,train_inner,1057_0.96_1.31.png,0,sky_high,mid_by_a0_fulltrain,0.5,-0.7516403198242188,0.00014072656631469727,39.97450256347656,0.7518562078475952,0.7565875,0.016811469569802284
oof,train_inner,1058_0.6_1.0.png,0,sky_high,mid_by_a0_fulltrain,0.5,-1.9125137329101562,-0.003176093101501465,42.00632095336914,0.6286567449569702,0.68034375,0.0207649078220129
oof,train_inner,1070_0.79_1.57.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.1012115478515625,0.0009451508522033691,34.430816650390625,0.7070471048355103,0.5467,0.013457965105772018
oof,train_inner,1088_0.57_0.97.png,0,sky_low,easy_top25_by_a0_fulltrain,0.25,0.3521766662597656,5.924701690673828e-05,43.62531280517578,0.5031133890151978,0.0522125,0.06982835382223129
oof,train_inner,108_0.96_0.98.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.6611976623535156,0.0007835030555725098,31.483898162841797,0.6409295797348022,0.4839625,0.028106188401579857
oof,train_inner,1099_0.54_1.76.png,0,sky_low,hard_bottom25_by_a0_fulltrain,0.25,0.35894012451171875,6.80685043334961e-05,33.831809997558594,0.4960121512413025,0.01379375,0.04132519289851189
oof,train_inner,1104_0.89_1.59.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.16985702514648438,0.00023883581161499023,25.471683502197266,0.7571173310279846,0.70596875,0.012816444039344788
oof,train_inner,1105_0.82_0.89.png,0,sky_high,mid_by_a0_fulltrain,0.5,-0.1699676513671875,1.3768672943115234e-05,39.08324432373047,0.6467234492301941,0.5665375,0.020922547206282616
oof,train_inner,110_0.55_1.08.png,0,sky_mid,mid_by_a0_fulltrain,0.25,1.068511962890625,0.0002605319023132324,38.44445037841797,0.5754539370536804,0.22745625,0.02936207875609398
oof,train_inner,1112_0.61_0.52.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.9123306274414062,3.063678741455078e-05,41.88880920410156,0.5168586373329163,0.29101875,0.04759715124964714
oof,train_inner,1118_0.66_1.66.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-0.00637054443359375,-0.00015538930892944336,33.797462463378906,0.6783076524734497,0.57036875,0.022281700745224953
oof,train_inner,1121_0.88_0.92.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.5720672607421875,0.0002467036247253418,38.18872833251953,0.620175302028656,0.20828125,0.04467242956161499
oof,train_inner,1129_0.92_1.33.png,0,sky_high,mid_by_a0_fulltrain,0.5,1.67242431640625,0.00033295154571533203,37.96260070800781,0.7495793700218201,0.65924375,0.016995752230286598
oof,train_inner,1131_0.66_1.99.png,0,sky_high,mid_by_a0_fulltrain,0.5,1.26434326171875,0.00015932321548461914,36.93134689331055,0.7066968083381653,0.67649375,0.01564670354127884
oof,train_inner,1132_0.75_0.84.png,0,sky_high,easy_top25_by_a0_fulltrain,0.5,-2.2718162536621094,2.1636486053466797e-05,44.972110748291016,0.672052800655365,0.5682875,0.020800050348043442
oof,train_inner,1140_0.67_1.42.png,0,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,-0.7773094177246094,2.193450927734375e-05,35.56828689575195,0.5587007999420166,0.28378125,0.0174826979637146
oof,train_inner,1144_0.87_1.96.png,0,sky_high,mid_by_a0_fulltrain,0.5,-0.67254638671875,-0.0007202029228210449,37.57602310180664,0.710307240486145,0.4933375,0.01600189507007599
oof,train_inner,1154_0.96_0.62.png,0,sky_high,easy_top25_by_a0_fulltrain,0.5,0.6104278564453125,-0.00015664100646972656,44.20916748046875,0.6125286817550659,0.4400625,0.039207108318805695
oof,train_inner,1162_0.65_1.7.png,0,sky_high,mid_by_a0_fulltrain,0.5,-2.074115753173828,-0.002703070640563965,38.19266891479492,0.6803903579711914,0.5306625,0.008385449647903442
oof,train_inner,1163_0.95_1.89.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-2.4514732360839844,-0.00373762845993042,34.37229537963867,0.7875258326530457,0.75655625,0.006444214843213558
oof,train_inner,1172_0.76_1.83.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-1.1747016906738281,-0.006142616271972656,33.226661682128906,0.6710318922996521,0.47698125,0.011367468163371086
oof,train_inner,1178_0.68_0.85.png,0,sky_high,mid_by_a0_fulltrain,0.5,1.502685546875,0.0004715919494628906,37.424774169921875,0.787712812423706,0.84305625,0.022571511566638947
oof,train_inner,1193_0.97_1.06.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.3591461181640625,0.0002713203430175781,39.367794036865234,0.7194818258285522,0.5408875,0.03260987997055054
oof,train_inner,1202_0.79_1.51.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.40545654296875,-1.33514404296875e-05,38.26825714111328,0.6231271624565125,0.329375,0.03195760026574135
oof,train_inner,1206_0.81_1.09.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.323699951171875,0.00012624263763427734,39.218017578125,0.644642174243927,0.194375,0.05621024966239929
oof,train_inner,1216_0.65_1.09.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.7965888977050781,0.00023055076599121094,32.8896598815918,0.6467344760894775,0.50646875,0.022853020578622818
oof,train_inner,1218_0.62_2.0.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,1.0681896209716797,0.001610875129699707,30.87796974182129,0.6418485641479492,0.65369375,0.012840134091675282
oof,train_inner,1221_0.76_0.69.png,0,sky_mid,mid_by_a0_fulltrain,0.25,-0.33551788330078125,-4.827976226806641e-06,39.40924072265625,0.5760911703109741,0.37305625,0.03491027280688286
oof,train_inner,1226_0.82_0.78.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.37303924560546875,0.000164031982421875,37.441715240478516,0.594790518283844,0.3218,0.031112590804696083
