label,split,name,fold,domain_group,bucket,selected_alpha,delta_psnr,delta_ssim,a0_psnr,domain_luma_mean,domain_sky_proxy_ratio,domain_gradient_mean
heldout,val_regular,1012_0.85_1.28.png,2,sky_low,mid_by_a0_fulltrain,0.25,0.7254486083984375,0.0051021575927734375,38.42698669433594,0.48054394125938416,0.00789375,0.046235524117946625
heldout,val_regular,1016_0.8_1.72.png,1,sky_high,mid_by_a0_fulltrain,0.5,-0.4435005187988281,4.988908767700195e-05,39.64661407470703,0.6317683458328247,0.43515,0.019017858430743217
heldout,val_regular,1023_0.5_1.87.png,0,sky_high,mid_by_a0_fulltrain,0.5,-2.341583251953125,-0.0005491971969604492,37.447303771972656,0.5956385135650635,0.39841875,0.030966579914093018
heldout,val_regular,1031_0.76_0.7.png,0,sky_mid,easy_top25_by_a0_fulltrain,0.25,0.3166618347167969,0.00011843442916870117,42.88265609741211,0.5803071856498718,0.30826875,0.03619985654950142
heldout,val_regular,1035_0.76_1.14.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,1.0853614807128906,0.0013074874877929688,33.76014709472656,0.5755580067634583,0.4505,0.020025547593832016
heldout,val_regular,1037_0.89_0.54.png,3,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,-0.04761505126953125,-5.364418029785156e-06,35.92600631713867,0.513475775718689,0.3391875,0.036243338137865067
heldout,val_regular,1039_0.79_1.79.png,1,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-0.04338836669921875,3.719329833984375e-05,32.156375885009766,0.6781536936759949,0.417325,0.025115426629781723
heldout,val_regular,1063_0.51_1.61.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-1.6028976440429688,-0.0021135807037353516,34.049652099609375,0.6304076910018921,0.49713125,0.013454237021505833
heldout,val_regular,1076_0.71_1.18.png,4,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.20792770385742188,-5.626678466796875e-05,35.264984130859375,0.5418582558631897,0.3569625,0.02391720935702324
heldout,val_regular,1080_0.59_1.22.png,3,sky_low,mid_by_a0_fulltrain,0.25,-0.051715850830078125,3.910064697265625e-05,40.88210678100586,0.4107350707054138,0.01543125,0.05073148012161255
heldout,val_regular,1085_0.71_1.3.png,0,sky_low,mid_by_a0_fulltrain,0.25,0.4672698974609375,0.00025916099548339844,40.47211456298828,0.583580732345581,0.07618125,0.05669919401407242
heldout,val_regular,1087_0.68_1.22.png,4,sky_low,mid_by_a0_fulltrain,0.25,0.3879241943359375,0.00016450881958007812,41.450706481933594,0.5644024610519409,0.06620625,0.05964749678969383
heldout,val_regular,1100_0.58_1.95.png,0,sky_low,hard_bottom25_by_a0_fulltrain,0.25,0.35558128356933594,0.00012928247451782227,31.10500717163086,0.5285527110099792,0.019375,0.039260994642972946
heldout,val_regular,1102_0.65_0.94.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.9451751708984375,0.00041675567626953125,29.688369750976562,0.6002039909362793,0.39038125,0.020119234919548035
heldout,val_regular,1110_0.92_0.77.png,3,sky_mid,mid_by_a0_fulltrain,0.25,-0.09182357788085938,2.2470951080322266e-05,39.895408630371094,0.5753316283226013,0.34819375,0.04347606375813484
heldout,val_regular,1122_0.94_0.53.png,4,sky_low,mid_by_a0_fulltrain,0.25,0.5882720947265625,0.00016826391220092773,40.95265197753906,0.5880832076072693,0.1168125,0.052900224924087524
heldout,val_regular,1128_0.8_1.45.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.6261444091796875,0.00036519765853881836,37.508033752441406,0.6537973880767822,0.4550875,0.030210226774215698
heldout,val_regular,1133_0.68_1.41.png,2,sky_low,hard_bottom25_by_a0_fulltrain,0.25,0.7826271057128906,0.0005453824996948242,32.886505126953125,0.480636328458786,0.11300625,0.031169068068265915
heldout,val_regular,1134_0.69_1.2.png,4,sky_low,hard_bottom25_by_a0_fulltrain,0.25,0.6269607543945312,0.0004849433898925781,32.375640869140625,0.4645467698574066,0.102,0.033552490174770355
heldout,val_regular,114_0.75_1.45.png,4,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-0.1950225830078125,-0.0005321502685546875,33.996910095214844,0.7238723039627075,0.55601875,0.015077889896929264
heldout,val_regular,1157_0.56_1.98.png,4,sky_low,mid_by_a0_fulltrain,0.25,-0.4808807373046875,6.42538070678711e-05,39.68464279174805,0.515018880367279,0.04745625,0.04567790776491165
heldout,val_regular,1177_0.71_1.64.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,1.6376495361328125,0.0006089210510253906,34.71192932128906,0.8216953873634338,0.86599375,0.020175842568278313
heldout,val_regular,1183_0.84_1.24.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,1.4832305908203125,0.0005325078964233398,34.02747344970703,0.6592692732810974,0.46505625,0.032668862491846085
heldout,val_regular,1200_0.97_0.52.png,4,sky_low,hard_bottom25_by_a0_fulltrain,0.25,0.557342529296875,0.00019377470016479492,31.913738250732422,0.6312461495399475,0.174575,0.01636594906449318
heldout,val_regular,1212_0.8_1.74.png,3,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-1.1763877868652344,-0.001306295394897461,30.234447479248047,0.6883280277252197,0.62529375,0.02795296721160412
heldout,val_regular,1233_0.54_0.63.png,2,sky_mid,mid_by_a0_fulltrain,0.25,-0.4091835021972656,0.00016862154006958008,37.283382415771484,0.46292176842689514,0.2090875,0.03356967493891716
heldout,val_regular,1246_0.62_2.0.png,0,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,-0.16619110107421875,0.00012934207916259766,33.34962463378906,0.5476833581924438,0.285025,0.035732872784137726
heldout,val_regular,1266_0.96_1.34.png,1,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.14382553100585938,7.867813110351562e-06,35.360557556152344,0.671888530254364,0.44104375,0.024073224514722824
heldout,val_regular,126_0.75_1.47.png,4,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.7458648681640625,0.0012969970703125,28.241600036621094,0.6225703954696655,0.3024875,0.033256616443395615
heldout,val_regular,1282_0.62_0.6.png,3,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,1.0225181579589844,0.00023573637008666992,32.45446014404297,0.6032972931861877,0.38104375,0.028605099767446518
heldout,val_regular,1290_0.95_1.76.png,4,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-1.1625022888183594,-6.943941116333008e-05,32.715370178222656,0.8120337128639221,0.7260625,0.019027816131711006
heldout,val_regular,1291_0.62_0.59.png,2,sky_mid,mid_by_a0_fulltrain,0.25,1.0085563659667969,5.2928924560546875e-05,40.49239730834961,0.6029905676841736,0.3585625,0.030156511813402176
heldout,val_regular,1299_0.83_1.21.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.9948654174804688,-0.0001277923583984375,41.31084442138672,0.6576740741729736,0.54591875,0.01647547073662281
heldout,val_regular,1300_0.92_1.03.png,0,sky_high,easy_top25_by_a0_fulltrain,0.5,-0.2866172790527344,8.785724639892578e-05,43.74760055541992,0.6677080988883972,0.54076875,0.017291154712438583
heldout,val_regular,1313_0.75_1.8.png,4,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.4218711853027344,0.0007227063179016113,36.106903076171875,0.6813275814056396,0.4603125,0.010440790094435215
heldout,val_regular,1317_0.53_1.87.png,4,sky_low,hard_bottom25_by_a0_fulltrain,0.25,1.0516948699951172,0.0015401244163513184,29.30721092224121,0.39523011445999146,0.00275625,0.03411995247006416
heldout,val_regular,1333_0.79_1.62.png,3,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.25879669189453125,0.0002219080924987793,33.545631408691406,0.5872928500175476,0.29024375,0.020980091765522957
heldout,val_regular,1334_0.64_1.51.png,3,sky_low,mid_by_a0_fulltrain,0.25,0.158477783203125,0.00013756752014160156,36.26000213623047,0.5249890685081482,0.18655,0.023389430716633797
heldout,val_regular,1376_0.65_1.6.png,2,sky_mid,mid_by_a0_fulltrain,0.25,-0.12041473388671875,-0.00037020444869995117,40.26970672607422,0.6233856081962585,0.3702875,0.024218212813138962
heldout,val_regular,1390_0.57_1.23.png,2,sky_low,mid_by_a0_fulltrain,0.25,0.07076263427734375,0.00017374753952026367,37.24122619628906,0.41669076681137085,0.00535,0.030659012496471405
heldout,val_regular,1397_0.94_0.79.png,0,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.49326324462890625,0.0001849532127380371,36.11112594604492,0.6149347424507141,0.30271875,0.04077081382274628
heldout,val_regular,1413_0.65_1.47.png,0,sky_mid,mid_by_a0_fulltrain,0.25,-0.34832000732421875,7.82012939453125e-05,40.04090118408203,0.5474374294281006,0.3008125,0.028234563767910004
heldout,val_regular,1416_0.95_1.15.png,2,sky_high,mid_by_a0_fulltrain,0.5,0.3788108825683594,0.00026047229766845703,39.3605842590332,0.6600280404090881,0.4150875,0.03215872123837471
heldout,val_regular,1419_0.62_1.04.png,0,sky_high,mid_by_a0_fulltrain,0.5,0.149658203125,-1.2516975402832031e-05,37.92040252685547,0.5958473682403564,0.4066125,0.02945038676261902
heldout,val_regular,1432_0.91_1.29.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.49993896484375,0.0003495216369628906,32.578590393066406,0.7208604216575623,0.5704625,0.021393299102783203
heldout,val_regular,1435_0.87_0.57.png,3,sky_low,easy_top25_by_a0_fulltrain,0.25,0.11397552490234375,0.0003917217254638672,43.462547302246094,0.40689000487327576,0.05786875,0.04528598487377167
heldout,val_regular,1456_0.66_1.83.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.4938468933105469,0.0003566741943359375,33.696537017822266,0.6891342401504517,0.54246875,0.014735058881342411
heldout,val_regular,1461_0.59_0.54.png,3,sky_low,mid_by_a0_fulltrain,0.25,1.088592529296875,0.000186920166015625,37.48857116699219,0.4268721044063568,0.1883,0.03387374430894852
heldout,val_regular,1467_0.61_1.24.png,1,sky_low,mid_by_a0_fulltrain,0.25,0.12054443359375,0.0003288388252258301,40.498504638671875,0.5338392853736877,0.12914375,0.026458194479346275
heldout,val_regular,1474_0.92_0.89.png,0,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.7111415863037109,0.00023865699768066406,30.879680633544922,0.590117335319519,0.5211375,0.014532007277011871
heldout,val_regular,1480_0.96_1.38.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.2982654571533203,-0.004000961780548096,30.866212844848633,0.6454556584358215,0.554425,0.004734208807349205
heldout,val_regular,1491_0.88_1.85.png,2,sky_high,hard_bottom25_by_a0_fulltrain,0.5,0.11487960815429688,0.003278374671936035,33.575008392333984,0.6443833708763123,0.50465,0.016818443313241005
heldout,val_regular,1500_0.87_1.88.png,1,sky_high,hard_bottom25_by_a0_fulltrain,0.5,-0.25193023681640625,-0.0005843639373779297,34.10819625854492,0.8037123084068298,0.8011875,0.012487540952861309
heldout,val_regular,1502_0.65_1.08.png,3,sky_mid,mid_by_a0_fulltrain,0.25,1.3315696716308594,0.00024837255477905273,42.028228759765625,0.558732807636261,0.3352734375,0.016961781308054924
heldout,val_regular,1528_0.91_1.9.png,2,sky_mid,hard_bottom25_by_a0_fulltrain,0.25,0.030010223388671875,0.0005000829696655273,33.67494201660156,0.638451099395752,0.36539388020833335,0.01754690147936344
heldout,val_regular,1534_0.7_0.91.png,3,sky_low,easy_top25_by_a0_fulltrain,0.25,0.8228302001953125,0.0001735687255859375,45.483734130859375,0.48809269070625305,0.14452473958333334,0.024655697867274284
heldout,val_regular,1547_0.77_1.84.png,2,sky_high,mid_by_a0_fulltrain,0.5,0.3912506103515625,0.0012007355690002441,38.38059616088867,0.5906574726104736,0.4305501302083333,0.022704139351844788
heldout,val_regular,1550_0.87_0.57.png,1,sky_low,easy_top25_by_a0_fulltrain,0.25,0.7642135620117188,0.00012814998626708984,45.68352508544922,0.466903418302536,0.13126302083333333,0.031899794936180115
heldout,val_regular,1567_0.8_0.84.png,3,sky_high,mid_by_a0_fulltrain,0.5,1.0848541259765625,-0.00040215253829956055,41.414817810058594,0.6693023443222046,0.6325260416666667,0.012140298262238503
heldout,val_regular,1575_0.51_1.39.png,2,sky_mid,mid_by_a0_fulltrain,0.25,0.13842010498046875,8.976459503173828e-05,42.521217346191406,0.5834699273109436,0.28694986979166665,0.017359310761094093
heldout,val_regular,1579_0.67_1.31.png,0,sky_low,easy_top25_by_a0_fulltrain,0.25,0.5677604675292969,0.0002503395080566406,43.416500091552734,0.5197469592094421,0.07403971354166666,0.020970337092876434
heldout,val_regular,1580_0.7_1.59.png,3,sky_low,mid_by_a0_fulltrain,0.25,0.6414260864257812,0.0002632737159729004,40.74560546875,0.560032308101654,0.09290364583333334,0.01828869991004467
heldout,val_regular,1586_0.74_1.29.png,4,sky_mid,mid_by_a0_fulltrain,0.25,0.5791397094726562,0.0005623698234558105,39.65418243408203,0.5296194553375244,0.21715169270833334,0.01662420853972435
heldout,val_regular,1587_0.73_1.54.png,3,sky_mid,mid_by_a0_fulltrain,0.25,0.3780250549316406,0.0005192756652832031,38.576385498046875,0.5463996529579163,0.23697591145833333,0.015542424283921719
heldout,val_regular,1589_0.74_1.06.png,0,sky_low,mid_by_a0_fulltrain,0.25,-0.3979148864746094,8.779764175415039e-05,42.42633819580078,0.5025451183319092,0.07802734375,0.014428694732487202
heldout,val_regular,1612_0.77_1.4.png,3,sky_mid,mid_by_a0_fulltrain,0.25,0.13208389282226562,0.0002982616424560547,41.39713668823242,0.6134064793586731,0.377470703125,0.014057067222893238
heldout,val_regular,1618_0.97_1.32.png,0,sky_mid,mid_by_a0_fulltrain,0.25,0.7095146179199219,0.0007631778717041016,42.37184524536133,0.548262357711792,0.35015625,0.01510655228048563
