count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,worst_per_1000,strong_per_1000,test_image_count,fold,seed,policy_id,strict_gate_checks,strict_gate_pass
1000,1.0,0.015359346389770507,0.011220245361328126,-0.004071014404296875,2.9790818691253663e-05,0.538,39.07731628417969,68,186,111.6,66,39.6,0.007750312805175782,0.011033164024353028,0.013050232887268066,66.0,186.0,1000,1,3407,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,"{'coverage': True, 'mean': False, 'hard': False, 'dssim': True, 'positive_ratio': False, 'true_vs_zero': False, 'true_vs_shuffle': False, 'true_vs_normal': False, 'worst': True, 'max_outer_worst': False}",False
