count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,worst_per_1000,strong_per_1000,test_image_count,fold,seed,policy_id,strict_gate_checks,strict_gate_pass
1000,1.0,0.016164779663085938,0.022181587219238283,0.00240789794921875,3.8520455360412595e-05,0.536,39.07731628417969,57,183,109.8,69,41.4,0.008854737281799316,0.011620241165161133,0.01456865119934082,69.0,183.0,1000,1,3411,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,"{'coverage': True, 'mean': False, 'hard': False, 'dssim': True, 'positive_ratio': False, 'true_vs_zero': False, 'true_vs_shuffle': False, 'true_vs_normal': False, 'worst': True, 'max_outer_worst': False}",False
