count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,worst_per_1000,strong_per_1000,test_image_count,policy_id,feature_group,action_bank,score_mode,target_intervention,outer_groups,selected_rows,strict_gate_checks,locked_test_touched,one_shot_locked_confirmation,post_test_tuning_allowed,train_rows,train_image_groups,feature_count,strict_gate_pass,decision,mean_alpha,intervention_rate
1000,1.0,0.026726938247680663,0.026265602111816406,0.00173162841796875,5.8516860008239746e-05,0.526,39.07731628417969,71,220,132.0,66,39.6,0.012296358108520507,0.015151140213012695,0.018057315826416016,66.0,220.0,1000,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,1,1000,"{'coverage': True, 'mean': False, 'hard': False, 'dssim': True, 'positive_ratio': False, 'true_vs_zero': False, 'true_vs_shuffle': False, 'true_vs_normal': False, 'worst': True, 'max_outer_worst': False}",True,True,False,38400,2400,120,False,D9_LOCKED_FIXED_POLICY_FAIL_NO_TUNING,0.69635,1.0
