count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,worst_per_1000,strong_per_1000,test_image_count,policy_id,feature_group,action_bank,score_mode,target_intervention,outer_groups,selected_rows,strict_gate_checks,locked_test_touched,one_shot_locked_confirmation,post_test_tuning_allowed,train_rows,train_image_groups,feature_count,strict_gate_pass,decision,mean_alpha,intervention_rate
1000,1.0,0.016164779663085938,0.022181587219238283,0.00240789794921875,3.8520455360412595e-05,0.536,39.07731628417969,57,183,109.8,69,41.4,0.008854737281799316,0.011620241165161133,0.01456865119934082,69.0,183.0,1000,primary_outputdiff_plus_Q_micro_shrink_pred_gain_t100,outputdiff_plus_Q,micro_shrink,pred_gain,1.0,1,1000,"{'coverage': True, 'mean': False, 'hard': False, 'dssim': True, 'positive_ratio': False, 'true_vs_zero': False, 'true_vs_shuffle': False, 'true_vs_normal': False, 'worst': True, 'max_outer_worst': False}",True,True,False,38400,2400,120,False,D9_LOCKED_FIXED_POLICY_FAIL_NO_TUNING,0.60775,1.0
