fold_id,sample_count,unsafe_count,unsafe_AUROC,unsafe_AUPRC,fold_pass
0,120,6,0.9152046783625731,0.42516534391534394,False
1,120,6,0.922514619883041,0.3979347041847041,False
2,120,7,0.8571428571428571,0.20423010932348792,False
3,120,6,0.77046783625731,0.12923122983864674,False
4,120,5,0.871304347826087,0.4176040322084947,False
