variant,rank,name,split,A0_PSNR,dPSNR,teacher_margin,residual_energy,color_shift,clip_ratio,haze_param_t,haze_param_beta
a5_a4sweep_s030,18,221_0.88_1.44.png,val_regular,36.879722595214844,-0.4046592712402344,2.2801513671875,0.005498015321791172,0.0016494195442646742,8.333333425980527e-06,0.88,1.44
a5_a4sweep_s030,19,2435_0.72_0.78.png,val_regular,44.469749450683594,-0.3926544189453125,2.577747344970703,0.00197906163521111,0.0006908377399668097,0.05031901225447655,0.72,0.78
a5_a4sweep_s030,20,1333_0.79_1.62.png,val_regular,33.56443786621094,-0.390289306640625,3.0402984619140625,0.005750986747443676,0.0017211537342518568,0.0003937500005122274,0.79,1.62
c13a2_directzero256,1,210_0.87_0.81.png,val_regular,40.07377624511719,-1.2022628784179688,0.9747123718261719,0.002651500515639782,0.0026426217518746853,0.0,0.87,0.81
c13a2_directzero256,2,611_0.99_1.33.png,val_regular,36.197845458984375,-1.1877288818359375,2.7406158447265625,0.003095011692494154,0.003093133447691798,0.0001645833399379626,0.99,1.33
c13a2_directzero256,3,533_0.96_1.51.png,val_hard,36.9848747253418,-1.0826225280761719,2.4628067016601562,0.004170247353613377,0.00416999077424407,4.3750002078013495e-05,0.96,1.51
c13a2_directzero256,4,1413_0.65_1.47.png,val_regular,40.02935791015625,-1.0825271606445312,1.8968772888183594,0.002503985073417425,0.002500593662261963,0.00010416666918899864,0.65,1.47
c13a2_directzero256,5,778_0.99_1.06.png,val_regular,33.92321014404297,-1.0710105895996094,3.4009017944335938,0.003137478604912758,0.003136157989501953,2.0833333110203966e-05,0.99,1.06
c13a2_directzero256,6,1031_0.76_0.7.png,val_regular,42.83445358276367,-1.0554771423339844,1.8991661071777344,0.0016660405090078712,0.0016387701034545898,0.012264583259820938,0.76,0.7
c13a2_directzero256,7,501_0.99_0.7.png,val_regular,39.12370300292969,-1.0083770751953125,1.4937362670898438,0.002479392336681485,0.002479096408933401,1.2500000593718141e-05,0.99,0.7
c13a2_directzero256,8,332_0.74_1.24.png,val_hard,34.3131103515625,-0.9608535766601562,3.4483909606933594,0.0035104730632156134,0.0035101077519357204,2.0833333564951317e-06,0.74,1.24
c13a2_directzero256,9,330_0.59_1.02.png,val_regular,38.7113037109375,-0.9563980102539062,3.3923912048339844,0.0024647002574056387,0.0024641752243041992,0.0,0.59,1.02
c13a2_directzero256,10,1467_0.61_1.24.png,val_regular,40.423423767089844,-0.9543533325195312,2.0028152465820312,0.002220952184870839,0.002295126672834158,0.050468750298023224,0.61,1.24
c13a2_directzero256,11,612_0.78_0.9.png,val_hard,34.34458923339844,-0.95123291015625,3.1274032592773438,0.0022700352128595114,0.0022867422085255384,0.015268750488758087,0.78,0.9
c13a2_directzero256,12,219_0.84_1.07.png,val_hard,37.29166793823242,-0.9499549865722656,4.102813720703125,0.0018736009951680899,0.0018682082882151008,1.0416666555101983e-05,0.84,1.07
c13a2_directzero256,13,610_0.58_0.89.png,val_hard,36.79851150512695,-0.9494819641113281,3.5601577758789062,0.0017659439472481608,0.0018384953727945685,0.03206458315253258,0.58,0.89
c13a2_directzero256,14,2070_0.86_0.78.png,val_regular,44.15020751953125,-0.8637275695800781,1.04052734375,0.0021429122425615788,0.002175668952986598,0.02063802070915699,0.86,0.78
c13a2_directzero256,15,1223_0.74_2.0.png,val_hard,34.76206970214844,-0.863189697265625,2.548717498779297,0.0030407870654016733,0.0030303101520985365,0.00019583333050832152,0.74,2.0
c13a2_directzero256,16,2170_0.98_1.62.png,val_regular,36.96137237548828,-0.829010009765625,0.4524078369140625,0.0028163264505565166,0.0028723678551614285,0.028083767741918564,0.98,1.62
c13a2_directzero256,17,2435_0.72_0.78.png,val_regular,44.469749450683594,-0.8207054138183594,2.577747344970703,0.001103700720705092,0.001181483268737793,0.04621419310569763,0.72,0.78
c13a2_directzero256,18,2427_0.71_0.9.png,val_regular,44.30303192138672,-0.7828102111816406,0.545989990234375,0.0013364148326218128,0.001392026781104505,0.023174913600087166,0.71,0.9
c13a2_directzero256,19,221_0.88_1.44.png,val_regular,36.879722595214844,-0.7588272094726562,2.2801513671875,0.0028605288825929165,0.002860566135495901,8.333333425980527e-06,0.88,1.44
c13a2_directzero256,20,863_0.87_0.58.png,val_regular,36.93707275390625,-0.7581062316894531,2.9139251708984375,0.001985536189749837,0.001985450740903616,2.0833333564951317e-06,0.87,0.58
c13a3_adaptive050,1,611_0.99_1.33.png,val_regular,36.197845458984375,-0.06739425659179688,2.7406158447265625,0.00039422817644663155,0.00019319853163324296,0.00022916667512618005,0.99,1.33
c13a3_adaptive050,2,219_0.84_1.07.png,val_hard,37.29166793823242,-0.06689453125,4.102813720703125,0.0002749547711573541,0.00013399124145507812,1.0416666555101983e-05,0.84,1.07
c13a3_adaptive050,3,1031_0.76_0.7.png,val_regular,42.83445358276367,-0.06201171875,1.8991661071777344,0.00030190678080543876,0.00013030569243710488,0.010320833884179592,0.76,0.7
c13a3_adaptive050,4,778_0.99_1.06.png,val_regular,33.92321014404297,-0.062007904052734375,3.4009017944335938,0.00035680009750649333,0.0001741647720336914,6.874999962747097e-05,0.99,1.06
c13a3_adaptive050,5,612_0.78_0.9.png,val_hard,34.34458923339844,-0.059757232666015625,3.1274032592773438,0.000317452970193699,0.00017877420759759843,0.015529166907072067,0.78,0.9
c13a3_adaptive050,6,501_0.99_0.7.png,val_regular,39.12370300292969,-0.059146881103515625,1.4937362670898438,0.0003640610375441611,0.00017768144607543945,8.541666466044262e-05,0.99,0.7
c13a3_adaptive050,7,610_0.58_0.89.png,val_hard,36.79851150512695,-0.054653167724609375,3.5601577758789062,0.00026634742971509695,0.00026422739028930664,0.03137291595339775,0.58,0.89
c13a3_adaptive050,8,330_0.59_1.02.png,val_regular,38.7113037109375,-0.052555084228515625,3.3923912048339844,0.00030757219064980745,0.0001500546932220459,0.0,0.59,1.02
c13a3_adaptive050,9,533_0.96_1.51.png,val_hard,36.9848747253418,-0.050838470458984375,2.4628067016601562,0.0004395271243993193,0.00021428863692563027,3.541666592354886e-05,0.96,1.51
c13a3_adaptive050,10,210_0.87_0.81.png,val_regular,40.07377624511719,-0.050815582275390625,0.9747123718261719,0.0003368378966115415,0.00016415119171142578,0.0,0.87,0.81
c13a3_adaptive050,11,368_0.53_1.11.png,val_regular,42.46603012084961,-0.048511505126953125,2.203083038330078,0.0002259403991047293,0.00010162591934204102,0.0007770833326503634,0.53,1.11
c13a3_adaptive050,12,1413_0.65_1.47.png,val_regular,40.02935791015625,-0.04822540283203125,1.8968772888183594,0.00031643014517612755,0.00015474359679501504,9.583333303453401e-05,0.65,1.47
c13a3_adaptive050,13,476_0.69_0.56.png,val_hard,35.81865692138672,-0.04776763916015625,3.3358383178710938,0.00022943317890167236,0.00011165937030455098,2.0833333564951317e-06,0.69,0.56
c13a3_adaptive050,14,863_0.87_0.58.png,val_regular,36.93707275390625,-0.0474853515625,2.9139251708984375,0.0002654601994436234,0.00012951096869073808,2.0833333564951317e-06,0.87,0.58
c13a3_adaptive050,15,474_0.56_1.28.png,val_hard,34.1060791015625,-0.045810699462890625,3.183826446533203,0.000309666182147339,0.0001509984431322664,1.2500000593718141e-05,0.56,1.28
c13a3_adaptive050,16,1461_0.59_0.54.png,val_regular,37.49542999267578,-0.044918060302734375,3.3438682556152344,0.000175762121216394,7.759531581541523e-05,0.002331250114366412,0.59,0.54
c13a3_adaptive050,17,473_0.55_0.65.png,val_hard,34.935752868652344,-0.0448455810546875,4.2082061767578125,0.00021550215024035424,0.00010486444080015644,1.6666666851961054e-05,0.55,0.65
c13a3_adaptive050,18,812_0.59_0.82.png,val_hard,36.540828704833984,-0.044330596923828125,5.726284027099609,0.00020757164747919887,0.00010120868682861328,1.2500000593718141e-05,0.59,0.82
c13a3_adaptive050,19,1223_0.74_2.0.png,val_hard,34.76206970214844,-0.043666839599609375,2.548717498779297,0.0003737844235729426,0.00018289685249328613,0.00020000000949949026,0.74,2.0
c13a3_adaptive050,20,332_0.74_1.24.png,val_hard,34.3131103515625,-0.040679931640625,3.4483909606933594,0.00038538864464499056,0.00018801292753778398,0.0,0.74,1.24
c13a4_scale050,1,611_0.99_1.33.png,val_regular,36.197845458984375,-1.1992225646972656,2.7406158447265625,0.006182973738759756,0.003088245866820216,0.0001645833399379626,0.99,1.33
c13a4_scale050,2,210_0.87_0.81.png,val_regular,40.07377624511719,-1.1724014282226562,0.9747123718261719,0.005132362712174654,0.0025553207378834486,0.0,0.87,0.81
c13a4_scale050,3,533_0.96_1.51.png,val_hard,36.9848747253418,-1.0789260864257812,2.4628067016601562,0.008380234241485596,0.004189888946712017,4.3750002078013495e-05,0.96,1.51
c13a4_scale050,4,778_0.99_1.06.png,val_regular,33.92321014404297,-1.0547447204589844,3.4009017944335938,0.006180608179420233,0.0030889511108398438,2.0833333110203966e-05,0.99,1.06
c13a4_scale050,5,1413_0.65_1.47.png,val_regular,40.02935791015625,-0.9939498901367188,1.8968772888183594,0.004734986461699009,0.0023631255608052015,0.00010416666918899864,0.65,1.47
c13a4_scale050,6,501_0.99_0.7.png,val_regular,39.12370300292969,-0.9823455810546875,1.4937362670898438,0.0047921487130224705,0.0023955702781677246,1.2500000593718141e-05,0.99,0.7
c13a4_scale050,7,1031_0.76_0.7.png,val_regular,42.83445358276367,-0.9699630737304688,1.8991661071777344,0.0030817242804914713,0.001515080570243299,0.011860417202115059,0.76,0.7
c13a4_scale050,8,332_0.74_1.24.png,val_hard,34.3131103515625,-0.9558601379394531,3.4483909606933594,0.006953503470867872,0.0034761629067361355,2.0833333564951317e-06,0.74,1.24
c13a4_scale050,9,612_0.78_0.9.png,val_hard,34.34458923339844,-0.9343223571777344,3.1274032592773438,0.004395177587866783,0.0022135775070637465,0.015839584171772003,0.78,0.9
c13a4_scale050,10,1467_0.61_1.24.png,val_regular,40.423423767089844,-0.9274444580078125,2.0028152465820312,0.004299620166420937,0.0022158524952828884,0.05062916874885559,0.61,1.24
c13a4_scale050,11,219_0.84_1.07.png,val_hard,37.29166793823242,-0.90704345703125,4.102813720703125,0.0035261670127511024,0.0017556350212544203,1.0416666555101983e-05,0.84,1.07
c13a4_scale050,12,610_0.58_0.89.png,val_hard,36.79851150512695,-0.9069328308105469,3.5601577758789062,0.0033478226978331804,0.0017377635231241584,0.032093752175569534,0.58,0.89
c13a4_scale050,13,330_0.59_1.02.png,val_regular,38.7113037109375,-0.8882217407226562,3.3923912048339844,0.0046959370374679565,0.0023471019230782986,0.0,0.59,1.02
c13a4_scale050,14,1223_0.74_2.0.png,val_hard,34.76206970214844,-0.8316154479980469,2.548717498779297,0.005918846931308508,0.002946704626083374,0.00021458334231283516,0.74,2.0
c13a4_scale050,15,2070_0.86_0.78.png,val_regular,44.15020751953125,-0.831207275390625,1.04052734375,0.004067384172230959,0.0020688376389443874,0.021765409037470818,0.86,0.78
c13a4_scale050,16,2170_0.98_1.62.png,val_regular,36.96137237548828,-0.8196296691894531,0.4524078369140625,0.005515375640243292,0.002817690372467041,0.029233941808342934,0.98,1.62
c13a4_scale050,17,2435_0.72_0.78.png,val_regular,44.469749450683594,-0.7546539306640625,2.577747344970703,0.00197906163521111,0.0010550221195444465,0.04868164286017418,0.72,0.78
c13a4_scale050,18,221_0.88_1.44.png,val_regular,36.879722595214844,-0.7162094116210938,2.2801513671875,0.005498015321791172,0.0027490458451211452,8.333333425980527e-06,0.88,1.44
c13a4_scale050,19,2427_0.71_0.9.png,val_regular,44.30303192138672,-0.7157859802246094,0.545989990234375,0.0024580727331340313,0.0012810826301574707,0.023765191435813904,0.71,0.9
c13a4_scale050,20,863_0.87_0.58.png,val_regular,36.93707275390625,-0.7139511108398438,2.9139251708984375,0.003746824339032173,0.0018731355667114258,2.0833333564951317e-06,0.87,0.58
wd0375_teacher,1,2494_0.83_1.83.png,val_hard,36.78416442871094,-1.509063720703125,-1.509063720703125,,,,0.83,1.83
wd0375_teacher,2,2869_0.8_0.83.png,val_regular,44.68730545043945,-1.1179885864257812,-1.1179885864257812,,,,0.8,0.83
wd0375_teacher,3,2380_0.52_1.3.png,val_regular,46.27729797363281,-0.9874153137207031,-0.9874153137207031,,,,0.52,1.3
wd0375_teacher,4,2409_0.55_1.95.png,val_regular,42.88624572753906,-0.9260787963867188,-0.9260787963867188,,,,0.55,1.95
wd0375_teacher,5,2377_0.59_1.32.png,val_regular,48.39084243774414,-0.7541313171386719,-0.7541313171386719,,,,0.59,1.32
wd0375_teacher,6,2379_0.79_1.37.png,val_regular,46.562686920166016,-0.6682243347167969,-0.6682243347167969,,,,0.79,1.37
wd0375_teacher,7,2405_0.56_0.59.png,val_regular,48.764373779296875,-0.6270713806152344,-0.6270713806152344,,,,0.56,0.59
wd0375_teacher,8,2767_0.69_0.71.png,val_regular,45.41575622558594,-0.51007080078125,-0.51007080078125,,,,0.69,0.71
wd0375_teacher,9,1838_0.88_0.63.png,val_regular,46.66019821166992,-0.45940399169921875,-0.45940399169921875,,,,0.88,0.63
wd0375_teacher,10,1534_0.7_0.91.png,val_regular,45.49168395996094,-0.34230804443359375,-0.34230804443359375,,,,0.7,0.91
wd0375_teacher,11,2674_0.84_1.83.png,val_regular,43.538597106933594,-0.3022651672363281,-0.3022651672363281,,,,0.84,1.83
wd0375_teacher,12,1744_0.79_1.18.png,val_regular,45.94437026977539,-0.17605972290039062,-0.17605972290039062,,,,0.79,1.18
wd0375_teacher,13,2904_0.97_0.81.png,val_regular,39.98292541503906,-0.13425445556640625,-0.13425445556640625,,,,0.97,0.81
wd0375_teacher,14,1919_0.59_0.94.png,val_regular,49.66877365112305,-0.1175384521484375,-0.1175384521484375,,,,0.59,0.94
wd0375_teacher,15,1589_0.74_1.06.png,val_regular,42.409263610839844,-0.01403045654296875,-0.01403045654296875,,,,0.74,1.06
wd0375_teacher,16,2751_0.51_0.98.png,val_regular,45.989341735839844,-0.01328277587890625,-0.01328277587890625,,,,0.51,0.98
wd0375_teacher,17,1716_0.87_0.59.png,val_regular,41.12841033935547,0.011516571044921875,0.011516571044921875,,,,0.87,0.59
wd0375_teacher,18,1811_0.62_1.47.png,val_regular,45.49977111816406,0.031951904296875,0.031951904296875,,,,0.62,1.47
wd0375_teacher,19,1575_0.51_1.39.png,val_regular,42.51918029785156,0.08807373046875,0.08807373046875,,,,0.51,1.39
wd0375_teacher,20,2411_0.81_0.52.png,val_regular,46.595741271972656,0.12666702270507812,0.12666702270507812,,,,0.81,0.52
