name,split,A0_PSNR,A0_SSIM,student_PSNR,student_SSIM,dPSNR,dSSIM,residual_mean_abs,raw_residual_mean_abs,ll_residual_mean_abs,color_shift,clip_ratio,input_dark_channel_mean,input_low_texture_proxy,sky_highlight_proxy,haze_param_t,haze_param_beta
1012_0.85_1.28.png,val_regular,38.41431427001953,0.9647197127342224,38.568145751953125,0.9669949412345886,0.15383148193359375,0.002275228500366211,0.001069654361344874,0.003565514227375388,0.0021392996422946453,0.0010612657060846686,0.001637500012293458,0.4600957930088043,0.029112091287970543,0.06684374809265137,0.85,1.28
1016_0.8_1.72.png,val_regular,39.61286163330078,0.9955519437789917,39.54025650024414,0.9953658580780029,-0.07260513305664062,-0.00018608570098876953,0.001858913921751082,0.006196379661560059,0.0037178266793489456,0.0018700163345783949,0.00354583328589797,0.6149551868438721,0.011579803191125393,0.31971248984336853,0.8,1.72
1023_0.5_1.87.png,val_regular,37.46149444580078,0.9967917203903198,37.853515625,0.9969283938407898,0.39202117919921875,0.0001366734504699707,0.0009718135697767138,0.0032393785659223795,0.0019426961662247777,0.00036801895475946367,0.005172916688024998,0.558870792388916,0.018685389310121536,0.08761874586343765,0.5,1.87
1031_0.76_0.7.png,val_regular,42.83445358276367,0.99848473072052,42.27953338623047,0.9985334277153015,-0.5549201965332031,4.869699478149414e-05,0.0009245173423551023,0.0030817242804914713,0.0018490203656256199,0.0009031494846567512,0.01087083388119936,0.5576941967010498,0.02238466590642929,0.37184998393058777,0.76,0.7
1035_0.76_1.14.png,val_regular,33.746826171875,0.9929184913635254,34.791500091552734,0.9934191107749939,1.0446739196777344,0.0005006194114685059,0.0025797723792493343,0.008599241264164448,0.005159538704901934,0.002584348199889064,0.0013770833611488342,0.5399232506752014,0.012314347550272942,0.15732499957084656,0.76,1.14
1037_0.89_0.54.png,val_regular,35.944435119628906,0.9982537031173706,35.72459411621094,0.9982199668884277,-0.21984100341796875,-3.3736228942871094e-05,0.0007537096971645951,0.0025123655796051025,0.001507362350821495,0.0007533928146585822,2.0833333564951317e-06,0.4881669282913208,0.02246810495853424,0.24946250021457672,0.89,0.54
1039_0.79_1.79.png,val_regular,32.14397430419922,0.9955849051475525,32.011383056640625,0.9955089092254639,-0.13259124755859375,-7.599592208862305e-05,0.0017223686445504427,0.005741228815168142,0.003444734727963805,0.001722703455016017,0.00021458334231283516,0.6588711738586426,0.015557206235826015,0.37017500400543213,0.79,1.79
1063_0.51_1.61.png,val_regular,34.0552864074707,0.9881882667541504,34.47883987426758,0.9890210032463074,0.423553466796875,0.0008327364921569824,0.0017454434419050813,0.0058181448839604855,0.003490843577310443,0.0017814934253692627,0.008475000038743019,0.6171346306800842,0.008273383602499962,0.41071873903274536,0.51,1.61
1076_0.71_1.18.png,val_regular,35.237770080566406,0.9977822303771973,35.8100471496582,0.9978300333023071,0.5722770690917969,4.780292510986328e-05,0.0014592558145523071,0.00486418604850769,0.0029184159357100725,0.0014575024833902717,0.0009354166686534882,0.507169783115387,0.014182322658598423,0.18270625174045563,0.71,1.18
1080_0.59_1.22.png,val_regular,40.86412048339844,0.9971354007720947,41.33573532104492,0.9972950220108032,0.4716148376464844,0.0001596212387084961,0.000968401727732271,0.0032280057203024626,0.0019362577004358172,0.0009634097805246711,0.0027541667222976685,0.37846052646636963,0.03184068575501442,0.004562499932944775,0.59,1.22
1085_0.71_1.3.png,val_regular,40.45887756347656,0.9976656436920166,40.54832077026367,0.9976810812950134,0.08944320678710938,1.5437602996826172e-05,0.0010698362020775676,0.003566120285540819,0.0021387082524597645,0.0010458927135914564,0.002629166701808572,0.5222198963165283,0.03507201001048088,0.13003124296665192,0.71,1.3
1087_0.68_1.22.png,val_regular,41.442237854003906,0.9981285929679871,41.53801727294922,0.998142421245575,0.0957794189453125,1.3828277587890625e-05,0.0009839324047788978,0.0032797744497656822,0.0019666876178234816,0.0009506046772003174,0.002693749964237213,0.5006284713745117,0.036896176636219025,0.11812499910593033,0.68,1.22
1100_0.58_1.95.png,val_regular,31.112680435180664,0.9931523203849792,31.750947952270508,0.9935487508773804,0.6382675170898438,0.00039643049240112305,0.001815882744267583,0.006052942015230656,0.003631727071478963,0.001816093921661377,0.0002645833301357925,0.48136448860168457,0.02389727160334587,0.008331249468028545,0.58,1.95
1102_0.65_0.94.png,val_regular,29.722049713134766,0.9940279722213745,30.23542594909668,0.9944509267807007,0.5133762359619141,0.0004229545593261719,0.0018763199914246798,0.006254399660974741,0.003752627642825246,0.0018760462990030646,0.00021041666332166642,0.5360153913497925,0.012170086614787579,0.23667499423027039,0.65,0.94
1110_0.92_0.77.png,val_regular,39.92817306518555,0.9984459280967712,40.46168899536133,0.9984363317489624,0.5335159301757812,-9.59634780883789e-06,0.0015243319794535637,0.005081105511635542,0.0030486639589071274,0.001524339197203517,7.70833357819356e-05,0.5340155363082886,0.027075808495283127,0.31129997968673706,0.92,0.77
1122_0.94_0.53.png,val_regular,40.92900848388672,0.9982873201370239,41.458229064941406,0.998307466506958,0.5292205810546875,2.014636993408203e-05,0.001984529197216034,0.006615097168833017,0.003968982025980949,0.00198074197396636,0.0015562500339001417,0.5182243585586548,0.03298855945467949,0.10243749618530273,0.94,0.53
1128_0.8_1.45.png,val_regular,37.485660552978516,0.996299684047699,37.752994537353516,0.9963730573654175,0.267333984375,7.337331771850586e-05,0.0017494427738711238,0.005831475369632244,0.0034987390972673893,0.00196354603394866,0.07430624961853027,0.6323663592338562,0.01850845292210579,0.37883123755455017,0.8,1.45
