name,split,A0_PSNR,A0_SSIM,student_PSNR,student_SSIM,dPSNR,dSSIM,residual_mean_abs,raw_residual_mean_abs,ll_residual_mean_abs,color_shift,clip_ratio,input_dark_channel_mean,input_low_texture_proxy,sky_highlight_proxy,haze_param_t,haze_param_beta
1012_0.85_1.28.png,val_regular,38.41431427001953,0.9647197127342224,38.48309326171875,0.9654232263565063,0.06877899169921875,0.0007035136222839355,0.0002116584946634248,0.00043378095142543316,0.0004233167564962059,0.00020657479763031006,0.0015583334024995565,0.4600957930088043,0.029112091287970543,0.06684374809265137,0.85,1.28
1016_0.8_1.72.png,val_regular,39.61286163330078,0.9955519437789917,39.61056137084961,0.9955185651779175,-0.002300262451171875,-3.337860107421875e-05,0.00021306448616087437,0.0004366609500721097,0.0004261290014255792,0.00022711357451044023,0.004222916904836893,0.6149551868438721,0.011579803191125393,0.31971248984336853,0.8,1.72
1023_0.5_1.87.png,val_regular,37.46149444580078,0.9967917203903198,37.47936248779297,0.9968217611312866,0.0178680419921875,3.0040740966796875e-05,0.00010512761946301907,0.00021550760720856488,0.00021010202181059867,8.58306884765625e-05,0.004772916901856661,0.558870792388916,0.018685389310121536,0.08761874586343765,0.5,1.87
1031_0.76_0.7.png,val_regular,42.83445358276367,0.99848473072052,42.77244186401367,0.9985504150390625,-0.06201171875,6.568431854248047e-05,0.00014729051326867193,0.00030190678080543876,0.0002945810556411743,0.00013030569243710488,0.010320833884179592,0.5576941967010498,0.02238466590642929,0.37184998393058777,0.76,0.7
1035_0.76_1.14.png,val_regular,33.746826171875,0.9929184913635254,33.806549072265625,0.9929845333099365,0.059722900390625,6.604194641113281e-05,0.00019663684361148626,0.0004030201234854758,0.00039327359991148114,0.00020322203636169434,0.001600000075995922,0.5399232506752014,0.012314347550272942,0.15732499957084656,0.76,1.14
1037_0.89_0.54.png,val_regular,35.944435119628906,0.9982537031173706,35.91036605834961,0.9982447028160095,-0.034069061279296875,-9.000301361083984e-06,0.00010730681970017031,0.00021997164003551006,0.00021461346477735788,0.0001072982995538041,2.0833333564951317e-06,0.4881669282913208,0.02246810495853424,0.24946250021457672,0.89,0.54
1039_0.79_1.79.png,val_regular,32.14397430419922,0.9955849051475525,32.12802505493164,0.9955701231956482,-0.015949249267578125,-1.4781951904296875e-05,0.00018882271251641214,0.00038699875585734844,0.0003776453959289938,0.00018930435180664062,0.0002458333328831941,0.6588711738586426,0.015557206235826015,0.37017500400543213,0.79,1.79
1063_0.51_1.61.png,val_regular,34.0552864074707,0.9881882667541504,34.1043701171875,0.9883586764335632,0.049083709716796875,0.0001704096794128418,0.00020160229178145528,0.00041317971772514284,0.0004032045544590801,0.00024088224745355546,0.008614583872258663,0.6171346306800842,0.008273383602499962,0.41071873903274536,0.51,1.61
1076_0.71_1.18.png,val_regular,35.237770080566406,0.9977822303771973,35.278167724609375,0.9977836608886719,0.04039764404296875,1.430511474609375e-06,0.0001443944056518376,0.0002959735575132072,0.00028878875309601426,0.00014693538832943887,0.001125000067986548,0.507169783115387,0.014182322658598423,0.18270625174045563,0.71,1.18
1080_0.59_1.22.png,val_regular,40.86412048339844,0.9971354007720947,40.93824768066406,0.9971765875816345,0.074127197265625,4.118680953979492e-05,0.0001433736179023981,0.0002938788093160838,0.00028674438362941146,0.0001439650950487703,0.0026479167863726616,0.37846052646636963,0.03184068575501442,0.004562499932944775,0.59,1.22
