count,mean_dPSNR,median_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,nonnegative_ratio,severe_loss_count,severe_loss_per_600,p05_dPSNR,p95_dPSNR,variant,group
150,0.1191805903116862,0.10913467407226562,0.05350942869444151,0.16206277383340373,6.349682807922363e-05,0.7333333333333333,0.7333333333333333,9,36.0,-0.24100494384765625,0.48142242431640625,a5_a4sweep_s025,residual_energy_q1
150,0.16136199951171876,0.20367813110351562,0.08906761375633446,0.15579584482553843,0.00015380422274271648,0.72,0.72,12,48.0,-0.2855491638183594,0.56121826171875,a5_a4sweep_s025,residual_energy_q2
150,0.1822009785970052,0.15726852416992188,0.13406743230046453,0.2219042391390414,0.0001667900880177816,0.6933333333333334,0.6933333333333334,14,56.0,-0.3231239318847656,0.6227493286132812,a5_a4sweep_s025,residual_energy_q3
150,0.4176873143513997,0.4368896484375,0.40773335018673457,0.32420648110879435,0.00026569286982218427,0.8866666666666667,0.8866666666666667,7,28.0,-0.17592239379882812,0.9258575439453125,a5_a4sweep_s025,residual_energy_q4
150,0.12397579193115234,0.1002349853515625,0.06290544045938028,0.15451699334221916,6.532390912373861e-05,0.6866666666666666,0.6866666666666666,15,60.0,-0.3032417297363281,0.5646896362304688,a5_a4sweep_s030,residual_energy_q1
150,0.18340680440266927,0.22195816040039062,0.10549163818359375,0.1598970567857897,0.0001726841926574707,0.7066666666666667,0.7066666666666667,16,64.0,-0.37831878662109375,0.6509742736816406,a5_a4sweep_s030,residual_energy_q2
150,0.21084523518880208,0.18203353881835938,0.15919845168654984,0.24964811995222763,0.00019256273905436197,0.6933333333333334,0.6933333333333334,18,72.0,-0.390289306640625,0.7464942932128906,a5_a4sweep_s030,residual_energy_q3
150,0.4940057881673177,0.5199241638183594,0.4893206519049567,0.3680616842733847,0.00030936280886332195,0.8866666666666667,0.8866666666666667,8,32.0,-0.2188854217529297,1.1122817993164062,a5_a4sweep_s030,residual_energy_q4
150,0.11371651967366536,0.06331062316894531,0.09184249671729836,0.054196847451699746,5.741755167643229e-05,0.5666666666666667,0.5666666666666667,40,160.0,-0.5735664367675781,0.8459281921386719,c13a2_directzero256,residual_energy_q1
150,0.2534305826822917,0.3280525207519531,0.17875908516548775,0.11092696318755278,0.00025495330492655437,0.6733333333333333,0.6733333333333333,36,144.0,-0.74530029296875,1.0918464660644531,c13a2_directzero256,residual_energy_q2
150,0.2819001261393229,0.20075225830078125,0.2366944390374261,0.30529630506360855,0.0002594153086344401,0.6333333333333333,0.6333333333333333,33,132.0,-0.7588272094726562,1.2331886291503906,c13a2_directzero256,residual_energy_q3
150,0.7764807637532553,0.8372173309326172,0.8036515003926045,0.54743699769716,0.00047864238421122234,0.8666666666666667,0.8666666666666667,15,60.0,-0.408843994140625,1.7765693664550781,c13a2_directzero256,residual_energy_q4
150,0.07183423360188802,0.054431915283203125,0.0036560264793602196,0.14014610084327492,4.04508908589681e-05,0.7933333333333333,0.7933333333333333,0,0.0,-0.034069061279296875,0.21897506713867188,c13a3_adaptive050,residual_energy_q1
150,0.03722073872884114,0.035526275634765625,0.014365325102934966,0.06783872037320524,3.055453300476074e-05,0.76,0.76,0,0.0,-0.045810699462890625,0.14149856567382812,c13a3_adaptive050,residual_energy_q2
150,0.034702657063802086,0.0371856689453125,0.026364506901921454,0.05837548745645059,5.644480387369792e-05,0.8133333333333334,0.8133333333333334,0,0.0,-0.028324127197265625,0.09145736694335938,c13a3_adaptive050,residual_energy_q3
150,0.035133832295735676,0.04203224182128906,0.02832129194929793,0.02993578524202914,8.76625378926595e-05,0.8333333333333334,0.8333333333333334,0,0.0,-0.022790908813476562,0.08331680297851562,c13a3_adaptive050,residual_energy_q4
150,0.12208992004394531,0.06591033935546875,0.09808267129434121,0.07755526980838261,6.255944569905599e-05,0.5866666666666667,0.5866666666666667,36,144.0,-0.5241127014160156,0.8001022338867188,c13a4_scale050,residual_energy_q1
150,0.2509597905476888,0.290374755859375,0.16809210906157623,0.12237456038191512,0.00023322184880574545,0.68,0.68,33,132.0,-0.6791305541992188,1.0445327758789062,c13a4_scale050,residual_energy_q2
150,0.30216363271077473,0.20449447631835938,0.25474666904758764,0.3116251971270587,0.0002792700131734212,0.6533333333333333,0.6533333333333333,30,120.0,-0.6651382446289062,1.2387809753417969,c13a4_scale050,residual_energy_q3
150,0.771637446085612,0.8338031768798828,0.8151682260874156,0.4680746954840583,0.0004652063051859538,0.8666666666666667,0.8666666666666667,16,64.0,-0.4141120910644531,1.8515090942382812,c13a4_scale050,residual_energy_q4
