variant,eval_pixels,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,target_high_recall,target_high_precision,high_need_recall_in_low_density_regions,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,hard_negative_top5_mean,AUROC_high_vs_hard_negative
d7a_hn_ordinal,2457600,0.34848131373214775,0.30237372407215046,0.698270071761254,0.4141673372401014,1.46484375e-05,0.337926025390625,2.0469917048671443e-05,0.4722222222222222,0.0,4,4,0.0,0.0,0.0,0.0,0.53640216588974,0.8001706216276193
d7b_topk_hn_ordinal,2457600,0.33993126006655594,0.2950190961205471,0.6924581272980781,0.4177657672483847,0.0,0.337926025390625,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.5312637090682983,0.7852460943462984
d7s_shuffled_topk,2457600,0.3072478057787324,0.2991964029526075,0.6900644034655854,0.43087092650432895,0.0,0.337926025390625,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.4524550139904022,0.8520230007250191
