variant,eval_pixels,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,target_high_recall,target_high_precision,high_need_recall_in_low_density_regions,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,hard_negative_top5_mean,AUROC_high_vs_hard_negative
d7s2_density_only_control,2457600,0.274982268884153,0.29581415078356976,0.6890040440236169,0.43364034290668424,0.10445475260416667,0.337926025390625,0.1466741803303363,0.47451189678545275,0.027653289065441875,4,4,0.0036941376855096544,0.005630624426476876,0.00508646998982706,0.01929092805005214,0.519606351852417,0.8525574543579184
