selected_threshold,density_bin,need_bin,count,pred_high_fraction,target_high_fraction
0.3974299574891726,low,low,358135,0.09881190054029905,0.0
0.3974299574891726,low,mid,242800,0.166000823723229,0.0
0.3974299574891726,low,high,188549,0.2040795761314035,1.0
0.3974299574891726,mid,low,262445,0.1276877059955419,0.0
0.3974299574891726,mid,mid,278031,0.19022698907675764,0.0
0.3974299574891726,mid,high,276531,0.2311748049947384,1.0
0.3974299574891726,high,low,197754,0.26384295640037625,0.0
0.3974299574891726,high,mid,287948,0.43436662175114954,0.0
0.3974299574891726,high,high,365407,0.49299548175048646,1.0
