selected_threshold,name,hard_negative_pixels,false_strong_pixels,false_strong_rate,pred_mean,pred_max,target_mean
0.3974299574891726,1146_0.89_0.87.png,376,0,0.0,0.33176466822624207,0.4619576036930084,0.5716955661773682
0.3974299574891726,114_0.75_1.45.png,28,0,0.0,0.3543679118156433,0.4899059236049652,0.5260111689567566
0.3974299574891726,1150_0.8_1.27.png,7,0,0.0,0.36484116315841675,0.4632330536842346,0.46678048372268677
0.3974299574891726,1155_0.63_1.27.png,650,7,0.010769230769230769,0.33712124824523926,0.4277000427246094,0.5089103579521179
0.3974299574891726,1162_0.65_1.7.png,1,0,0.0,0.4002816677093506,0.4966730773448944,0.5783836245536804
0.3974299574891726,1164_0.79_1.96.png,0,0,nan,0.3984660506248474,0.5137597322463989,0.5945865511894226
0.3974299574891726,1168_0.56_0.69.png,687,0,0.0,0.30222395062446594,0.3982711136341095,0.5239153504371643
0.3974299574891726,116_0.64_1.08.png,315,0,0.0,0.3268706202507019,0.42889776825904846,0.5435174703598022
0.3974299574891726,1170_0.71_1.78.png,287,0,0.0,0.3612188696861267,0.5093585848808289,0.7288131713867188
0.3974299574891726,1179_0.56_1.96.png,29,25,0.8620689655172413,0.4319777190685272,0.5085068941116333,0.7277158498764038
0.3974299574891726,1187_0.82_1.57.png,6,0,0.0,0.3550455868244171,0.4976382255554199,0.5715047121047974
0.3974299574891726,119_0.6_1.7.png,101,0,0.0,0.353476345539093,0.44240689277648926,0.6471067667007446
0.3974299574891726,1200_0.97_0.52.png,96,0,0.0,0.3228870630264282,0.387544184923172,0.8128246665000916
0.3974299574891726,1205_0.78_1.01.png,22,0,0.0,0.3571012616157532,0.4516581594944,0.5039879083633423
0.3974299574891726,1208_0.63_0.83.png,288,0,0.0,0.3241747319698334,0.4071308970451355,0.4569750726222992
0.3974299574891726,1211_0.88_1.93.png,22,0,0.0,0.31846189498901367,0.4068162143230438,0.8587999939918518
0.3974299574891726,1231_0.98_1.26.png,222,0,0.0,0.3654114007949829,0.48344117403030396,0.5896545648574829
0.3974299574891726,123_0.94_1.22.png,47,0,0.0,0.34396761655807495,0.41894006729125977,0.721184492111206
0.3974299574891726,1240_0.64_0.5.png,1440,0,0.0,0.291407972574234,0.39092782139778137,0.3692837953567505
0.3974299574891726,1246_0.62_2.0.png,71,0,0.0,0.33488959074020386,0.4342709183692932,0.6020265817642212
0.3974299574891726,1250_0.57_0.61.png,13,0,0.0,0.3344869017601013,0.42542019486427307,0.8969448804855347
0.3974299574891726,1254_0.97_1.31.png,11,0,0.0,0.37542724609375,0.49332600831985474,0.5243578553199768
0.3974299574891726,1263_0.9_1.41.png,300,0,0.0,0.3472185730934143,0.5108291506767273,0.6883431673049927
0.3974299574891726,1266_0.96_1.34.png,27,0,0.0,0.33191514015197754,0.44646427035331726,0.6820130348205566
0.3974299574891726,126_0.75_1.47.png,346,0,0.0,0.35221534967422485,0.46146583557128906,0.551021158695221
0.3974299574891726,1271_0.65_1.66.png,86,2,0.023255813953488372,0.3518970310688019,0.45187997817993164,0.7258883118629456
0.3974299574891726,1281_0.89_0.85.png,422,1,0.002369668246445498,0.3522169589996338,0.45182108879089355,0.7034395337104797
0.3974299574891726,1282_0.62_0.6.png,437,1,0.002288329519450801,0.3489812910556793,0.42261505126953125,0.7646750211715698
0.3974299574891726,1292_0.66_1.45.png,301,175,0.5813953488372093,0.38687843084335327,0.4566345512866974,0.6509321331977844
0.3974299574891726,1297_0.99_0.69.png,727,0,0.0,0.237375408411026,0.36385321617126465,0.3285068869590759
0.3974299574891726,129_0.95_1.3.png,72,0,0.0,0.3532056212425232,0.47324123978614807,0.5279925465583801
0.3974299574891726,1305_1.0_1.54.png,25,0,0.0,0.3466232717037201,0.4694966971874237,0.8853229284286499
0.3974299574891726,1306_0.6_0.6.png,504,0,0.0,0.33264365792274475,0.4363568425178528,0.6410191059112549
0.3974299574891726,1308_0.84_1.04.png,203,0,0.0,0.34918394684791565,0.4725487232208252,0.7303674817085266
0.3974299574891726,1322_0.64_1.06.png,382,0,0.0,0.3223870098590851,0.4340800642967224,0.6236122846603394
0.3974299574891726,1323_0.89_0.88.png,359,0,0.0,0.3067736029624939,0.43188950419425964,0.5572022199630737
0.3974299574891726,1324_0.55_1.43.png,391,0,0.0,0.3311721682548523,0.4301603138446808,0.5919979810714722
0.3974299574891726,1326_0.77_0.97.png,367,0,0.0,0.3696989119052887,0.49681663513183594,0.45326316356658936
0.3974299574891726,1341_0.94_0.51.png,289,0,0.0,0.2939595580101013,0.38534024357795715,0.6519258618354797
0.3974299574891726,1347_0.75_1.79.png,53,0,0.0,0.4096923768520355,0.4741085171699524,0.8543912768363953
0.3974299574891726,136_0.6_1.01.png,328,0,0.0,0.30397725105285645,0.46020546555519104,0.8077771663665771
0.3974299574891726,1376_0.65_1.6.png,13,0,0.0,0.3770095109939575,0.45745059847831726,0.49216699600219727
0.3974299574891726,1377_0.5_0.79.png,691,13,0.01881331403762663,0.31452226638793945,0.4540212154388428,0.5507990717887878
0.3974299574891726,1380_0.67_1.78.png,122,0,0.0,0.3451662063598633,0.4738941192626953,0.7322227954864502
0.3974299574891726,1386_0.99_1.78.png,7,0,0.0,0.32473093271255493,0.4812282621860504,0.5717839002609253
0.3974299574891726,1397_0.94_0.79.png,402,0,0.0,0.3090954124927521,0.4202338755130768,0.584064781665802
0.3974299574891726,139_0.87_1.52.png,204,0,0.0,0.33218079805374146,0.4633045792579651,0.508884072303772
0.3974299574891726,1403_0.73_1.26.png,0,0,nan,0.39987027645111084,0.4824022948741913,0.7719599604606628
0.3974299574891726,1407_0.6_1.92.png,0,0,nan,0.3422115743160248,0.4282453656196594,0.8021023273468018
0.3974299574891726,1410_0.76_1.08.png,579,0,0.0,0.3519003987312317,0.4674716889858246,0.48357895016670227
0.3974299574891726,141_0.71_1.48.png,41,0,0.0,0.3574022054672241,0.4416891634464264,0.718583881855011
0.3974299574891726,1425_0.84_1.75.png,4,0,0.0,0.3584606647491455,0.43569353222846985,0.5820879936218262
0.3974299574891726,1432_0.91_1.29.png,414,0,0.0,0.305425763130188,0.4737553596496582,0.7400687336921692
0.3974299574891726,1433_0.9_1.85.png,24,0,0.0,0.39133429527282715,0.49202093482017517,0.529389500617981
0.3974299574891726,1435_0.87_0.57.png,548,0,0.0,0.29759398102760315,0.42794257402420044,0.30332237482070923
0.3974299574891726,1436_0.66_1.76.png,6,0,0.0,0.3590659499168396,0.46727755665779114,0.4714990258216858
0.3974299574891726,1440_0.65_1.26.png,32,0,0.0,0.33208513259887695,0.41525739431381226,0.7786961793899536
0.3974299574891726,1442_0.62_0.81.png,298,0,0.0,0.29511183500289917,0.4281788170337677,0.6574219465255737
0.3974299574891726,1443_0.76_1.22.png,186,0,0.0,0.3262990415096283,0.4637732207775116,0.65810227394104
0.3974299574891726,1446_0.85_0.59.png,422,0,0.0,0.2802678942680359,0.35820385813713074,0.6439453363418579
0.3974299574891726,1449_0.94_0.78.png,176,10,0.056818181818181816,0.35633862018585205,0.4415101110935211,0.5758689045906067
0.3974299574891726,1452_0.81_1.88.png,227,137,0.6035242290748899,0.40867212414741516,0.48485711216926575,0.5410928726196289
0.3974299574891726,1454_0.62_1.48.png,119,91,0.7647058823529411,0.3999556601047516,0.47163838148117065,0.6646482944488525
0.3974299574891726,1456_0.66_1.83.png,105,89,0.8476190476190476,0.4160705804824829,0.49201807379722595,0.671294093132019
0.3974299574891726,1457_0.88_0.58.png,521,0,0.0,0.2914779782295227,0.4082925021648407,0.4324260652065277
0.3974299574891726,145_0.5_1.08.png,413,0,0.0,0.3125048875808716,0.4221516251564026,0.4594736695289612
0.3974299574891726,1461_0.59_0.54.png,238,0,0.0,0.29164502024650574,0.3986736834049225,0.6909524202346802
0.3974299574891726,1464_0.64_1.56.png,212,62,0.29245283018867924,0.3508819043636322,0.4477856159210205,0.555304765701294
0.3974299574891726,1470_0.63_1.26.png,44,0,0.0,0.3337242603302002,0.43903273344039917,0.5595827102661133
0.3974299574891726,1471_0.82_1.95.png,20,0,0.0,0.39858001470565796,0.48932507634162903,0.6623328328132629
0.3974299574891726,1474_0.92_0.89.png,149,0,0.0,0.3716379404067993,0.4591767191886902,0.6922495365142822
0.3974299574891726,1481_0.7_0.89.png,488,49,0.10040983606557377,0.34675294160842896,0.43859854340553284,0.4972394108772278
0.3974299574891726,1482_0.59_1.05.png,289,128,0.4429065743944637,0.3599036931991577,0.4458169639110565,0.5498256683349609
0.3974299574891726,1485_0.6_1.5.png,278,1,0.0035971223021582736,0.36945608258247375,0.47255754470825195,0.7151349782943726
0.3974299574891726,1493_0.84_0.8.png,42,0,0.0,0.3429325222969055,0.43677952885627747,0.513541042804718
0.3974299574891726,1497_0.99_1.09.png,0,0,nan,0.3745045065879822,0.5085092186927795,0.6136476993560791
0.3974299574891726,1500_0.87_1.88.png,0,0,nan,0.3960638642311096,0.507724404335022,0.7264152765274048
0.3974299574891726,1511_0.63_1.09.png,1175,688,0.585531914893617,0.3671608567237854,0.515055775642395,0.3671186864376068
0.3974299574891726,1512_0.89_1.11.png,342,23,0.06725146198830409,0.37712568044662476,0.5445058941841125,0.5180548429489136
0.3974299574891726,1517_0.72_1.25.png,2341,234,0.09995728321230243,0.29876452684402466,0.5235350728034973,0.25832927227020264
0.3974299574891726,1518_0.62_1.44.png,2024,268,0.1324110671936759,0.30369916558265686,0.5056288838386536,0.2875933051109314
0.3974299574891726,1528_0.91_1.9.png,188,25,0.13297872340425532,0.44273120164871216,0.5607048273086548,0.6714928150177002
0.3974299574891726,152_0.8_1.99.png,8,0,0.0,0.3937702178955078,0.4876757264137268,0.7272322177886963
0.3974299574891726,1531_0.52_1.01.png,1588,194,0.12216624685138538,0.3175015449523926,0.5035356879234314,0.3671378493309021
0.3974299574891726,1537_0.52_1.24.png,630,273,0.43333333333333335,0.3820328712463379,0.5254164934158325,0.4676494300365448
0.3974299574891726,1538_0.61_0.54.png,2192,1263,0.5761861313868614,0.36534130573272705,0.514835774898529,0.3054172098636627
0.3974299574891726,1539_0.58_0.79.png,1514,998,0.6591809775429326,0.37467265129089355,0.5201054811477661,0.3657780587673187
0.3974299574891726,1543_0.92_1.98.png,883,43,0.04869762174405436,0.360745906829834,0.5159740447998047,0.3870353698730469
0.3974299574891726,1544_0.87_1.52.png,1350,161,0.11925925925925926,0.3417031764984131,0.5047594308853149,0.3440448045730591
0.3974299574891726,1547_0.77_1.84.png,229,0,0.0,0.3648831248283386,0.49457478523254395,0.47889041900634766
0.3974299574891726,1548_0.85_1.55.png,262,0,0.0,0.34576714038848877,0.4852616786956787,0.4846649169921875
0.3974299574891726,1549_0.91_1.37.png,1101,1,0.0009082652134423251,0.2702115774154663,0.42081475257873535,0.37935870885849
0.3974299574891726,154_0.97_0.91.png,0,0,nan,0.3419436812400818,0.43480774760246277,0.5218585729598999
0.3974299574891726,1568_0.8_1.8.png,333,0,0.0,0.38122278451919556,0.5614336133003235,0.5509442090988159
0.3974299574891726,1573_0.61_1.06.png,2350,979,0.4165957446808511,0.3504079282283783,0.5111741423606873,0.28902602195739746
0.3974299574891726,1575_0.51_1.39.png,930,379,0.4075268817204301,0.3584110140800476,0.5044226050376892,0.4368970990180969
0.3974299574891726,1578_0.57_1.99.png,169,3,0.01775147928994083,0.35739707946777344,0.48695626854896545,0.5448170900344849
0.3974299574891726,1580_0.7_1.59.png,281,9,0.03202846975088968,0.3526705205440521,0.5035578012466431,0.48169025778770447
0.3974299574891726,1586_0.74_1.29.png,366,2,0.00546448087431694,0.3368375599384308,0.5092763900756836,0.4483288526535034
0.3974299574891726,158_0.56_1.42.png,0,0,nan,0.3587341904640198,0.457035094499588,0.7631924152374268
0.3974299574891726,1592_0.54_1.46.png,1449,505,0.34851621808143546,0.35856837034225464,0.5024681687355042,0.34342193603515625
0.3974299574891726,1599_0.71_1.3.png,389,215,0.5526992287917738,0.41209396719932556,0.5165353417396545,0.5652234554290771
0.3974299574891726,1602_0.92_0.57.png,1394,0,0.0,0.26671189069747925,0.4440147876739502,0.24002587795257568
0.3974299574891726,1605_1.0_1.37.png,414,0,0.0,0.317640483379364,0.5289207100868225,0.4677601456642151
0.3974299574891726,1612_0.77_1.4.png,627,0,0.0,0.32895734906196594,0.5004518628120422,0.43072807788848877
0.3974299574891726,161_0.83_1.56.png,0,0,nan,0.38305962085723877,0.48049524426460266,0.9066364765167236
0.3974299574891726,1621_0.5_0.72.png,1735,0,0.0,0.19750437140464783,0.38045734167099,0.13362981379032135
0.3974299574891726,162_0.75_0.98.png,0,0,nan,0.3574824929237366,0.46373963356018066,0.7847614884376526
0.3974299574891726,1631_0.92_1.27.png,143,0,0.0,0.3176262378692627,0.4750027060508728,0.5775337815284729
0.3974299574891726,1635_0.64_0.55.png,2362,0,0.0,0.22576981782913208,0.35801416635513306,0.26880931854248047
0.3974299574891726,1636_0.96_1.23.png,878,0,0.0,0.25888746976852417,0.49485597014427185,0.45176175236701965
0.3974299574891726,1647_0.89_1.55.png,58,0,0.0,0.38101986050605774,0.5422607660293579,0.5972826480865479
0.3974299574891726,1648_0.89_1.41.png,63,0,0.0,0.37715771794319153,0.5348460674285889,0.5907193422317505
0.3974299574891726,1657_0.68_1.28.png,257,112,0.4357976653696498,0.3550594449043274,0.5035244226455688,0.3670105040073395
0.3974299574891726,1663_0.92_1.8.png,240,0,0.0,0.3462088704109192,0.5376354455947876,0.5042684674263
0.3974299574891726,1664_0.8_2.0.png,193,1,0.0051813471502590676,0.3698287606239319,0.5301405191421509,0.4601324200630188
0.3974299574891726,1666_0.85_0.59.png,2067,6,0.002902757619738752,0.19670382142066956,0.4223903715610504,0.2371518611907959
0.3974299574891726,1685_0.79_1.99.png,612,1,0.0016339869281045752,0.37885111570358276,0.5544041395187378,0.5296480655670166
0.3974299574891726,1686_0.51_0.6.png,2017,109,0.05404065443728309,0.2920682728290558,0.4416939318180084,0.24095210433006287
0.3974299574891726,1687_0.83_1.61.png,798,2,0.002506265664160401,0.3574858009815216,0.5484620928764343,0.5031105875968933
0.3974299574891726,1689_0.74_0.54.png,2597,21,0.008086253369272238,0.27141639590263367,0.45799532532691956,0.24231523275375366
0.3974299574891726,1691_0.77_1.92.png,494,0,0.0,0.34067580103874207,0.5379344820976257,0.5313194394111633
0.3974299574891726,1696_0.74_1.51.png,2093,0,0.0,0.2274961769580841,0.44636836647987366,0.33583366870880127
0.3974299574891726,1701_0.55_0.71.png,2005,4,0.00199501246882793,0.2905668616294861,0.42246198654174805,0.32732081413269043
0.3974299574891726,1705_0.66_1.4.png,224,12,0.05357142857142857,0.3490510582923889,0.4736120104789734,0.5532779693603516
0.3974299574891726,1712_0.9_0.74.png,1654,14,0.008464328899637243,0.27998942136764526,0.4636220932006836,0.3334662616252899
0.3974299574891726,1718_0.92_1.01.png,528,0,0.0,0.34436100721359253,0.5491556525230408,0.4610291123390198
0.3974299574891726,1722_0.85_1.51.png,185,0,0.0,0.39390134811401367,0.5414079427719116,0.6289470195770264
0.3974299574891726,1726_0.54_0.7.png,967,29,0.02998965873836608,0.29908326268196106,0.42714062333106995,0.31735676527023315
0.3974299574891726,1730_0.81_1.53.png,1412,0,0.0,0.2705100476741791,0.5182191133499146,0.3357982337474823
0.3974299574891726,1733_0.57_1.6.png,552,0,0.0,0.32447153329849243,0.504953145980835,0.5474917888641357
0.3974299574891726,173_0.88_1.45.png,136,0,0.0,0.31213462352752686,0.45671507716178894,0.6412110328674316
0.3974299574891726,1756_0.77_1.19.png,645,197,0.3054263565891473,0.3492305278778076,0.5332797765731812,0.4134822487831116
0.3974299574891726,1761_0.99_0.94.png,223,75,0.336322869955157,0.4352397918701172,0.5507301688194275,0.5881279706954956
0.3974299574891726,1763_0.58_1.25.png,93,15,0.16129032258064516,0.4054132103919983,0.5049538016319275,0.6843695640563965
0.3974299574891726,1765_0.51_1.47.png,438,314,0.7168949771689498,0.3970586061477661,0.5075505971908569,0.5468512773513794
0.3974299574891726,1773_0.58_1.45.png,1378,33,0.023947750362844702,0.29568058252334595,0.4826098084449768,0.354686975479126
0.3974299574891726,1784_0.94_1.15.png,818,0,0.0,0.3503361940383911,0.5490462183952332,0.3870437443256378
0.3974299574891726,1795_0.99_1.84.png,6,0,0.0,0.3961697816848755,0.5378869771957397,0.48625367879867554
0.3974299574891726,1796_0.93_0.58.png,159,0,0.0,0.2679052948951721,0.4017825722694397,0.2255382239818573
0.3974299574891726,17_0.55_1.91.png,120,0,0.0,0.3294956684112549,0.4223504960536957,0.5698163509368896
0.3974299574891726,1801_0.99_0.78.png,1879,0,0.0,0.22564123570919037,0.47021493315696716,0.3185971975326538
0.3974299574891726,1803_0.99_1.79.png,981,1,0.0010193679918450561,0.2425486445426941,0.5132485032081604,0.4385843873023987
0.3974299574891726,1814_0.55_0.54.png,3083,14,0.0045410314628608495,0.2410019338130951,0.44819507002830505,0.18448564410209656
0.3974299574891726,1817_0.81_2.0.png,35,0,0.0,0.4187609851360321,0.5535792112350464,0.5107921957969666
0.3974299574891726,1822_0.51_1.51.png,1062,33,0.031073446327683617,0.2852621078491211,0.44125303626060486,0.2566748559474945
0.3974299574891726,1835_0.61_1.23.png,1394,60,0.043041606886657105,0.28687164187431335,0.46078377962112427,0.31951457262039185
0.3974299574891726,183_0.77_0.99.png,282,0,0.0,0.33617693185806274,0.451387882232666,0.3973509669303894
0.3974299574891726,1841_0.64_1.79.png,571,5,0.008756567425569177,0.31505686044692993,0.5109893083572388,0.3878225088119507
0.3974299574891726,1844_0.91_1.28.png,1195,0,0.0,0.2867664694786072,0.5183355212211609,0.31807902455329895
0.3974299574891726,1851_0.7_1.14.png,871,5,0.0057405281285878304,0.29005077481269836,0.4739699363708496,0.34827208518981934
0.3974299574891726,1854_0.94_1.49.png,334,0,0.0,0.28555017709732056,0.4904613494873047,0.280955970287323
0.3974299574891726,1859_0.73_1.32.png,72,1,0.013888888888888888,0.3762701153755188,0.5054854154586792,0.32907426357269287
0.3974299574891726,1860_0.77_1.07.png,139,0,0.0,0.3610536456108093,0.49113792181015015,0.2850644588470459
0.3974299574891726,1862_0.82_1.52.png,470,113,0.2404255319148936,0.34176433086395264,0.5445526838302612,0.37048834562301636
0.3974299574891726,1867_0.67_1.54.png,595,453,0.761344537815126,0.39024579524993896,0.5048706531524658,0.5484763383865356
0.3974299574891726,1875_0.95_0.91.png,808,0,0.0,0.3050980567932129,0.5280066132545471,0.4185471832752228
0.3974299574891726,1876_0.97_1.69.png,570,0,0.0,0.3515392541885376,0.5408031940460205,0.47154664993286133
0.3974299574891726,1884_0.78_0.61.png,2364,220,0.09306260575296109,0.2227269411087036,0.4917267858982086,0.1956840455532074
0.3974299574891726,1885_0.54_0.83.png,2778,158,0.05687544996400288,0.23747006058692932,0.4647667407989502,0.21977362036705017
0.3974299574891726,1892_0.85_0.58.png,2547,1,0.00039261876717707107,0.2861156463623047,0.41257184743881226,0.27151283621788025
0.3974299574891726,1895_0.9_1.62.png,235,0,0.0,0.3179134726524353,0.45901602506637573,0.5574276447296143
0.3974299574891726,1898_0.84_0.98.png,1822,8,0.0043907793633369925,0.2625768184661865,0.5095506906509399,0.24948738515377045
0.3974299574891726,1911_0.96_1.13.png,329,131,0.3981762917933131,0.4205437898635864,0.5473035573959351,0.5763283371925354
0.3974299574891726,1912_1.0_0.84.png,604,253,0.41887417218543044,0.4131336212158203,0.539639949798584,0.4778772294521332
0.3974299574891726,1914_0.81_0.98.png,2894,55,0.019004837595024186,0.22356922924518585,0.5363953113555908,0.23339121043682098
0.3974299574891726,1917_0.96_1.37.png,137,0,0.0,0.38310468196868896,0.5197352170944214,0.44312387704849243
0.3974299574891726,1919_0.59_0.94.png,1835,373,0.20326975476839237,0.30410414934158325,0.4380061626434326,0.1611129343509674
0.3974299574891726,1920_0.99_1.69.png,91,0,0.0,0.4039000868797302,0.5321869254112244,0.5157020092010498
0.3974299574891726,1923_0.81_1.81.png,525,48,0.09142857142857143,0.3626105785369873,0.5460063219070435,0.4003725051879883
0.3974299574891726,1936_0.52_1.67.png,146,48,0.3287671232876712,0.34996935725212097,0.49454912543296814,0.45931318402290344
0.3974299574891726,1937_0.79_0.84.png,390,16,0.041025641025641026,0.36968517303466797,0.5186754465103149,0.4124792516231537
0.3974299574891726,1939_0.93_1.32.png,218,0,0.0,0.41419219970703125,0.5624969601631165,0.5860679149627686
0.3974299574891726,1942_0.89_0.67.png,2166,15,0.006925207756232687,0.27912741899490356,0.4761725068092346,0.3042815327644348
0.3974299574891726,1952_0.78_0.75.png,468,60,0.1282051282051282,0.35141369700431824,0.5095527768135071,0.4523766040802002
0.3974299574891726,1956_0.99_1.4.png,615,0,0.0,0.32942110300064087,0.5214129090309143,0.4774533212184906
0.3974299574891726,1966_0.52_1.48.png,725,279,0.38482758620689655,0.3788583278656006,0.5055930018424988,0.406312495470047
0.3974299574891726,196_0.8_0.88.png,122,0,0.0,0.3228400945663452,0.4220876097679138,0.46104514598846436
0.3974299574891726,1979_0.6_0.93.png,1313,160,0.12185833968012186,0.31770944595336914,0.5034984946250916,0.3721943497657776
0.3974299574891726,1982_0.99_1.89.png,236,0,0.0,0.3989006280899048,0.5632613897323608,0.5910481214523315
0.3974299574891726,1985_0.57_1.93.png,759,278,0.3662714097496706,0.41574135422706604,0.5047979354858398,0.49877095222473145
0.3974299574891726,1988_0.94_1.22.png,422,13,0.030805687203791468,0.38054269552230835,0.5398787260055542,0.5469259023666382
0.3974299574891726,2000_0.86_0.62.png,1308,2,0.0015290519877675841,0.288421630859375,0.4777645468711853,0.3892446756362915
0.3974299574891726,2003_0.64_1.33.png,2282,41,0.01796669588080631,0.2964259386062622,0.49075421690940857,0.28433334827423096
0.3974299574891726,2007_0.61_1.26.png,65,44,0.676923076923077,0.3839642107486725,0.5252018570899963,0.4759565591812134
0.3974299574891726,2013_1.0_1.78.png,372,0,0.0,0.3236147463321686,0.5322622656822205,0.426790714263916
0.3974299574891726,2024_0.99_1.36.png,490,0,0.0,0.338327020406723,0.5629814863204956,0.39060693979263306
0.3974299574891726,2026_0.99_1.41.png,189,0,0.0,0.37460941076278687,0.5633167624473572,0.5469677448272705
0.3974299574891726,2027_0.69_0.59.png,988,156,0.15789473684210525,0.27858057618141174,0.44954419136047363,0.3772915005683899
0.3974299574891726,2028_0.98_1.27.png,239,0,0.0,0.3652564287185669,0.5523117780685425,0.5167271494865417
0.3974299574891726,2033_0.61_0.56.png,3218,352,0.1093847110006215,0.3140990436077118,0.48123040795326233,0.19365514814853668
0.3974299574891726,2043_0.97_0.54.png,942,1,0.0010615711252653928,0.3700813055038452,0.533828616142273,0.35179856419563293
0.3974299574891726,2050_0.8_1.8.png,346,182,0.5260115606936416,0.440606027841568,0.5544954538345337,0.5330778360366821
0.3974299574891726,2051_0.92_0.92.png,520,202,0.38846153846153847,0.4095667600631714,0.5443088412284851,0.496736615896225
0.3974299574891726,2057_0.86_0.85.png,1090,37,0.03394495412844037,0.32619285583496094,0.49862560629844666,0.3803759217262268
0.3974299574891726,2061_0.79_1.72.png,376,0,0.0,0.3169015347957611,0.4893036484718323,0.39355790615081787
0.3974299574891726,2063_0.76_1.8.png,354,0,0.0,0.31890252232551575,0.4866914749145508,0.40124058723449707
0.3974299574891726,2069_0.7_1.18.png,983,600,0.6103763987792472,0.3980776071548462,0.5444129705429077,0.34220677614212036
0.3974299574891726,2070_0.86_0.78.png,1334,332,0.24887556221889057,0.3663325011730194,0.5546970367431641,0.3191884756088257
0.3974299574891726,2071_0.63_1.21.png,1221,968,0.7927927927927928,0.4023539423942566,0.5479856133460999,0.32879459857940674
0.3974299574891726,2072_0.87_1.18.png,670,121,0.18059701492537314,0.3812260627746582,0.5480333566665649,0.4271467924118042
0.3974299574891726,2073_0.87_1.93.png,389,46,0.11825192802056556,0.39217066764831543,0.5509936809539795,0.5904003977775574
0.3974299574891726,2074_0.71_0.74.png,1231,187,0.15190901705930138,0.33101439476013184,0.4932560920715332,0.3799353837966919
0.3974299574891726,2076_0.85_1.77.png,405,7,0.01728395061728395,0.38894569873809814,0.5433146953582764,0.5473090410232544
0.3974299574891726,2079_0.62_1.17.png,391,60,0.1534526854219949,0.3896988034248352,0.5262845754623413,0.47700998187065125
