variant,eval_pixels,need_pearson,need_spearman,need_auroc_high_vs_low,need_auprc_high,need_pred_high_coverage,need_target_high_coverage,target_high_recall,target_high_precision,high_need_recall_in_low_density_regions,need_monotonic_pairs,need_monotonic_valid_pairs,low_context_false_strong_global,low_context_false_strong_per_image_mean,low_context_false_strong_per_image_p90,low_context_false_strong_per_image_p95,hard_negative_top5_mean,AUROC_high_vs_hard_negative
d7s_shuffled_topk,2457600,0.3072478057787324,0.2991964029526075,0.6900644034655854,0.43087092650432895,0.0,0.337926025390625,0.0,0.0,0.0,4,4,0.0,0.0,0.0,0.0,0.4524550139904022,0.8520230007250191
