index,name,height,width,max_abs_diff,mean_abs_diff,base_psnr,candidate_psnr,psnr_delta,base_ssim,candidate_ssim,ssim_delta,d7c_selected_coverage,d7c_gate_nontrivial
0,1002_0.73_1.47.png,400,400,0.0,0.0,33.57924270629883,33.57924270629883,0.0,0.9875614047050476,0.9875614047050476,0.0,0.1348465234041214,True
1,1007_0.68_1.25.png,400,400,0.0,0.0,38.75127029418945,38.75127029418945,0.0,0.9977258443832397,0.9977258443832397,0.0,0.6701125502586365,True
2,1012_0.85_1.28.png,400,400,0.0,0.0,38.430335998535156,38.430335998535156,0.0,0.964384913444519,0.964384913444519,0.0,0.656816303730011,True
3,1016_0.8_1.72.png,400,400,0.0,0.0,39.63538360595703,39.63538360595703,0.0,0.9952501654624939,0.9952501654624939,0.0,0.5907625555992126,True
4,1022_0.66_1.05.png,400,400,0.0,0.0,40.131629943847656,40.131629943847656,0.0,0.9986474514007568,0.9986474514007568,0.0,0.06135008484125137,True
5,1023_0.5_1.87.png,400,400,0.0,0.0,37.5179328918457,37.5179328918457,0.0,0.9963695406913757,0.9963695406913757,0.0,0.2846766412258148,True
6,1029_0.71_0.56.png,400,400,0.0,0.0,44.23805236816406,44.23805236816406,0.0,0.9987424612045288,0.9987424612045288,0.0,0.043014977127313614,True
7,103_0.75_1.59.png,400,400,0.0,0.0,31.255149841308594,31.255149841308594,0.0,0.9871509075164795,0.9871509075164795,0.0,0.497879296541214,True
8,1042_0.91_0.56.png,400,400,0.0,0.0,42.37693786621094,42.37693786621094,0.0,0.9984853267669678,0.9984853267669678,0.0,0.20623959600925446,True
9,1045_0.58_1.58.png,400,400,0.0,0.0,32.31662368774414,32.31662368774414,0.0,0.979202151298523,0.979202151298523,0.0,0.6173897385597229,True
10,1060_0.94_1.09.png,400,400,0.0,0.0,40.5056037902832,40.5056037902832,0.0,0.995762288570404,0.995762288570404,0.0,0.26882049441337585,True
11,1064_0.54_0.97.png,400,400,0.0,0.0,37.84720993041992,37.84720993041992,0.0,0.9955098628997803,0.9955098628997803,0.0,0.17026281356811523,True
12,1072_0.58_0.58.png,400,400,0.0,0.0,38.11555480957031,38.11555480957031,0.0,0.9957539439201355,0.9957539439201355,0.0,0.036675989627838135,True
13,1073_0.51_0.98.png,400,400,0.0,0.0,39.428497314453125,39.428497314453125,0.0,0.9985693693161011,0.9985693693161011,0.0,0.015908146277070045,True
14,1075_0.76_1.99.png,400,400,0.0,0.0,29.490890502929688,29.490890502929688,0.0,0.9927167892456055,0.9927167892456055,0.0,0.5723638534545898,True
15,1080_0.59_1.22.png,400,400,0.0,0.0,40.8946533203125,40.8946533203125,0.0,0.9971556663513184,0.9971556663513184,0.0,0.36696791648864746,True
