feature_group,alpha,feature,gain_auc,gain_direction,gain_positive_count,risk_auc,risk_direction,risk_positive_count,fold
pre_router,0.25,dark_channel_min,0.5,high,1772,0.5,high,304,1
pre_router,0.25,dark_channel_max,0.5986797207202478,high,1772,0.44369286621665377,low,304,1
pre_router,0.25,dark_channel_range,0.5986797207202478,high,1772,0.44369286621665377,low,304,1
pre_router,0.25,bright_channel_mean,0.4497366440933032,low,1772,0.5028022019079882,high,304,1
pre_router,0.25,bright_channel_std,0.5170376397711166,high,1772,0.4896723291902259,low,304,1
pre_router,0.25,bright_channel_min,0.46843053878593804,low,1772,0.493617985154557,low,304,1
pre_router,0.25,bright_channel_max,0.5,high,1772,0.5,high,304,1
pre_router,0.25,bright_channel_range,0.531569461214062,high,1772,0.506382014845443,high,304,1
pre_router,0.25,depth_mean,0.5077816858277775,high,1772,0.5275098388422547,high,304,1
pre_router,0.25,depth_std,0.4346728612175617,low,1772,0.5486166463247565,high,304,1
pre_router,0.25,depth_min,0.5,high,1772,0.5,high,304,1
pre_router,0.25,depth_max,0.5,high,1772,0.5,high,304,1
pre_router,0.25,depth_range,0.5,high,1772,0.5,high,304,1
pre_router,0.25,input_luma_contrast,0.5262568463786376,high,1772,0.4877014471816076,low,304,1
pre_router,0.25,input_highfreq_energy,0.6592953260888585,high,1772,0.3558858694298453,low,304,1
pre_router,0.25,input_edge_mean,0.5481915061158066,high,1772,0.37820696440580864,low,304,1
pre_router,0.25,depth_grad_mean,0.561405673088701,high,1772,0.40353419931750817,low,304,1
pre_router,0.25,depth_near_ratio_gt_0_66,0.44975195548322744,low,1772,0.5457412758113931,high,304,1
pre_router,0.25,depth_far_ratio_lt_0_33,0.49527053038654695,low,1772,0.4636328679602461,low,304,1
pre_router,0.25,depth_image_edge_mismatch,0.5353701856615395,high,1772,0.4701767878048173,low,304,1
pre_router,0.25,depth_luma_std_ratio,0.4346877351392024,low,1772,0.5440801927914912,high,304,1
pre_router,0.25,filename_param_1,0.5376760995268968,high,1756,0.44301048332612175,low,315,2
pre_router,0.25,filename_param_2,0.42446074995619415,low,1756,0.5449712676398473,high,315,2
pre_router,0.25,input_luma_mean,0.4253460662344489,low,1756,0.522632901399042,high,315,2
pre_router,0.25,input_luma_std,0.5167241983529,high,1756,0.5093575641638769,high,315,2
pre_router,0.25,input_luma_min,0.46800639565445945,low,1756,0.4885951128418847,low,315,2
pre_router,0.25,input_luma_max,0.5880594007359383,high,1756,0.44986373953375386,low,315,2
pre_router,0.25,input_luma_range,0.5727159628526372,high,1756,0.4794296038198477,low,315,2
pre_router,0.25,input_saturation_mean,0.6074101980024531,high,1756,0.4548974061169183,low,315,2
pre_router,0.25,input_saturation_std,0.6265042929735413,high,1756,0.42258052272399477,low,315,2
pre_router,0.25,input_saturation_min,0.5,high,1756,0.5,high,315,2
pre_router,0.25,input_saturation_max,0.5059037147362888,high,1756,0.4938253892342845,low,315,2
pre_router,0.25,input_saturation_range,0.5059037147362888,high,1756,0.4938253892342845,low,315,2
pre_router,0.25,dark_channel_mean,0.42086647976169617,low,1756,0.523282700614121,high,315,2
pre_router,0.25,dark_channel_std,0.5248387944629402,high,1756,0.5034030956556064,high,315,2
pre_router,0.25,dark_channel_min,0.5,high,1756,0.5,high,315,2
pre_router,0.25,dark_channel_max,0.5960110390748204,high,1756,0.44987664442470754,low,315,2
pre_router,0.25,dark_channel_range,0.5960110390748204,high,1756,0.44987664442470754,low,315,2
pre_router,0.25,bright_channel_mean,0.44306465743823376,low,1756,0.5103383358763559,high,315,2
pre_router,0.25,bright_channel_std,0.5104144033642894,high,1756,0.5109046328558524,high,315,2
pre_router,0.25,bright_channel_min,0.4687778167163133,low,1756,0.48923124805477747,low,315,2
pre_router,0.25,bright_channel_max,0.5,high,1756,0.5,high,315,2
pre_router,0.25,bright_channel_range,0.5312221832836868,high,1756,0.5107687519452225,high,315,2
pre_router,0.25,depth_mean,0.5015174347292798,high,1756,0.5183727691618653,high,315,2
pre_router,0.25,depth_std,0.4323523742772034,low,1756,0.5221637706573145,high,315,2
pre_router,0.25,depth_min,0.5,high,1756,0.5,high,315,2
pre_router,0.25,depth_max,0.5,high,1756,0.5,high,315,2
pre_router,0.25,depth_range,0.5,high,1756,0.5,high,315,2
pre_router,0.25,input_luma_contrast,0.5167241983529,high,1756,0.5093575641638769,high,315,2
pre_router,0.25,input_highfreq_energy,0.6623357280532679,high,1756,0.3717246248092733,low,315,2
pre_router,0.25,input_edge_mean,0.5549776590152444,high,1756,0.3897671805849711,low,315,2
pre_router,0.25,depth_grad_mean,0.5608366917820221,high,1756,0.42504004311751803,low,315,2
pre_router,0.25,depth_near_ratio_gt_0_66,0.4472463641142457,low,1756,0.5215458541140033,high,315,2
pre_router,0.25,depth_far_ratio_lt_0_33,0.5076073243385316,high,1756,0.4711044309322645,low,315,2
pre_router,0.25,depth_image_edge_mismatch,0.5467636236201157,high,1756,0.47749614751049474,low,315,2
pre_router,0.25,depth_luma_std_ratio,0.4390275100753461,low,1756,0.5116409707514442,high,315,2
pre_router,0.25,filename_param_1,0.5281495154591601,high,1773,0.43421784164662375,low,314,3
pre_router,0.25,filename_param_2,0.43422176683813096,low,1773,0.5379340456133141,high,314,3
pre_router,0.25,input_luma_mean,0.4318883578971336,low,1773,0.5154144357558105,high,314,3
pre_router,0.25,input_luma_std,0.5213000694373834,high,1773,0.49356712070486713,low,314,3
pre_router,0.25,input_luma_min,0.4592435583573844,low,1773,0.5036454997038882,high,314,3
pre_router,0.25,input_luma_max,0.588683444615648,high,1773,0.4477664704673733,low,314,3
pre_router,0.25,input_luma_range,0.5756432952079515,high,1773,0.46986684030505566,low,314,3
pre_router,0.25,input_saturation_mean,0.6061848807267374,high,1773,0.45595335935894804,low,314,3
pre_router,0.25,input_saturation_std,0.6249512243661774,high,1773,0.4205317323148697,low,314,3
pre_router,0.25,input_saturation_min,0.5,high,1773,0.5,high,314,3
pre_router,0.25,input_saturation_max,0.5041258320101992,high,1773,0.499025550224199,low,314,3
pre_router,0.25,input_saturation_range,0.5041258320101992,high,1773,0.499025550224199,low,314,3
pre_router,0.25,dark_channel_mean,0.4265054398410675,low,1773,0.5170898850602497,high,314,3
pre_router,0.25,dark_channel_std,0.5276702323936256,high,1773,0.4875164674458236,low,314,3
pre_router,0.25,dark_channel_min,0.5,high,1773,0.5,high,314,3
pre_router,0.25,dark_channel_max,0.5922708979148796,high,1773,0.45221192545232597,low,314,3
pre_router,0.25,dark_channel_range,0.5922708979148796,high,1773,0.45221192545232597,low,314,3
pre_router,0.25,bright_channel_mean,0.449797814677794,low,1773,0.501911130180447,high,314,3
pre_router,0.25,bright_channel_std,0.5154504695931178,high,1773,0.4967684526039715,low,314,3
pre_router,0.25,bright_channel_min,0.4568836432813031,low,1773,0.5013627189112753,high,314,3
pre_router,0.25,bright_channel_max,0.5,high,1773,0.5,high,314,3
pre_router,0.25,bright_channel_range,0.543116356718697,high,1773,0.4986372810887248,low,314,3
pre_router,0.25,depth_mean,0.505498936712909,high,1773,0.5096115495715443,high,314,3
pre_router,0.25,depth_std,0.4388268819138646,low,1773,0.5173134797374878,high,314,3
pre_router,0.25,depth_min,0.5,high,1773,0.5,high,314,3
pre_router,0.25,depth_max,0.5,high,1773,0.5,high,314,3
pre_router,0.25,depth_range,0.5,high,1773,0.5,high,314,3
pre_router,0.25,input_luma_contrast,0.5213000694373834,high,1773,0.49356712070486713,low,314,3
pre_router,0.25,input_highfreq_energy,0.6576415449339823,high,1773,0.3609225999830793,low,314,3
pre_router,0.25,input_edge_mean,0.5482746244167565,high,1773,0.38281674905425495,low,314,3
pre_router,0.25,depth_grad_mean,0.5552818036686229,high,1773,0.4198700129322327,low,314,3
pre_router,0.25,depth_near_ratio_gt_0_66,0.44956012851564775,low,1773,0.5199686665296898,high,314,3
pre_router,0.25,depth_far_ratio_lt_0_33,0.49728942179256214,low,1773,0.4840673684719419,low,314,3
pre_router,0.25,depth_image_edge_mismatch,0.5486683057017738,high,1773,0.4807300668366792,low,314,3
pre_router,0.25,depth_luma_std_ratio,0.4391006338007973,low,1773,0.5215043691608552,high,314,3
pre_router,0.25,filename_param_1,0.5488435007821114,high,1764,0.4135866820342144,low,296,4
pre_router,0.25,filename_param_2,0.4333529319105133,low,1764,0.5355749556456313,high,296,4
pre_router,0.25,input_luma_mean,0.44083519245070135,low,1764,0.5081845141739727,high,296,4
pre_router,0.25,input_luma_std,0.5292540818158173,high,1764,0.491713503153369,low,296,4
pre_router,0.25,input_luma_min,0.4672809080551984,low,1764,0.5103018687110685,high,296,4
pre_router,0.25,input_luma_max,0.5987461489711663,high,1764,0.4445351856408397,low,296,4
pre_router,0.25,input_luma_range,0.5758991534147315,high,1764,0.45925468472785197,low,296,4
pre_router,0.25,input_saturation_mean,0.5973105989838046,high,1764,0.4616707028063041,low,296,4
pre_router,0.25,input_saturation_std,0.6155693295088633,high,1764,0.4304332482938137,low,296,4
pre_router,0.25,input_saturation_min,0.5,high,1764,0.5,high,296,4
pre_router,0.25,input_saturation_max,0.5055320189465123,high,1764,0.4968531061008301,low,296,4
pre_router,0.25,input_saturation_range,0.5055320189465123,high,1764,0.4968531061008301,low,296,4
pre_router,0.25,dark_channel_mean,0.4374741280464798,low,1764,0.5071387870860798,high,296,4
pre_router,0.25,dark_channel_std,0.5346189633634821,high,1764,0.48698506844170475,low,296,4
pre_router,0.25,dark_channel_min,0.5,high,1764,0.5,high,296,4
pre_router,0.25,dark_channel_max,0.603266185310958,high,1764,0.4471333156347531,low,296,4
pre_router,0.25,dark_channel_range,0.603266185310958,high,1764,0.4471333156347531,low,296,4
pre_router,0.25,bright_channel_mean,0.45698295473278167,low,1764,0.4980623292194926,low,296,4
pre_router,0.25,bright_channel_std,0.5227920462746218,high,1764,0.49570539634027894,low,296,4
pre_router,0.25,bright_channel_min,0.4704070642796699,low,1764,0.4978017068338103,low,296,4
pre_router,0.25,bright_channel_max,0.5,high,1764,0.5,high,296,4
pre_router,0.25,bright_channel_range,0.5295929357203302,high,1764,0.5021982931661897,high,296,4
pre_router,0.25,depth_mean,0.5168071536638349,high,1764,0.5021626801693884,high,296,4
pre_router,0.25,depth_std,0.44627059224335935,low,1764,0.5147972001709424,high,296,4
pre_router,0.25,depth_min,0.5,high,1764,0.5,high,296,4
pre_router,0.25,depth_max,0.5,high,1764,0.5,high,296,4
pre_router,0.25,depth_range,0.5,high,1764,0.5,high,296,4
pre_router,0.25,input_luma_contrast,0.5292540818158173,high,1764,0.491713503153369,low,296,4
pre_router,0.25,input_highfreq_energy,0.6586651354133468,high,1764,0.36606275657545423,low,296,4
pre_router,0.25,input_edge_mean,0.5527471893442353,high,1764,0.38333991634183295,low,296,4
pre_router,0.25,depth_grad_mean,0.5669657739240015,high,1764,0.4107052668384724,low,296,4
pre_router,0.25,depth_near_ratio_gt_0_66,0.4611710058282872,low,1764,0.5136381590023181,high,296,4
pre_router,0.25,depth_far_ratio_lt_0_33,0.4871047772905608,low,1764,0.49148525621932426,low,296,4
pre_router,0.25,depth_image_edge_mismatch,0.5417156631096165,high,1764,0.4800340589751227,low,296,4
pre_router,0.25,depth_luma_std_ratio,0.44001827979441643,low,1764,0.5195159222471154,high,296,4
pre_router,0.5,filename_param_1,0.5546326833666702,high,1601,0.45119628355305214,low,553,0
pre_router,0.5,filename_param_2,0.439117169797411,low,1601,0.5463333091428929,high,553,0
pre_router,0.5,input_luma_mean,0.4808789253798088,low,1601,0.49940700283425804,low,553,0
pre_router,0.5,input_luma_std,0.5311158476665443,high,1601,0.4980559833066079,low,553,0
pre_router,0.5,input_luma_min,0.4853147878555151,low,1601,0.4944130023948536,low,553,0
pre_router,0.5,input_luma_max,0.5736213018614339,high,1601,0.4549849041710615,low,553,0
pre_router,0.5,input_luma_range,0.5546703543748193,high,1601,0.47170513775130307,low,553,0
pre_router,0.5,input_saturation_mean,0.5703171898886154,high,1601,0.46472288193640165,low,553,0
pre_router,0.5,input_saturation_std,0.5905120907733574,high,1601,0.4414056170202613,low,553,0
pre_router,0.5,input_saturation_min,0.5,high,1601,0.5,high,553,0
pre_router,0.5,input_saturation_max,0.5036548979196692,high,1601,0.4981613608415092,low,553,0
pre_router,0.5,input_saturation_range,0.5036548979196692,high,1601,0.4981613608415092,low,553,0
pre_router,0.5,dark_channel_mean,0.47545673059396243,low,1601,0.5012521038227192,high,553,0
pre_router,0.5,dark_channel_std,0.5347768215552698,high,1601,0.4929282726932013,low,553,0
pre_router,0.5,dark_channel_min,0.5,high,1601,0.5,high,553,0
pre_router,0.5,dark_channel_max,0.5753298643600668,high,1601,0.4566500680480402,low,553,0
pre_router,0.5,dark_channel_range,0.5753298643600668,high,1601,0.4566500680480402,low,553,0
pre_router,0.5,bright_channel_mean,0.49599836677951764,low,1601,0.4908316573997397,low,553,0
pre_router,0.5,bright_channel_std,0.5305139216653664,high,1601,0.49651508539059774,low,553,0
pre_router,0.5,bright_channel_min,0.48139416755578346,low,1601,0.495055705944983,low,553,0
pre_router,0.5,bright_channel_max,0.5,high,1601,0.5,high,553,0
pre_router,0.5,bright_channel_range,0.5186058324442165,high,1601,0.5049442940550171,high,553,0
pre_router,0.5,depth_mean,0.4930640787899262,low,1601,0.5207230887149608,high,553,0
pre_router,0.5,depth_std,0.4642315802947412,low,1601,0.5395071313749681,high,553,0
pre_router,0.5,depth_min,0.5,high,1601,0.5,high,553,0
pre_router,0.5,depth_max,0.5,high,1601,0.5,high,553,0
pre_router,0.5,depth_range,0.5,high,1601,0.5,high,553,0
pre_router,0.5,input_luma_contrast,0.5311158476665443,high,1601,0.4980559833066079,low,553,0
pre_router,0.5,input_highfreq_energy,0.6231651586111469,high,1601,0.3799854260880976,low,553,0
pre_router,0.5,input_edge_mean,0.5480625354937859,high,1601,0.41037292711950507,low,553,0
pre_router,0.5,depth_grad_mean,0.5385054412328222,high,1601,0.43456850384777124,low,553,0
pre_router,0.5,depth_near_ratio_gt_0_66,0.4613074189202436,low,1601,0.5408675951156519,high,553,0
pre_router,0.5,depth_far_ratio_lt_0_33,0.5113231759333297,high,1601,0.4702164315388997,low,553,0
pre_router,0.5,depth_image_edge_mismatch,0.5447316892571196,high,1601,0.45496949519190144,low,553,0
pre_router,0.5,depth_luma_std_ratio,0.4519759456435707,low,1601,0.5310669873059836,high,553,0
pre_router,0.5,filename_param_1,0.5377981052703369,high,1621,0.4627618094284761,low,567,1
pre_router,0.5,filename_param_2,0.43287729517420537,low,1621,0.5515687115687116,high,567,1
pre_router,0.5,input_luma_mean,0.47038399895839467,low,1621,0.5037132370465703,high,567,1
pre_router,0.5,input_luma_std,0.5419982391910199,high,1621,0.4883426283426283,low,567,1
pre_router,0.5,input_luma_min,0.4723691715827751,low,1621,0.509582916249583,high,567,1
pre_router,0.5,input_luma_max,0.5609893235455501,high,1621,0.46229848896515563,low,567,1
pre_router,0.5,input_luma_range,0.5566961891505646,high,1621,0.46132418132418135,low,567,1
pre_router,0.5,input_saturation_mean,0.5661783625096488,high,1621,0.4748691548691549,low,567,1
pre_router,0.5,input_saturation_std,0.5898810833935253,high,1621,0.4455026455026455,low,567,1
pre_router,0.5,input_saturation_min,0.5,high,1621,0.5,high,567,1
pre_router,0.5,input_saturation_max,0.5050596133040278,high,1621,0.4958596691930025,low,567,1
pre_router,0.5,input_saturation_range,0.5050596133040278,high,1621,0.4958596691930025,low,567,1
pre_router,0.5,dark_channel_mean,0.46808068721150475,low,1621,0.501305114638448,high,567,1
pre_router,0.5,dark_channel_std,0.5440519996651982,high,1621,0.48449115782449115,low,567,1
pre_router,0.5,dark_channel_min,0.5,high,1621,0.5,high,567,1
pre_router,0.5,dark_channel_max,0.5615221387629077,high,1621,0.46550264550264553,low,567,1
pre_router,0.5,dark_channel_range,0.5615221387629077,high,1621,0.46550264550264553,low,567,1
pre_router,0.5,bright_channel_mean,0.4825779111473468,low,1621,0.49784641784641787,low,567,1
pre_router,0.5,bright_channel_std,0.5417207877760176,high,1621,0.486344439677773,low,567,1
pre_router,0.5,bright_channel_min,0.4699813844050605,low,1621,0.5128385528385528,high,567,1
pre_router,0.5,bright_channel_max,0.5,high,1621,0.5,high,567,1
pre_router,0.5,bright_channel_range,0.5300186155949396,high,1621,0.48716144716144716,low,567,1
pre_router,0.5,depth_mean,0.5011818810275932,high,1621,0.5173506840173507,high,567,1
pre_router,0.5,depth_std,0.4649791213935191,low,1621,0.5441126841126841,high,567,1
pre_router,0.5,depth_min,0.5,high,1621,0.5,high,567,1
pre_router,0.5,depth_max,0.5,high,1621,0.5,high,567,1
pre_router,0.5,depth_range,0.5,high,1621,0.5,high,567,1
pre_router,0.5,input_luma_contrast,0.5419982391910199,high,1621,0.4883426283426283,low,567,1
pre_router,0.5,input_highfreq_energy,0.6206793529647001,high,1621,0.38227465560798896,low,567,1
pre_router,0.5,input_edge_mean,0.5560777359964536,high,1621,0.40254730921397586,low,567,1
pre_router,0.5,depth_grad_mean,0.5492239885423416,high,1621,0.421687878354545,low,567,1
pre_router,0.5,depth_near_ratio_gt_0_66,0.46622687775707655,low,1621,0.5404738071404738,high,567,1
pre_router,0.5,depth_far_ratio_lt_0_33,0.4990397701028275,low,1621,0.48000190666857334,low,567,1
pre_router,0.5,depth_image_edge_mismatch,0.5333181949227941,high,1621,0.4609457076123743,low,567,1
pre_router,0.5,depth_luma_std_ratio,0.44665647794803753,low,1621,0.5399151532484866,high,567,1
pre_router,0.5,filename_param_1,0.5412708636262036,high,1607,0.4594269985530837,low,582,2
pre_router,0.5,filename_param_2,0.43283413538858856,low,1607,0.5422879174956291,high,582,2
pre_router,0.5,input_luma_mean,0.4658023836578548,low,1607,0.5004135392174595,high,582,2
pre_router,0.5,input_luma_std,0.5223696702396352,high,1607,0.5113313513594984,high,582,2
pre_router,0.5,input_luma_min,0.4720033520431965,low,1607,0.5001978205823838,high,582,2
pre_router,0.5,input_luma_max,0.5565431431479767,high,1607,0.4708308841261229,low,582,2
pre_router,0.5,input_luma_range,0.554390483437215,high,1607,0.47798209817929704,low,582,2
pre_router,0.5,input_saturation_mean,0.570747659839267,high,1607,0.4694546180743956,low,582,2
pre_router,0.5,input_saturation_std,0.5826877560858976,high,1607,0.45575695574847774,low,582,2
pre_router,0.5,input_saturation_min,0.5,high,1607,0.5,high,582,2
pre_router,0.5,input_saturation_max,0.5040736203390517,high,1607,0.49528009510459997,low,582,2
pre_router,0.5,input_saturation_range,0.5040736203390517,high,1607,0.49528009510459997,low,582,2
pre_router,0.5,dark_channel_mean,0.4614627961367391,low,1607,0.5016616928920239,high,582,2
pre_router,0.5,dark_channel_std,0.5246259130696196,high,1607,0.5084092587568578,high,582,2
pre_router,0.5,dark_channel_min,0.5,high,1607,0.5,high,582,2
pre_router,0.5,dark_channel_max,0.5605739283625378,high,1607,0.4707201988002653,low,582,2
pre_router,0.5,dark_channel_range,0.5605739283625378,high,1607,0.4707201988002653,low,582,2
pre_router,0.5,bright_channel_mean,0.4813281692345675,low,1607,0.4913316904804968,low,582,2
pre_router,0.5,bright_channel_std,0.5238727936990311,high,1607,0.5059327334659673,high,582,2
pre_router,0.5,bright_channel_min,0.46801657018379383,low,1607,0.5050241717911618,high,582,2
pre_router,0.5,bright_channel_max,0.5,high,1607,0.5,high,582,2
pre_router,0.5,bright_channel_range,0.5319834298162062,high,1607,0.49497582820883823,low,582,2
pre_router,0.5,depth_mean,0.4948118876037486,low,1607,0.5279840763851209,high,582,2
pre_router,0.5,depth_std,0.46156248515373527,low,1607,0.5421696961475855,high,582,2
pre_router,0.5,depth_min,0.5,high,1607,0.5,high,582,2
pre_router,0.5,depth_max,0.5,high,1607,0.5,high,582,2
pre_router,0.5,depth_range,0.5,high,1607,0.5,high,582,2
pre_router,0.5,input_luma_contrast,0.5223696702396352,high,1607,0.5113313513594984,high,582,2
pre_router,0.5,input_highfreq_energy,0.6263036480728478,high,1607,0.3903131970820522,low,582,2
pre_router,0.5,input_edge_mean,0.5618352280736733,high,1607,0.41081777144751913,low,582,2
pre_router,0.5,depth_grad_mean,0.5510808859549857,high,1607,0.43381582715379513,low,582,2
pre_router,0.5,depth_near_ratio_gt_0_66,0.4620511949831502,low,1607,0.5425262441972629,high,582,2
pre_router,0.5,depth_far_ratio_lt_0_33,0.5076515214646808,high,1607,0.4687165589015494,low,582,2
pre_router,0.5,depth_image_edge_mismatch,0.5463238506751984,high,1607,0.44984023632965575,low,582,2
pre_router,0.5,depth_luma_std_ratio,0.45520030093622005,low,1607,0.5247501808645325,high,582,2
pre_router,0.5,filename_param_1,0.5427588771147054,high,1630,0.4542227367227367,low,572,3
pre_router,0.5,filename_param_2,0.43955428518311956,low,1630,0.5472174447174447,high,572,3
pre_router,0.5,input_luma_mean,0.4713166945528909,low,1630,0.496987336987337,low,572,3
pre_router,0.5,input_luma_std,0.5295470037801326,high,1630,0.50001701001701,high,572,3
pre_router,0.5,input_luma_min,0.4685300086757142,low,1630,0.5108278208278209,high,572,3
pre_router,0.5,input_luma_max,0.5624984507653219,high,1630,0.46502882252882255,low,572,3
pre_router,0.5,input_luma_range,0.5555241835533247,high,1630,0.4687544887544888,low,572,3
pre_router,0.5,input_saturation_mean,0.5746862799776911,high,1630,0.4724494424494424,low,572,3
pre_router,0.5,input_saturation_std,0.5865960215653467,high,1630,0.45846720846720845,low,572,3
pre_router,0.5,input_saturation_min,0.5,high,1630,0.5,high,572,3
pre_router,0.5,input_saturation_max,0.5026073619631902,high,1630,0.49827253827253826,low,572,3
pre_router,0.5,input_saturation_range,0.5026073619631902,high,1630,0.49827253827253826,low,572,3
pre_router,0.5,dark_channel_mean,0.4659516948627378,low,1630,0.49797958797958797,low,572,3
pre_router,0.5,dark_channel_std,0.5308971618020698,high,1630,0.49915422415422417,low,572,3
pre_router,0.5,dark_channel_min,0.5,high,1630,0.5,high,572,3
pre_router,0.5,dark_channel_max,0.562286592923096,high,1630,0.47001228501228504,low,572,3
pre_router,0.5,dark_channel_range,0.562286592923096,high,1630,0.47001228501228504,low,572,3
pre_router,0.5,bright_channel_mean,0.4872420524261015,low,1630,0.4873247023247023,low,572,3
pre_router,0.5,bright_channel_std,0.5295958046724918,high,1630,0.49644774144774145,low,572,3
pre_router,0.5,bright_channel_min,0.46651174319885974,low,1630,0.5113882063882064,high,572,3
pre_router,0.5,bright_channel_max,0.5,high,1630,0.5,high,572,3
pre_router,0.5,bright_channel_range,0.5334882568011402,high,1630,0.48861179361179363,low,572,3
pre_router,0.5,depth_mean,0.49625472516576813,low,1630,0.5254271404271404,high,572,3
pre_router,0.5,depth_std,0.46444041643428147,low,1630,0.5363948213948214,high,572,3
pre_router,0.5,depth_min,0.5,high,1630,0.5,high,572,3
pre_router,0.5,depth_max,0.5,high,1630,0.5,high,572,3
pre_router,0.5,depth_range,0.5,high,1630,0.5,high,572,3
pre_router,0.5,input_luma_contrast,0.5295470037801326,high,1630,0.50001701001701,high,572,3
pre_router,0.5,input_highfreq_energy,0.6219166356819731,high,1630,0.3907975807975808,low,572,3
pre_router,0.5,input_edge_mean,0.5546709425543781,high,1630,0.41331695331695334,low,572,3
pre_router,0.5,depth_grad_mean,0.5451264950114644,high,1630,0.441464278964279,low,572,3
pre_router,0.5,depth_near_ratio_gt_0_66,0.4593232942926194,low,1630,0.5425987525987526,high,572,3
