split,name,feature_group,alpha,selected_alpha,selected_delta_psnr,selected_delta_ssim,a0_psnr,bucket
val_regular,1177_0.71_1.64.png,pre_router,0.25,0.25,0.8135757446289062,0.0003337860107421875,34.71192932128906,hard_bottom25_by_a0_fulltrain
val_regular,1183_0.84_1.24.png,pre_router,0.25,0.25,0.7461395263671875,0.0003288388252258301,34.02747344970703,hard_bottom25_by_a0_fulltrain
val_regular,1200_0.97_0.52.png,pre_router,0.25,0.25,0.557342529296875,0.00019377470016479492,31.913738250732422,hard_bottom25_by_a0_fulltrain
val_regular,1212_0.8_1.74.png,pre_router,0.25,0.25,-0.5754966735839844,-0.0005459785461425781,30.234447479248047,hard_bottom25_by_a0_fulltrain
val_regular,1233_0.54_0.63.png,pre_router,0.25,0.25,-0.4091835021972656,0.00016862154006958008,37.283382415771484,mid_by_a0_fulltrain
val_regular,1246_0.62_2.0.png,pre_router,0.25,0.25,-0.16619110107421875,0.00012934207916259766,33.34962463378906,hard_bottom25_by_a0_fulltrain
val_regular,1266_0.96_1.34.png,pre_router,0.25,0.25,0.10898971557617188,9.232759475708008e-05,35.360557556152344,hard_bottom25_by_a0_fulltrain
val_regular,126_0.75_1.47.png,pre_router,0.25,0.25,0.7458648681640625,0.0012969970703125,28.241600036621094,hard_bottom25_by_a0_fulltrain
val_regular,1282_0.62_0.6.png,pre_router,0.25,0.25,1.0225181579589844,0.00023573637008666992,32.45446014404297,hard_bottom25_by_a0_fulltrain
val_regular,1290_0.95_1.76.png,pre_router,0.25,0.25,-0.5761260986328125,3.0875205993652344e-05,32.715370178222656,hard_bottom25_by_a0_fulltrain
val_regular,1291_0.62_0.59.png,pre_router,0.25,0.25,1.0085563659667969,5.2928924560546875e-05,40.49239730834961,mid_by_a0_fulltrain
val_regular,1299_0.83_1.21.png,pre_router,0.25,0.25,0.6544952392578125,0.00011771917343139648,41.31084442138672,mid_by_a0_fulltrain
val_regular,1300_0.92_1.03.png,pre_router,0.25,0.25,0.09357070922851562,0.00016754865646362305,43.74760055541992,easy_top25_by_a0_fulltrain
val_regular,1313_0.75_1.8.png,pre_router,0.25,0.25,0.2683753967285156,0.00048810243606567383,36.106903076171875,hard_bottom25_by_a0_fulltrain
val_regular,1317_0.53_1.87.png,pre_router,0.25,0.25,1.0516948699951172,0.0015401244163513184,29.30721092224121,hard_bottom25_by_a0_fulltrain
val_regular,1333_0.79_1.62.png,pre_router,0.25,0.25,0.25879669189453125,0.0002219080924987793,33.545631408691406,hard_bottom25_by_a0_fulltrain
val_regular,1334_0.64_1.51.png,pre_router,0.25,0.25,0.158477783203125,0.00013756752014160156,36.26000213623047,mid_by_a0_fulltrain
val_regular,1376_0.65_1.6.png,pre_router,0.25,0.25,-0.12041473388671875,-0.00037020444869995117,40.26970672607422,mid_by_a0_fulltrain
val_regular,1390_0.57_1.23.png,pre_router,0.25,0.25,0.07076263427734375,0.00017374753952026367,37.24122619628906,mid_by_a0_fulltrain
val_regular,1397_0.94_0.79.png,pre_router,0.25,0.25,0.49326324462890625,0.0001849532127380371,36.11112594604492,hard_bottom25_by_a0_fulltrain
val_regular,1413_0.65_1.47.png,pre_router,0.25,0.25,-0.34832000732421875,7.82012939453125e-05,40.04090118408203,mid_by_a0_fulltrain
val_regular,1416_0.95_1.15.png,pre_router,0.25,0.25,0.3766937255859375,0.0002003312110900879,39.3605842590332,mid_by_a0_fulltrain
val_regular,1419_0.62_1.04.png,pre_router,0.25,0.25,0.17035675048828125,2.6226043701171875e-05,37.92040252685547,mid_by_a0_fulltrain
val_regular,1432_0.91_1.29.png,pre_router,0.25,0.25,0.2588386535644531,0.0002104043960571289,32.578590393066406,hard_bottom25_by_a0_fulltrain
val_regular,1435_0.87_0.57.png,pre_router,0.25,0.25,0.11397552490234375,0.0003917217254638672,43.462547302246094,easy_top25_by_a0_fulltrain
val_regular,1456_0.66_1.83.png,pre_router,0.25,0.25,0.26866912841796875,0.0002422928810119629,33.696537017822266,hard_bottom25_by_a0_fulltrain
val_regular,1461_0.59_0.54.png,pre_router,0.25,0.25,1.088592529296875,0.000186920166015625,37.48857116699219,mid_by_a0_fulltrain
val_regular,1467_0.61_1.24.png,pre_router,0.25,0.25,0.12054443359375,0.0003288388252258301,40.498504638671875,mid_by_a0_fulltrain
val_regular,1474_0.92_0.89.png,pre_router,0.25,0.25,0.3696613311767578,0.00016927719116210938,30.879680633544922,hard_bottom25_by_a0_fulltrain
val_regular,1480_0.96_1.38.png,pre_router,0.25,0.25,0.18672752380371094,-0.0016058087348937988,30.866212844848633,hard_bottom25_by_a0_fulltrain
val_regular,1491_0.88_1.85.png,pre_router,0.25,0.25,0.3475341796875,0.0025413036346435547,33.575008392333984,hard_bottom25_by_a0_fulltrain
val_regular,1500_0.87_1.88.png,pre_router,0.25,0.25,-0.031894683837890625,-0.00021135807037353516,34.10819625854492,hard_bottom25_by_a0_fulltrain
val_regular,1502_0.65_1.08.png,pre_router,0.25,0.25,1.3315696716308594,0.00024837255477905273,42.028228759765625,mid_by_a0_fulltrain
val_regular,1528_0.91_1.9.png,pre_router,0.25,0.25,0.030010223388671875,0.0005000829696655273,33.67494201660156,hard_bottom25_by_a0_fulltrain
val_regular,1534_0.7_0.91.png,pre_router,0.25,0.25,0.8228302001953125,0.0001735687255859375,45.483734130859375,easy_top25_by_a0_fulltrain
val_regular,1547_0.77_1.84.png,pre_router,0.25,0.25,0.3596839904785156,0.0009026527404785156,38.38059616088867,mid_by_a0_fulltrain
val_regular,1550_0.87_0.57.png,pre_router,0.25,0.25,0.7642135620117188,0.00012814998626708984,45.68352508544922,easy_top25_by_a0_fulltrain
val_regular,1567_0.8_0.84.png,pre_router,0.25,0.25,0.8326568603515625,5.9604644775390625e-06,41.414817810058594,mid_by_a0_fulltrain
val_regular,1575_0.51_1.39.png,pre_router,0.25,0.25,0.13842010498046875,8.976459503173828e-05,42.521217346191406,mid_by_a0_fulltrain
val_regular,1579_0.67_1.31.png,pre_router,0.25,0.25,0.5677604675292969,0.0002503395080566406,43.416500091552734,easy_top25_by_a0_fulltrain
val_regular,1580_0.7_1.59.png,pre_router,0.25,0.25,0.6414260864257812,0.0002632737159729004,40.74560546875,mid_by_a0_fulltrain
val_regular,1586_0.74_1.29.png,pre_router,0.25,0.25,0.5791397094726562,0.0005623698234558105,39.65418243408203,mid_by_a0_fulltrain
val_regular,1587_0.73_1.54.png,pre_router,0.25,0.25,0.3780250549316406,0.0005192756652832031,38.576385498046875,mid_by_a0_fulltrain
val_regular,1589_0.74_1.06.png,pre_router,0.25,0.25,-0.3979148864746094,8.779764175415039e-05,42.42633819580078,mid_by_a0_fulltrain
val_regular,1612_0.77_1.4.png,pre_router,0.25,0.25,0.13208389282226562,0.0002982616424560547,41.39713668823242,mid_by_a0_fulltrain
val_regular,1618_0.97_1.32.png,pre_router,0.25,0.25,0.7095146179199219,0.0007631778717041016,42.37184524536133,mid_by_a0_fulltrain
val_regular,161_0.83_1.56.png,pre_router,0.25,0.25,0.8677387237548828,0.0009789466857910156,28.51170539855957,hard_bottom25_by_a0_fulltrain
val_regular,1642_0.91_0.72.png,pre_router,0.25,0.25,0.4481315612792969,0.00016564130783081055,42.781009674072266,easy_top25_by_a0_fulltrain
val_regular,164_0.84_0.62.png,pre_router,0.25,0.25,1.0863456726074219,0.0002186894416809082,36.68079376220703,mid_by_a0_fulltrain
val_regular,165_0.71_1.57.png,pre_router,0.25,0.25,0.8295822143554688,0.00028705596923828125,38.146968841552734,mid_by_a0_fulltrain
val_regular,1664_0.8_2.0.png,pre_router,0.25,0.25,-0.11670684814453125,0.0002827644348144531,39.84394836425781,mid_by_a0_fulltrain
val_regular,1674_0.9_1.32.png,pre_router,0.25,0.25,0.54052734375,0.0002601146697998047,41.204315185546875,mid_by_a0_fulltrain
val_regular,1675_0.56_1.81.png,pre_router,0.25,0.25,0.9192390441894531,0.0001450181007385254,40.729469299316406,mid_by_a0_fulltrain
val_regular,1684_0.61_1.24.png,pre_router,0.25,0.25,0.18109130859375,0.00011211633682250977,40.03773498535156,mid_by_a0_fulltrain
val_regular,1701_0.55_0.71.png,pre_router,0.25,0.25,0.8322601318359375,9.894371032714844e-05,45.161842346191406,easy_top25_by_a0_fulltrain
val_regular,1704_0.9_1.06.png,pre_router,0.25,0.25,0.6497611999511719,0.00020575523376464844,42.1196174621582,mid_by_a0_fulltrain
val_regular,1716_0.87_0.59.png,pre_router,0.25,0.25,0.6795005798339844,0.0003669261932373047,41.12706756591797,mid_by_a0_fulltrain
val_regular,1729_0.85_0.57.png,pre_router,0.25,0.25,0.12679672241210938,2.3543834686279297e-05,46.27433395385742,easy_top25_by_a0_fulltrain
val_regular,1739_0.98_1.18.png,pre_router,0.25,0.25,0.7134132385253906,0.0008613467216491699,35.712276458740234,hard_bottom25_by_a0_fulltrain
val_regular,1741_0.52_0.81.png,pre_router,0.25,0.25,0.25798797607421875,0.00011014938354492188,49.389678955078125,easy_top25_by_a0_fulltrain
val_regular,1744_0.79_1.18.png,pre_router,0.25,0.25,0.25691986083984375,5.710124969482422e-05,45.941978454589844,easy_top25_by_a0_fulltrain
val_regular,1753_0.96_1.66.png,pre_router,0.25,0.25,0.5841407775878906,0.00030106306076049805,38.76080322265625,mid_by_a0_fulltrain
val_regular,1778_0.61_0.57.png,pre_router,0.25,0.25,0.426300048828125,4.780292510986328e-05,48.499267578125,easy_top25_by_a0_fulltrain
val_regular,179_0.79_1.66.png,pre_router,0.25,0.25,0.5845756530761719,0.0007846355438232422,38.12906265258789,mid_by_a0_fulltrain
val_regular,1801_0.99_0.78.png,pre_router,0.25,0.25,-0.16262435913085938,5.370378494262695e-05,41.88230895996094,mid_by_a0_fulltrain
val_regular,1811_0.62_1.47.png,pre_router,0.25,0.25,-0.16439056396484375,0.0003756880760192871,45.50151824951172,easy_top25_by_a0_fulltrain
val_regular,1823_0.78_0.96.png,pre_router,0.25,0.25,0.2622833251953125,0.00016945600509643555,46.251502990722656,easy_top25_by_a0_fulltrain
val_regular,1838_0.88_0.63.png,pre_router,0.25,0.25,-0.055328369140625,0.0002868175506591797,46.653297424316406,easy_top25_by_a0_fulltrain
val_regular,1840_0.94_1.56.png,pre_router,0.25,0.25,0.0921478271484375,0.0005733966827392578,40.73064422607422,mid_by_a0_fulltrain
val_regular,1847_0.55_2.0.png,pre_router,0.25,0.25,0.5904884338378906,0.0002028942108154297,41.16526794433594,mid_by_a0_fulltrain
val_regular,1851_0.7_1.14.png,pre_router,0.25,0.25,1.0337562561035156,9.626150131225586e-05,43.70277786254883,easy_top25_by_a0_fulltrain
val_regular,185_0.65_1.74.png,pre_router,0.25,0.25,0.465118408203125,0.00025719404220581055,37.16947555541992,mid_by_a0_fulltrain
val_regular,1864_0.63_1.68.png,pre_router,0.25,0.25,0.2814483642578125,0.00021332502365112305,43.06463623046875,easy_top25_by_a0_fulltrain
val_regular,1870_0.54_1.45.png,pre_router,0.25,0.25,0.9504165649414062,0.00029218196868896484,45.073936462402344,easy_top25_by_a0_fulltrain
val_regular,1893_0.53_1.29.png,pre_router,0.25,0.25,0.10702896118164062,0.00011283159255981445,42.15018844604492,mid_by_a0_fulltrain
val_regular,1896_0.7_0.8.png,pre_router,0.25,0.25,0.19816207885742188,8.553266525268555e-05,41.1153564453125,mid_by_a0_fulltrain
val_regular,1900_0.59_0.94.png,pre_router,0.25,0.25,0.8024520874023438,0.00010329484939575195,46.69776153564453,easy_top25_by_a0_fulltrain
val_regular,1901_0.77_1.18.png,pre_router,0.25,0.25,0.8810539245605469,0.0002402663230895996,45.59328079223633,easy_top25_by_a0_fulltrain
val_regular,1917_0.96_1.37.png,pre_router,0.25,0.25,0.5523681640625,0.0006857514381408691,40.48789596557617,mid_by_a0_fulltrain
val_regular,1919_0.59_0.94.png,pre_router,0.25,0.25,0.3042411804199219,0.0001239180564880371,49.67170333862305,easy_top25_by_a0_fulltrain
val_regular,191_0.53_1.57.png,pre_router,0.25,0.25,-0.8780059814453125,-0.002588987350463867,38.41264343261719,mid_by_a0_fulltrain
val_regular,1944_0.99_1.3.png,pre_router,0.25,0.25,0.07589340209960938,0.00013691186904907227,37.30205154418945,mid_by_a0_fulltrain
val_regular,1946_0.91_1.18.png,pre_router,0.25,0.25,0.5066566467285156,0.00017648935317993164,40.00991439819336,mid_by_a0_fulltrain
val_regular,1953_0.73_0.63.png,pre_router,0.25,0.25,1.704559326171875,0.00017714500427246094,46.21620559692383,easy_top25_by_a0_fulltrain
val_regular,1994_0.55_1.79.png,pre_router,0.25,0.25,0.3332633972167969,0.00017750263214111328,40.03437423706055,mid_by_a0_fulltrain
val_regular,1999_0.93_0.74.png,pre_router,0.25,0.25,0.313079833984375,0.0003560781478881836,38.255245208740234,mid_by_a0_fulltrain
val_regular,2002_0.86_1.83.png,pre_router,0.25,0.25,1.0803680419921875,0.00031238794326782227,41.44721221923828,mid_by_a0_fulltrain
val_regular,2036_0.8_0.55.png,pre_router,0.25,0.25,0.7226715087890625,8.171796798706055e-05,45.421470642089844,easy_top25_by_a0_fulltrain
val_regular,2037_0.65_0.92.png,pre_router,0.25,0.25,1.1329536437988281,0.0001455545425415039,46.2651252746582,easy_top25_by_a0_fulltrain
val_regular,203_0.79_0.99.png,pre_router,0.25,0.25,0.7358322143554688,0.0003095269203186035,40.774085998535156,mid_by_a0_fulltrain
val_regular,2040_0.75_1.75.png,pre_router,0.25,0.25,1.1392631530761719,0.0004591941833496094,41.331825256347656,mid_by_a0_fulltrain
val_regular,2045_0.94_0.71.png,pre_router,0.25,0.25,0.31058502197265625,0.00019031763076782227,40.68414306640625,mid_by_a0_fulltrain
val_regular,2050_0.8_1.8.png,pre_router,0.25,0.25,0.7708511352539062,0.0010383129119873047,37.12213134765625,mid_by_a0_fulltrain
val_regular,2055_0.69_0.57.png,pre_router,0.25,0.25,-0.23439407348632812,7.152557373046875e-05,45.24013900756836,easy_top25_by_a0_fulltrain
val_regular,2070_0.86_0.78.png,pre_router,0.25,0.25,0.22785186767578125,8.493661880493164e-05,44.1800651550293,easy_top25_by_a0_fulltrain
val_regular,2075_0.73_2.0.png,pre_router,0.25,0.25,1.1581649780273438,0.0004894137382507324,37.7745475769043,mid_by_a0_fulltrain
val_regular,2076_0.85_1.77.png,pre_router,0.25,0.25,0.7188835144042969,0.0003948211669921875,37.433387756347656,mid_by_a0_fulltrain
val_regular,2080_0.53_1.58.png,pre_router,0.25,0.25,1.1052970886230469,0.00017631053924560547,40.515220642089844,mid_by_a0_fulltrain
val_regular,210_0.87_0.81.png,pre_router,0.25,0.25,1.2235755920410156,0.00026154518127441406,40.08632278442383,mid_by_a0_fulltrain
val_regular,2125_0.65_0.5.png,pre_router,0.25,0.25,0.5746994018554688,4.5299530029296875e-05,48.20316696166992,easy_top25_by_a0_fulltrain
val_regular,212_0.71_1.94.png,pre_router,0.25,0.25,0.3696632385253906,0.0001850724220275879,37.99172592163086,mid_by_a0_fulltrain
val_regular,2131_0.88_1.57.png,pre_router,0.25,0.25,0.5543022155761719,0.00027108192443847656,40.4472770690918,mid_by_a0_fulltrain
val_regular,2151_0.78_0.51.png,pre_router,0.25,0.25,0.5932044982910156,0.0007696747779846191,46.20893096923828,easy_top25_by_a0_fulltrain
val_regular,2155_0.7_0.67.png,pre_router,0.25,0.25,0.505218505859375,8.165836334228516e-05,47.29435348510742,easy_top25_by_a0_fulltrain
val_regular,2161_0.69_1.35.png,pre_router,0.25,0.25,-0.034900665283203125,0.00021636486053466797,39.4231071472168,mid_by_a0_fulltrain
val_regular,2165_0.88_1.99.png,pre_router,0.25,0.25,0.4197349548339844,0.0007009506225585938,36.21548843383789,mid_by_a0_fulltrain
val_regular,216_0.58_1.1.png,pre_router,0.25,0.25,0.29070281982421875,0.00010204315185546875,42.399314880371094,mid_by_a0_fulltrain
val_regular,2170_0.98_1.62.png,pre_router,0.25,0.25,-0.004444122314453125,0.00027292966842651367,36.974342346191406,mid_by_a0_fulltrain
val_regular,2186_0.56_1.06.png,pre_router,0.25,0.25,-1.2522430419921875,2.944469451904297e-05,45.25302505493164,easy_top25_by_a0_fulltrain
val_regular,2187_0.73_1.15.png,pre_router,0.25,0.25,-0.2961311340332031,4.100799560546875e-05,43.14910125732422,easy_top25_by_a0_fulltrain
val_regular,2188_0.86_0.97.png,pre_router,0.25,0.25,-0.5260581970214844,4.547834396362305e-05,41.72600173950195,mid_by_a0_fulltrain
val_regular,2189_0.81_0.71.png,pre_router,0.25,0.25,0.8721694946289062,0.00015562772750854492,43.01202392578125,easy_top25_by_a0_fulltrain
val_regular,2193_0.55_1.89.png,pre_router,0.25,0.25,0.5901069641113281,-2.855062484741211e-05,40.62284469604492,mid_by_a0_fulltrain
val_regular,21_0.84_0.84.png,pre_router,0.25,0.25,0.3490943908691406,0.00042492151260375977,32.65384292602539,hard_bottom25_by_a0_fulltrain
val_regular,2200_0.75_1.88.png,pre_router,0.25,0.25,0.3265342712402344,0.0001443624496459961,39.503395080566406,mid_by_a0_fulltrain
val_regular,2216_0.58_1.17.png,pre_router,0.25,0.25,0.6154708862304688,0.00011736154556274414,43.88563537597656,easy_top25_by_a0_fulltrain
val_regular,2218_0.96_1.73.png,pre_router,0.25,0.25,1.8081436157226562,0.0011311173439025879,41.60707473754883,mid_by_a0_fulltrain
val_regular,221_0.88_1.44.png,pre_router,0.25,0.25,0.13837814331054688,6.335973739624023e-05,36.85853576660156,mid_by_a0_fulltrain
val_regular,2222_0.73_1.79.png,pre_router,0.25,0.25,-0.14395904541015625,0.00042176246643066406,44.06690216064453,easy_top25_by_a0_fulltrain
val_regular,2225_0.9_0.54.png,pre_router,0.25,0.25,0.2996025085449219,0.00039952993392944336,50.722259521484375,easy_top25_by_a0_fulltrain
val_regular,2232_0.72_0.59.png,pre_router,0.25,0.25,0.5875892639160156,0.0001996755599975586,46.65442657470703,easy_top25_by_a0_fulltrain
val_regular,2235_0.91_1.78.png,pre_router,0.25,0.25,-0.036815643310546875,6.008148193359375e-05,41.801918029785156,mid_by_a0_fulltrain
val_regular,2242_0.99_1.49.png,pre_router,0.25,0.25,0.6163291931152344,0.0007300376892089844,41.06024932861328,mid_by_a0_fulltrain
val_regular,2257_0.75_1.03.png,pre_router,0.25,0.25,0.7365875244140625,0.00017315149307250977,44.90797424316406,easy_top25_by_a0_fulltrain
val_regular,2266_0.54_0.77.png,pre_router,0.25,0.25,0.2579536437988281,0.00036972761154174805,49.74259948730469,easy_top25_by_a0_fulltrain
val_regular,2289_0.83_1.86.png,pre_router,0.25,0.25,0.6858749389648438,0.0007480978965759277,38.940940856933594,mid_by_a0_fulltrain
val_regular,2290_0.92_1.28.png,pre_router,0.25,0.25,0.7831001281738281,0.0005948543548583984,40.58720016479492,mid_by_a0_fulltrain
val_regular,229_0.93_1.79.png,pre_router,0.25,0.25,0.33754730224609375,0.0005495548248291016,36.479339599609375,mid_by_a0_fulltrain
val_regular,230_0.98_1.69.png,pre_router,0.25,0.25,0.3115234375,0.00043779611587524414,36.8438606262207,mid_by_a0_fulltrain
val_regular,2310_0.9_1.71.png,pre_router,0.25,0.25,0.15951156616210938,0.0004076361656188965,34.05088806152344,hard_bottom25_by_a0_fulltrain
val_regular,2311_0.83_1.77.png,pre_router,0.25,0.25,0.010509490966796875,0.0002772212028503418,35.87531661987305,hard_bottom25_by_a0_fulltrain
val_regular,2313_0.57_0.7.png,pre_router,0.25,0.25,0.8552322387695312,0.00016885995864868164,45.15915298461914,easy_top25_by_a0_fulltrain
val_regular,2321_0.92_0.62.png,pre_router,0.25,0.25,1.3037605285644531,0.00020360946655273438,42.372901916503906,mid_by_a0_fulltrain
val_regular,2325_0.93_1.76.png,pre_router,0.25,0.25,0.928619384765625,0.0004425644874572754,40.579933166503906,mid_by_a0_fulltrain
val_regular,2338_0.62_1.42.png,pre_router,0.25,0.25,0.050537109375,0.00014001131057739258,39.07637023925781,mid_by_a0_fulltrain
val_regular,2340_0.98_1.97.png,pre_router,0.25,0.25,0.3557929992675781,0.0008249878883361816,29.831707000732422,hard_bottom25_by_a0_fulltrain
val_regular,2342_0.63_0.94.png,pre_router,0.25,0.25,1.1729393005371094,0.00021719932556152344,45.71634292602539,easy_top25_by_a0_fulltrain
val_regular,2343_0.53_1.69.png,pre_router,0.25,0.25,0.6764106750488281,0.0002707839012145996,44.16751480102539,easy_top25_by_a0_fulltrain
val_regular,234_0.85_1.32.png,pre_router,0.25,0.25,0.5619621276855469,0.0002879500389099121,38.47703170776367,mid_by_a0_fulltrain
val_regular,2370_0.65_1.01.png,pre_router,0.25,0.25,1.7121620178222656,0.0005065798759460449,40.94618225097656,mid_by_a0_fulltrain
val_regular,2377_0.59_1.32.png,pre_router,0.25,0.25,1.2884635925292969,0.00019931793212890625,48.4139289855957,easy_top25_by_a0_fulltrain
val_regular,2379_0.79_1.37.png,pre_router,0.25,0.25,0.7881736755371094,0.00022327899932861328,46.56707763671875,easy_top25_by_a0_fulltrain
val_regular,2380_0.52_1.3.png,pre_router,0.25,0.25,1.2403945922851562,0.0003113746643066406,46.23611068725586,easy_top25_by_a0_fulltrain
val_regular,2383_0.59_1.38.png,pre_router,0.25,0.25,0.9716529846191406,0.0002573728561401367,45.953697204589844,easy_top25_by_a0_fulltrain
val_regular,2397_0.64_0.76.png,pre_router,0.25,0.25,1.2135276794433594,0.0001887679100036621,40.66936111450195,mid_by_a0_fulltrain
val_regular,2405_0.56_0.59.png,pre_router,0.25,0.25,0.28562164306640625,6.568431854248047e-05,48.77013397216797,easy_top25_by_a0_fulltrain
val_regular,2409_0.55_1.95.png,pre_router,0.25,0.25,0.25322723388671875,0.00047218799591064453,42.895606994628906,easy_top25_by_a0_fulltrain
val_regular,2411_0.81_0.52.png,pre_router,0.25,0.25,0.5734634399414062,0.00021332502365112305,46.5946044921875,easy_top25_by_a0_fulltrain
val_regular,2420_0.95_0.63.png,pre_router,0.25,0.25,1.2831497192382812,0.0001843571662902832,43.21178436279297,easy_top25_by_a0_fulltrain
val_regular,2421_0.95_1.35.png,pre_router,0.25,0.25,0.6691513061523438,0.0005890130996704102,36.84862518310547,mid_by_a0_fulltrain
val_regular,2427_0.71_0.9.png,pre_router,0.25,0.25,0.02054595947265625,0.000217437744140625,44.347415924072266,easy_top25_by_a0_fulltrain
val_regular,2435_0.72_0.78.png,pre_router,0.25,0.25,0.80950927734375,0.00013434886932373047,44.59236526489258,easy_top25_by_a0_fulltrain
val_regular,2436_0.83_1.9.png,pre_router,0.25,0.25,0.9158821105957031,0.0001990795135498047,41.74224090576172,mid_by_a0_fulltrain
val_regular,2488_0.64_1.77.png,pre_router,0.25,0.25,0.4273872375488281,0.0002573728561401367,41.72123336791992,mid_by_a0_fulltrain
val_regular,2511_0.82_1.93.png,pre_router,0.25,0.25,1.0966415405273438,0.0001958012580871582,42.61885070800781,mid_by_a0_fulltrain
val_regular,2530_0.54_0.81.png,pre_router,0.25,0.25,1.0340652465820312,0.0002467632293701172,49.465965270996094,easy_top25_by_a0_fulltrain
val_regular,2534_0.74_1.5.png,pre_router,0.25,0.25,0.506439208984375,0.00047266483306884766,43.99406433105469,easy_top25_by_a0_fulltrain
val_regular,2551_0.71_1.76.png,pre_router,0.25,0.25,-0.1034393310546875,-0.0001341700553894043,42.31659698486328,mid_by_a0_fulltrain
val_regular,2561_0.98_0.54.png,pre_router,0.25,0.25,0.6108589172363281,0.00014662742614746094,47.343605041503906,easy_top25_by_a0_fulltrain
val_regular,2566_0.98_1.33.png,pre_router,0.25,0.25,-0.2695770263671875,0.0002575516700744629,42.35923385620117,mid_by_a0_fulltrain
val_regular,2609_0.89_1.63.png,pre_router,0.25,0.25,0.5714988708496094,0.0007169842720031738,41.9489860534668,mid_by_a0_fulltrain
val_regular,2612_0.52_1.14.png,pre_router,0.25,0.25,0.2541961669921875,0.0002522468566894531,44.38479995727539,easy_top25_by_a0_fulltrain
val_regular,2639_0.74_1.16.png,pre_router,0.25,0.25,0.5504875183105469,6.61611557006836e-05,46.302494049072266,easy_top25_by_a0_fulltrain
val_regular,2641_0.7_1.91.png,pre_router,0.25,0.25,0.7250328063964844,0.00032907724380493164,41.9099235534668,mid_by_a0_fulltrain
val_regular,2648_0.66_1.92.png,pre_router,0.25,0.25,0.33658599853515625,0.0002251267433166504,40.695556640625,mid_by_a0_fulltrain
val_regular,2662_0.71_1.19.png,pre_router,0.25,0.25,0.4636573791503906,0.00026494264602661133,44.013023376464844,easy_top25_by_a0_fulltrain
