insertion_point,sample_name,sample_index,crop_top,crop_left,student_context,baseline_context,hardness_bucket,strong_reference_bucket,base_psnr_A0,teacher_psnr,same_contract_teacher_delta,free_tensor_psnr,free_tensor_delta,projection_ratio_vs_teacher,feature_delta_energy,output_delta_energy,lowfreq_output_ratio,highfreq_leakage,steps,loss_start,loss_end,loss_drop,max_grad_norm_before_clip,gradient_finite
S6_decoder_early,1896_0.7_0.8.png,993,5,301,full_image_slice,full_image_slice,easy,strong_reference,45.21757125854492,49.87702178955078,4.659450531005859,49.54529571533203,4.327724456787109,0.9288057525213947,0.010267532430589199,0.0026651169173419476,0.9827277660369873,0.017272233963012695,32,0.0033437837846577168,0.001342854113318026,0.0020009296713396907,0.0008463633712381124,True
S6_decoder_early,2370_0.65_1.01.png,1521,218,268,full_image_slice,full_image_slice,easy,strong_reference,43.37511444091797,46.368431091308594,2.993316650390625,46.28938674926758,2.9142723083496094,0.9735930570423612,0.007777602877467871,0.0033629671670496464,0.9416887760162354,0.05831122398376465,32,0.0032930676825344563,0.0014101620763540268,0.0018829056061804295,0.0011899744858965278,True
S6_decoder_early,2397_0.64_0.76.png,1550,212,173,full_image_slice,full_image_slice,easy,strong_reference,51.46718978881836,51.9239501953125,0.4567604064941406,51.91911315917969,0.4519233703613281,0.9894101238547818,0.006532109342515469,0.0015500577865168452,0.9140356779098511,0.08596432209014893,32,0.0020451440941542387,0.0013178461231291294,0.0007272979710251093,0.0006337972590699792,True
S6_decoder_early,627_0.51_0.54.png,2585,112,43,full_image_slice,full_image_slice,easy,strong_reference,40.5860710144043,45.01474380493164,4.428672790527344,44.92924499511719,4.343173980712891,0.980694259012016,0.017016559839248657,0.004614022560417652,0.9859946966171265,0.014005303382873535,32,0.005288024432957172,0.001361584523692727,0.003926439909264445,0.0009840617422014475,True
S6_decoder_early,1893_0.53_1.29.png,990,140,7,full_image_slice,full_image_slice,easy,strong_reference,42.84677505493164,45.76488494873047,2.918109893798828,45.83184814453125,2.9850730895996094,1.0229474551123254,0.009035852737724781,0.003176016267389059,0.9674473404884338,0.03255265951156616,32,0.003335384652018547,0.0013822766486555338,0.0019531080033630133,0.001494700787588954,True
S6_decoder_early,720_0.62_1.27.png,2689,133,35,full_image_slice,full_image_slice,easy,strong_reference,42.267555236816406,44.72156524658203,2.454010009765625,44.802001953125,2.5344467163085938,1.032777660328554,0.009656819514930248,0.004167895298451185,0.9302956461906433,0.06970435380935669,32,0.004370830953121185,0.0014442141400650144,0.002926616813056171,0.0016507947584614158,True
S6_decoder_early,861_0.95_0.65.png,2845,104,103,full_image_slice,full_image_slice,easy,strong_reference,41.27394104003906,44.59743118286133,3.3234901428222656,44.627960205078125,3.3540191650390625,1.0091858320334515,0.01270307507365942,0.004609428346157074,0.9838511943817139,0.016148805618286133,32,0.0050643328577280045,0.0013426669174805284,0.003721665940247476,0.0013715082313865423,True
S6_decoder_early,500_0.56_0.68.png,2445,44,96,full_image_slice,full_image_slice,easy,strong_reference,43.75728225708008,49.106502532958984,5.349220275878906,48.92346954345703,5.166187286376953,0.9657832394139201,0.012177808210253716,0.006648908369243145,0.988075852394104,0.011924147605895996,32,0.007474321871995926,0.0014651764649897814,0.0060091454070061445,0.003333094296976924,True
S6_decoder_early,290_0.6_1.14.png,2120,110,85,full_image_slice,full_image_slice,easy,strong_reference,45.27008056640625,47.79815673828125,2.528076171875,47.81681442260742,2.546733856201172,1.0073801907291164,0.0106115210801363,0.003394086379557848,0.920441746711731,0.07955825328826904,32,0.003628137055784464,0.00135705282445997,0.002271084231324494,0.0013340171426534653,True
S6_decoder_early,1291_0.62_0.59.png,322,54,104,full_image_slice,full_image_slice,easy,strong_reference,40.64542770385742,44.596458435058594,3.951030731201172,44.65788269042969,4.012454986572266,1.0155463876517155,0.010650898329913616,0.004591247532516718,0.9934735894203186,0.0065264105796813965,32,0.004847302101552486,0.0013392263790592551,0.0035080757224932313,0.002133724046871066,True
S6_decoder_early,1479_0.8_1.08.png,530,138,129,full_image_slice,full_image_slice,hard,not_strong,32.50385665893555,39.253047943115234,6.7491912841796875,39.10823059082031,6.604373931884766,0.9785430066807592,0.022094447165727615,0.013212836347520351,0.99833083152771,0.001669168472290039,32,0.013400275260210037,0.0015644134255126119,0.011835861834697425,0.0018849177286028862,True
S6_decoder_early,810_0.78_1.52.png,2789,144,43,full_image_slice,full_image_slice,hard,not_strong,22.02440071105957,29.304227828979492,7.279827117919922,28.893754959106445,6.869354248046875,0.9436150250240651,0.03862056881189346,0.04464561492204666,0.9947040677070618,0.005295932292938232,32,0.04012593999505043,0.003822261467576027,0.0363036785274744,0.00195617089048028,True
S6_decoder_early,490_0.83_1.67.png,2433,78,59,full_image_slice,full_image_slice,hard,not_strong,32.30126190185547,39.54369354248047,7.242431640625,39.45164489746094,7.150382995605469,0.9872903674363729,0.022117383778095245,0.01608971878886223,0.9948267340660095,0.0051732659339904785,32,0.01878558099269867,0.0018175116274505854,0.016968069365248084,0.0023642154410481453,True
S6_decoder_early,492_0.61_1.32.png,2435,60,112,full_image_slice,full_image_slice,hard,not_strong,31.65878677368164,38.6113395690918,6.952552795410156,38.51028823852539,6.85150146484375,0.9854655788255047,0.026097716763615608,0.015591735951602459,0.9974626302719116,0.002537369728088379,32,0.018295668065547943,0.0018227635882794857,0.016472904477268457,0.0019346672343090177,True
S6_decoder_early,453_0.76_1.67.png,2392,99,106,full_image_slice,full_image_slice,hard,not_strong,39.063350677490234,42.77311706542969,3.709766387939453,42.79986572265625,3.7365150451660156,1.007210334675931,0.012093056924641132,0.006748957093805075,0.9529953002929688,0.04700469970703125,32,0.006152131129056215,0.001555203809402883,0.004596927319653332,0.0017830184660851955,True
S6_decoder_early,518_0.95_1.66.png,2464,20,97,full_image_slice,full_image_slice,hard,not_strong,29.43051528930664,36.985755920410156,7.555240631103516,36.98375701904297,7.553241729736328,0.9997354284972793,0.02270044945180416,0.021717922762036324,0.9967413544654846,0.003258645534515381,32,0.020222578197717667,0.0021985990460962057,0.01802397915162146,0.002895527984946966,True
S6_decoder_early,628_0.64_1.31.png,2586,57,130,full_image_slice,full_image_slice,hard,not_strong,31.268861770629883,37.90581512451172,6.636953353881836,37.96998977661133,6.701128005981445,1.009669293827728,0.021928157657384872,0.01588398776948452,0.9990175366401672,0.0009824633598327637,32,0.019438888877630234,0.0017962245037779212,0.017642664373852313,0.0032067960128188133,True
S6_decoder_early,1197_0.84_0.85.png,217,82,20,full_image_slice,full_image_slice,hard,not_strong,32.05743408203125,38.8448371887207,6.787403106689453,39.03662872314453,6.979194641113281,1.028256983032996,0.02032395452260971,0.014320156536996365,0.998691201210022,0.0013087987899780273,32,0.015703869983553886,0.0016053227009251714,0.014098547282628715,0.0034437247086316347,True
S6_decoder_early,907_0.73_1.72.png,2896,111,109,full_image_slice,full_image_slice,hard,not_strong,35.045440673828125,41.68492126464844,6.6394805908203125,41.691890716552734,6.646450042724609,1.0010496983625394,0.02386089228093624,0.01261061616241932,0.9889155626296997,0.011084437370300293,32,0.012988760136067867,0.0017304731300100684,0.011258287006057799,0.001755807432346046,True
S6_decoder_early,268_0.79_1.15.png,1875,30,49,full_image_slice,full_image_slice,hard,not_strong,31.96947479248047,38.98169708251953,7.0122222900390625,39.03305435180664,7.063579559326172,1.007323964809282,0.02078823558986187,0.014738718047738075,0.995064914226532,0.004935085773468018,32,0.014994964934885502,0.0017682885518297553,0.013226676383055747,0.0033765598200261593,True
S6_decoder_early,126_0.75_1.47.png,298,27,24,full_image_slice,full_image_slice,hard,not_strong,45.32181167602539,46.938690185546875,1.6168785095214844,47.01013946533203,1.6883277893066406,1.0441896403251112,0.009529494680464268,0.0036708712577819824,0.9436876773834229,0.05631232261657715,32,0.00377679243683815,0.0014678523875772953,0.0023089400492608547,0.0012057379353791475,True
S6_decoder_early,127_0.99_1.4.png,309,104,27,full_image_slice,full_image_slice,hard,not_strong,32.563499450683594,38.01042556762695,5.446926116943359,37.96117401123047,5.397674560546875,0.9909579173025165,0.014660704880952835,0.012181945145130157,0.9916053414344788,0.00839465856552124,32,0.009943312034010887,0.0015712798340246081,0.008372032199986279,0.0018209406407549977,True
S6_decoder_early,812_0.59_0.82.png,2791,83,78,full_image_slice,full_image_slice,mid,not_strong,40.064674377441406,47.59619903564453,7.531524658203125,47.16014099121094,7.095466613769531,0.9421022881524193,0.016112245619297028,0.007264902349561453,0.9916183948516846,0.00838160514831543,32,0.008268153294920921,0.0015097267460078,0.006758426548913121,0.001191370072774589,True
S6_decoder_early,467_0.75_1.41.png,2407,144,60,full_image_slice,full_image_slice,mid,not_strong,37.98819351196289,42.966365814208984,4.978172302246094,42.95755386352539,4.9693603515625,0.9982298823446473,0.015732185915112495,0.007744388654828072,0.9728794097900391,0.027120590209960938,32,0.007984551601111889,0.0015593471471220255,0.006425204453989863,0.0018410217016935349,True
S6_decoder_early,1166_0.73_1.03.png,183,5,6,full_image_slice,full_image_slice,mid,not_strong,36.71564483642578,44.118865966796875,7.403221130371094,43.690223693847656,6.974578857421875,0.9421005714403492,0.0154666006565094,0.009382417425513268,0.9952172040939331,0.0047827959060668945,32,0.011491415090858936,0.0014398004859685898,0.010051614604890347,0.0019398715812712908,True
S6_decoder_early,355_0.85_0.53.png,2283,87,143,full_image_slice,full_image_slice,mid,not_strong,41.592308044433594,47.5465087890625,5.954200744628906,47.60643005371094,6.014122009277344,1.0100636957365756,0.013039886951446533,0.00618670554831624,0.9844683408737183,0.015531659126281738,32,0.005789123009890318,0.001454034587368369,0.004335088422521949,0.0020875311456620693,True
S6_decoder_early,784_0.73_1.21.png,2759,113,65,full_image_slice,full_image_slice,mid,not_strong,40.11101150512695,44.760833740234375,4.649822235107422,44.78533172607422,4.674320220947266,1.0052685854643812,0.012883451767265797,0.006420749239623547,0.9840769171714783,0.01592308282852173,32,0.006196301430463791,0.0014278058661147952,0.004768495564348996,0.001292326138354838,True
S6_decoder_early,267_0.59_0.62.png,1864,24,76,full_image_slice,full_image_slice,mid,not_strong,36.15043258666992,42.63746643066406,6.487033843994141,42.81135940551758,6.660926818847656,1.0268062382647363,0.014247486367821693,0.009138505905866623,0.9949227571487427,0.005077242851257324,32,0.009363341145217419,0.0015241813380271196,0.007839159807190299,0.004161887802183628,True
S6_decoder_early,1397_0.94_0.79.png,439,70,79,full_image_slice,full_image_slice,mid,not_strong,38.624305725097656,45.092071533203125,6.467765808105469,44.99182891845703,6.367523193359375,0.9845011990662265,0.013810927048325539,0.007732106372714043,0.9836639761924744,0.016336023807525635,32,0.00727058295160532,0.0014928471064195037,0.005777735845185816,0.0023760509211570024,True
S6_decoder_early,672_0.8_0.77.png,2635,44,1,full_image_slice,full_image_slice,mid,not_strong,35.71035385131836,42.35526657104492,6.6449127197265625,42.39933395385742,6.6889801025390625,1.0066317474241127,0.021908659487962723,0.009714222513139248,0.9867302775382996,0.01326972246170044,32,0.009524956345558167,0.0014318106696009636,0.008093145675957203,0.00125018204562366,True
S6_decoder_early,75_0.61_0.9.png,2732,54,89,full_image_slice,full_image_slice,mid,not_strong,35.488075256347656,42.47307586669922,6.9850006103515625,42.767276763916016,7.279201507568359,1.0421189508245425,0.01342695765197277,0.010535511188209057,0.9953606128692627,0.004639387130737305,32,0.011457684449851513,0.0015093277906998992,0.009948356659151614,0.004258038010448217,True
S6_decoder_early,1462_0.61_1.4.png,512,129,122,full_image_slice,full_image_slice,mid,not_strong,36.909786224365234,42.59969711303711,5.689910888671875,42.58732604980469,5.677539825439453,0.9978257896345879,0.011989539489150047,0.008147243410348892,0.9838812947273254,0.01611870527267456,32,0.00732446601614356,0.0015310632297769189,0.0057934027863666415,0.0019237017259001732,True
S4_encoder_late,1896_0.7_0.8.png,993,5,301,full_image_slice,full_image_slice,easy,strong_reference,45.21757125854492,49.87702178955078,4.659450531005859,50.14091873168945,4.923347473144531,1.0566369232557777,0.012330210767686367,0.0028353354427963495,0.986749529838562,0.013250470161437988,32,0.0033437837846577168,0.0014117530081421137,0.001932030776515603,0.0007418066379614174,True
S4_encoder_late,2370_0.65_1.01.png,1521,218,268,full_image_slice,full_image_slice,easy,strong_reference,43.37511444091797,46.368431091308594,2.993316650390625,46.4292106628418,3.054096221923828,1.0203050925217922,0.008925815112888813,0.003460152307525277,0.950046718120575,0.04995328187942505,32,0.0032930676825344563,0.0014753327704966068,0.0018177349120378494,0.0008039567619562149,True
