insertion_point,count,same_contract_teacher_mean_delta,free_tensor_mean_delta,free_tensor_hard_delta,free_tensor_easy_delta,p05,cvar5,severe,strong_reference_regression_rate,projection_ratio_vs_teacher,feature_delta_energy,output_delta_energy,lowfreq_output_ratio,highfreq_leakage,steps,loss_start,loss_end,gate_pass
S6_decoder_early,32,5.296330511569977,5.258742272853851,6.1034770011901855,3.2636009216308595,2.153693199157715,1.0701255798339844,0.0,0.0,0.9929029658111379,0.015933211965602823,0.009764361875568284,0.9791529569774866,0.02084704302251339,32,0.010037177089543547,0.0016050999765866436,True
S4_encoder_late,32,5.296330511569977,5.195709228515625,5.836086273193359,3.430643081665039,2.1695728302001953,1.1318855285644531,0.0,0.0,0.9810016986601304,0.01590485090855509,0.009474472808506107,0.9816481918096542,0.018351808190345764,32,0.010037177089543547,0.001766189823683817,True
S4_plus_S6,32,5.296330511569977,5.3438111543655396,6.162590026855469,3.3917728424072267,2.1913778305053713,1.0240516662597656,0.0,0.0,1.0089648186969904,0.018912167339294683,0.009856938588200137,0.9793807454407215,0.020619254559278488,32,0.010037177133199293,0.0015576664809486829,True
S5_plus_S6,32,5.296330511569977,5.306072473526001,6.125126202901204,3.281459426879883,2.087255859375,1.0155315399169922,0.0,0.0,1.0018393795354619,0.020067323217517696,0.009807269394514151,0.9781967215240002,0.021803278475999832,32,0.010037177133199293,0.0015576553378195968,True
S4_plus_S5_plus_S6,32,5.296330511569977,5.305510520935059,6.16367785135905,3.354207229614258,2.0429361343383787,1.0051708221435547,0.0,0.0,1.0017332772841552,0.024603518933872692,0.009819794471695786,0.97816301882267,0.021836981177330017,32,0.010037177278718445,0.0015667893749196082,True
