sample_name,sample_index,crop_top,crop_left,selection_source_bucket,crop_direct_A0_PSNR,crop_fullslice_A0_PSNR,crop_A0_context_gap_direct_minus_fullslice,crop_fullslice_a0p375_dPSNR_vs_fullslice_A0,crop_fullslice_a0p5_dPSNR_vs_fullslice_A0,rebased_fullslice_a0p375_dPSNR_vs_crop_direct_A0,rebased_fullslice_a0p5_dPSNR_vs_crop_direct_A0,crop_direct_a0p375_dPSNR_vs_crop_direct_A0,crop_direct_a0p5_dPSNR_vs_crop_direct_A0,contract_label
1479_0.8_1.08.png,530,138,129,hard_bottom25_by_p1_table_A0,46.20441818237305,32.50385665893555,13.7005615234375,4.582611083984375,6.7491912841796875,-9.117950439453125,-6.9513702392578125,-3.9886856079101562,-5.658000946044922,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
810_0.78_1.52.png,2789,144,43,hard_bottom25_by_p1_table_A0,34.83762741088867,22.02440071105957,12.813226699829102,4.834770202636719,7.279827117919922,-7.978456497192383,-5.53339958190918,3.377948760986328,4.550907135009766,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
490_0.83_1.67.png,2433,78,59,hard_bottom25_by_p1_table_A0,43.381866455078125,32.30126190185547,11.080604553222656,5.100303649902344,7.242431640625,-5.9803009033203125,-3.8381729125976562,-4.2429656982421875,-6.273887634277344,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
492_0.61_1.32.png,2435,60,112,hard_bottom25_by_p1_table_A0,44.832725524902344,31.65878677368164,13.173938751220703,4.746559143066406,6.952552795410156,-8.427379608154297,-6.221385955810547,-9.969707489013672,-12.094013214111328,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
453_0.76_1.67.png,2392,99,106,hard_bottom25_by_p1_table_A0,42.701820373535156,39.063350677490234,3.638469696044922,3.042675018310547,3.709766387939453,-0.595794677734375,0.07129669189453125,-0.3504638671875,-1.0558967590332031,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
518_0.95_1.66.png,2464,20,97,hard_bottom25_by_p1_table_A0,41.973960876464844,29.43051528930664,12.543445587158203,5.167217254638672,7.555240631103516,-7.376228332519531,-4.9882049560546875,0.153533935546875,-0.4324798583984375,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
628_0.64_1.31.png,2586,57,130,hard_bottom25_by_p1_table_A0,44.41545486450195,31.268861770629883,13.14659309387207,4.554708480834961,6.636953353881836,-8.59188461303711,-6.509639739990234,0.9453773498535156,-1.0360069274902344,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1197_0.84_0.85.png,217,82,20,hard_bottom25_by_p1_table_A0,46.80088424682617,32.05743408203125,14.743450164794922,4.590160369873047,6.787403106689453,-10.153289794921875,-7.956047058105469,0.3061637878417969,-0.3302879333496094,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
907_0.73_1.72.png,2896,111,109,hard_bottom25_by_p1_table_A0,43.37930679321289,35.045440673828125,8.333866119384766,4.9572601318359375,6.6394805908203125,-3.376605987548828,-1.6943855285644531,-0.7335243225097656,-1.8867607116699219,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
268_0.79_1.15.png,1875,30,49,hard_bottom25_by_p1_table_A0,44.37815856933594,31.96947479248047,12.408683776855469,4.7453155517578125,7.0122222900390625,-7.663368225097656,-5.396461486816406,0.7194442749023438,0.3106040954589844,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
126_0.75_1.47.png,298,27,24,hard_bottom25_by_p1_table_A0,46.4830436706543,45.32181167602539,1.1612319946289062,1.7250785827636719,1.6168785095214844,0.5638465881347656,0.4556465148925781,-1.8170280456542969,-3.0616378784179688,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
127_0.99_1.4.png,309,104,27,hard_bottom25_by_p1_table_A0,42.97404479980469,32.563499450683594,10.410545349121094,3.8393707275390625,5.446926116943359,-6.571174621582031,-4.963619232177734,-2.496410369873047,-3.8984375,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
812_0.59_0.82.png,2791,83,78,mid_by_p1_table_A0,47.69620895385742,40.064674377441406,7.631534576416016,5.644294738769531,7.531524658203125,-1.9872398376464844,-0.10000991821289062,-2.252613067626953,-3.1996307373046875,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
467_0.75_1.41.png,2407,144,60,mid_by_p1_table_A0,43.86064529418945,37.98819351196289,5.8724517822265625,3.7975234985351562,4.978172302246094,-2.0749282836914062,-0.8942794799804688,-0.08982467651367188,-1.4691925048828125,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1166_0.73_1.03.png,183,5,6,mid_by_p1_table_A0,39.33611297607422,36.71564483642578,2.6204681396484375,5.2195587158203125,7.403221130371094,2.599090576171875,4.782752990722656,4.260593414306641,5.4405975341796875,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
355_0.85_0.53.png,2283,87,143,mid_by_p1_table_A0,48.076786041259766,41.592308044433594,6.484477996826172,4.730113983154297,5.954200744628906,-1.754364013671875,-0.5302772521972656,-0.24532318115234375,-1.041168212890625,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
784_0.73_1.21.png,2759,113,65,mid_by_p1_table_A0,46.70775604248047,40.11101150512695,6.596744537353516,3.678539276123047,4.649822235107422,-2.9182052612304688,-1.9469223022460938,-2.5721664428710938,-4.029411315917969,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
267_0.59_0.62.png,1864,24,76,mid_by_p1_table_A0,47.152099609375,36.15043258666992,11.001667022705078,4.500743865966797,6.487033843994141,-6.500923156738281,-4.5146331787109375,-2.8719253540039062,-3.9453659057617188,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1397_0.94_0.79.png,439,70,79,mid_by_p1_table_A0,44.697479248046875,38.624305725097656,6.073173522949219,4.760211944580078,6.467765808105469,-1.3129615783691406,0.39459228515625,-0.25536346435546875,-0.9921035766601562,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
672_0.8_0.77.png,2635,44,1,mid_by_p1_table_A0,43.36309814453125,35.71035385131836,7.652744293212891,4.604312896728516,6.6449127197265625,-3.048431396484375,-1.0078315734863281,2.671886444091797,2.1373443603515625,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
75_0.61_0.9.png,2732,54,89,mid_by_p1_table_A0,46.40811538696289,35.488075256347656,10.920040130615234,4.8302459716796875,6.9850006103515625,-6.089794158935547,-3.935039520263672,-0.919647216796875,-2.357616424560547,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1462_0.61_1.4.png,512,129,122,mid_by_p1_table_A0,44.911094665527344,36.909786224365234,8.00130844116211,4.101261138916016,5.689910888671875,-3.9000473022460938,-2.3113975524902344,-2.268695831298828,-3.658496856689453,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
