sample_name,sample_index,crop_top,crop_left,selection_source_bucket,crop_direct_A0_PSNR,crop_fullslice_A0_PSNR,crop_A0_context_gap_direct_minus_fullslice,crop_fullslice_a0p375_dPSNR_vs_fullslice_A0,crop_fullslice_a0p5_dPSNR_vs_fullslice_A0,rebased_fullslice_a0p375_dPSNR_vs_crop_direct_A0,rebased_fullslice_a0p5_dPSNR_vs_crop_direct_A0,crop_direct_a0p375_dPSNR_vs_crop_direct_A0,crop_direct_a0p5_dPSNR_vs_crop_direct_A0,contract_label
1896_0.7_0.8.png,993,5,301,easy_top25_by_p1_table_A0,44.94287109375,45.21757125854492,-0.2747001647949219,3.4289016723632812,4.659450531005859,3.703601837158203,4.934150695800781,1.8981819152832031,1.9509124755859375,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
2370_0.65_1.01.png,1521,218,268,easy_top25_by_p1_table_A0,45.98817443847656,43.37511444091797,2.6130599975585938,2.4233474731445312,2.993316650390625,-0.1897125244140625,0.38025665283203125,2.1801223754882812,1.8215103149414062,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
2397_0.64_0.76.png,1550,212,173,easy_top25_by_p1_table_A0,51.14942932128906,51.46718978881836,-0.3177604675292969,0.6783943176269531,0.4567604064941406,0.99615478515625,0.7745208740234375,-1.9328842163085938,-2.9277725219726562,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
627_0.51_0.54.png,2585,112,43,easy_top25_by_p1_table_A0,48.838829040527344,40.5860710144043,8.252758026123047,3.253265380859375,4.428672790527344,-4.999492645263672,-3.824085235595703,-2.9703903198242188,-4.780342102050781,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1893_0.53_1.29.png,990,140,7,easy_top25_by_p1_table_A0,37.32975387573242,42.84677505493164,-5.517021179199219,2.2636680603027344,2.918109893798828,7.780689239501953,8.435131072998047,0.4479026794433594,0.5752906799316406,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
720_0.62_1.27.png,2689,133,35,easy_top25_by_p1_table_A0,43.707481384277344,42.267555236816406,1.4399261474609375,2.0960922241210938,2.454010009765625,0.6561660766601562,1.0140838623046875,-2.2767333984375,-3.3833694458007812,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
861_0.95_0.65.png,2845,104,103,easy_top25_by_p1_table_A0,45.17694091796875,41.27394104003906,3.9029998779296875,2.6370773315429688,3.3234901428222656,-1.2659225463867188,-0.5795097351074219,-5.397037506103516,-7.093524932861328,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
500_0.56_0.68.png,2445,44,96,easy_top25_by_p1_table_A0,49.12939453125,43.75728225708008,5.372112274169922,5.406730651855469,5.349220275878906,0.034618377685546875,-0.022891998291015625,-8.849838256835938,-10.759754180908203,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
290_0.6_1.14.png,2120,110,85,easy_top25_by_p1_table_A0,47.962623596191406,45.27008056640625,2.6925430297851562,2.254852294921875,2.528076171875,-0.43769073486328125,-0.16446685791015625,-3.3405990600585938,-5.029022216796875,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
1291_0.62_0.59.png,322,54,104,easy_top25_by_p1_table_A0,46.56904602050781,40.64542770385742,5.923618316650391,2.9435462951660156,3.951030731201172,-2.980072021484375,-1.9725875854492188,-4.290191650390625,-5.6035919189453125,Contract_C_fullimage_teacher_slice_vs_crop_direct_A0
